soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soybeans_base,wheat_base,oats_base,hay_base,prod_index
MARKLAND,SICL,12-25,M,MW,3,0,0,0,0,3.2,53
MARKLAND,SICL,15-25,M,MW,3,0,0,0,0,3,50
MARKLAND,SICL,18-25,M,MW,3,0,0,0,0,2.8,47
MARKLAND-GLENFORD,SIL,0-2,S,MW,2,110,30,42,65,4.2,69
MARKLAND-GLENFORD,SIL,2-6,M,MW,2,105,26,37,57,3.7,63
MARSH,,0-2,S,VP,10,0,0,0,0,0,0
MARTINSVILLE,FSL,2-6,S,W,2,116,41,47,73,4.3,75
MARTINSVILLE,L,0-2,S,W,2,125,44,50,79,4.6,81
MARTINSVILLE,L,1-4,S,W,2,122,43,49,78,4.5,79
MARTINSVILLE,L,2-6,S,W,2,120,42,48,76,4.4,77
MARTINSVILLE,SIL,0-2,S,W,2,125,44,50,79,4.6,81
MARTINSVILLE,SIL,2-6,S,W,2,120,42,48,76,4.4,77
"MARTINSVILLE,RF-PH",L,0-2,S,W,2,125,44,50,79,4.6,81
"MARTINSVILLE,T-SUBST",L,2-6,S,W,2,120,42,48,76,4.4,77
"MARTINSVILLE-OCKLEY,T-SUBST",L,2-6,S,W,2,120,42,48,76,4.4,77
MARTISCO,MK-SIL,0-2,S,VP,10,90,40,0,0,0,67
MARTISCO,MUCK,0-2,S,VP,10,90,40,0,0,0,67
"MARTISCO,V",SIL,0-2,S,VP,10,80,32,0,0,0,57
MC GARY,SIL,0-2,S,SWP,2,104,38,42,74,3.8,68
MC GARY,SIL,0-3,S,SWP,2,104,38,42,74,3.8,68
MC GARY,SIL,0-4,S,SWP,2,102,37,41,73,3.7,67
MC GARY,SIL,1-6,S,SWP,2,100,36,40,72,3.6,65
MC GARY,SIL,2-6,S,SWP,2,100,36,40,72,3.6,65
MC GARY,SICL,0-2,S,SWP,2,101,37,41,72,3.7,66
MC GARY,SICL,2-6,S,SWP,2,97,35,39,69,3.5,63
MC GARY-FITCHVILLE,L,0-2,S,SWP,2,104,38,42,74,3.8,68
MC GARY-FITCHVILLE,SIL,0-2,S,SWP,2,104,38,42,74,3.8,68
MC GARY-FITCHVILLE,SIL,2-6,S,SWP,2,100,36,40,72,3.6,65
MC GARY-SEBRING,SIL,0-2,S,SWP,2,98,34,35,68,3.5,62
"MC GARY,V,RF-PH",SICL,0-3,S,SWP,2,95,35,35,70,3.2,60
MC GUFFEY,MUCK,0-2,S,VP,10,115,42,0,0,0,80
MECHANICSBURG,SIL,2-6,S,W,2,106,34,43,72,4.2,70
MECHANICSBURG,SIL,6-12,S,W,2,103,33,41,70,4,68
MECHANICSBURG,SIL,6-12,M,W,2,101,32,41,69,3.8,66
MECHANICSBURG,SIL,6-15,S,W,2,99,32,40,67,3.8,65
MECHANICSBURG,SIL,12-18,S,W,3,92,29,38,63,3.5,60
MECHANICSBURG,SIL,12-18,M,W,3,88,28,36,60,3.2,57
MECHANICSBURG,SIL,18-25,S,W,3,0,0,0,0,2.8,47
MEDWAY,L,0-2,S,MW,2,130,42,54,76,5.5,88
MEDWAY,SIL,0-2,S,MW,2,130,42,54,76,5.5,88
"MEDWAY,OF-PH",SIL,0-1,S,MW,2,130,42,55,76,5.5,88
"MEDWAY,RF-PH",SIL,0-2,S,MW,2,142,46,54,85,5.7,93
"MEDWAY,RF-PH",CL,0-2,S,MW,2,141,46,54,84,5.6,92
"MEDWAY,OF-PH",SIL,0-2,S,MW,2,130,42,55,76,5.5,88
"MEDWAY,OV-PH",SIL,0-2,S,MW,2,124,41,52,75,5.3,85
"MEDWAY,LM-SUBST,OF-PH",SIL,0-2,S,MW,2,130,42,55,76,5.5,88
"MEDWAY,V,MOD.SHALLOW",SIL,0-2,S,MW,2,120,40,40,76,5,79
MELVIN,SIL,0-2,S,P,11,80,30,0,0,3.5,57
"MELVIN,OF-PH",SIL,0-2,S,P,2,88,30,34,66,3.5,59
"MELVIN,FF-PH",SIL,0-2,S,P,11,80,30,0,0,3.5,57
"MELVIN,PO-PH",SIL,0-2,S,P,3,0,0,0,0,0,0
MENTOR,SIL,0-2,S,W,2,123,36,47,85,4.7,80
MENTOR,SIL,1-4,S,W,2,120,35,45,83,4.5,77
MENTOR,SIL,2-6,S,W,2,120,35,45,83,4.5,77
MENTOR,SIL,2-8,S,W,2,120,35,47,85,4,74
MENTOR,SIL,6-12,S,W,2,110,32,40,78,4.2,71
MENTOR,SIL,6-12,M,W,2,106,30,40,78,4,68
MENTOR,SIL,6-15,S,W,2,109,32,40,78,4.2,71
MENTOR,SIL,8-15,S,W,2,107,31,39,76,4,68
MENTOR,SIL,12-18,S,W,3,100,30,39,71,3.8,65
MENTOR,SIL,12-18,M,W,3,90,25,37,68,3.6,60
MENTOR,SIL,12-20,M,W,3,89,25,37,67,3.6,60
MENTOR,SIL,12-25,S,W,3,90,0,30,0,3.6,59
MENTOR,SIL,15-25,S,W,3,88,0,30,0,3.6,58
"MENTOR,GRAV-SUBST",SIL,0-2,S,W,2,123,36,47,85,4.7,80
"MENTOR,GRAV-SUBST",SIL,1-8,S,W,2,120,35,45,83,4.5,77
"MENTOR,GRAV-SUBST",SIL,2-6,S,W,2,120,35,45,83,4.5,77
"MENTOR,GRAV-SUBST",SIL,8-15,S,W,2,112,35,40,74,4,70
"MENTOR,RF-PH",SIL,0-2,S,W,2,120,35,47,85,4.5,77
MERMILL,FSL,0-1,S,VP,2,140,44,50,84,5.4,89
MERMILL,FSL,0-2,S,VP,2,140,44,50,84,5.4,89
MERMILL,L,0-1,S,VP,2,144,45,52,87,5.6,92
MERMILL,L,0-2,S,VP,2,144,45,52,87,5.6,92
MERMILL,SIL,0-2,S,VP,2,144,45,52,87,5.6,92
MERMILL,SCL,0-1,S,VP,2,140,44,50,84,5.4,89
MERMILL,SCL,0-2,S,VP,2,140,44,50,84,5.4,89
MERMILL,CL,0-1,S,VP,2,140,44,50,84,5.4,89
MERMILL,CL,0-2,S,VP,2,140,44,50,84,5.4,89
MERMILL,SICL,0-1,S,VP,2,140,44,50,84,5.4,89
MERMILL,SICL,0-2,S,VP,2,140,44,50,84,5.4,89
"MERMILL,STRAT-SUBST",L,0-2,S,VP,2,132,47,53,95,5.8,93
"MERMILL-AURAND,C",,0-1,S,VP,2,142,44,50,85,5.6,91
"MERMILL,V",SL,0-2,S,VP,2,90,30,35,65,3,56
METAMORA,SL,0-3,S,SWP,2,109,44,51,75,4.6,78
METEA,LFS,0-2,S,W,2,96,32,48,74,3.8,67
METEA,LFS,2-6,S,W,2,92,30,46,72,3.5,63
METEA,LFS,6-12,S,W,2,85,28,38,68,3,56
MIAMI,L,6-12,M,W,2,99,35,46,69,4.2,70
MIAMI,L,12-18,M,W,2,90,32,42,62,3.8,63
MIAMI,SIL,0-2,S,W,2,112,40,52,78,4.8,79
MIAMI,SIL,2-6,S,W,2,108,38,50,75,4.6,76
MIAMI,SIL,2-6,M,W,2,103,37,48,72,4.4,73
MIAMI,SIL,6-12,S,W,2,103,37,48,72,4.4,73
MIAMI,SIL,6-12,M,W,2,99,35,46,69,4.2,70
MIAMI,SIL,12-18,S,W,3,94,34,44,66,4,66
MIAMI,SIL,12-18,M,W,3,90,32,42,62,3.8,63
MIAMI,SIL,18-25,S,W,3,0,0,0,0,3,50
MIAMI,SIL,18-25,M,W,3,0,0,0,0,2.8,47
MIAMI,SICL,6-12,SE,W,2,86,31,40,60,3.7,61
MIAMI,SICL,12-18,SE,W,3,0,0,0,0,3,50
MIAMI,SOILS,2-6,SE,W,2,90,34,44,65,3.8,64
MIAMI,SOILS,6-12,SE,W,2,90,32,40,55,3,57
MIAMI,SOILS,12-18,SE,W,3,0,0,0,0,2.8,47
MIAMI,SOILS,18-25,SE,W,3,0,0,0,0,3.5,58
MIAMI,BY-SIL,2-12,S,W,2,80,24,33,55,3.5,55
MIAMI,BY-SIL,6-12,M,W,2,80,24,33,55,3.5,55
"MIAMI-CASCO-RODMAN,C",,18-25,M,W,3,0,0,0,0,2,33
MIAMI-CELINA,BY-SIL,2-6,S,W,2,85,34,36,70,3.5,60
MIAMI-CELINA,BY-SIL,2-6,M,W,2,85,28,34,64,3.4,57
MIAMI-CELINA,SIL,2-6,S,W,2,108,38,50,75,4.6,76
MIAMI-CELINA,SIL,2-6,M,W,2,103,37,48,72,4.4,73
MIAMI-CELINA,SOILS,2-6,SE,W,2,100,35,45,60,3.3,63
MIAMI-FOX-HENNEPIN,SOILS,18-25,M,W,3,0,0,0,0,2.5,42
MIAMI-FOX-HENNEPIN,SOILS,18-25,SE,W,3,0,0,0,0,3,50
MIAMI-HENNEPIN,SIL,18-25,S,W,3,0,0,0,0,2.8,47
MIAMI-HENNEPIN,SIL,18-25,M,W,3,0,0,0,0,2.5,42
MIAMI-HENNEPIN,SOILS,18-25,SE,W,3,0,0,0,0,0,0
MIAMI-KENDALLVILLE,SIL,18-25,M,W,3,0,0,0,0,2.8,47
MIAMIAN,SIL,0-2,S,W,2,112,40,52,78,4.8,79
MIAMIAN,SIL,2-6,S,W,2,108,38,50,75,4.6,76
MIAMIAN,SIL,2-6,M,W,2,103,37,48,72,4.4,73
MIAMIAN,SIL,6-12,S,W,2,103,37,48,72,4.4,73
MIAMIAN,SIL,6-12,M,W,2,99,35,46,69,4.2,70
MIAMIAN,SIL,8-15,M,W,2,99,35,46,69,4.2,70
MIAMIAN,SIL,12-18,M,W,3,90,32,42,62,3.8,63
MIAMIAN,SIL,12-20,M,W,3,89,32,42,61,3.8,63
MIAMIAN,SIL,18-25,S,W,3,0,0,0,0,3,50
MIAMIAN,SIL,18-25,M,W,3,0,0,0,0,2.8,47
MIAMIAN,BY-SIL,2-6,S,W,2,85,34,36,70,3.5,60
MIAMIAN,CL,2-6,SE,W,2,91,32,42,63,3.3,60
MIAMIAN,CL,6-12,SE,W,2,86,31,40,60,3.7,61
MIAMIAN,CL,12-18,SE,W,3,0,0,0,0,2.8,47
MIAMIAN,CL,15-25,SE,W,3,0,0,0,0,3,50
MIAMIAN,SICL,2-6,M,W,2,100,36,46,69,4.3,71
MIAMIAN,SICL,6-12,M,W,2,95,34,44,66,4.1,67
MIAMIAN,SICL,12-18,M,W,3,86,31,40,60,3.7,61
"MIAMIAN,BR-SUBST",SIL,6-12,M,W,2,99,35,46,69,4.2,70
"MIAMIAN,BR-SUBST",SIL,12-20,M,W,3,89,32,42,61,3.8,63
"MIAMIAN,LM-SUBST",SIL,0-2,S,W,2,112,40,52,78,4.8,79
"MIAMIAN,LM-SUBST",SIL,2-6,S,W,2,108,38,50,75,4.6,76
"MIAMIAN,LM-SUBST",SIL,2-6,M,W,2,103,37,48,72,4.4,73
"MIAMIAN,LM-SUBST",SIL,6-12,M,W,2,99,35,46,69,4.2,70
"MIAMIAN,LM-SUBST",SICL,2-6,M,W,2,100,36,46,69,4.3,71
"MIAMIAN,LM-SUBST",SICL,6-12,M,W,2,95,34,44,66,4.1,67
"MIAMIAN-CASCO,C",,12-18,M,W,3,90,32,42,62,3.8,63
MIAMIAN-CELINA,SIL,2-6,S,W,2,109,38,51,73,4.6,76
MIAMIAN-CELINA,SIL,2-6,M,W,2,106,37,49,71,4.4,74
MIAMIAN-CROUSE,SIL,18-25,M,W,3,0,0,0,0,3.2,53
MIAMIAN-ELDEAN,SIL,2-6,S,W,2,105,33,48,78,4.5,74
MIAMIAN-ELDEAN,SIL,2-6,M,W,2,92,30,41,75,4.4,68
MIAMIAN-ELDEAN,SIL,6-12,M,W,2,90,28,43,70,3.5,61
MIAMIAN-HENNEPIN,SIL,12-18,M,W,3,90,32,42,62,3.8,63
MIAMIAN-HENNEPIN,SIL,15-25,M,W,3,0,0,0,0,2.5,42
MIAMIAN-HENNEPIN,SIL,18-25,S,W,3,0,0,0,0,2.5,42
MIAMIAN-HENNEPIN,SIL,18-25,M,W,3,0,0,0,0,2.2,37
MIAMIAN-HENNEPIN,SIL,18-25,SE,W,3,0,0,0,0,2,33
MIAMIAN-HENNEPIN,SOILS,18-25,S,W,3,0,0,0,0,2.5,42
MIAMIAN-KENDALLVILLE,SIL,0-2,S,W,2,112,40,52,78,4.8,79
MIAMIAN-KENDALLVILLE,SIL,2-6,S,W,2,107,35,42,80,4.5,74
MIAMIAN-KENDALLVILLE,SIL,6-12,M,W,2,102,31,40,70,4,67
MIAMIAN-KENDALLVILLE,SIL,12-18,M,W,3,90,32,42,62,3.8,63
MIAMIAN-KENDALLVILLE,SIL,18-25,M,W,3,0,0,0,0,2.8,47
MIAMIAN-LEWISBURG,SIL,0-2,S,W,2,102,35,40,75,3.8,67
MIAMIAN-LEWISBURG,SIL,2-6,S,W,2,96,34,40,74,3.8,66
MIAMIAN-LOSANTVILLE,CL,6-12,SE,W,3,68,22,33,0,3.2,50
MIAMIAN-LOSANTVILLE,CL,12-18,SE,W,3,57,18,27,0,1.5,33
MIAMIAN-RUSSELL,SIL,2-6,S,W,2,108,38,50,75,4.6,76
MIAMIAN-RUSSELL,SIL,2-6,M,W,2,103,37,48,72,4.4,73
MIAMIAN-RUSSELL,SIL,6-12,M,W,2,99,35,46,69,4.2,70
MIAMIAN-RUSSELL,SIL,12-18,M,W,3,90,32,42,62,3.8,63
"MIAMIAN-RUSSELL,BR-SUBST",SIL,6-12,M,W,2,99,35,46,69,4.2,70
"MIAMIAN-THRIFTON,C",,6-12,SE,W,3,68,25,34,53,3.5,53
"MIAMIAN-THRIFTON,C",,12-20,SE,W,3,0,0,0,0,2.2,37
"MIAMIAN-THRIFTON,C",,18-25,M,W,3,0,0,0,0,2.3,38
"MIAMIAN-WAPAHANI,C",,6-12,SE,W,2,81,29,38,57,3.5,58
"MIAMIAN-WAPAHANI,C",,12-20,SE,W,3,0,0,0,0,3,50
"MIAMIAN,V",SIL,6-15,M,W,2,80,28,38,70,4,62
MILFORD,SICL,0-1,S,VP,2,130,48,56,75,5.2,87
MILFORD,SICL,0-2,S,VP,2,130,48,56,75,5.2,87
"MILFORD,GR-SUBST",SICL,0-2,S,VP,2,130,48,56,75,5.2,87
"MILFORD,S-SUBST",SICL,0-2,S,VP,2,130,48,56,75,5.2,87
MILFORD,SIC,0-2,S,VP,2,120,43,50,72,5,82
MILL,SIL,0-2,S,P,2,88,30,34,68,3,56
MILLGROVE,FSL,0-2,S,VP,2,140,50,62,95,5.8,97
MILLGROVE,L,0-1,S,VP,2,144,52,64,98,6,100
MILLGROVE,L,0-2,S,VP,2,144,52,64,98,6,100
MILLGROVE,SIL,0-2,S,VP,2,144,52,64,98,6,100
MILLGROVE,CL,0-2,S,VP,2,140,50,62,95,5.8,97
MILLGROVE,SICL,0-2,S,VP,2,140,50,62,95,5.8,97
MILLGROVE,SIC,0-2,S,VP,2,135,49,60,92,5.7,94
"MILLGROVE,T-SUBST",L,0-2,S,VP,2,144,45,52,87,5.6,92
"MILLGROVE,OVER CLAY",L,0-2,S,VP,2,144,45,52,87,5.6,92
"MILLGROVE,OVER CLAY",SIL,0-2,S,VP,2,144,45,52,87,5.6,92
"MILLGROVE,OVER CLAY",SICL,0-2,S,VP,2,140,44,50,84,5.4,89
"MILLGROVE,RF-PH",SICL,0-2,S,VP,2,140,50,62,95,5.8,97
MILLSDALE,L,0-2,S,VP,2,106,44,50,76,4.8,78
MILLSDALE,SIL,0-1,S,VP,2,106,44,50,76,4.8,78
MILLSDALE,SIL,0-2,S,VP,2,106,44,50,76,4.8,78
MILLSDALE,SIL,0-3,S,VP,2,106,44,50,76,4.8,78
MILLSDALE,SIL,2-6,S,VP,2,102,42,48,73,4.6,75
MILLSDALE,SICL,0-1,S,VP,2,103,43,49,74,4.7,76
MILLSDALE,SICL,0-2,S,VP,2,103,43,49,74,4.7,76
MILLSDALE,SICL,0-3,S,VP,2,103,43,49,74,4.7,76
MILLSDALE,SICL,2-6,S,VP,2,99,41,47,71,4.5,73
MILLSDALE,ST-SICL,0-1,S,VP,3,0,0,0,0,0,0
MILLSDALE,ST-SICL,0-2,S,VP,3,0,0,0,0,0,0
MILTON,L,0-2,S,W,2,96,36,40,76,4.4,70
MILTON,L,2-6,S,W,2,92,35,38,73,4.2,67
MILTON,SIL,0-2,S,W,2,96,36,40,76,4.4,70
MILTON,SIL,1-4,S,W,2,94,36,40,75,4.3,69
MILTON,SIL,2-6,S,W,2,92,35,38,73,4.2,67
MILTON,SIL,2-6,M,W,2,88,33,37,70,4,64
MILTON,SIL,6-12,M,W,2,84,32,35,67,3.9,62
MILTON,SIL,12-18,M,W,3,77,29,32,61,3.5,56
MILTON,SIL,18-25,M,W,3,0,0,0,0,2.6,43
MILTON,CL,6-12,SE,W,3,74,28,31,59,3.4,54
MILTON,SICL,6-12,M,W,2,81,31,34,65,3.8,60
MILTON,SICL,6-18,SE,W,3,70,26,29,55,3.2,51
MILTON,SOILS,6-12,SE,W,3,74,28,31,59,3.4,54
"MILTON,SHALLOW",SIL,2-6,S,W,3,60,22,32,68,3,49
"MILTON,SHALLOW",SIL,6-12,M,W,3,58,20,30,66,2.9,47
"MILTON,SHALLOW",SIL,12-18,M,W,3,57,19,28,60,2.8,45
"MILTON,SHALLOW",SIL,18-25,M,W,3,0,0,0,0,2.6,43
"MILTON,SHALLOW",SOILS,12-18,SE,W,3,0,0,0,0,2.4,40
"MILTON-LYBRAND,C",,12-18,M,W,3,77,29,35,63,3.5,57
"MILTON,V",L,0-2,S,W,2,96,36,40,76,4.4,70
"MILTON,V",L,2-6,S,W,2,92,35,38,73,4.2,67
MINER,SICL,0-1,S,VP,2,100,36,46,72,4,69
MINER,SICL,0-2,S,VP,2,100,36,46,72,4,69
"MINER,SH-SUBST",SICL,0-2,S,VP,2,100,36,46,72,4,69
"MINER,BR-SUBST",SIL,0-1,S,VP,2,100,36,46,72,4,69
MINOA,FSL,0-2,S,SWP,2,93,31,47,79,3.9,67
MITIWANGA,L,0-2,S,SWP,2,90,30,40,70,4,65
MITIWANGA,CN-L,1-4,S,SWP,2,88,29,39,69,3.9,63
MITIWANGA,SIL,0-2,S,SWP,2,90,30,40,70,4,65
MITIWANGA,SIL,0-3,S,SWP,2,90,30,40,70,4,65
MITIWANGA,SIL,1-4,S,SWP,2,88,29,39,69,3.9,63
MITIWANGA,SIL,2-6,S,SWP,2,86,29,38,67,3.8,62
"MITIWANGA,V",SIL,2-6,S,SWP,2,98,32,46,74,4.2,69
"MITIWANGA,V",SIL,6-12,S,SWP,2,96,32,46,74,4.2,69
MONONGAHELA,L,8-15,S,MW,2,102,31,36,62,2.8,57
MONONGAHELA,SIL,2-5,S,MW,2,110,35,40,65,3,62
MONONGAHELA,SIL,1-8,S,MW,2,110,35,40,65,3,62
MONONGAHELA,SIL,5-10,S,MW,2,106,32,38,64,3,60
MONONGAHELA,SIL,5-10,M,MW,2,103,31,36,62,2.8,58
MONONGAHELA,SIL,8-15,M,MW,2,99,30,35,60,2.7,56
MONONGAHELA,SIL,10-15,S,MW,3,102,31,36,62,2.8,57
MONONGAHELA,SIL,10-15,M,MW,3,99,30,35,60,2.7,56
MONTGOMERY,SIL,0-2,S,VP,2,126,43,47,72,4.3,77
MONTGOMERY,SICL,0-2,S,VP,2,122,42,46,70,4.2,75
MONTGOMERY,SIC,0-2,S,VP,2,118,40,44,68,4,72
"MONTGOMERY,GRAV-SUBST",SICL,0-2,S,VP,2,122,42,46,70,4.2,75
"MONTGOMERY,V,FF-PH",SIL,0-2,S,VP,11,120,42,48,70,4,74
MORLEY,L,2-6,S,W,2,102,35,48,81,4.3,73
MORLEY,L,12-18,M,W,3,77,29,39,66,3.6,59
MORLEY,SIL,2-6,S,W,2,102,35,48,81,4.3,73
MORLEY,SIL,2-6,M,W,2,90,33,46,77,4.1,68
MORLEY,SIL,6-12,S,W,2,90,33,46,77,4.1,68
MORLEY,SIL,6-12,M,W,2,86,32,44,74,4,65
MORLEY,SIL,12-18,M,W,3,77,29,39,66,3.6,59
MORLEY,SIL,18-25,S,W,3,0,0,0,0,3.2,53
MORLEY,SIL,18-25,M,W,3,0,0,0,0,3,50
MORLEY,CL,6-12,M,W,2,82,31,42,71,3.8,62
MORLEY,CL,9-18,SE,W,3,0,0,0,0,2.8,47
MORLEY,CL,12-18,M,W,3,75,29,38,65,3.5,57
MORLEY,CL,12-18,SE,W,3,0,0,0,0,2.8,47
MORLEY,SOILS,6-12,SE,W,3,77,29,25,60,3.5,55
MORLEY,SOILS,12-18,SE,W,3,0,0,0,0,2.5,42
"MORLEY-BELMORE,C",,6-15,M,W,2,80,28,36,70,3.5,58
MORLEY-MILTON,SIL,2-6,S,W,2,100,34,44,80,4,69
"MORLEY,LM-SUBST",L,0-2,S,W,2,105,36,50,84,4.4,75
"MORLEY,LM-SUBST-MILTON,C",,2-6,S,W,2,100,35,46,79,4.3,72
MORNINGSUN,SIL,0-2,S,MW,2,122,42,52,74,5,82
MORNINGSUN-XENIA,SIL,0-2,S,MW,2,119,41,52,76,4.7,80
MORNINGSUN-XENIA,SIL,2-6,S,MW,2,116,40,51,74,4.6,78
MORNINGSUN-XENIA,SIL,2-6,M,MW,2,113,39,49,72,4.4,75
MORRISTOWN,L,0-8,S,W,3,0,0,30,50,3,50
MORRISTOWN,L,8-15,S,W,3,45,0,25,0,2.5,38
MORRISTOWN,L,15-25,S,W,3,0,0,0,0,2,33
MORRISTOWN,CL,0-8,S,W,3,0,0,29,49,2.9,48
MORRISTOWN,CL,8-25,S,W,3,0,0,25,45,2.5,42
MORRISTOWN,SICL,0-3,S,W,3,0,0,29,49,2.9,48
MORRISTOWN,SICL,0-6,S,W,3,0,0,29,49,2.9,48
MORRISTOWN,SICL,0-8,S,W,3,0,0,29,49,2.9,48
MORRISTOWN,SICL,1-8,S,W,3,0,0,29,49,2.9,48
MORRISTOWN,SICL,3-15,S,W,3,0,0,29,48,2.9,48
MORRISTOWN,SICL,6-20,S,W,3,0,0,27,40,2.7,44
MORRISTOWN,SICL,8-15,S,W,3,0,0,29,48,2.9,48
MORRISTOWN,SICL,8-25,S,W,3,0,0,25,0,2.5,41
MORRISTOWN,SICL,15-25,S,W,3,0,0,0,0,2,33
MORRISTOWN,CN-CL,0-6,S,W,3,0,0,0,0,2.2,37
MORRISTOWN,CN-CL,6-20,S,W,3,0,0,0,0,1.7,28
MORRISTOWN,CN-SICL,0-8,S,W,3,0,0,0,0,2.2,37
MORRISTOWN,CN-SICL,8-25,S,W,3,0,0,0,0,1.7,28
MORRISTOWN,SH-SICL,0-3,S,W,3,0,0,0,0,2.2,37
MORRISTOWN,SH-SICL,1-15,S,W,3,0,0,0,0,2,33
MORRISTOWN,SH-SICL,3-15,S,W,3,0,0,0,0,2,33
MORRISTOWN,SH-SICL,8-25,S,W,3,0,0,0,0,1.7,28
MORRISTOWN,SH-SICL,15-25,S,W,3,0,0,0,0,1.6,27
MORRISTOWN,ST-CL,0-8,S,W,3,0,0,0,0,0,0
MORRISTOWN,ST-CL,8-25,S,W,3,0,0,0,0,0,0
"MORRISTOWN,STONY",CN-SICL,0-8,S,W,3,0,0,0,0,0,0
"MORRISTOWN,STONY",CN-SICL,8-25,S,W,3,0,0,0,0,0,0
MORRISVILLE,SICL,12-18,M,MW,3,78,30,36,56,3.6,57
MORRISVILLE,SICL,18-25,M,MW,3,0,0,0,0,2.5,42
MORTIMER,SICL,2-6,M,MW,2,85,26,35,72,3.1,56
MORTIMER,SIL,2-6,S,MW,2,92,28,38,76,3.4,61
MOSHANNON,SIL,0-2,S,W,2,125,40,46,75,4.5,78
"MOSHANNON,OF-PH",SIL,0-2,S,W,2,125,40,46,75,4.5,78
"MOSHANNON,FF-PH",SIL,0-2,S,W,11,120,34,45,72,4.4,75
MUCK,MUCK,0-2,S,VP,10,0,0,0,0,0,0
MUCK(WOOD),MUCK,0-2,S,VP,10,105,40,0,0,0,74
MUSKEGO,MUCK,0-2,S,VP,10,110,35,0,0,0,74
MUSKINGUM,SL,2-6,S,W,2,97,31,45,70,3.7,65
MUSKINGUM,SL,6-12,S,W,2,93,29,43,67,3.6,63
MUSKINGUM,SL,6-12,M,W,2,88,28,41,64,3.4,59
MUSKINGUM,SL,12-18,S,W,3,84,27,39,61,3.2,56
MUSKINGUM,SL,12-18,M,W,3,80,25,37,58,3.1,54
MUSKINGUM,SL,12-18,SE,W,3,0,0,0,0,2.5,42
MUSKINGUM,SL,18-25,S,W,3,75,0,30,55,2.5,47
MUSKINGUM,SL,18-25,M,W,3,75,0,30,55,2.5,47
MUSKINGUM,SL,18-25,SE,W,3,0,0,0,0,2,33
MUSKINGUM,STV-SL,18-25,S,W,3,0,0,0,0,0,0
MUSKINGUM,SIL,2-6,S,W,2,100,32,46,72,3.8,67
MUSKINGUM,SIL,6-12,S,W,2,96,30,44,69,3.7,64
MUSKINGUM,SIL,6-12,M,W,2,90,29,42,68,3.6,62
MUSKINGUM,SIL,6-12,SE,W,3,75,0,30,55,2.5,47
MUSKINGUM,SIL,12-18,S,W,3,85,28,40,62,3.5,59
MUSKINGUM,SIL,12-18,M,W,3,83,26,38,60,3.2,56
MUSKINGUM,SIL,12-18,SE,W,3,0,0,0,0,2.8,47
MUSKINGUM,SIL,18-25,S,W,3,75,0,30,55,2.5,47
MUSKINGUM,SIL,18-25,M,W,3,75,0,30,55,2.5,47
MUSKINGUM,SIL,18-25,SE,W,3,0,0,0,0,2.4,40
MUSKINGUM,CN-SIL,2-6,S,W,2,85,30,40,65,3.5,60
MUSKINGUM,CN-SIL,6-12,M,W,3,75,0,34,60,3,52
MUSKINGUM,CN-SIL,12-18,M,W,3,55,0,30,32,2.6,41
MUSKINGUM,CN-SIL,18-25,M,W,3,0,0,24,24,2.1,34
MUSKINGUM,STV-SIL,6-18,S,W,3,0,0,0,0,0,0
MUSKINGUM-GILPIN,SIL,18-25,S,W,3,90,10,37,60,3.5,56
MUSKINGUM-GILPIN,SIL,18-25,SE,W,3,0,0,0,0,2.6,43
NAPPANEE,CL,0-2,S,SWP,2,105,33,45,80,4,70
NAPPANEE,SL,0-2,S,SWP,2,110,35,50,85,4,73
NAPPANEE,SL,2-6,S,SWP,2,105,33,45,80,4,70
NAPPANEE,L,0-2,S,SWP,2,110,35,50,85,4,73
NAPPANEE,L,0-3,S,SWP,2,110,35,50,85,4,73
NAPPANEE,L,2-6,S,SWP,2,105,33,45,80,4,70
NAPPANEE,L,2-6,M,SWP,2,100,30,43,75,3.8,66
NAPPANEE,SIL,0-2,S,SWP,2,110,35,50,85,4,73
NAPPANEE,SIL,0-3,S,SWP,2,110,35,50,85,4,73
NAPPANEE,SIL,2-6,S,SWP,2,105,33,45,80,4,70
NAPPANEE,SIL,4-10,M,SWP,2,95,30,43,70,3.8,65
NAPPANEE,SICL,0-2,S,SWP,2,105,33,45,80,4,70
NAPPANEE,SICL,0-3,S,SWP,2,105,33,45,80,4,70
NAPPANEE,SICL,2-6,S,SWP,2,100,30,43,75,3.8,66
NAPPANEE,SICL,2-6,M,SWP,2,95,30,43,70,3.8,65
NAPPANEE,SICL,6-12,M,SWP,2,90,28,40,65,3.5,60
NEGLEY,GR-SL,6-12,M,W,2,88,31,39,62,3.3,59
NEGLEY,GR-SL,12-18,M,W,3,78,27,34,55,2.8,51
NEGLEY,GR-SL,18-25,S,W,3,0,0,0,0,2.5,42
NEGLEY,GR-SL,18-25,M,W,3,0,0,0,0,2.2,37
NEGLEY,GR-SL,18-25,SE,W,3,0,0,0,0,0,0
NEGLEY,L,2-5,S,W,2,96,34,42,68,3.6,64
NEGLEY,L,5-10,S,W,2,92,32,40,65,3.5,62
NEGLEY,L,5-10,M,W,2,88,31,39,62,3.3,59
NEGLEY,L,6-12,S,W,2,92,32,40,65,3.5,62
NEGLEY,L,6-12,M,W,2,88,31,39,62,3.3,59
NEGLEY,L,8-15,S,W,2,88,31,39,62,3.3,59
