id,org_soil_2017,org_soil_2018,org_soil
CARLISLEMK-SIL0-2SVP,TRUE,TRUE,TRUE
CARLISLEMUCK0-1SVP,TRUE,TRUE,TRUE
CARLISLEMUCK0-2SVP,TRUE,TRUE,TRUE
"CARLISLE,PO-PHMUCK0-2SVP",FALSE,FALSE,FALSE
CARLISLESICL0-2SVP,TRUE,FALSE,TRUE
"CARLISLE,UNDRAINEDMUCK0-2SVP",FALSE,FALSE,FALSE
CASCOCL18-25SEW,FALSE,FALSE,FALSE
"CASCO-ELDEAN,C12-18MW",FALSE,FALSE,FALSE
CASCO-ELDEANL12-18MW,FALSE,FALSE,FALSE
CASCO-FOXSOILS6-12MW,FALSE,FALSE,FALSE
CASCOGR-L12-18MW,FALSE,FALSE,FALSE
CASCOGR-L12-18SEW,FALSE,FALSE,FALSE
CASCOGR-L12-20MW,FALSE,FALSE,FALSE
CASCOGR-L6-12SW,FALSE,FALSE,FALSE
CASCOGR-L8-15MW,FALSE,FALSE,FALSE
"CASCO-KENDALLVILLE,C12-18SW",FALSE,FALSE,FALSE
CASCOL15-25SW,FALSE,FALSE,FALSE
CASCOL18-25MW,FALSE,FALSE,FALSE
CASCOL2-6MW,FALSE,FALSE,FALSE
CASCOL2-6SW,FALSE,FALSE,FALSE
CASCOL6-12MW,FALSE,FALSE,FALSE
"CASCO-MIAMI-FOX,C12-18MW",FALSE,FALSE,FALSE
"CASCO-RODMAN,C12-18MW",FALSE,FALSE,FALSE
"CASCO-RODMAN,C2-12MW",FALSE,FALSE,FALSE
CASCO-RODMAN-FOXSOILS18-25MW,FALSE,FALSE,FALSE
CASCO-RODMANGR-L12-18SW,FALSE,FALSE,FALSE
CASCO-RODMANGR-L6-18MW,FALSE,FALSE,FALSE
CASCOSIL0-6SW,FALSE,FALSE,FALSE
CASCOSIL12-18MW,FALSE,FALSE,FALSE
"CASCO,V,VERY FLAGGY SUBSLL0-2SW",FALSE,FALSE,FALSE
"CASCO,V,VERY FLAGGY SUBSLL2-6SW",FALSE,FALSE,FALSE
"CASCO,V,VERY FLAGGY SUBSLL6-18SW",FALSE,FALSE,FALSE
CASTALIACBV-L0-2SW,FALSE,FALSE,FALSE
CASTALIACN-SIL0-2SW,FALSE,FALSE,FALSE
CASTALIACN-SIL2-6SW,FALSE,FALSE,FALSE
CASTALIACNV-L0-2SW,FALSE,FALSE,FALSE
CASTALIACNV-L12-18SW,FALSE,FALSE,FALSE
CASTALIACNV-L2-6SW,FALSE,FALSE,FALSE
CASTALIACNV-SIL0-2SW,FALSE,FALSE,FALSE
CASTALIACNV-SIL2-6SW,FALSE,FALSE,FALSE
"CASTALIA-MARBLEHEAD,CSTV0-6SW",FALSE,FALSE,FALSE
CASTALIASTV-FSL1-6SW,FALSE,FALSE,FALSE
CASTALIASTV-L1-6SW,FALSE,FALSE,FALSE
CAVODESIL2-5SSWP,FALSE,FALSE,FALSE
CAVODESIL5-10MSWP,FALSE,FALSE,FALSE
CAVODESIL5-10SSWP,FALSE,FALSE,FALSE
CELINABY-SIL2-6SMW,FALSE,FALSE,FALSE
CELINA-CROSBYSIL0-2SMW,FALSE,FALSE,FALSE
"CELINA,LM-SUBSTSIL0-2SMW",FALSE,FALSE,FALSE
CELINA-LOSANTVILLESIL2-6MMW,FALSE,FALSE,FALSE
CELINA-LOSANTVILLESIL2-6SMW,FALSE,FALSE,FALSE
CELINA-MIAMISIL6-12MMW,FALSE,FALSE,FALSE
CELINASIL0-2SMW,FALSE,FALSE,FALSE
CELINASIL2-6MMW,FALSE,FALSE,FALSE
CELINASIL2-6SMW,FALSE,FALSE,FALSE
CELINASIL6-12MMW,FALSE,FALSE,FALSE
"CELINA-STRAWN,C0-2SMW",FALSE,FALSE,FALSE
"CELINA-STRAWN,C2-6SMW",FALSE,FALSE,FALSE
"CELINA,VSIL6-15SMW",FALSE,FALSE,FALSE
CELINA-XENIASIL0-2SMW,FALSE,FALSE,FALSE
CELINA-XENIASIL2-6SMW,FALSE,FALSE,FALSE
CENTERBURGSIL1-4SMW,FALSE,FALSE,FALSE
CENTERBURGSIL2-6MMW,FALSE,FALSE,FALSE
CENTERBURGSIL2-6SMW,FALSE,FALSE,FALSE
CENTERBURGSIL6-12MMW,FALSE,FALSE,FALSE
CENTERBURGSIL6-12SMW,FALSE,FALSE,FALSE
"CERESCO,OF-PHSL0-2SSWP",FALSE,FALSE,FALSE
CERESCOSL0-2SSWP,FALSE,FALSE,FALSE
"CHAGRIN,ALK-PHL0-2SW",FALSE,FALSE,FALSE
"CHAGRIN,ALK-PH.SIL0-2SW",FALSE,FALSE,FALSE
"CHAGRIN,FF-PHL0-2SW",TRUE,FALSE,TRUE
"CHAGRIN,FF-PHSIL0-2SW",TRUE,FALSE,TRUE
CHAGRINL0-2SW,FALSE,FALSE,FALSE
"CHAGRIN,OF-PHL0-2SW",FALSE,FALSE,FALSE
"CHAGRIN,OF-PHSIL0-2SW",FALSE,FALSE,FALSE
"CHAGRIN,RF-PHL0-2SW",FALSE,FALSE,FALSE
"CHAGRIN,RF-PHSIL0-2SW",FALSE,FALSE,FALSE
CHAGRINSIL0-2SW,FALSE,FALSE,FALSE
"CHANNAHON-BIGLICK,C6-12SW",FALSE,FALSE,FALSE
CHANNAHON-FAIRMONTSOILS18-25MW,FALSE,FALSE,FALSE
CHANNAHONSIL0-2SW,FALSE,FALSE,FALSE
CHANNAHONSIL2-6SW,FALSE,FALSE,FALSE
CHAVIESL0-2SW,FALSE,FALSE,FALSE
CHAVIESL0-6SW,FALSE,FALSE,FALSE
CHAVIESL2-6SW,FALSE,FALSE,FALSE
"CHAVIES,RF-PHFSL0-2SW",FALSE,FALSE,FALSE
"CHAVIES,RF-PHSIL0-2SW",FALSE,FALSE,FALSE
"CHAVIES,RF-PHSIL2-6SW",FALSE,FALSE,FALSE
CHAVIESSIL6-15SW,FALSE,FALSE,FALSE
CHENANGOGR-L0-2SW,FALSE,FALSE,FALSE
CHENANGOGR-L12-18SW,FALSE,FALSE,FALSE
CHENANGOGR-L2-6SW,FALSE,FALSE,FALSE
CHENANGOGR-L6-12MW,FALSE,FALSE,FALSE
CHENANGOGR-L6-12SW,FALSE,FALSE,FALSE
CHENANGOSIL0-2SW,FALSE,FALSE,FALSE
CHENANGOSIL12-18MW,FALSE,FALSE,FALSE
CHENANGOSIL2-6SW,FALSE,FALSE,FALSE
CHENANGOSIL6-12MW,FALSE,FALSE,FALSE
"CHILI-AMANDA,C18-25SW",FALSE,FALSE,FALSE
"CHILI-CONOTTON,GRAVELLYSOILS18-25SW",FALSE,FALSE,FALSE
CHILI-CONOTTONGR-L12-18SW,FALSE,FALSE,FALSE
CHILI-CONOTTONSOILS12-18SEW,FALSE,FALSE,FALSE
CHILI-CONOTTONSOILS12-18SW,FALSE,FALSE,FALSE
CHILI-CONOTTONSOILS18-25SW,FALSE,FALSE,FALSE
CHILIGR-L0-3SW,FALSE,FALSE,FALSE
CHILIGR-L10-15MW,FALSE,FALSE,FALSE
CHILIGR-L12-18MW,FALSE,FALSE,FALSE
CHILIGR-L12-18SW,FALSE,FALSE,FALSE
CHILIGR-L12-25MW,FALSE,FALSE,FALSE
CHILIGR-L18-25MW,FALSE,FALSE,FALSE
CHILIGR-L18-25SW,FALSE,FALSE,FALSE
CHILIGR-L2-5SW,FALSE,FALSE,FALSE
CHILIGR-L2-6SW,FALSE,FALSE,FALSE
CHILIGR-L3-8SW,TRUE,FALSE,TRUE
CHILIGR-L5-10MW,FALSE,FALSE,FALSE
CHILIGR-L6-12MW,FALSE,FALSE,FALSE
CHILIGR-L6-12SW,FALSE,FALSE,FALSE
CHILIGR-L8-15SW,FALSE,FALSE,FALSE
CHILI-HOMEWOODSIL12-18SW,FALSE,FALSE,FALSE
CHILI-HOMEWOODSIL6-12SW,FALSE,FALSE,FALSE
CHILIL0-2SW,FALSE,FALSE,FALSE
CHILIL0-3SW,FALSE,FALSE,FALSE
CHILIL10-15MW,FALSE,FALSE,FALSE
CHILIL10-15SW,FALSE,FALSE,FALSE
CHILIL12-18MW,FALSE,FALSE,FALSE
CHILIL12-18SW,FALSE,FALSE,FALSE
CHILIL12-20SW,FALSE,FALSE,FALSE
CHILIL15-20MW,FALSE,FALSE,FALSE
CHILIL15-25SW,FALSE,FALSE,FALSE
CHILIL18-25MW,FALSE,FALSE,FALSE
CHILIL18-25SW,FALSE,FALSE,FALSE
CHILIL2-5MW,FALSE,FALSE,FALSE
CHILIL2-5SW,FALSE,FALSE,FALSE
CHILIL2-6SW,FALSE,FALSE,FALSE
CHILIL3-8SW,FALSE,FALSE,FALSE
CHILIL5-10MW,FALSE,FALSE,FALSE
CHILIL5-10SW,FALSE,FALSE,FALSE
CHILIL6-12MW,FALSE,FALSE,FALSE
CHILIL6-12SW,TRUE,FALSE,TRUE
CHILIL6-15SW,FALSE,FALSE,FALSE
CHILIL6-18MW,FALSE,FALSE,FALSE
CHILIL8-15MW,FALSE,FALSE,FALSE
"CHILI,L-SUBSTL2-6SW",FALSE,FALSE,FALSE
"CHILI,L-SUBSTL6-12SW",TRUE,FALSE,TRUE
"CHILI-OSHTEMO,C12-18MW",FALSE,FALSE,FALSE
"CHILI-OSHTEMO,C12-18SW",FALSE,FALSE,FALSE
"CHILI-OSHTEMO,C18-25SW",FALSE,FALSE,FALSE
"CHILI-OSHTEMO,C6-18SW",FALSE,FALSE,FALSE
CHILISIL0-2SW,FALSE,FALSE,FALSE
CHILISIL0-3SW,FALSE,FALSE,FALSE
CHILISIL2-6SW,FALSE,FALSE,FALSE
CHILISIL3-8SW,FALSE,FALSE,FALSE
CHILISIL6-12MW,FALSE,FALSE,FALSE
CHILISIL6-12SW,FALSE,FALSE,FALSE
CHILISIL8-15SW,FALSE,FALSE,FALSE
CHILISOILS10-15SEW,FALSE,FALSE,FALSE
CHILISOILS15-20SEW,FALSE,FALSE,FALSE
CHILISOILS5-10SEW,FALSE,FALSE,FALSE
"CHILI-WOOSTER,C12-18MW",FALSE,FALSE,FALSE
"CHILI-WOOSTER,C12-18SW",FALSE,FALSE,FALSE
"CHILI-WOOSTER,C18-25MW",FALSE,FALSE,FALSE
"CHILI-WOOSTER,C18-25SW",FALSE,FALSE,FALSE
"CHILI-WOOSTER,C6-12MW",FALSE,FALSE,FALSE
"CHILI-WOOSTER,C6-12SW",FALSE,FALSE,FALSE
CHILOSICL0-2SVP,FALSE,FALSE,FALSE
CIDERMILLSIL0-2SW,FALSE,FALSE,FALSE
CIDERMILLSIL0-3SW,FALSE,FALSE,FALSE
CIDERMILLSIL2-6SW,FALSE,FALSE,FALSE
CINCINNATI-HICKORYSOILS12-25SEW,FALSE,FALSE,FALSE
CINCINNATISIL12-18MW,FALSE,FALSE,FALSE
CINCINNATISIL1-8SW,FALSE,FALSE,FALSE
CINCINNATISIL2-6MW,FALSE,FALSE,FALSE
CINCINNATISIL2-6SW,FALSE,FALSE,FALSE
CINCINNATISIL3-8MW,FALSE,FALSE,FALSE
CINCINNATISIL6-12MW,FALSE,FALSE,FALSE
CINCINNATISIL6-12SW,FALSE,FALSE,FALSE
CINCINNATISIL6-15MW,FALSE,FALSE,FALSE
CINCINNATISIL8-15MW,FALSE,FALSE,FALSE
"CINCINNATI-WELLSTON,C6-12MMW",FALSE,FALSE,FALSE
CLARKSBURGCN-SIL15-25SMW,FALSE,FALSE,FALSE
CLARKSBURGSIL12-18MMW,FALSE,FALSE,FALSE
CLARKSBURGSIL15-25SMW,FALSE,FALSE,FALSE
CLARKSBURGSIL6-12MMW,FALSE,FALSE,FALSE
CLARKSBURGSIL6-15SMW,FALSE,FALSE,FALSE
CLARKSBURGSIL8-15MMW,FALSE,FALSE,FALSE
"CLAVERACK,V,MOD SHALLFS2-6SMW",FALSE,FALSE,FALSE
"CLAVERACK,V,SI-SUBSLLFS0-2SMW",FALSE,FALSE,FALSE
"CLAVERACK,V,SI-SUBSLLFS2-6SMW",FALSE,FALSE,FALSE
"CLAVERACK,V,SI-SUBSLLFS6-12SMW",FALSE,FALSE,FALSE
"CLAYSVILLE-GUERNSEY,C8-15SSWP",FALSE,FALSE,FALSE
CLERMONTSIL0-1SP,FALSE,FALSE,FALSE
CLERMONTSIL0-2SP,FALSE,FALSE,FALSE
"CLIFTY,OF-PHSIL0-2SW",FALSE,FALSE,FALSE
CLYMERL15-25SW,FALSE,FALSE,FALSE
CLYMERL8-15SW,FALSE,FALSE,FALSE
CLYMERSIL12-18SW,FALSE,FALSE,FALSE
CLYMERSIL3-8SW,FALSE,FALSE,FALSE
CLYMERSIL6-12SW,FALSE,FALSE,FALSE
CLYMERSIL8-15SW,FALSE,FALSE,FALSE
"COBLEN,RF-PHL0-2SMW",FALSE,FALSE,FALSE
"COHOCTAH,FF-PHFSL0-2SVP",TRUE,FALSE,TRUE
COHOCTAHFSL0-2SVP,TRUE,FALSE,TRUE
COHOCTAHL0-2SVP,FALSE,FALSE,FALSE
"COHOCTAH,OF-PHFSL0-2SVP",FALSE,FALSE,FALSE
"COHOCTAH,OF-PHL0-1SVP",FALSE,FALSE,FALSE
COLONIELFS12-18SW,FALSE,FALSE,FALSE
COLONIELFS2-6SW,FALSE,FALSE,FALSE
COLONIELFS6-18SW,FALSE,FALSE,FALSE
"COLWOOD,BR-SUBSTSIL0-1SVP",FALSE,FALSE,FALSE
COLWOODFSL0-2SVP,FALSE,FALSE,FALSE
COLWOODL0-1SVP,FALSE,FALSE,FALSE
COLWOODL0-2SVP,FALSE,FALSE,FALSE
"COLWOOD,LM-SUBSTSIL0-2SVP",FALSE,FALSE,FALSE
COLWOODSIL0-2SVP,FALSE,FALSE,FALSE
"COLWOOD,V,ACIDSICL0-2SVP",FALSE,FALSE,FALSE
"COLWOOD,V,ACIDSIL0-2SVP",FALSE,FALSE,FALSE
COLYERSH-L0-2SW,FALSE,FALSE,FALSE
COLYERSH-L2-12SW,FALSE,FALSE,FALSE
"COLYER-TRAPPIST,C12-18MW",FALSE,FALSE,FALSE
CONDIT-BENNINGTONSIL0-2SP,FALSE,FALSE,FALSE
CONDITSICL0-2SP,FALSE,FALSE,FALSE
CONDITSIL0-1SP,FALSE,FALSE,FALSE
CONDITSIL0-2SP,FALSE,FALSE,FALSE
"CONNEAUT,SH-SUBSTSIL0-2SP",FALSE,FALSE,FALSE
CONNEAUTSIL0-1SP,FALSE,FALSE,FALSE
CONNEAUTSIL0-2SP,FALSE,FALSE,FALSE
CONNEAUTSIL1-4SP,FALSE,FALSE,FALSE
"CONOTTON-CHILI,CGR-L18-25SW",FALSE,FALSE,FALSE
CONOTTONGR-L0-2SW,FALSE,FALSE,FALSE
CONOTTONGR-L0-3SW,FALSE,FALSE,FALSE
CONOTTONGR-L0-6SW,FALSE,FALSE,FALSE
CONOTTONGR-L12-18MW,FALSE,FALSE,FALSE
CONOTTONGR-L15-25SW,FALSE,FALSE,FALSE
CONOTTONGR-L1-6SW,FALSE,FALSE,FALSE
CONOTTONGR-L18-25MW,FALSE,FALSE,FALSE
CONOTTONGR-L2-12SW,FALSE,FALSE,FALSE
CONOTTONGR-L2-6SW,FALSE,FALSE,FALSE
CONOTTONGR-L3-8SW,FALSE,FALSE,FALSE
CONOTTONGR-L6-12MW,FALSE,FALSE,FALSE
CONOTTONGR-L6-12SW,FALSE,FALSE,FALSE
CONOTTONGR-L6-15SW,FALSE,FALSE,FALSE
CONOTTONGR-L6-18SW,FALSE,FALSE,FALSE
CONOTTONL0-2SW,FALSE,FALSE,FALSE
CONOTTONL2-6SW,FALSE,FALSE,FALSE
"CONOTTON-OSHTEMO,C12-18SW",FALSE,FALSE,FALSE
"CONOTTON-OSHTEMO,C18-25SW",FALSE,FALSE,FALSE
"CONOTTON,VGR-L10-20SW",FALSE,FALSE,FALSE
"COOLVILLE-BLAIRTON,AS5-20SMW",FALSE,FALSE,FALSE
COOLVILLE-RARDENSIL12-18MMW,FALSE,FALSE,FALSE
COOLVILLE-RARDENSIL6-12MMW,FALSE,FALSE,FALSE
COOLVILLE-RARDENSIL8-15SMW,FALSE,FALSE,FALSE
COOLVILLESIL0-2SMW,FALSE,FALSE,FALSE
COOLVILLESIL1-6SMW,FALSE,FALSE,FALSE
COOLVILLESIL1-8SMW,FALSE,FALSE,FALSE
COOLVILLESIL2-6SMW,FALSE,FALSE,FALSE
COOLVILLESIL3-8SMW,FALSE,FALSE,FALSE
COOLVILLESIL6-12MMW,FALSE,FALSE,FALSE
COOLVILLESIL8-15SMW,FALSE,FALSE,FALSE
COOLVILLE-TILSITSIL2-6SMW,FALSE,FALSE,FALSE
CORWINSIL0-2SMW,FALSE,FALSE,FALSE
CORWINSIL2-6SMW,FALSE,FALSE,FALSE
COSHOCTON-GUERNSEYSIL15-25SMW,FALSE,FALSE,FALSE
COSHOCTON-GUERNSEYSIL8-15SMW,FALSE,FALSE,FALSE
COSHOCTON-GUERNSEYSTV-SIL15-25SMW,FALSE,FALSE,FALSE
COSHOCTON-GUERNSEYSTV-SIL8-15SMW,FALSE,FALSE,FALSE
COSHOCTON-KEENESIL3-8SMW,FALSE,FALSE,FALSE
COSHOCTONL15-25SMW,FALSE,FALSE,FALSE
COSHOCTONL2-6SMW,FALSE,FALSE,FALSE
COSHOCTONL6-15SMW,FALSE,FALSE,FALSE
"COSHOCTON-RIGLEY,C15-25SMW",FALSE,FALSE,FALSE
COSHOCTONSIL12-18MMW,FALSE,FALSE,FALSE
COSHOCTONSIL12-18SMW,FALSE,FALSE,FALSE
COSHOCTONSIL15-25MMW,FALSE,FALSE,FALSE
COSHOCTONSIL15-25SMW,FALSE,FALSE,FALSE
COSHOCTONSIL1-7SMW,FALSE,FALSE,FALSE
COSHOCTONSIL18-25MMW,FALSE,FALSE,FALSE
COSHOCTONSIL2-6SMW,FALSE,FALSE,FALSE
COSHOCTONSIL3-8SMW,FALSE,FALSE,FALSE
COSHOCTONSIL6-12MMW,FALSE,FALSE,FALSE
COSHOCTONSIL6-12SMW,FALSE,FALSE,FALSE
COSHOCTONSIL6-15MMW,FALSE,FALSE,FALSE
COSHOCTONSIL6-15SMW,FALSE,FALSE,FALSE
COSHOCTONSIL8-15MMW,FALSE,FALSE,FALSE
COSHOCTONSIL8-15SMW,FALSE,FALSE,FALSE
"COSHOCTON,VERY STONYSIL12-25SMW",FALSE,FALSE,FALSE
"COSHOCTON,VERY STONYSIL15-25SMW",FALSE,FALSE,FALSE
"COSHOCTON,VERY STONYSIL6-15SMW",FALSE,FALSE,FALSE
"COSHOCTON-WESTMORELAND,C15-25SMW",FALSE,FALSE,FALSE
CRANESIL0-2SSWP,FALSE,FALSE,FALSE
CRANESIL1-4SSWP,FALSE,FALSE,FALSE
CRIDERSIL1-6SW,FALSE,FALSE,FALSE
CRIDERSIL2-6SW,FALSE,FALSE,FALSE
CROSBYBY-SIL0-2SSWP,FALSE,FALSE,FALSE
CROSBYBY-SIL0-6SSWP,FALSE,FALSE,FALSE
CROSBYBY-SIL2-6SSWP,FALSE,FALSE,FALSE
CROSBY-CELINASIL0-2SSWP,FALSE,FALSE,FALSE
CROSBY-CELINASIL2-4SSWP,FALSE,FALSE,FALSE
CROSBY-CELINASIL2-6SSWP,FALSE,FALSE,FALSE
CROSBY-FINCASTLESIL0-2SSWP,FALSE,FALSE,FALSE
CROSBY-FINCASTLESIL2-6SSWP,FALSE,FALSE,FALSE
CROSBY-LEWISBURGSIL0-2SSWP,FALSE,FALSE,FALSE
CROSBY-LEWISBURGSIL2-6SSWP,FALSE,FALSE,FALSE
"CROSBY,LM-SUBSTSIL0-2SSWP",FALSE,FALSE,FALSE
CROSBYSIL0-2SSWP,FALSE,FALSE,FALSE
CROSBYSIL2-6MSWP,FALSE,FALSE,FALSE
CROSBYSIL2-6SSWP,FALSE,FALSE,FALSE
CROUSE-MIAMIANSIL12-18MMW,FALSE,FALSE,FALSE
CROUSE-MIAMIANSIL6-12MMW,FALSE,FALSE,FALSE
CRUZESIL12-20SMW,FALSE,FALSE,FALSE
CRUZESIL6-12MMW,FALSE,FALSE,FALSE
CRUZESIL8-15SMW,FALSE,FALSE,FALSE
"CUBA,FF-PHSIL0-2SW",TRUE,FALSE,TRUE
"CUBA,OF-PHSIL0-2SW",FALSE,FALSE,FALSE
CULLEOKASIL3-8SW,FALSE,FALSE,FALSE
CULLEOKASIL8-15SW,FALSE,FALSE,FALSE
CYCLONEL0-2SVP,FALSE,FALSE,FALSE
CYGNETL0-2SMW,FALSE,FALSE,FALSE
CYGNETL0-3SMW,FALSE,FALSE,FALSE
DAMASCUSL0-2SP,FALSE,FALSE,FALSE
DAMASCUSSIL0-2SP,FALSE,FALSE,FALSE
"DAMASCUS,T-SUBSTL0-2SP",FALSE,FALSE,FALSE
"DANA,BR-SUBSTSIL2-8SMW",FALSE,FALSE,FALSE
DANASIL0-2SMW,FALSE,FALSE,FALSE
DANASIL0-4SMW,FALSE,FALSE,FALSE
DANASIL2-6SMW,FALSE,FALSE,FALSE
"DARIEN,BR-SUBSTSIL0-2SSWP",FALSE,FALSE,FALSE
"DARIEN,BR-SUBSTSIL2-6SSWP",FALSE,FALSE,FALSE
"DARIEN-HORNELL,CSIL2-6SSWP",FALSE,FALSE,FALSE
DARIEN-PLATEASIL6-12MSWP,FALSE,FALSE,FALSE
DARIEN-PLATEASIL6-12SSWP,FALSE,FALSE,FALSE
DARIENSIL0-1SSWP,FALSE,FALSE,FALSE
DARIENSIL0-2SSWP,FALSE,FALSE,FALSE
DARIENSIL1-4SSWP,FALSE,FALSE,FALSE
DARIENSIL2-6SSWP,FALSE,FALSE,FALSE
DARIENSIL6-12SSWP,FALSE,FALSE,FALSE
DARROCHL0-2SSWP,FALSE,FALSE,FALSE
DARROCHSIL0-2SSWP,FALSE,FALSE,FALSE
"DARROCH,V,CO-SUBSLFSL0-2SSWP",FALSE,FALSE,FALSE
"DEFIANCE,FF-PHSIC0-2SSWP",TRUE,FALSE,TRUE
"DEFIANCE,FF-PHSICL0-2SSWP",TRUE,TRUE,TRUE
"DEFIANCE,OF-PHSICL0-2SSWP",FALSE,FALSE,FALSE
DEFIANCESIC0-2SSWP,FALSE,FALSE,FALSE
DEFIANCESICL0-2SSWP,FALSE,FALSE,FALSE
DEFIANCESIL0-2SSWP,FALSE,FALSE,FALSE
DEKALBCN-L12-18SW,FALSE,FALSE,FALSE
DEKALBCN-L12-25SW,FALSE,FALSE,FALSE
DEKALBCN-L15-25SW,FALSE,FALSE,FALSE
DEKALBCN-L18-25SW,FALSE,FALSE,FALSE
DEKALBCN-L2-6SW,FALSE,FALSE,FALSE
DEKALBCN-L6-12SW,FALSE,FALSE,FALSE
DEKALBCN-L6-15SW,FALSE,FALSE,FALSE
DEKALBCN-L8-15SW,FALSE,FALSE,FALSE
DEKALBCN-SL6-15SW,FALSE,FALSE,FALSE
DEKALBCNV-L1-6SW,FALSE,FALSE,FALSE
DEKALBFSL0-2SW,FALSE,FALSE,FALSE
DEKALBFSL2-6SW,FALSE,FALSE,FALSE
DEKALBL10-15MW,FALSE,FALSE,FALSE
DEKALBL12-18MW,FALSE,FALSE,FALSE
DEKALBL12-18SW,FALSE,FALSE,FALSE
DEKALBL15-20MW,FALSE,FALSE,FALSE
DEKALBL15-25SW,FALSE,FALSE,FALSE
DEKALBL18-25SW,FALSE,FALSE,FALSE
DEKALBL2-5SW,FALSE,FALSE,FALSE
DEKALBL3-8SW,FALSE,FALSE,FALSE
DEKALBL5-10MW,FALSE,FALSE,FALSE
DEKALBL5-10SW,FALSE,FALSE,FALSE
DEKALBL6-12MW,FALSE,FALSE,FALSE
DEKALBL6-12SW,FALSE,FALSE,FALSE
DEKALBL8-15SW,FALSE,FALSE,FALSE
DEKALBSL12-18SW,FALSE,FALSE,FALSE
DEKALBSL12-25MW,FALSE,FALSE,FALSE
DEKALBSL18-25SW,FALSE,FALSE,FALSE
DEKALBSL2-6SW,FALSE,FALSE,FALSE
DEKALBSL6-12SW,FALSE,FALSE,FALSE
DEKALBST-L5-20SW,FALSE,FALSE,FALSE
"DEKALB,STONYCN-SL6-15SW",FALSE,FALSE,FALSE
DEKALBSTV-L12-25SW,FALSE,FALSE,FALSE
DEKALBSTV-L2-12SW,FALSE,FALSE,FALSE
"DEKALB-WESTMORELAND,C15-25SW",FALSE,FALSE,FALSE
DELMARSIL0-2SP,FALSE,FALSE,FALSE
"DEL REY-BLOUNT,C0-3SSWP",FALSE,FALSE,FALSE
DEL REY-FULTONSIL1-6SSWP,FALSE,FALSE,FALSE
DEL REYL0-2SSWP,FALSE,FALSE,FALSE
DEL REYL0-3SSWP,FALSE,FALSE,FALSE
DEL REYL2-6SSWP,FALSE,FALSE,FALSE
DEL REYSICL0-2SSWP,FALSE,FALSE,FALSE
DEL REYSICL2-6SSWP,FALSE,FALSE,FALSE
DEL REYSIL0-2SSWP,FALSE,FALSE,FALSE
DEL REYSIL0-3SSWP,FALSE,FALSE,FALSE
DEL REYSIL1-3SSWP,FALSE,FALSE,FALSE
DEL REYSIL1-4SSWP,FALSE,FALSE,FALSE
DEL REYSIL2-6SSWP,FALSE,FALSE,FALSE
"DEL REY,S-SUBSTL0-2SSWP",FALSE,FALSE,FALSE
"DEL REY,T-SUBSTSIL0-3SSWP",FALSE,FALSE,FALSE
"DEL REY,VSIL0-3SSWP",FALSE,FALSE,FALSE
DIGBYFSL0-2SSWP,FALSE,FALSE,FALSE
DIGBYFSL2-6SSWP,FALSE,FALSE,FALSE
DIGBYL0-2SSWP,FALSE,FALSE,FALSE
DIGBYL0-3SSWP,FALSE,FALSE,FALSE
DIGBYL1-4SSWP,FALSE,FALSE,FALSE
DIGBYL2-6SSWP,FALSE,FALSE,FALSE
DIGBYSIL0-2SSWP,FALSE,FALSE,FALSE
DIGBYSIL2-6SSWP,FALSE,FALSE,FALSE
DIGBYSL0-2SSWP,FALSE,FALSE,FALSE
DIGBYSL0-3SSWP,FALSE,FALSE,FALSE
DIGBYSL2-6SSWP,FALSE,FALSE,FALSE
"DIGBY,VL0-2SSWP",FALSE,FALSE,FALSE
"DIGBY,VSIL0-2SSWP",FALSE,FALSE,FALSE
DIXBOROFSL0-2SSWP,FALSE,FALSE,FALSE
DIXBOROFSL0-3SSWP,FALSE,FALSE,FALSE
"DIXBORO-KIBBIE,C0-2SSWP",FALSE,FALSE,FALSE
DOLESSIL0-2SSWP,FALSE,FALSE,FALSE
DOLESSIL0-3SSWP,FALSE,FALSE,FALSE
"DRUMMER,GR-SUBSTSICL0-2SVP",FALSE,FALSE,FALSE
DUBOISSIL0-2SSWP,FALSE,FALSE,FALSE
DUBOISSIL2-6SSWP,FALSE,FALSE,FALSE
DUNBRIDGEFSL2-6SW,FALSE,FALSE,FALSE
DUNBRIDGELFS1-4SW,FALSE,FALSE,FALSE
DUNBRIDGELFS2-6SW,FALSE,FALSE,FALSE
DUNBRIDGELS0-2SW,FALSE,FALSE,FALSE
DUNBRIDGELS2-6SW,FALSE,FALSE,FALSE
DUNBRIDGESL0-2SW,FALSE,FALSE,FALSE
DUNBRIDGESL0-4SW,FALSE,FALSE,FALSE
DUNBRIDGESL1-4SW,FALSE,FALSE,FALSE
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS0-2SW",FALSE,FALSE,FALSE
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS2-6SW",FALSE,FALSE,FALSE
"DUNBRIDGE-SPINKS,OVER LMLFS0-2SW",FALSE,FALSE,FALSE
"DUNBRIDGE-SPINKS,OVER LMLFS2-6SW",FALSE,FALSE,FALSE
"DUNBRIDGE-SPINKS,OVER LMST-LFS0-2SW",FALSE,FALSE,FALSE
"DUNCANNON-LAKIN,C12-18SW",FALSE,FALSE,FALSE
"DUNCANNON-LAKIN,C18-25SW",FALSE,FALSE,FALSE
