county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
knox,525717000,51596500,87224100,664537600,25528300,3241300,5393700,34163300,644338000,1996
lake,3255572900,770712500,557619800,4583905200,174502400,58134800,44990300,277627500,6816058000,1996
lawrence,353959900,76348600,48503900,478812300,12434400,2910400,1825100,17169800,143573000,1996
licking,1668806900,151058400,217292800,2037158100,72676600,9059100,12661800,94397500,1553462000,1996
logan,497991100,49096000,133523799.99999999,680610900,20829600,2891700,7561200,31282500,613822000,1996
lorain,2900469300,360409300,512623700,3773502400,157754600,27588600,39360500,224703800,2442084000,1996
lucas,4546791000,494124100,796207100,5837122200,280574700,41196300,67154800,388925800,25713706000,1996
madison,374320500,43857100,49255200,467432900,17362000,2455100,2772900,22590000,399290000,1996
mahoning,2370864000,241960200,307186000,2920010200,130027000,17511700,23112500,170651300,1311510000,1996
marion,539511500,68039200,166491000,774041700,25545400,4387600,10377000,40309900,300651000,1996
medina,2166066300,148612300,207200600,2521879300,102436800,12309300,17474200,132220299.99999999,2366342000,1996
meigs,144488600,50865100,26145000,221498800,5927500,2310700,1179200,9417400,10873000,1996
mercer,448521100,30514100,57993900,537029100,19147900,1498100,2879200,23525200,315925000,1996
miami,1203429800,89320200,255842100,1548592000,44811300,5472100,15759000,66042500,801433000,1996
monroe,117623800,56067600,69154000,242845400,4301700,2642300,3267600,10211500,7280000,1996
montgomery,6588024900,508713000,992702400,8089440400,384196100,42329200,81452000,507977300,14133748000,1996
morgan,118543800,93315800,30822000,242681600,4093500,4432300,1407800,9933600,365000,1996
morrow,242939900,36061100,20119100,299120200,10986900,2088800.0000000002,1246900,14322600,147335000,1996
muskingum,645505700,100571100,118446200,864522900,28749200,6244100,7483900,42477200,447437000,1996
noble,99634800,43736200,11411700,154782600,4261900,2233400,565400,7060700,1015200,1996
ottawa,715040700,342126100,129288900,1186455700,28199300,16834100,7387200,52420600,1286932000,1996
paulding,153407500,26962800,23674600,204045000,6952500,1371600,1263400,9587600,266716000,1996
perry,203843200,52188900,18482800,274514900,8966100,3056100,1058600,13080900,20909000,1996
pickaway,488585000,92034000,109118600,689737600,19770300,4831600,6113100,30715000,293889000,1996
pike,147439500,45479600,26221600,219140600,6235100,2319300,1704900,10259300,0,1996
portage,1473443900,135996400,200547500,1809987800,80231600,11665000,17477300,109373900,1238150000,1996
preble,405556200,49446100,69172300,524174500,16112000,2577700,3654400,22344000,459104000,1996
putnam,327789500,31836600,48897100,408523200,12800300,1519900,2147600,16467700,66840000,1996
richland,1180164700,131246500,278843800,1590255000,61736900,9557600,19576100,90870500,1703441000,1996
ross,542295900,64993000,166395400,773684300,21016100,3427400,8993400,33436900,311712000,1996
sandusky,568972000,70670800,154771300,794414100,22777500,3798700,8053200,34629400,293772000,1996
scioto,447747400,91561100,59423800,598732300,20060200,5123300,3304200,28487700,236003000,1996
seneca,488204000,62994300,102677800,653876100,20888000,3590200,6102600,30580900,247899000,1996
shelby,529741900,54155700,239792000,823689600,20568900,2808000,12150900,35527800,802589000,1996
stark,3635878100,358545400,723013400,4717436800,185224600,25351100,50862000,261437700,925304000,1996
summit,7398802900,448518500,994512400,8841833700,372370100,34562000,74407800,481340000,17762105000,1996
trumbull,2080930600,224041800,436262400,2741234800,102709500,14720900,28411600,145842000,1244031000,1996
tuscarawas,810213600,99708200,181325800,1091247700,36526100,5924100,10963900,53414000,109007000,1996
union,457604200,58841800,150149200,666595200,22802300,3459700,9051400,35313400,111109000,1996
van wert,287022400,25957100,44313600,357293100,13861500,1616900,2852200,18330600,758372000,1996
vinton,70477500,27283800,15041500,112802700,2851400,1136000,619100,4606400,0,1996
warren,1817904600,182470200,247800300,2248175100,81160900,12727100,17431500,111319500,2911129000,1996
washington,519848500,135960100,193641600,849450200,21498200,6749200,9599900,37847300,54772000,1996
wayne,1179340000,93472700,227856500,1500669100,56007600,6276800,16482400.000000002,78766800,474742000,1996
williams,359997700,45048600,101455400,506501700,15482500,2860900,6697500,25040900,507510000,1996
wood,1357586900,141977900,242711000,1742275800,65636000,9731200,16796700,92163900,2884203000,1996
wyandot,205437100,19600700,43909100,268946900,7711700,1014600,2313000,11039300,49598000,1996
adams,199440000,320776000,25086000,545302000,8355000,13892000,1186000,23432000,3000,1997
allen,1069939000,123966000,367828000,1561733000,44682000,6371000,18580000,69634000,2142000,1997
ashland,485034000,78303000,87846000,651183000,21575000,4825000,5790000,32190000,12000,1997
ashtabula,936462000,149456000,169543000,1255461000,44332000,10404000,11909000,66645000,1712000,1997
athens,422023000,73973000,36913000,532909000,22010000,5360000,2810000,30180000,229000,1997
auglaize,489987000,36116000,123516000,649619000,21076000,2014000,6795000,29885000,640000,1997
belmont,555311000,119116000,79586000,754013000,23800000,6493000,4501000,34794000,24000,1997
brown,332545000,50113000,18284000,400941000,13001000,2473000,879000,16353000,114000,1997
butler,4066105000,369912000,630515000,5066532000,183238000,21825000,38332000,243395000,4154000,1997
carroll,256028000,49698000,30815000,336541000,10051000,2523000,1748000,14322000,75000,1997
champaign,365863000,34244000,71783000,471891000,15696000,2060000,4442000,22198000,46000,1997
clark,1342407000,114076000,201792000,1658276000,66308000,7707000,13498000,87513000,374000,1997
clermont,2170660000,606183000,193898000,2970741000,103143000,36356000,14552000,154052000,512000,1997
clinton,404456000,43127000,93176000,540759000,18108000,2270000,5093000,25471000,234000,1997
columbiana,849809000,107171000,130482000,1087462000,38766000,6391000,7957000,53113000,160000,1997
coshocton,357011000,188855000,79010000,624876000,13349000,8573000,4085000,26008000,34000,1997
crawford,403722000,39297000,93020000,536039000,19177000,2769000,6556000,28501000,89000,1997
cuyahoga,20838304000,1323512000,2702246000,24864062000,1277680000,123322000,235212000,1636214000,29562000,1997
darke,560053000,61038000,102816000,723908000,20822000,2893000,5356000,29071000,317000,1997
defiance,374596000,72490000,83992000,531078000,16621000,4146000,4725000,25492000,370000,1997
delaware,1977906000,120536000,167418000,2265859000,94107000,7679000,10806000,112591000,235000,1997
erie,1153224000,99806000,184633000,1437663000,54488000,7731000,14428000,76647000,1426000,1997
fairfield,1500298000,110469000,123892000,1734659000,63510000,7641000,9138000,80289000,301000,1997
fayette,300053000,47134000,49092000,396280000,11615000,2243000,2565000,16424000,98000,1997
franklin,14739355000,922623000,2216997000,17878975000,873445000,77985000,184642000,1136072000,3436000,1997
fulton,481271000,60874000,108534000,650679000,22970000,4005000,7287000,34262000,650000,1997
gallia,253603000,271769000,31123000,556494000,8102000,9250000,1230000,18582000,46000,1997
geauga,1615491000,99887000,121941000,1837318000,85783000,8818000,10566000,105166000,957000,1997
greene,2077591000,143676000,160556000,2381824000,99140000,10198000,11320000,120658000,2266000,1997
guernsey,295143000,54542000,84630000,434314000,14557000,3220000,4983000,22760000,99000,1997
hamilton,12096162000,1022980000,1974483000,15093625000,696585000,82803000,153685000,933074000,18597000,1997
hancock,868360000,74206000,259606000,1202172000,36812000,3988000,14307000,55107000,504000,1997
hardin,248800000,30043000,46830000,325673000,10230000,1599000,2411000,14241000,210000,1997
harrison,127211000,33898000,15777000,176886000,5644000,1953000,914000,8510000,25000,1997
henry,299487000,34757000,87517000,421762000,15592000,2290000,5771000,23654000,731000,1997
highland,328865000,32911000,45822000,407598000,11550000,1475000,2019000,15044000,67000,1997
hocking,219367000,58190000,26323000,303880000,9437000,3402000,1477000,14315000,20000,1997
holmes,356207000,33131000,71900000,461238000,16837000,1958000,4051000,22846000,3000,1997
huron,589216000,52799000,133900000,775916000,22442000,3050000,7944000,33436000,151000,1997
jackson,217739000,42835000,39058000,299631000,8824000,1822000,1774000,12420000,0,1997
jefferson,564164000,421805000,135418000,1121387000,25060000,21519000,7993000,54572000,169000,1997
knox,534124000,48978000,96158000,679259000,25457000,3047000,5873000,34377000,614000,1997
lake,3750656000,767735000,604251000,5122642000,186325000,57630000,48110000,292065000,6583000,1997
lawrence,362978000,76050000,48040000,487067000,12748000,2898000,1809000,17455000,141000,1997
licking,1745341000,151199000,230750000,2127290000,77952000,9105000,13580000,100637000,1722000,1997
logan,509157000,53646000,139204000,702007000,21514000,3164000,7890000,32568000,568000,1997
lorain,3438512000,359021000,525466000,4322999000,165107000,26542000,38901000,230550000,2664000,1997
lucas,5014692000,490195000,797610000,6302496000,293574000,40800000,67019000,401393000,25749000,1997
madison,384269000,42385000,49356000,476009000,17925000,2349000,2741000,23015000,408000,1997
mahoning,2440570000,245015000,307529000,2993114000,133936000,17762000,23192000,174890000,1406000,1997
marion,548071000,71899000,142984000,762954000,26694000,4719000,9155000,40568000,302000,1997
medina,2273854000,149926000,232318000,2656098000,108027000,12463000,19566000,140056000,2209000,1997
meigs,146555000,49156000,33167000,228878000,6011000,2231000,1513000,9755000,0,1997
mercer,460091000,30824000,60981000,551896000,19431000,1504000,3012000,23947000,353000,1997
miami,1241376000,95089000,291299000,1627764000,49636000,6007000,18507000,74150000,790000,1997
monroe,120080000,47982000,69975000,238037000,4373000,2263000,3306000,9943000,7000,1997
montgomery,6635671000,515027000,1045373000,8196071000,388688000,42652000,85140000,516479000,19383000,1997
morgan,124764000,90552000,26065000,241380000,4211000,4315000,1193000,9719000,1000,1997
morrow,251607000,35993000,22892000,310493000,11556000,2108000,1453000,15116000,147000,1997
muskingum,757999000,99060000,120294000,977354000,32046000,6185000,7618000,45849000,414000,1997
noble,100561000,38511000,12249000,151321000,4281000,1956000,609000,6846000,1000,1997
ottawa,863186000,335236000,114007000,1312429000,31601000,16459000,6852000,54913000,1236000,1997
paulding,156739000,26206000,24069000,207014000,7215000,1352000,1292000,9859000,404000,1997
perry,208475000,48904000,19057000,276435000,9186000,2853000,1109000,13148000,21000,1997
pickaway,506281000,86713000,115994000,708988000,20221000,4499000,6471000,31191000,298000,1997
pike,150913000,45175000,28098000,224187000,6464000,2321000,1817000,10602000,2000,1997
portage,1734514000,139602000,205497000,2079613000,86871000,11927000,17930000,116729000,1352000,1997
preble,417423000,47955000,65644000,531022000,16745000,2509000,3552000,22806000,323000,1997
putnam,336527000,31405000,55490000,423421000,13118000,1496000,2489000,17103000,114000,1997
richland,1201977000,133563000,279354000,1614894000,65785000,9959000,20257000,96001000,1721000,1997
ross,559041000,65818000,159875000,784734000,21855000,3499000,8632000,33987000,308000,1997
sandusky,673274000,68543000,152649000,894467000,25087000,3648000,7889000,36624000,372000,1997
scioto,451099000,86608000,68941000,606648000,20496000,4916000,3830000,29243000,285000,1997
seneca,497182000,63293000,104773000,665247000,21275000,3627000,6260000,31163000,271000,1997
shelby,543487000,56268000,234602000,834357000,21106000,2908000,12036000,36050000,806000,1997
stark,4277155000,359122000,756805000,5393081000,203887000,25551000,53257000,282694000,900000,1997
summit,7618313000,448069000,1039704000,9106086000,390697000,34882000,78524000,504103000,17763000,1997
trumbull,2121561000,223437000,470958000,2815955000,105450000,14730000,30825000,151005000,1313000,1997
tuscarawas,835351000,94082000,182184000,1111617000,39403000,5787000,11411000,56601000,285000,1997
union,479325000,66374000,160721000,706420000,24096000,3935000,9751000,37782000,116000,1997
van wert,291870000,25889000,47223000,364981000,14311000,1643000,3037000,18991000,864000,1997
vinton,83943000,25517000,13343000,122803000,3561000,1163000,602000,5325000,0,1997
warren,2159881000,181185000,282349000,2623415000,91311000,12602000,19906000,123820000,3153000,1997
washington,530521000,134527000,204745000,869792000,22361000,6715000,10249000,39325000,60000,1997
wayne,1200710000,93859000,234441000,1529010000,58526000,6414000,17249000,82189000,836000,1997
williams,405530000,42773000,102248000,550551000,16562000,2724000,6793000,26079000,536000,1997
wood,1401752000,141689000,258081000,1801522000,69572000,9841000,18032000,97444000,2846000,1997
wyandot,208624000,19514000,47658000,275796000,7694000,991000,2504000,11190000,47000,1997
adams,237585000,321480000,23210000,582275000,9289000,13672000,1118000,24078000,26000,1998
allen,1088483000,120941000,364941000,1574365000,45538000,6208000,18449000,70195000,2485000,1998
ashland,496196000,75397000,93099000,664692000,22055000,4647000,6128000,32830000,13000,1998
ashtabula,957507000,144816000,178453000,1280776000,45775000,10057000,12513000,68345000,1889000,1998
athens,431144000,75778000,39942000,546865000,22664000,5497000,3005000,31167000,275000,1998
auglaize,506304000,37635000,131370000,675309000,21896000,2113000,7350000,31358000,675000,1998
belmont,568345000,120635000,89101000,778081000,24444000,6610000,5020000,36074000,24000,1998
brown,342191000,51290000,20894000,414375000,13454000,2534000,1014000,17003000,375000,1998
butler,4199464000,377009000,665024000,5241496000,190577000,22682000,40512000,253771000,5694000,1998
carroll,307096000,52324000,29100000,388520000,11606000,2653000,1650000,15909000,68000,1998
