year,county,school_district,sd_number,political_unit,info_number,total_rate_gross,total_rate_class1,total_rate_class2,emergency_rate,current_expense_rate_gross,current_expense_rate_class1,current_expense_rate_class2,bond_rate,general_fund_millage,recreation_rate_gross,recreation_rate_class1,recreation_rate_class2,improvement_rate_gross,improvement_rate_class1,improvement_rate_class2,library_millage,library_rate_gross,library_rate_class1,library_rate_class2,acquisition_rate,mill_floor_rate_class1,mill_floor_rate_class2,sub_levy_rate,library_rate_millage,safety_rate_gross,safety_rate_class1,safety_rate_class2,credit_qualify_rate_class1,qualifying_nonbusiness_class1
2001,ottawa,benton-carroll-salem lsd,6201,NA,NA,34.13,22.29493,26.16601,0,28.93,17.81573,21.52472,0,4,0,0,0,1.2,0.4792,0.64129,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,danbury lsd,6202,NA,NA,46.5,23.10003,23.22845,0,38.3,14.900030000000001,15.02845,3.1,5.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,genoa area lsd,6203,NA,NA,64.9,32.44417,40.870110000000004,5.2,48.65,17.39394,25.0297,2.8,5.1,0,0,0,3.15,1.95023,2.7404100000000002,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,middle bass lsd,6204,NA,NA,4.8,4.8,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,north bass lsd,6205,NA,NA,28.6,20,20.298009999999998,0,23,14.4,14.698009999999998,0,5.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,port clinton csd,6206,NA,NA,57.3,22.25622,26.357980000000005,0,51.8,16.75622,20.857980000000005,1.7,3.5,0,0,0,0.3,0.3,0.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ottawa,put in bay lsd,6207,NA,NA,29.3,20.136940000000003,20.596950000000003,0,25.4,16.41465,16.86545,0,3.4,0.5,0.32228999999999997,0.33150999999999997,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,paulding,antwerp lsd,6301,NA,NA,45.449999999999996,28.888499999999997,30.508950000000002,0,33.7,17.325779999999998,18.89643,4.95,3.9,0,0,0,2.9,2.71272,2.7625100000000002,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,paulding,paulding evsd,6302,NA,NA,30.8,28.36565,28.37452,3,19.8,17.4,17.4,4.4,2.6,0,0,0,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,paulding,wayne trace lsd,6303,NA,NA,34.230000000000004,26.51067,26.50652,0,23.7,16.00001,16.00001,6.53,4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,perry,crooksville evsd,6401,NA,NA,31.919999999999998,26.21946,26.224539999999998,0,21.5,15.80001,15.804540000000001,6.22,4.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,perry,new lexington csd,6402,NA,NA,33.260000000000005,24.05835,25.869429999999998,0,25.4,16.20002,18.00978,4.06,3.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,perry,northern lsd,6403,NA,NA,35.720000000000006,25.780219999999996,27.20998,0,24.9,16.30002,16.90656,2.92,3.7,0,0,0,4.2,2.86021,3.6834200000000004,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,perry,southern lsd (perry co.),6404,NA,NA,35.8,26.339250000000003,29.159150000000004,0,26.5,17.041539999999998,19.859170000000002,5.8,3,0,0,0,0.5,0.5,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pickaway,circleville csd,6501,NA,NA,44.5,28.684070000000002,33.3965,0,38.5,22.687810000000002,27.3965,0.25,3,0,0,0,2.75,2.74626,2.75,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pickaway,logan elm lsd,6502,NA,NA,40.5,23.976639999999996,27.925779999999996,3.3,32.6,16.60002,20.28428,0,3.4,0,0,0,1.2,0.67662,0.9415,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pickaway,teays valley lsd,6503,NA,NA,31.6,26.60002,26.60002,0,21.3,16.30002,16.30002,6.6,3.7,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pickaway,westfall lsd,6504,NA,NA,39,27.54427,31.94688,0,32.2,20.745509999999996,25.147080000000003,3.8,3,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pike,eastern lsd (pike co.),6601,NA,NA,27.01,24.50296,24.53653,0,18.9,16.4,16.42706,4.51,3.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pike,scioto valley lsd (pike co.),6602,NA,NA,25.7,25.699810000000003,25.7,1.8,16,16,16,4.3,3.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pike,waverly csd,6603,NA,NA,37.120000000000005,24.70359,26.03019,0,28.9,16.48587,17.810190000000002,4.619999999999999,3.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,pike,western lsd,6604,NA,NA,26.650000000000002,24.430629999999997,24.444229999999997,0,18.9,16.680629999999997,16.69423,4.1499999999999995,3.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,aurora csd,6701,NA,NA,69.09,32.618230000000004,33.16774,0,59.790000000000006,23.47452,24.09677,2.2,5.6,0,0,0,1.5,1.34371,1.27097,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,crestwood lsd,6702,NA,NA,61.41,26.131450000000005,30.55067,0,49.449999999999996,16.1017,20.22587,3.2600000000000002,5.2,0,0,0,3.5,1.57097,1.8648,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,field lsd,6703,NA,NA,50.6,23.651510000000002,29.369229999999998,0,44.1,17.151510000000002,22.869229999999998,0,6.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,james a. garfield lsd,6704,NA,NA,60.949999999999996,24.308950000000003,29.12517,0,51.9,15.258949999999999,20.07517,3.65,5.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,kent csd,6705,NA,NA,86.35,36.36944,44.48771,0,78.8,28.81944,36.93771,3.75,3.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,ravenna csd,6706,NA,NA,57.44,29.34712,33.744930000000004,0,49.94,24.03802,27.9504,0,4.6,0,0,0,2.9,0.7091,1.19453,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,rootstown lsd,6707,NA,NA,57.36,25.62954,28.745179999999998,1.33,47.93,16.605729999999998,19.8903,0,5.6,0,0,0,2.5,2.09381,1.92488,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,southeast lsd (portage co.),6708,NA,NA,46.68,26.31247,28.985569999999996,0,36.83,16.464389999999998,19.13557,3.75,6.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,streetsboro csd,6709,NA,NA,56.13,33.090030000000006,33.090030000000006,7.99,38.3,15.26003,15.26003,5.1,4.74,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,waterloo lsd,6710,NA,NA,59.92,32.1539,36.61621,1.58,43.3,16.805419999999998,20.73433,7.14,5.3,0,0,0,2.6,1.32917,1.86188,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,portage,windham evsd,6711,NA,NA,47.27,26.76975,28.79937,4.6,36,15.50002,17.52937,2.17,4.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,college corner lsd,6801,NA,NA,32.1,24.71943,25.775039999999997,0,20.4,14.80457,14.814580000000001,0,5.2,0,0,0,6.5,4.7148699999999995,5.76046,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,eaton csd,6803,NA,NA,38.6,26.20002,26.20002,0,29,16.60002,16.60002,6.2,3.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,national trail lsd,6802,NA,NA,33,25.49948,25.78475,2.4,22.5,15.00001,15.284749999999999,3.1,5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,preble-shawnee lsd,6804,NA,NA,25.49,25.489009999999997,25.485909999999997,0,14.5,14.5,14.5,5.49,5.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,tri county north lsd,6806,NA,NA,39.75,31.1122,31.590629999999997,6.2,23.45,15.60001,15.643669999999998,3.7,4.4,0,0,0,2,1.21301,1.64696,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,preble,twin valley lsd,6805,NA,NA,42.5,27.943489999999997,32.99625,3.1,30.5,15.94362,20.996519999999997,4.5,4.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,columbus grove lsd,6901,NA,NA,32.49,24.12508,26.85922,0,23.650000000000002,15.65001,18.052629999999997,3.4899999999999998,4.35,0,0,0,1,0.63507,0.9666,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,continental lsd,6902,NA,NA,36.349999999999994,24.786939999999998,27.56217,0,26.8,15.55001,18.0376,3.7,4.45,0,0,0,1.4,1.0876599999999998,1.37488,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,jennings lsd,6903,NA,NA,48.44,32.830679999999994,42.07898,0,33.3,18.261709999999997,26.94017,7.8,4.9,0,0,0,1.75,1.1802500000000002,1.74881,0,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,kalida lsd,6904,NA,NA,34.379999999999995,25.25459,25.612460000000002,4.28,23.9,15.30001,15.309430000000003,0,4.7,0,0,0,1.5,0.9745799999999999,1.32304,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,leipsic lsd,6905,NA,NA,35.77,27.07002,31.00312,7.07,24.150000000000002,15.45002,19.383119999999998,0,4.55,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,miller city-new cleveland lsd,6906,NA,NA,37.53,26.968639999999994,30.16168,0,26.35,15.788919999999997,18.981679999999997,6.53,4.6499999999999995,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,ottawa-glandorf lsd,6907,NA,NA,24.8,24.054060000000003,24.486619999999995,2.8,16,16,16,0.5,4,0,0,0,1.5,0.75406,1.18662,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,ottoville lsd,6908,NA,NA,39,35.05307,35.59677000000001,3.8,18.1,15.3,15.36167,8.9,4.7,0,0,0,3.5,2.35343,2.8350999999999997,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,putnam,pandora-gilboa lsd,6909,NA,NA,43.54,29.558880000000002,34.58167999999999,0,32.2,18.21939,23.24168,6.6899999999999995,4.6499999999999995,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,clear fork valley lsd,7001,NA,NA,50.2,25.674270000000003,31.206039999999998,0,39.3,15.80001,20.722389999999997,4.5,4.2,0,0,0,2.2,1.1742700000000001,1.78365,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,crestview lsd (richland co.),7002,NA,NA,48.9,27.881980000000002,27.30659,0,38.2,17.183539999999997,16.607260000000004,6.5,4.2,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,lexington lsd,7003,NA,NA,41.1,31.67651,32.46011000000001,9.6,25,16.215739999999997,16.50375,0,3.8,0,0,0,2.7,2.0607800000000003,2.55637,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,lucas lsd,7004,NA,NA,42.5,30.50001,31.092339999999997,10.5,27,15.00001,15.59234,0,5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,madison lsd (richland co.),7005,NA,NA,60.4,33.37355,43.840059999999994,0,56,28.97355,39.440059999999995,0,4.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,mansfield csd,7006,NA,NA,66.14999999999999,42.92348,50.68656,8.3,41.75,19.363970000000002,26.33613,7,4.4,0,0,0,3,2.15951,2.95043,0,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,ontario lsd,7009,NA,NA,44.4,30.00001,33.018390000000004,4.3,29,14.60001,17.61839,5.7,5.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,plymouth lsd,7007,NA,NA,36,30.30947,30.29981,6.5,21.3,15.60947,15.60001,3.8,4.4,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,richland,shelby csd,7008,NA,NA,49.8,28.2873,31.89321,4.3,38.3,17.545609999999996,20.97517,0,5.2,0,0,0,2,1.2416999999999998,1.41804,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,adena lsd,7101,NA,NA,37.3,23.455779999999997,23.46719,0,29.7,15.90001,15.9,3.5,4.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,chillicothe csd,7102,NA,NA,37.7,20.00003,23.474850000000004,0,34.2,16.50003,19.974850000000004,0,3.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,huntington lsd,7103,NA,NA,31.5,22.941529999999997,22.924729999999997,0,24.6,16.10001,16.10001,3,3.9,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,paint valley lsd,7104,NA,NA,35.5,24.542389999999997,24.509800000000002,0,25.7,15.7,15.700009999999999,3,4.3,0,0,0,2.5,1.59647,1.5754599999999999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,scioto valley lsd (ross co.),7105,NA,NA,33.949999999999996,25.59596,25.607100000000003,0,23.8,15.50001,15.50001,4.74,4.5,0,0,0,0,0,0,0,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,union-scioto lsd,7106,NA,NA,36.8,24.939950000000003,24.93882,0,27.3,15.50002,15.5,5,4.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,ross,zane trace lsd,7107,NA,NA,33,24.74421,24.76739,1.8,23.5,15.3,15.3,3,4.7,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,sandusky,clyde evsd,7201,NA,NA,46.25,27.09023,36.25231000000001,2.9,36.55,17.93323,26.679170000000003,1.6,3.7,0,0,0,1.5,0.9570000000000001,1.37315,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,sandusky,fremont csd,7202,NA,NA,34.1,21.73631,23.392960000000002,0,27.9,15.80002,17.22166,0,4.2,0,0,0,2,1.73628,1.9712999999999998,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,sandusky,gibsonburg evsd,7203,NA,NA,53.7,34.80787999999999,39.356089999999995,0,41.6,23.127900000000004,27.59138,7.5,3.6,0,0,0,1,0.5819099999999999,0.6678099999999999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,sandusky,lakota lsd (sandusky co.),7204,NA,NA,41.8,26.137380000000004,25.40725,5.4,31.8,16.137380000000004,15.40725,0,4.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,sandusky,woodmore lsd,7205,NA,NA,45.7,24.888019999999997,36.070750000000004,0,36.7,16.00002,27.07083,4,4,0,0,0,1,0.888,0.99991,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,bloom/vernon lsd,7301,NA,NA,27.45,27.09225,26.998729999999995,0,16.9,16.60001,16.47782,6.1499999999999995,3.4,0,0,0,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,clay lsd,7302,NA,NA,27.72,21.495589999999996,21.474529999999998,0,19.8,14.58001,14.58001,0,5.42,0,0,0,2.5,1.49558,1.47453,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,green lsd (scioto co.),7303,NA,NA,24.97,24.97,24.97,5.9,14.2,14.2,14.2,0,4.87,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,minford lsd,7304,NA,NA,29.21,23.941019999999998,23.95713,0,20.1,14.89002,14.89,4,5.109999999999999,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,new boston lsd,7305,NA,NA,33.839999999999996,20.00001,27.04752,0,30.12,16.280009999999997,23.32752,0,3.72,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,northwest lsd (scioto co.),7306,NA,NA,25.310000000000002,25.04449,25.05878,0,15.5,15.290009999999999,15.290009999999999,5.1,4.71,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,portsmouth csd,7307,NA,NA,41.03,26.43479,26.604840000000003,0,30.87,16.34002,16.48708,4.5,3.66,0,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,valley lsd,7308,NA,NA,31.21,25.93876,25.957739999999998,0,21,15.790009999999999,15.790009999999999,6,4.21,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,washington/nile lsd,7309,NA,NA,29.310000000000002,23.93942,24.13212,0,21,15.69,15.862410000000002,4,4.31,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,scioto,wheelersburg lsd,7310,NA,NA,29.91,20.50001,20.50002,0,24.91,15.50001,15.50002,0,4.5,0,0,0,0.5,0.5,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,bettsville lsd,7401,NA,NA,36.5,23.517050000000005,27.793519999999997,0,27.4,14.76071,18.996499999999997,3.5,4.6,1,0.65634,0.69702,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,fostoria csd,7402,NA,NA,51.379999999999995,30.26296,42.21831000000001,0,42.949999999999996,22.318970000000004,33.89258,3.4,3.3,0,0,0,1.73,1.2439899999999997,1.62573,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,hopewell-loudon lsd,7403,NA,NA,41.65,25.23929,28.988279999999996,0,35.6,19.18929,22.93828,1.45,4.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,new riegel lsd,7404,NA,NA,42.32,24.819280000000003,24.819080000000003,0,33,15.50001,15.5,4.819999999999999,4.5,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,old fort lsd,7405,NA,NA,42,24.101660000000003,40.19370000000001,0,35.1,17.736150000000002,33.370239999999995,0,4.9,0,0,0,2,1.4655099999999999,1.9234599999999997,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,seneca east lsd,7406,NA,NA,38.3,20.78286,23.80624,0,34.2,16.68286,19.706239999999998,0,4.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,seneca,tiffin csd,7407,NA,NA,47.55,24.795289999999998,36.93594,0,39.8,17.48015,29.345599999999997,2.06,4,0,0,0,1,0.56596,0.84035,0,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,anna lsd,7501,NA,NA,34.9,30.62525,30.85104,0,22.7,18.43154,18.651040000000002,5.2,5.5,0,0,0,1.5,1.4937199999999997,1.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,botkins lsd,7502,NA,NA,34.05,29.07722,29.21259,0,19.35,14.7,14.7,7.4,5.3,0,0,0,2,1.67757,1.81259,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,fairlawn lsd,7503,NA,NA,28.2,24.60001,25.63054,4.6,17,13.40001,14.43054,0,6.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,fort loramie lsd,7504,NA,NA,44.9,29.35473,34.163430000000005,0,31.4,15.854730000000002,20.663429999999998,7.9,5.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,hardin-houston lsd,7505,NA,NA,28,20.50001,20.82023,0,21.8,14.30001,14.62023,0.5,5.7,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,jackson center lsd,7506,NA,NA,46.6,30.20246,36.611110000000004,0,33.8,17.579439999999998,23.837770000000003,6.4,5.4,0,0,0,1,0.82301,0.97334,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,russia lsd,7507,NA,NA,39.449999999999996,28.55001,36.51814,0,25.1,14.200009999999999,22.168139999999998,8.55,5.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,shelby,sidney csd,7508,NA,NA,43.7,29.484589999999997,32.238290000000006,5.3,29.4,15.50002,18.013350000000003,3.7,4.5,0,0,0,0.8,0.48457000000000006,0.72494,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,alliance csd,7601,NA,NA,54.4,26.85779,38.06027,0,43.1,16.52739,27.19204,5,3.8,0,0,0,2,1.0313299999999999,1.56823,0,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,canton csd,7602,NA,NA,58.2,30.103050000000003,41.375710000000005,0,47.8,20.66597,31.2132,2.9,4.4,0,0,0,2.5,1.5370899999999998,2.2625100000000002,0,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,canton lsd,7603,NA,NA,46.2,26.814490000000003,28.111340000000002,0,40,20.61843,21.91134,0,5.2,0,0,0,1,0.99606,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,fairless lsd,7604,NA,NA,47.4,30.70001,31.1795,10.7,32.1,15.40001,15.879500000000002,0,4.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,jackson lsd,7605,NA,NA,48.5,33.00001,33.53267,8.1,30.7,15.200009999999999,15.732669999999999,3.9,4.8,0,0,0,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,lake lsd (stark co.),7606,NA,NA,62.8,34.99458,37.46327,0,49.8,21.99458,24.463269999999998,7.2,5.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,louisville csd,7607,NA,NA,55.9,29.39141,34.387769999999996,0,42.1,16.13003,20.952129999999997,6.9,5,0,0,0,1.9,1.36138,1.53564,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,marlington lsd,7608,NA,NA,48.4,22.422469999999997,26.90735,0,40.6,14.91595,19.281499999999998,0,5.8,0,0,0,2,1.7065199999999998,1.82585,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,massillon csd,7609,NA,NA,50.5,38.60002,41.328390000000006,14,27.8,15.90002,18.62839,4.6,4.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,minerva lsd,7610,NA,NA,46.5,34.300019999999996,34.30001,9.1,27.9,15.700019999999999,15.700009999999999,5.2,4.3,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,north canton csd,7611,NA,NA,65.5,32.58824,38.38935,0,57.5,24.588239999999995,30.38935,2.7,5.3,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,northwest lsd (stark co.),7612,NA,NA,54.6,27.89774,28.465489999999996,7.3,39.6,15.29999,15.710199999999999,0,4.7,0,0,0,3,0.59775,0.75528,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,osnaburg lsd,7613,NA,NA,57.2,29.101890000000004,35.081289999999996,0,52.1,24.001890000000003,29.981289999999998,0,5.1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,perry lsd (stark co.),7614,NA,NA,49.7,35.40002,36.000150000000005,13.9,29.6,15.30002,15.90015,0,4.7,0,0,0,1.5,1.5,1.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,plain lsd (stark co.),7615,NA,NA,52.6,26.609450000000002,31.215539999999997,0,46.8,20.809450000000002,25.415539999999996,0,5.8,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,sandy valley lsd,7616,NA,NA,44.4,26.83503,27.808419999999998,5.7,31.9,15.200009999999999,15.67738,0,4.8,0,0,0,2,1.13502,1.63104,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,stark,tuslaw lsd,7617,NA,NA,53.9,22.149890000000003,26.01469,0,48.3,16.54989,20.41469,0,5.6,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
