county,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,year
marion,64.94,44.66,64.43,49.93,66.03,2011
medina,92.66,52.98,93.91,53.81,90.27,2011
meigs,48.08,39.2,50,46.09,49.39,2011
mercer,58.56,48.27,58.36,52.2,58.48,2011
miami,68.31,43.88,67.46,48.43,69.06,2011
monroe,58.32,40.92,58.46,56.79,57.18,2011
montgomery,106.93,76.69,105.42,84.05,102.57,2011
morgan,55.95,38.95,57.52,45.36,58.58,2011
morrow,55.64,43.94,59.59,48.02,56.22,2011
muskingum,68.37,47.46,69.94,50.64,65.54,2011
noble,49.64,36.77,50.07,41.02,48.96,2011
ottawa,69.6,38.79,66.42,41.55,56.24,2011
paulding,61.33,48.53,65.63,54.56,58.4,2011
perry,63.71,44.54,63.89,51.08,62.15,2011
pickaway,60.77,46.69,63.96,53.59,57.16,2011
pike,60.92,43.63,66.7,53.67,56.32,2011
portage,91.37,52.4,94.86,58.65,89.56,2011
preble,56.57,43.38,59.02,46.77,57.04,2011
putnam,50.38,40.83,49.45,43.58,50.5,2011
richland,78.25,51.3,80.22,66.37,79.9,2011
ross,61.63,44.72,66.74,51.37,62.49,2011
sandusky,60.51,42.14,56.73,44.72,58.45,2011
scioto,60.21,45.87,64.78,51.61,58.91,2011
seneca,65.29,42.92,67.45,56.56,65.64,2011
shelby,61.51,44.63,62.27,49.61,60.29,2011
stark,82.68,54.3,80.67,58.82,79.22,2011
summit,89.97,61.01,89.22,65.6,90.65,2011
trumbull,76.55,56.25,75.22,62.35,77.99,2011
tuscarawas,67.64,45.98,68.93,51.99,64.18,2011
union,78.82,56.9,78.59,63.94,76.5,2011
van wert,68.02,46.16,69.85,63.4,67.03,2011
vinton,45.95,42.55,48.89,46.4,44.6,2011
warren,85.02,56.85,87.1,55.61,79.78,2011
washington,56.07,40.31,56.67,42.82,56.79,2011
wayne,78.72,51.42,86.97,64.86,77.61,2011
williams,72.37,47.13,72.84,50.55,70.3,2011
wood,83.21,54.03,84.94,59.8,78.71,2011
wyandot,54.62,34.93,53.06,37.9,53.36,2011
adams,50.9,41.92,48.06,44.53,44.69,2012
allen,58.46,47.79,59,49.82,57.65,2012
ashland,73.23,46.74,76.79,54.82,69.65,2012
ashtabula,75.37,51.21,76.83,56.83,75.66,2012
athens,77.62,52.54,83.24,54.7,72.13,2012
auglaize,62.82,44.14,62.53,52.15,62.08,2012
belmont,63.21,42.82,62.66,48.14,63.02,2012
brown,51.39,40.07,51.19,42.6,52.64,2012
butler,79.62,57.32,80.39,62.9,73.83,2012
carroll,54.76,40.07,55.67,42.68,51.7,2012
champaign,65.91,46.16,75.14,57.66,68.53,2012
clark,75.29,57.91,76.67,61.49,76.94,2012
clermont,89.26,59.57,88.14,66.66,70.04,2012
clinton,53.73,44.29,53.95,51.76,51.41,2012
columbiana,57.49,43.16,60.11,46.29,56.95,2012
coshocton,60.34,42.78,62.98,45.45,50.86,2012
crawford,77.72,50.77,78.37,59.83,76.84,2012
cuyahoga,119.77,78.5,109.14,80.88,108.22,2012
darke,53.8,40.76,56.76,46.99,52.23,2012
defiance,61.58,45.94,63.1,50.93,62.66,2012
delaware,90.47,67.2,93.56,69.04,89.87,2012
erie,84.79,47.26,86.73,58.32,85.35,2012
fairfield,86.84,52.41,88.54,49.37,73.73,2012
fayette,57.5,45.43,60.14,47.97,53.52,2012
franklin,111.11,75.02,106.08,82.39,108.3,2012
fulton,76.24,53.45,75.1,63.89,75.61,2012
gallia,47.55,40.22,46.71,40.66,41.51,2012
geauga,103.14,59.8,103.28,64.8,99.03,2012
greene,83.38,63.22,84.35,66.67,78.97,2012
guernsey,59.33,48.07,60.61,52.82,54.95,2012
hamilton,99.64,65.83,97.3,76.04,98.48,2012
hancock,64.42,45.62,65.92,57,61.54,2012
hardin,60.18,43.08,61.34,48.64,59.37,2012
harrison,61.23,40.74,62.55,49.88,61.39,2012
henry,73.22,48.28,74.37,66.17,72.13,2012
highland,47.62,39.66,47.83,42.99,47.03,2012
hocking,59.88,44.89,59.52,47.27,60.2,2012
holmes,55.37,44.55,54.41,47.76,57.82,2012
huron,60.43,40.76,63.47,45.67,61.16,2012
jackson,45.18,41.3,47.35,44.58,43.01,2012
jefferson,60.85,41.31,60.76,49.17,54.03,2012
knox,66.17,48.61,62.37,51.85,65.26,2012
lake,93.49,59.78,91.3,63.57,84.95,2012
lawrence,36.11,33.08,38.75,35.86,35,2012
licking,71.63,55.38,69.66,54.98,66.82,2012
logan,63.73,43.59,64.37,48.22,62.77,2012
lorain,83.33,56.86,85.26,62.99,85.22,2012
lucas,102.97,67.22,101.31,77.77,95.6,2012
madison,67.56,49.52,68.16,57.3,67.79,2012
mahoning,84.15,60.68,87.43,65.89,82.91,2012
marion,65.1,44.91,64.74,51.13,66.01,2012
medina,94.14,54.89,94.71,56.04,91.61,2012
meigs,48,39.18,50.07,46.1,49.25,2012
mercer,59.23,47.88,59.17,54.04,59.11,2012
miami,69.45,46.01,69.22,51.25,69.68,2012
monroe,55.88,39.5,55.94,54.41,54.69,2012
montgomery,107.64,79.75,106.23,88.13,103.47,2012
morgan,55.99,38.99,57.53,45.81,58.62,2012
morrow,55.82,44.2,59.79,49.38,56.48,2012
muskingum,68.41,47.61,69.99,51.3,64.86,2012
noble,49.52,36.78,49.99,40.96,48.83,2012
ottawa,69.48,39.04,66.29,41.78,55.05,2012
paulding,60.72,47.66,65.2,55.44,57.74,2012
perry,63.63,43.57,64.55,50.57,62.09,2012
pickaway,60.47,45.91,64.17,55.38,57.19,2012
pike,60.49,42.29,66.56,54.4,55.72,2012
portage,92.18,53.27,95.71,59.82,90.65,2012
preble,56.29,43.67,59.07,48.57,56.88,2012
putnam,50.3,39.92,49.41,44.62,50.26,2012
richland,80.73,55.41,82.57,69.9,81.63,2012
ross,61.62,45.12,66.44,52.9,62.65,2012
sandusky,61.18,43.62,57.66,46.14,59.36,2012
scioto,59.81,45.95,64.2,52.18,58.69,2012
seneca,65.21,43.05,67.81,57.39,65.89,2012
shelby,61.76,45.11,62.73,50,61.22,2012
stark,83.31,55.3,81.53,60.39,80.47,2012
summit,93.05,66.8,91.62,73.01,92.94,2012
trumbull,77.3,59.77,76.31,63.85,79.05,2012
tuscarawas,67.79,46.47,69.18,52.52,64.42,2012
union,79.91,58.15,79.87,65.54,77.43,2012
van wert,66.78,42.89,69.49,63.81,66.25,2012
vinton,46.03,42.82,48.94,46.58,44.71,2012
warren,89.76,61.43,90.18,59.21,83.48,2012
washington,58.62,42.98,60.33,47.03,58.07,2012
wayne,79.08,53.1,87.53,66.93,77.51,2012
williams,72.35,47.09,72.99,50.9,70.48,2012
wood,84.6,57.61,86.69,64.06,80.6,2012
wyandot,54.62,34.94,53.08,37.94,53.47,2012
adams,51.45,42.66,48.49,44.91,45.15,2013
allen,59.8,49.7,61.11,52.92,60.46,2013
ashland,74.81,48.37,79.59,57.71,70.79,2013
ashtabula,74.74,50.93,75.96,56.56,74.98,2013
athens,78.63,53.91,84.41,56.22,73.14,2013
auglaize,62.68,44.02,62.49,52.4,61.86,2013
belmont,64.23,43.4,63.48,49.02,64.22,2013
brown,51.3,40.46,50.76,43.12,52.58,2013
butler,80.24,57.98,81.24,64.39,74.31,2013
carroll,55.09,40.84,55.92,43.63,52.37,2013
champaign,66,46.47,75.85,57.99,69.04,2013
clark,74.81,57.95,75.64,61.42,76.55,2013
clermont,89.59,59.96,88.69,67.42,70.24,2013
clinton,52.92,43.59,52.61,50.57,50.77,2013
columbiana,58.54,44.45,61.04,47.36,58.03,2013
coshocton,61.18,43.55,63.92,46.75,52.06,2013
crawford,78.25,52.63,79.46,63.83,77.52,2013
cuyahoga,123.72,84.79,115.29,88.24,115.13,2013
darke,53.74,40.71,56.63,47.44,52.16,2013
defiance,61.67,46.2,63.12,51.35,62.6,2013
delaware,90.07,67.14,92.24,68.38,88.5,2013
erie,86.27,50.35,88.52,61.85,86.99,2013
fairfield,87.62,53.24,90.84,51.29,75.02,2013
fayette,56.07,45.75,57.32,45.85,52.34,2013
franklin,113.37,78.05,108.14,84.95,110.26,2013
fulton,76.38,53.87,76.02,65.04,75.57,2013
gallia,47.58,40.39,46.69,40.78,41.57,2013
geauga,103.68,60.36,102.98,65.62,99.31,2013
greene,84.25,64.14,84.91,67.43,80.99,2013
guernsey,59.84,49.22,61.82,54.43,55.63,2013
hamilton,101.65,68.01,99.63,79.14,100.38,2013
hancock,64.42,45.66,66.36,57.82,60.98,2013
hardin,61.13,44.08,61.61,48.99,60.28,2013
harrison,61.29,41.93,61.63,49.99,61.25,2013
henry,76.37,51.98,78.49,70.54,74.06,2013
highland,49.04,42.29,48.29,44.4,48.69,2013
hocking,58.47,45.84,57.9,47.25,58.87,2013
holmes,55.2,44.4,54.16,47.65,57.67,2013
huron,60.33,41.82,63.4,47.1,61.12,2013
jackson,45.3,41.44,47.51,44.96,43.01,2013
jefferson,60.82,42.05,61.02,48.82,53.95,2013
knox,66.04,48.51,62.35,51.9,64.95,2013
lake,96.42,65.47,94.54,71.52,87.35,2013
lawrence,36.09,33.1,38.8,36.08,35.05,2013
licking,71.13,55,68.51,54.49,66.07,2013
logan,63.93,43.82,64.61,48.88,63.25,2013
lorain,86.28,62.66,88.07,66.22,87.3,2013
lucas,106.89,74.98,104.48,83.67,99.32,2013
madison,67.95,50.18,68.46,59.3,68.34,2013
mahoning,85.48,62.45,89.07,68.12,84.1,2013
marion,65.19,45.09,64.83,51.68,66.02,2013
medina,95.06,56.76,95.6,58.74,93.45,2013
meigs,50.07,41.27,52.93,49.02,51.43,2013
mercer,58.46,47.24,58.58,53.58,58.56,2013
miami,69.41,46.22,69.15,51.61,69.74,2013
monroe,55.87,39.5,55.93,54.57,54.64,2013
montgomery,109.13,81.4,107.74,90.59,105.53,2013
morgan,56.26,39.24,57.86,46.1,58.88,2013
morrow,55.91,44.42,59.73,50.07,56.6,2013
muskingum,66.04,47.04,67.73,47.83,62.16,2013
noble,49.22,36.72,49.74,40.93,48.67,2013
ottawa,69.57,40.67,66.25,43.34,55.97,2013
paulding,60.58,47.58,65.19,55.29,57.64,2013
perry,63.76,44.09,64.54,52.16,62.28,2013
pickaway,60.78,46.53,64.17,55.82,58.11,2013
pike,60.54,43.04,64.98,59,55.74,2013
portage,93.88,56.68,98.16,62.07,92.22,2013
preble,56.78,44.21,59.74,50.05,57.08,2013
putnam,49.94,39.6,49.15,44.36,50.01,2013
richland,79.5,54.65,80.24,68.53,80.44,2013
ross,61.59,45.75,66.31,52.56,62.66,2013
sandusky,63.59,47.31,59.93,50.29,61.77,2013
scioto,59.72,46.1,64.3,52.53,59.37,2013
seneca,66.8,44.77,70,60.84,67.96,2013
shelby,61.75,45.22,62.59,50.35,61.2,2013
stark,85.46,60.22,83.79,66.33,82.91,2013
summit,95.31,69.2,94.5,76.27,96.23,2013
trumbull,77.7,60.7,76.7,65.03,79.67,2013
tuscarawas,67.62,46.41,69.01,52.54,64.37,2013
union,80.71,59.15,80.34,67.5,77.26,2013
van wert,67.14,43.45,69.57,63.86,66.6,2013
vinton,45.08,42.06,48.07,46.43,43.72,2013
warren,90.5,63.57,91.36,62.23,84.77,2013
washington,58.65,43.09,60.36,47.01,57.69,2013
wayne,79.07,53.15,87.74,68.53,77.42,2013
williams,73.09,48.99,73.95,55.02,71.81,2013
wood,86.34,59.54,88.6,66.61,82.83,2013
wyandot,54.57,34.89,53.01,38.1,53.42,2013
adams,51.01,41.26,48.15,45.13,44.7,2014
allen,61.4,51.43,63.43,55.71,62.65,2014
ashland,75.95,49.53,80.43,58.99,71.5,2014
ashtabula,75.65,51.88,76.12,57.12,75.92,2014
athens,78.12,53.78,84.5,56.39,72.15,2014
auglaize,63.44,44.8,63.19,53.48,62.93,2014
belmont,65.01,44.48,64.03,49.93,64.38,2014
brown,51.05,40.21,50.2,42.67,51.99,2014
butler,82.3,60,83.1,66.36,75.99,2014
carroll,57.46,43.18,55.66,44.34,54.09,2014
champaign,65.86,45.26,76.92,60.6,69.77,2014
clark,74.43,57.91,75.9,63.58,76.4,2014
clermont,90.43,60.94,89.31,68.36,70.48,2014
clinton,50.72,41.81,50.33,48.27,48.54,2014
columbiana,58.73,45.06,61.52,48.38,58.57,2014
coshocton,61.61,44.03,64.51,48.1,52.95,2014
crawford,78.33,52.62,79.63,64.98,77.77,2014
cuyahoga,126.37,87.61,117.87,91.26,117.7,2014
darke,56.19,43.18,60.74,51.48,55.31,2014
defiance,62.24,46.8,64.32,52.79,64.04,2014
delaware,93.49,70.61,96.7,73.13,91.95,2014
erie,87.75,51.86,89.96,63.67,89.23,2014
fairfield,86.67,52.91,91.63,51.96,74.74,2014
fayette,55.56,46.4,56.88,46.51,51.84,2014
franklin,114.22,78.99,108.35,85.83,110.42,2014
fulton,76.41,54.03,76.22,65.5,75.69,2014
gallia,47.78,40.44,47.01,40.92,41.54,2014
geauga,104,61.68,103.11,67.2,99.69,2014
greene,86,66.09,87.2,70.28,82.24,2014
guernsey,58.91,48.42,60.88,53.84,55.39,2014
hamilton,102.65,69.17,100.43,80.3,101.61,2014
hancock,62.58,43.87,65.84,57.37,62.18,2014
hardin,60.95,44.44,61.42,49.32,59.98,2014
harrison,61.34,42.05,61.32,49.93,61.25,2014
henry,75.65,52.37,78.42,70.76,72.03,2014
highland,48.98,42.23,48.27,44.55,48.64,2014
hocking,58.21,46.13,57.82,47.24,58.52,2014
holmes,54.92,43.61,53.87,47.6,56.86,2014
huron,60.63,42.15,64.08,48.58,61.56,2014
jackson,44.61,41.03,46.75,44.68,42.23,2014
jefferson,61.84,43.09,62.04,49.95,55.46,2014
knox,68.83,51.36,66.82,56.53,68.06,2014
lake,96.87,66.07,95.13,72.62,88.54,2014
lawrence,36.49,33.42,39.25,36.63,35.4,2014
licking,73,56.94,71.26,57.21,67.67,2014
logan,63.61,43.3,65.39,50.76,63.26,2014
lorain,89.78,66.61,90.46,69.18,90.12,2014
lucas,109.88,78.67,106.73,86.96,101.96,2014
madison,67.38,49.64,67.1,59.56,67.78,2014
mahoning,86.52,63.62,89.72,69.02,84.38,2014
marion,64.97,43.54,64.52,51.22,65.52,2014
medina,96.43,59.31,97.76,61.83,95.52,2014
meigs,50.86,41.27,53.75,49.33,52.05,2014
mercer,58.72,47.46,58.73,53.65,58.76,2014
miami,70.66,48.54,70.77,55.04,70.93,2014
monroe,53.67,36.78,53.71,52.54,52.43,2014
montgomery,112.31,84.67,110.73,93.76,108.8,2014
morgan,56.09,37.9,57.75,46.52,58.53,2014
morrow,55.9,44.4,59.48,50.21,56.77,2014
muskingum,66.74,47.83,68.37,49.19,62.47,2014
noble,51.48,39.47,54.63,47.26,49.74,2014
ottawa,69.46,40.94,66.06,43.35,55.91,2014
paulding,57.94,42.99,62.99,53.12,55.21,2014
perry,63.41,44.04,64.55,52.13,62.15,2014
pickaway,60.94,47.17,64.58,56.2,59.07,2014
pike,57.65,41.86,62.35,56.44,50.22,2014
portage,95.77,58.85,102.17,65.17,93.84,2014
preble,56.75,44.18,59.7,50.23,57.05,2014
putnam,50.52,40.34,49.61,44.75,50.81,2014
richland,83.33,58.89,85.49,74.38,84.7,2014
ross,63.16,47.18,71.03,57.92,65.04,2014
sandusky,63.89,47.73,60.11,50.66,59.86,2014
scioto,59.4,45.42,64.48,53.22,59.61,2014
seneca,67.15,45.22,70.7,61.91,68.08,2014
shelby,61.83,45.36,62.7,50.76,61.19,2014
stark,86.98,61.68,85.56,67.99,85.57,2014
summit,95.62,69.54,94.46,76.28,96.94,2014
trumbull,78.34,61.64,76.99,65.73,80.06,2014
tuscarawas,67.34,46.22,68.86,52.4,64.22,2014
union,81.05,58.46,80.27,73.73,78.06,2014
van wert,66.66,42.82,69.43,63.83,60.97,2014
vinton,45.68,42.64,48.85,47.36,43.9,2014
warren,91.03,64.23,92,63.47,85.56,2014
washington,58.32,41.6,60.2,47,58.3,2014
wayne,79.03,53.13,87.72,68.77,77.27,2014
williams,75.77,51.7,77.87,58.98,73.23,2014
wood,89.7,62.88,91.56,69.83,86.17,2014
wyandot,56.06,35.44,55.43,41.05,55.11,2014
adams,50.58,41.08,48.02,45.03,44.66,2015
allen,62.29,52.78,64.01,57.15,63.14,2015
ashland,75.24,48.01,79.95,59.43,71.86,2015
ashtabula,76.49,52.63,77.46,60.7,77.43,2015
athens,80.82,55.44,86.76,57.41,75.32,2015
auglaize,62.99,42.76,63.39,53.63,62.68,2015
belmont,65.03,44.61,63.87,49.86,64.27,2015
brown,51.41,40.57,50.89,43.39,52.4,2015
butler,83.22,60.63,84.01,67.93,76,2015
carroll,57.47,43.5,52.71,41.85,52.86,2015
champaign,67.71,47.33,81.81,65.42,72.54,2015
clark,76.16,59.78,78.29,66.85,78.62,2015
clermont,91.3,60.39,89.82,69.47,71.48,2015
clinton,50.64,39.07,50.31,48.14,48.55,2015
columbiana,58.76,45.15,61.56,48.64,58.44,2015
coshocton,62.56,44.95,66.34,50.36,53.1,2015
crawford,78.28,53.26,79.54,65.97,77.83,2015
cuyahoga,128,89.42,119.09,93.4,118.96,2015
darke,55.24,40.7,61.22,51.84,55.26,2015
defiance,62.21,43.79,65.01,53.5,64.35,2015
delaware,92.91,68.73,96.6,72.67,89.95,2015
erie,88.2,52.81,90.85,65.13,89.61,2015
fairfield,87.86,54.16,93.09,54.19,74.84,2015
fayette,55.15,45.9,56.5,46.61,51.35,2015
franklin,115.46,79.39,109.17,87.25,111.7,2015
fulton,75.63,50.52,75.58,65.17,75.15,2015
gallia,47.71,40.28,46.94,40.85,41.4,2015
geauga,103.77,61.76,102.64,67.57,98.92,2015
greene,87.32,68.02,89.6,72.6,83.79,2015
guernsey,60.06,49.59,61.47,54.65,56.63,2015
hamilton,103.43,69.63,100.59,81.53,102.04,2015
hancock,62.11,43.44,65.64,57.09,62.06,2015
hardin,60.69,41.42,62.01,50.12,60.03,2015
harrison,62.45,41.57,62.3,56.73,62.74,2015
henry,77.54,50.01,80.49,72.83,75.58,2015
highland,49.11,42.28,48.33,44.75,48.71,2015
hocking,58.09,45.91,57.69,46.97,58.38,2015
holmes,54.69,43.32,53.54,47.5,56.41,2015
huron,61.98,43.79,65.93,50.88,63.15,2015
jackson,45.53,41.01,47.89,45.75,43.08,2015
jefferson,63.6,44.99,63.65,51.74,57.48,2015
knox,68.51,48.89,66.2,56.01,67.68,2015
lake,97.14,66.38,95.21,72.79,88.13,2015
lawrence,36.67,33.67,39.07,36.62,34.3,2015
licking,73.84,57.99,72.51,58.65,68.69,2015
logan,64.15,44.12,65.52,51.2,63.75,2015
lorain,89.79,66.63,90.53,69.6,90.07,2015
lucas,112.61,81.44,110.36,90.3,105.57,2015
madison,67.15,44.83,66.48,58.55,67.04,2015
mahoning,86.61,64.31,89.94,69.89,83.51,2015
marion,65.09,43.64,64.48,51.84,65.35,2015
medina,97.04,59.8,98.22,62.59,95.98,2015
meigs,50.89,41.34,53.9,49.5,51.4,2015
mercer,57.31,43.78,57.44,52.45,57.53,2015
miami,71.16,48.98,71.01,55.64,71.28,2015
monroe,53.67,36.76,52.04,50.81,52.56,2015
montgomery,113.71,87.19,112.31,96.05,110.72,2015
morgan,56.17,38.53,57.83,46.69,58.35,2015
morrow,57.55,44.96,60.98,52.11,58.36,2015
muskingum,64.99,46.01,66.65,47.71,61.13,2015
noble,51.35,37.55,53.45,46.23,49.39,2015
ottawa,70.1,41.75,66.4,44.24,57.51,2015
paulding,57.22,42.71,62.26,52.72,55.08,2015
perry,62.9,43.52,63.28,49.23,62.01,2015
pickaway,60.23,45.08,64.33,56.51,58.96,2015
pike,56.88,40.65,62.03,56.26,50.02,2015
portage,96.34,59.4,102.43,65.72,94.36,2015
preble,55.63,41.57,58.77,49.22,55.96,2015
putnam,52.08,39.51,50.74,45.78,52.63,2015
richland,83.29,59.07,86.01,75.38,84.49,2015
ross,63.09,46.94,68.78,56.6,64.8,2015
sandusky,64.57,48.33,60.84,51.43,60.72,2015
scioto,59.53,46.09,64.53,53.82,59.8,2015
seneca,64.97,41.84,69.31,60.63,67.12,2015
shelby,60.59,42.17,61.73,50.96,59.82,2015
stark,87.82,62.49,86.45,68.71,86.62,2015
summit,95.63,70.09,94.28,74.95,96.96,2015
trumbull,78.44,62.2,77.2,66.5,79.88,2015
tuscarawas,70.77,49.67,72.41,56.34,66.83,2015
union,82.74,59.71,82.31,75.6,80.12,2015
van wert,64.87,38.46,68.63,62.1,60.23,2015
vinton,45.75,42.68,48.87,47.41,43.5,2015
warren,91.81,64.92,93.62,65.11,86.54,2015
washington,58.04,41.58,60.08,46.99,58.23,2015
wayne,78.25,51.58,87.27,68.82,76.84,2015
williams,75.83,51.59,77.99,59.29,73.22,2015
wood,88.3,59.05,91.55,70.2,79.55,2015
wyandot,55.86,35.29,55.33,41.28,54.79,2015
adams,50.73,41.24,48.07,45.31,44.56,2016
allen,62.22,51.31,64.11,58.57,62.99,2016
ashland,75.26,48.1,79.74,59.45,72.06,2016
ashtabula,77.46,54.37,78.72,62.55,78.38,2016
athens,80.76,55.92,85.95,56.88,76.25,2016
auglaize,62.82,42.6,63.22,53.72,60.58,2016
belmont,64.72,43.69,62.93,47.48,63.34,2016
brown,51.49,39.34,50.93,43.43,52.35,2016
butler,83.4,60.68,83.88,67.46,76.38,2016
carroll,56.86,42.69,50.59,39.86,52.03,2016
champaign,67.63,47.23,81.86,66.23,72.7,2016
clark,76.24,59.9,78.4,67.63,78.68,2016
clermont,92.07,61.15,90.5,69.86,72.36,2016
clinton,52.77,40.33,52.38,50.43,50.73,2016
columbiana,59.29,45.7,61.45,48.96,59.32,2016
coshocton,62.85,44.04,67.21,50.48,54.6,2016
crawford,77.83,50.05,79.93,66.44,77.85,2016
cuyahoga,128.1,88.12,119.08,94.62,118.37,2016
darke,54.97,40.43,61.37,52.13,54.73,2016
defiance,62.62,44.17,65.34,53.86,64.84,2016
delaware,92.56,68.25,95.89,70.98,79.72,2016
erie,88.17,52.18,90.95,64.57,90.33,2016
fairfield,89.73,55.99,95.16,56.4,77.09,2016
fayette,54.34,44.88,55.82,47.28,52.93,2016
franklin,115.57,79.55,109.23,87.35,111.8,2016
fulton,75.79,50.6,75.94,66.19,75.28,2016
gallia,47.71,40.28,46.99,40.96,41.39,2016
geauga,107.17,64.68,106.19,71.1,101.46,2016
greene,88.75,70.13,91.19,73.4,85.2,2016
guernsey,59.67,47.01,59.72,51.68,56.83,2016
hamilton,103.49,69.66,100.55,81.72,101.94,2016
hancock,61.75,43.41,65.47,56.83,60.45,2016
hardin,60.13,41.4,61.57,50.07,59.59,2016
harrison,67.85,47.23,67.68,62.41,68.48,2016
henry,77.62,50.73,80.97,73.3,76.43,2016
highland,49.55,40.71,48.59,45.08,48.93,2016
hocking,58.15,45.89,57.69,47.35,58.35,2016
holmes,54.52,43.19,53.15,47.22,55.96,2016
huron,61.98,43.37,66.25,51.5,63.53,2016
jackson,45.55,41.16,47.95,46.15,43.14,2016
jefferson,63.83,43.95,64.24,52.47,59.67,2016
knox,68.58,48.98,66.1,56.12,67.82,2016
lake,98.38,66.95,96.94,74.52,89.93,2016
lawrence,36.91,33.96,39.4,36.99,34.49,2016
licking,74.04,58.3,73.55,59.68,70.36,2016
logan,64.06,44.04,65.32,51.22,63.82,2016
lorain,90.77,66.25,91.91,70.97,91.07,2016
lucas,113.35,81.15,111.19,91.41,106.52,2016
madison,65.08,43.18,63.05,55.34,64.59,2016
mahoning,86.18,63.97,89.51,70.14,84.01,2016
marion,65.12,43.61,64.47,51.97,65.36,2016
medina,97.29,60.09,98.44,62.98,97,2016
meigs,51.01,41.58,53.76,49.5,51.67,2016
mercer,57.23,43.77,57.37,52.26,57.47,2016
miami,71.88,49.71,72.22,57.12,71.82,2016
monroe,52.81,36.04,50.6,48.99,51.08,2016
montgomery,115.12,88.71,114.1,97.97,112.36,2016
morgan,54.89,37.28,56.71,45.66,56.5,2016
morrow,57.11,44.57,60.35,52.17,57.4,2016
muskingum,64.05,44.28,65.47,46.96,60.43,2016
noble,51.28,37.31,49.54,42.41,48.47,2016
ottawa,71.5,41.92,67.15,44.94,55.15,2016
paulding,57.08,42.77,62.46,52.65,55.23,2016
perry,63.19,45.24,64.14,51.53,62.35,2016
pickaway,60.25,45.1,64.61,56.78,59.45,2016
pike,56.19,40.85,60.79,54.51,49.21,2016
portage,96.46,58.79,103.23,64.2,94.68,2016
preble,55.38,41.4,58.75,49.09,55.95,2016
putnam,51.97,39.79,50.8,45.9,52.89,2016
richland,83.62,59.51,86.22,75.91,84.78,2016
ross,63.91,47.79,71.68,58.28,65.18,2016
sandusky,64.69,46.08,60.52,51.05,60.59,2016
scioto,61.67,48.47,66.46,55.8,61.85,2016
seneca,68.18,44.71,72.24,63.58,70.13,2016
shelby,60.66,42.3,61.91,51.16,59.99,2016
stark,87.95,59.5,86.21,65.85,85.46,2016
summit,96.13,70.61,94.74,75.58,97.14,2016
trumbull,79.96,63.76,78.74,68.17,80.69,2016
tuscarawas,70.65,49.52,72.46,56.45,66.54,2016
union,83.56,60.13,82.21,75.61,80.07,2016
van wert,64.38,37.84,68.75,63.01,59.83,2016
vinton,45.88,42.13,48.94,47.18,43.7,2016
warren,90.64,60.69,93.08,64.61,86.11,2016
washington,57.89,41.51,59.93,47.13,58.19,2016
wayne,78.72,52.14,87.36,69.05,77.56,2016
williams,75.06,48.62,77.72,59.2,72.62,2016
wood,88.57,59.27,92.63,71.37,78.73,2016
wyandot,56.12,36.17,56.78,42.87,55.55,2016
adams,51.59,42.59,49.13,46.35,46.28,2017
allen,61.78,50.89,63.49,57.99,62.47,2017
ashland,75.74,48.54,80.39,59.43,73.15,2017
ashtabula,77.55,54.62,79,63.33,78.56,2017
athens,80.31,55.61,86.35,56.8,75.02,2017
auglaize,63.31,43.13,63.74,53.59,61.34,2017
belmont,64.46,43.63,62.03,46.93,62.17,2017
brown,50.73,39.03,51.08,43.67,51.62,2017
butler,84.22,61.3,84.76,68.62,78.21,2017
carroll,57.3,42.37,50.79,39.95,52.19,2017
champaign,67.55,46.32,82.07,66.02,73,2017
clark,75.85,58.27,78.13,66.74,78.41,2017
clermont,93.43,63.59,91.62,71.25,76.48,2017
clinton,52.69,40.49,52.31,50.58,50.77,2017
columbiana,59.21,45.11,61.33,48.05,58.89,2017
coshocton,62.45,43.65,66.61,50.24,55.06,2017
crawford,78.03,50.3,80.16,66.83,77.71,2017
cuyahoga,129.51,89.59,120.18,94.25,118.49,2017
darke,55.17,40.58,61.45,52.29,54.22,2017
defiance,63.75,45.32,66.41,54.99,66.26,2017
delaware,95.21,71.32,99.25,75.45,82.48,2017
erie,88.98,53.6,92.35,66.39,91.49,2017
fairfield,90.34,54.73,94.41,55.72,77.12,2017
fayette,53.96,44.49,54.83,47.19,52.57,2017
franklin,117.91,81.83,112.56,90.78,114.32,2017
fulton,78.79,54.09,78.96,69.75,78.18,2017
gallia,47.69,40.29,46.92,40.96,41.41,2017
geauga,108.41,65.99,107.36,72.37,102.19,2017
greene,89.33,70.73,92.13,73.84,85.96,2017
guernsey,60.11,47.54,58.67,50.86,58.02,2017
hamilton,106.93,73.3,105.37,86.35,106.7,2017
hancock,61.36,42.3,64.76,55.98,59.83,2017
hardin,60.15,41.43,61.81,50.85,59.33,2017
harrison,68.03,47.42,67.73,62.92,67.88,2017
henry,78.62,52.04,81.76,74.35,77.75,2017
highland,48.09,39.4,46.89,43.5,48.07,2017
hocking,57.5,44.38,56.94,45.95,57.37,2017
holmes,54.47,43.7,53.29,49.03,56.08,2017
huron,61.84,43.26,65.9,51.33,63.41,2017
jackson,45.2,40.97,47.76,44.75,42.09,2017
jefferson,64.05,44.56,64.59,53.08,60.65,2017
knox,69.69,50.1,66.51,56.67,68.16,2017
