year,county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,residential_taxable_value,agricultural_taxable_value,industrial_taxable_value,commercial_taxable_value,mineral_taxable_value,total_taxable_value,parcels,acres_cauv,cauv_taxable,market_value_taxable,appraisal,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,tangible_property_delinquent,real_property_delinquent,special_delinquent,total_delinquent,update_year,noncauv_taxable,cauv_tax,cauv_tax_acre,noncauv_tax,noncauv_tax_acre
2000,jackson,262304000000,40823000000,48510000000,351637000000,10831000000,1870000000,2344000000,15045000000,3000000,166000100,41935970,17285090,47298220,361100,272880480,1837,68768,4462720,13096970,NA,46.98,40.74,48.91,44.34,47.26,23020,2604071,6396,2633488,2017,37473250,181811.21280000004,2.643834527687297,1526660.2050000003,22.200154214169384
2000,jefferson,577014000000,414207000000,147181000000,1138402000000,25431000000,21015000000,8453000000,54900000000,200000000,507166210,50645500,59799970,87445610,1328510,706385800,1522,77898,3661290,15517420,reappraisal,56.75,38,55.71,48.48,51.69,5978538,6969856,3172028,16120423,2018,46984210,139129.02,1.7860409766617884,1785399.98,22.91971526868469
2000,knox,664729000000,44874000000,118198000000,827801000000,28977000000,2715000000,6952000000,38644000000,670000000,475717830,125392510,21895950,69422890,692510,693121690,5606,250407,34905740,119097230,NA,63.42,45.56,60.55,51.67,60.79,288628,2313293,195325,2797246,2017,90486770,1590305.5144000002,6.350882820368441,4122577.2412000005,16.463506376419193
2000,lake,3919621000000,746267000000,592094000000,5257982000000,205059000000,57771000000,48842000000,311672000000,6180000000,3299854020,70313830,290612640,743506070,170880,4404457440,1009,18540,4684220,30239160,reappraisal,85.75,47.99,82.49,54.83,79.93,12813005,44636993,1102828,58552826,2018,65629610,224795.7178,12.12490387270766,3149564.9839000003,169.87944896979505
2000,lawrence,472375000000,71651000000,50606000000,594631000000,15680000000,2676000000,1847000000,20203000000,125000000,359678360,41552400,9201800,65776990,671250,476880800,4250,109839,6331660,17504270,NA,36.85,33.38,36,32.35,36.98,142163,3947777,786306,4876245,2016,35220740,211350.8108,1.9241873178015096,1175668.3012,10.703559766567432
2000,licking,2153354000000,147995000000,251508000000,2552857000000,89482000000,8561000000,14304000000,112347000000,2075000000,1680443660,157505700,68727310,320409790,1785660,2228872120,5361,257211,40801480,203331270,NA,62.05,43.69,58.38,44.76,58.31,1445719,6102233,597606,8145559,2017,116704220,1782616.6612,6.930561528083946,5098807.3718,19.823442122615283
2000,logan,584586000000,51999000000,128353000000,764938000000,26255000000,3250000000,7624000000,37129000000,587000000,416928210,84222420,29584900,69157500,0,599893030,4463,244251,38037300,96168510,NA,64.5,45.34,64.37,50.75,62.92,1535545,2580781,391477,4507803,2016,46185120,1724611.1820000003,7.060815235147452,2094033.3408000004,8.57328461623494
2000,lorain,3670325000000,341785000000,538461000000,4550571000000,183423000000,26041000000,40796000000,250261000000,2514000000,3444731480,94812010,193757640,597430070,81260,4330812460,4444,144147,24377760,117928940,reappraisal,75.82,45.34,75.93,54.24,75.69,3880111,11687609,1707024,17274744,2018,70434250,1105287.6384,7.667781073487482,3193488.8950000005,22.154390275205177
2000,lucas,5199038000000,453060000000,890114000000,6542212000000,312629000000,37903000000,75107000000,425640000000,24295000000,4644101950,76413060,244579900,1417383960,0,6382478870,2734,68653,21611900,149821320,reappraisal,91.99,51.25,89.55,64.23,87.14,12863132,27255726,5015768,45134626,2018,54801160,1107609.875,16.133451924897674,2808559.4499999997,40.90949339431634
2000,madison,487601000000,45539000000,59921000000,593061000000,21020000000,2534000000,3354000000,26907000000,431000000,337069710,93231610,22147420,49437920,0,501886660,2868,268357,59080070,173481580,NA,56.3,42.16,56.89,48.22,55.53,38651,1277923,60452,1377026,2017,34151540,2490815.7512,9.281724535599965,1439828.9263999998,5.365348868857528
2000,mahoning,3032333000000,234813000000,323685000000,3590832000000,150112000000,17107000000,24441000000,191659000000,1651000000,2275541380,116217970,102394790,599093340,5739410,3098986890,3374,103544,10814570,60861180,NA,75.63,49.18,77.37,55.24,75.86,22154473,44156465,11659850,77970788,2017,105403400,531860.5526,5.136565639728039,5183739.212,50.06315394421696
2000,marion,672867000000,68853000000,133512000000,875233000000,31170000000,4561000000,8728000000,44460000000,497000000,468382470,76264290,36688020,103309060,2850,684646690,4646,214202,43305180,94378430,NA,67.11,46.57,68.37,53.22,67.51,678202,2826434,503861,4008497,2016,32959110,2016722.2326,9.415048564439175,1534905.7527,7.165692909963493
2000,medina,2579033000000,138283000000,266632000000,2983948000000,127298000000,11880000000,23181000000,162360000000,2158000000,2067224000,193939190,84906360,324737930,1074420,2671881900,4759,139785,31610120,157284890,NA,87.82,50.6,90.07,57.03,87.52,2555581,6997845,369122,9922548,2016,162329070,1599472.072,11.44237272954895,8213850.942,58.76060336946024
2000,meigs,170196000000,45458000000,31517000000,247170000000,6863000000,2186000000,1441000000,10490000000,0,87073880,41944810,25027180,15678350,2913730,172637950,2080,73158,4466260,12108490,NA,46.11,39.72,48.05,43.67,48.08,12193,1997254,60134,2069581,2016,37478550,177399.8472,2.4248865086525053,1488648.006,20.348396703026328
2000,mercer,575120000000,29859000000,57185000000,662164000000,23926000000,1504000000,2913000000,28343000000,410000000,373235730,137155460,18797690,56610210,1920,585801010,4983,268911,51294480,276797040,NA,49.6,40.64,49.36,43.28,49.54,16684,559290,31158,607132,2017,85860980,2084607.6672,7.752035681693943,3489390.2272,12.976004057848137
2000,miami,1453738000000,96209000000,292560000000,1842507000000,58194000000,6243000000,19067000000,83505000000,829000000,1112635210,95972430,80893790,186314650,0,1475816080,4353,206368,45988300,137087440,NA,65.04,41.17,65.35,46.74,65.67,1316130,2602547,35906,3954583,2016,49984130,1893338.311,9.174573146030392,2057846.6320999998,9.971733176170723
2000,monroe,138446000000,46972000000,65822000000,251241000000,4737000000,2223000000,3117000000,10076000000,13000000,62879830,43888110,21010410,8724880,3351390,139854620,2650,144775,7014920,20581890,NA,49.42,32.88,48.81,42.07,48.54,1743140,573357,12763,2329259,2016,36873190,230650.5696,1.59316573717838,1212390.4872,8.374308321188051
2000,montgomery,7383870000000,508899000000,1158564000000,9051333000000,424140000000,42574000000,95354000000,562068000000,20531000000,5481708000,88669530,329099750,1570270720,0,7469748000,3118,116334,30847100,116473370,NA,87.93,57.71,85.57,66.52,84.43,11136634,46031253,11558432,68726319,2017,57822430,1780186.1409999998,15.302371972080389,3336932.4353,28.684068589578285
2000,morgan,128232000000,89062000000,23838000000,241132000000,4652000000,4312000000,1162000000,10126000000,2000000,69474260,50828720,4677290,20051680,1330220,146362170,4199,131827,7925660,22681020,reappraisal,49.49,34.25,50.92,39.92,51.58,670,508926,3197,512793,2018,42903060,271453.85500000004,2.0591673557010326,1469429.8050000002,11.146652848050856
2000,morrow,372493000000,36431000000,24278000000,433202000000,15784000000,2172000000,1626000000,19582000000,146000000,276874300,76824040,5530970,26991330,693020,386913660,3387,204197,29484410,110325700,NA,59.43,41.83,63.94,47.82,61.29,614126,2290312,119006,3023443,2017,47339630,1233332.8703,6.039916699559739,1980216.7229,9.697579900292364
2000,muskingum,790660000000,95942000000,129122000000,1015725000000,34142000000,5993000000,8176000000,48310000000,358000000,693317030,98287720,31609450,177487660,7047330,1007749190,4330,196087,15067850,63586510,reappraisal,62.83,39.36,63.27,42.39,62.53,2368884,5669046,877606,8915536,2018,83219870,593070.576,3.024527765736637,3275534.0831999998,16.704493837939282
2000,noble,112106000000,37818000000,13860000000,163784000000,4557000000,1902000000,680000000,7139000000,0,54374800,44859940,2615640,9839130,3117790,114807300,2443,93281,6061880,17636980,NA,48.04,38.07,47.78,42.95,47.86,26216,1072755,14189,1113159,2017,38798060,230775.7716,2.4739847514499202,1477042.1442,15.834330080080617
2000,ottawa,895040000000,318573000000,119145000000,1332758000000,34070000000,15897000000,7287000000,57254000000,2538000000,775833190,59489080,64614190,141586920,0,1041523380,2937,109750,23079430,81940840,reappraisal,66.23,35.01,62.69,39.76,55.22,172872,2165063,317073,2655009,2018,36409650,808010.8443,7.362285597266514,1274701.8465,11.614595412300684
2000,paulding,206730000000,25938000000,27991000000,260660000000,8890000000,1364000000,1517000000,11772000000,445000000,129062930,58315920,8458340,14274670,0,210111860,4057,245418,38078850,120116990,NA,58.34,45.66,62.79,50.89,56.99,115206,629255,65571,810032,2016,20237070,1738680.291,7.084567109991932,924024.6161999999,3.7651053150135683
2000,perry,268208000000,46239000000,22086000000,336533000000,11587000000,2746000000,1348000000,15681000000,166000000,187961350,51313590,6735240,24314940,2949630,273274750,1618,104138,11039410,29257940,NA,61.61,43.97,62.59,49.43,61.07,867879,2987298,399741,4254918,2017,40274180,485402.85770000005,4.661150182450211,1770855.6946,17.00489441510304
2000,pickaway,634710000000,83775000000,112674000000,831158000000,25874000000,4649000000,6357000000,36880000000,319000000,436848950,104693100,30081750,74709970,252490,646586260,5337,276778,58596960,172936560,NA,56.01,40.22,56.64,43.91,55.97,394916,3109316,177317,3681549,2017,46096140,2356769.7312,8.515018286135458,1853986.7508,6.698461405169486
2000,pike,198368000000,41320000000,121250000000,360938000000,8172000000,2241000000,6341000000,16754000000,0,126008840,39231050,2780320,30087860,0,198108070,4199,169002,11852190,32587050,NA,60.23,43.8,65.36,47.72,53.85,142340,2240048,196,2382584,2017,27378860,519125.92199999996,3.0717146660986256,1199194.068,7.095738914332375
2000,portage,1861073000000,131969000000,231871000000,2224913000000,93555000000,11176000000,19905000000,124635000000,1360000000,1660270260,132946390,111789070,318889520,5529090,2229424330,3409,118850,15765230,94731270,reappraisal,87.14,45.83,88.38,51.47,86.73,1382615,6779342,461992,8623949,2018,117181160,722520.4909,6.079263701304165,5370412.5627999995,45.1864750761464
2000,preble,527732000000,47062000000,68757000000,643551000000,20104000000,2449000000,3629000000,26182000000,293000000,351938260,118330170,24676630,44211850,0,539156910,4256,234152,49275790,181920970,NA,51.12,37.65,52.05,38.59,52.07,230557,1494033,62817,1787407,2017,69054380,1855233.4934999999,7.923201567785028,2599897.4069999997,11.103460175441592
2000,putnam,422756000000,33316000000,63420000000,519492000000,15705000000,1603000000,2793000000,20101000000,192000000,278260420,112882730,12595060,29681370,0,433419580,8787,289332,54321720,201642330,NA,47.76,37.45,44.35,39.7,45.33,195442,429431,20622,645495,2017,58561010,2034348.4140000003,7.031190514702834,2193109.8245,7.579907595772331
2000,richland,1510817000000,120969000000,300161000000,1931947000000,75940000000,9012000000,22133000000,107085000000,1773000000,1084501720,96480120,88450580,249902040,32130,1519366590,5837,219861,30768530,103747210,NA,73.4,48.02,74.52,57.63,74.32,3471272,10439710,2020295,15931277,2017,65711590,1477504.8106,6.7201768872151035,3155470.5518,14.35211589049445
2000,ross,668982000000,67673000000,174426000000,911081000000,25225000000,3646000000,9400000000,38270000000,319000000,464625530,89895890,43966550,94774570,5170,693267710,4144,308465,37185470,79398380,NA,54.29,37.63,54.04,39.83,53.94,796023,1472701,60494,2329217,2016,52710420,1399289.2361,4.536298238373884,1983493.1046000002,6.430204738300942
2000,sandusky,698896000000,67173000000,150807000000,916875000000,27492000000,3709000000,7976000000,39177000000,305000000,543938310,96704530,46033890,102088470,26320,788791520,4813,217067,41595320,114384590,update,55.56,37.81,52.44,40.49,53.79,515260,1831981,105223,2452464,2018,55109210,1572719.0492000002,7.245316189010768,2083679.2301000003,9.599244611571544
2000,scioto,534907000000,82537000000,73705000000,691149000000,23168000000,4674000000,4090000000,31932000000,273000000,368191170,56874250,9473400,98908800,36720,533484340,5265,178480,11507630,36113590,NA,56.66,43.04,58.35,44.54,55.93,911403,2781171,562431,4255005,2016,45366620,495288.3952,2.7750358314657104,1952579.3248,10.94004552218736
2000,seneca,666186000000,64210000000,116423000000,846819000000,24976000000,3700000000,6984000000,35660000000,338000000,434895130,124294600,35239090,78852950,6890,673288660,6341,319574,59556800,258166900,NA,58.4,36.55,60.3,48.42,60.03,366965,1518742,102377,1988084,2017,64737800,2176801.04,6.811571154098894,2366166.59,7.40412733826907
2000,shelby,634828000000,54862000000,254526000000,944215000000,24271000000,2846000000,12947000000,40064000000,836000000,424820720,100286420,55729750,69803160,430,650640480,5600,228307,43592960,146766730,NA,55.38,40.11,57.9,45.02,54.16,1147593,827205,57865,2032663,2017,56693460,1748513.6256,7.658607163161882,2273974.6806,9.960161889911392
2000,stark,4486270000000,343184000000,789532000000,5618986000000,214682000000,24388000000,55819000000,294888000000,1197000000,3885198680,176728020,222748970,939290770,7994750,5231961190,4931,157682,30504320,155609770,reappraisal,72.62,43.85,71.54,48.56,70.37,5658158,18542356,5180600,29381114,2018,146223700,1337614.432,8.482987481132913,6411909.245,40.66354590251265
2000,summit,8643305000000,419150000000,1104357000000,10166812000000,440844000000,33040000000,84760000000,558644000000,18092000000,6795835220,85268080,286926380,1671202270,639120,8839871070,947,16414,6150710,39704480,NA,80.24,51.75,78.04,56.99,78.23,22656012,27521916,4677666,54855594,2017,79117370,318299.2425,19.391936304374315,4094323.8975,249.44095878518337
2000,trumbull,2538110000000,203410000000,498835000000,3240355000000,121222000000,13870000000,33142000000,168233000000,1537000000,1857117380,175098430,124450320,410886160,6274760,2573827050,3030,135494,12539070,49160130,NA,68.15,47.39,65.57,50.74,67.04,11343337,13440868,1228217,26012422,2017,162559360,594226.5273000001,4.385629823460818,7703688.070400001,56.856304119739626
2000,tuscarawas,1078170000000,94290000000,195000000000,1367461000000,45282000000,5780000000,12136000000,63198000000,105000000,720930020,126984840,60580730,182350490,5225750,1096071830,8059,241901,22616940,100188710,NA,62.17,40.73,62.88,45.71,61.85,2071903,2862473,113809,5048185,2016,104367900,921187.9661999999,3.8081197109561344,4250904.567,17.572910269077017
2000,union,612659000000,66455000000,184536000000,863650000000,31508000000,4258000000,12060000000,47826000000,160000000,393828530,114375180,71716220,70993560,0,650913490,5177,239328,48253170,178554890,NA,63.94,48.26,66.35,61.53,64.85,1085411,1457736,29093,2572240,2016,66122010,2328697.9842,9.730152695046128,3191048.2026,13.333367606799037
2000,van wert,341459000000,23210000000,49581000000,414250000000,15139000000,1449000000,3096000000,19684000000,803000000,216150070,81849260,15786680,33814570,0,347600580,4808,246377,53492280,184114160,NA,63.1,43.4,64.15,55.87,63.7,538853,624843,43615,1207311,2017,28356980,2321564.952,9.422815246553046,1230692.932,4.995161610052887
2000,vinton,87719000000,23017000000,17835000000,128571000000,3505000000,955000000,731000000,5191000000,0,50368150,36857400,3839820,5163370,2377070,98605810,776,59061,2072300,8643210,update,42.34,39.15,43.71,42.18,41.28,18310,603379,9057,630746,2018,34785100,81130.545,1.3736737440950881,1361836.6649999998,23.05813760349469
2000,warren,2504504000000,182177000000,372265000000,3058947000000,106297000000,12754000000,26168000000,145219000000,3595000000,2431454420,121636620,93786360,450435670,0,3097313070,3164,138071,27436810,177360970,reappraisal,70.59,39.25,71.08,41.83,71.13,2671237,5938759,392708,9002704,2018,94199810,1076894.7925,7.799572629299418,3697342.5425,26.778559889477155
2000,washington,635337000000,135132000000,246708000000,1017178000000,24715000000,6897000000,12163000000,43775000000,69000000,411528610,80155600,40492260,107870350,2445750,642492570,5502,168999,11879620,37353190,NA,53.8,39.67,54.13,42.88,51.79,1575668,1930489,15598,3521755,2016,68275980,471264.52540000004,2.7885639879525916,2708508.1266,16.026770138284842
2000,wayne,1377818000000,91442000000,264158000000,1733418000000,66435000000,6269000000,19790000000,92494000000,406000000,1001513970,136847050,85431830,175760760,6556130,1406109740,6379,263991,42908890,180235180,NA,70.01,46.18,74.47,58.23,73.18,795820,3914924,1047593,5758337,2017,93938160,1981532.5402,7.506060964957139,4338064.2288,16.432621675738943
2000,williams,427650000000,42888000000,117568000000,588106000000,17573000000,2728000000,7792000000,28093000000,591000000,337154820,81933510,38322260,55050810,0,512461400,4493,234645,37897900,100000810,reappraisal,65.67,36.96,65.58,43.09,65.25,137971,1113013,79069,1330053,2018,44035610,1400706.384,5.96947040848942,1627556.1456,6.936248995716934
2000,wood,1879059000000,133526000000,302125000000,2314710000000,83457000000,9364000000,21746000000,114567000000,3198000000,1360336710,113536060,119539220,331414820,7900,1924834710,9463,330912,73606910,272239110,NA,75.43,46.31,74.72,49.63,73.8,2721922,3441366,515710,6678998,2017,39929150,3408736.0021,10.301034722524419,1849118.9365,5.587947661311769
2000,wyandot,247448000000,18041000000,56683000000,322171000000,8516000000,919000000,2960000000,12395000000,55000000,142811980,74245490,16872190,21942720,7380,255879760,5441,234498,39536180,119641710,NA,52.37,34.22,51.33,38.93,52.1,76019,401507,6197,483723,2016,34709310,1352928.0796,5.769465324224514,1187752.5882,5.0650862190722314
2001,adams,244631000000,281573000000,23255000000,549459000000,9829000000,12214000000,1144000000,23187000000,15000000,136551890,58623660,52858320,23451120,0,271484990,4439,251872,18839850,74540890,update,48.48,38.69,46.78,42.76,44.72,302146,3111744,3446,3417336,2016,39783810,728913.7964999999,2.8939850261243802,1539235.6088999999,6.111181905491677
2001,allen,1191051000000,118770000000,405008000000,1714829000000,52009000000,6397000000,21451000000,79856000000,3123000000,838093390,79180230,77677620,222712630,0,1217663870,4610,202005,41081510,130267580,NA,53.52,42.79,53.51,45.88,52.87,2992794,4095227,1856828,8944849,2018,38098720,1757877.8129,8.702150010643301,1630244.2288000002,8.070316223855846
2001,ashland,608732000000,64050000000,103527000000,776309000000,25115000000,4075000000,6769000000,35959000000,34000000,461079530,76870720,22745170,63151440,193070,624039930,4132,211860,27709080,113120670,NA,67.05,40.72,66.46,50.32,65.47,1095779,1590080,2416,2688275,2017,49161640,1128313.7375999999,5.325751617105635,2001861.9808,9.448985088265836
2001,ashtabula,1130431000000,153092000000,202268000000,1485791000000,56717000000,11078000000,14598000000,82393000000,2312000000,764690400,164377050,53332780,162542160,1625900,1146568290,4131,192636,10722330,65760990,NA,73.68,50.9,74.24,59.36,73.68,1978992,5102559,1570389,8651940,2017,153654720,545766.597,2.8331495514857035,7821025.248,40.60001893727029
2001,athens,502227000000,72284000000,34801000000,609311000000,27330000000,5445000000,2796000000,35571000000,305000000,334245130,61832840,6598170,110330480,838470,513845090,2079,92143,6517650,16880780,NA,79.85,54.45,85.02,60.26,77.03,126205,2760949,125761,3012915,2017,55315190,354886.04250000004,3.851470458960529,3011912.0955000003,32.687367412608666
2001,auglaize,603125000000,37014000000,144448000000,784587000000,24856000000,2045000000,8393000000,35294000000,708000000,431135160,71888160,37442750,75380570,0,615846640,4712,223524,40378070,140340620,NA,56.11,40.28,56.18,45.54,57.68,313144,907049,58249,1278442,2017,31510090,1626428.6596000001,7.276304377158605,1269226.4252000002,5.678255691558849
2001,belmont,704405000000,118484000000,95903000000,918792000000,29353000000,6847000000,5632000000,41833000000,24000000,450136560,70057270,28535320,154812140,5174100,708715390,1947,92043,5694280,15903610,NA,60.94,42.24,60.07,43.97,59.32,568081,4204610,543087,5315778,2018,64362990,240526.3872,2.61319586714905,2718692.6976,29.537202151168476
2001,brown,428474000000,48347000000,24204000000,501025000000,16267000000,2363000000,1180000000,19811000000,420000000,309104380,85686540,6069990,39301690,0,440162600,4297,247706,30002050,108273600,NA,48.33,37.52,49.56,41.03,49.2,330494,1798975,269612,2399081,2018,55684490,1125676.9160000002,4.544407143952912,2089282.0648000003,8.43452344634365
2001,butler,4990029000000,360026000000,736233000000,6086287000000,228126000000,22528000000,46700000000,297355000000,6017000000,3801579060,121314500,428495520,792209850,0,5143598930,3624,149846,32764100,183836800,NA,70.12,48.91,69.58,51.34,65.48,7065483,13121433,674556,20861472,2017,88550400,1602492.1309999998,10.694260313922292,4331000.063999999,28.90300751438143
2001,carroll,323769000000,50961000000,32526000000,407256000000,12230000000,2537000000,1801000000,16568000000,26000000,245689940,92489610,11227650,30305250,1421310,381133760,3488,150133,12286620,57005050,reappraisal,52.4,36.81,53.77,39.72,52.91,355548,944960,80661,1381169,2016,80202990,452270.4822,3.012465495260869,2952272.0619,19.664377997508875
2001,champaign,463512000000,35395000000,78652000000,577560000000,19907000000,2199000000,5053000000,27159000000,75000000,376140230,95886410,19257690,49171480,0,540455810,5090,237548,41115900,181056460,reappraisal,61.69,41.07,68.09,46.9,67.88,169219,1994403,100828,2264450,2016,54770510,1688630.013,7.108584425042518,2249424.8457,9.469348702998973
2001,clark,1588844000000,115697000000,241845000000,1946386000000,81887000000,8077000000,16584000000,106548000000,483000000,1354727880,91837940,78555730,273186870,0,1798308420,3958,178222,38074840,113338110,reappraisal,68.84,43.11,69.61,54.1,68.17,2524519,7158713,1397129,11080361,2016,53763100,1641406.3524000002,9.209897500869703,2317727.241,13.004720186060082
2001,clermont,2636426000000,540820000000,184918000000,3362163000000,124885000000,33270000000,14321000000,172476000000,1420000000,2037208210,83590400,88970270,540038320,0,2749807200,3966,140461,25299800,120425600,NA,79.39,48.97,76.46,51.48,70.41,2437215,9115394,153141,11705750,2017,58290600,1238931.206,8.82046408611643,2854490.682,20.322300724044396
2001,clinton,551501000000,43875000000,123201000000,718577000000,23608000000,2280000000,6689000000,32578000000,250000000,348577020,98971360,39009610,83056240,0,569614230,3591,221149,43556330,153531520,NA,54.55,43.9,54.07,46.45,54.37,430207,1828589,56270,2315066,2017,55415030,1912122.887,8.646310347322395,2432719.8170000003,11.00036544139924
2001,columbiana,1065220000000,88449000000,133612000000,1287281000000,46841000000,5212000000,8177000000,60230000000,227000000,873735070,123007310,38899690,145362550,1270950,1182275570,3603,153407,16544100,76056780,update,58.9,42.48,60.35,46.7,59.99,2471667,4762976,248416,7483059,2016,106463210,702793.3679999999,4.581234024523,4522557.1608,29.48077441576981
2001,coshocton,401115000000,191123000000,79353000000,671591000000,16143000000,8775000000,4278000000,29196000000,39000000,245544000,77020650,35182460,48476240,2640200,408863550,4648,203430,14860330,78828820,NA,56.8,39,57.67,44.91,50.83,281832,1534770,27861,1844463,2018,62160320,579552.87,2.8489056186403183,2424252.48,11.916887774664504
2001,crawford,495249000000,35533000000,103890000000,634671000000,21448000000,2489000000,7259000000,31195000000,103000000,341998140,77734290,24493720,54251390,0,498477540,5616,229818,31582160,160097080,NA,72.38,43.47,73.62,56.34,71.74,832846,1273850,22920,2129616,2018,46152130,1372876.4952,5.973755298540584,2006233.0911,8.729660388220244
2001,cuyahoga,24341911000000,1218900000000,2884054000000,28444865000000,1517001000000,116372000000,259758000000,1893131000000,31581000000,17139588790,8956310,1260100440,6274959120,0,24683604660,198,2837,1751270,13943350,NA,104.1,62.02,95.95,67.82,93.36,68508420,170245676,9855887,248609983,2018,7205040,108613.7654,38.284725202678885,446856.58080000005,157.5102505463518
2001,darke,715759000000,63276000000,96899000000,875934000000,25753000000,3112000000,5064000000,33929000000,230000000,476169980,145965100,28382800,76494890,0,727012770,7138,348353,77893030,294907780,NA,49.65,35.81,52,39.78,50.97,685365,1046580,18349,1750294,2017,68072070,2789349.4043,8.007249555192578,2437660.8267,6.9976742749452425
2001,defiance,472657000000,67910000000,90617000000,631184000000,20087000000,4016000000,5384000000,29488000000,563000000,322566470,81623400,21944230,58062280,0,484196380,4728,230832,40112400,107501950,NA,56.49,40.99,57.81,46.84,58.41,712644,771701,86759,1571104,2017,41511000,1644207.2759999998,7.122960750675816,1701535.89,7.3713171917238505
2001,delaware,3018121000000,126811000000,235509000000,3380441000000,143562000000,8585000000,16165000000,168311000000,793000000,2639263460,113802500,79100210,376885940,8780,3209060890,5102,174744,41520440,261758990,NA,69.48,47.98,70.88,49.65,67.11,2620452,8233075,744953,11598480,2017,72282060,1992150.7111999998,11.400395499702421,3468093.2387999995,19.84670854964977
2001,erie,1361700000000,95629000000,207239000000,1664568000000,64914000000,7627000000,16807000000,89348000000,1522000000,1040725900,57382950,46110920,241713280,19380,1385952430,2488,97309,19076260,79638280,NA,80.53,45.34,81.18,57.58,80.64,1630673,5265476,736935,7633084,2018,38306690,864917.6284,8.888362108335304,1736825.3246000002,17.848557940169975
2001,fairfield,1829850000000,105431000000,136717000000,2071997000000,78636000000,7358000000,10214000000,96207000000,449000000,1659955250,160831320,37573250,329107420,2089320,2189556560,4921,221003,42652340,269957790,reappraisal,75.04,40.26,77.66,39.73,72.26,499429,5157010,390900,6047339,2016,118178980,1717183.2084,7.7699542920231845,4757885.7348,21.528602484129173
2001,fayette,385904000000,46298000000,55250000000,487451000000,16017000000,2492000000,3160000000,21669000000,371000000,227429130,88061450,15188200,53179250,2960,383860990,3706,238716,50419630,162891430,NA,52.11,39.14,55.27,41.43,52.44,1064439,1018625,44361,2127425,2018,37641820,1973424.3182,8.266828860235595,1473300.8348,6.171772460999682
2001,franklin,18205010000000,940870000000,2477169000000,21623049000000,1088667000000,83734000000,217746000000,1390147000000,17664000000,12301865270,71504340,1165334600,5204070870,0,18742775080,2010,84460,30938010,161735350,NA,93.21,58.73,87.48,63.31,88.6,72070518,58894376,1551017,132515911,2017,40566330,1816989.3273,21.51301595192991,2382460.5609,28.20815250887994
2001,fulton,581595000000,61176000000,123921000000,766692000000,27414000000,4195000000,8403000000,40011000000,1220000000,404288500,89747000,38736020,59686670,110,592458300,5168,229667,47378660,162958680,NA,71.73,48.29,69.83,54.07,69.79,362232,1175050,20688,1557970,2017,42368340,2287915.4914,9.961881730505471,2045967.1386,8.908407122486034
2001,gallia,304175000000,270723000000,38736000000,613634000000,9620000000,9158000000,1564000000,20341000000,7000000,165994220,55646050,3608970,83407590,383370,309040200,3798,136953,10418780,24810800,NA,38.97,31.54,38.56,32.12,35.55,294726,1091865,36923,1423514,2017,45227270,328608.3212,2.3994240447452775,1426468.0958,10.415749167962732
2001,geauga,2069830000000,89309000000,146095000000,2305233000000,106729000000,8109000000,13201000000,128040000000,1491000000,1670698590,238915270,63068680,158346740,1176980,2132206260,2107,68467,10347430,67594160,NA,94.46,52.07,93.77,57.69,91.93,1777660,5227405,416895,7421960,2017,228567840,538790.6801,7.869348446696949,11901527.4288,173.82866824601632
2001,greene,2335867000000,141949000000,174345000000,2652161000000,119112000000,10408000000,12634000000,142154000000,1960000000,1822523550,112126850,44376530,435634470,0,2414661400,4102,177086,43174770,129955500,NA,75.63,52.32,75.42,53.97,73.62,3048197,5512273,382474,8942944,2017,68952080,2258903.9664,12.755971485041165,3607572.8256,20.37186917994647
2001,guernsey,349380000000,52501000000,85607000000,487488000000,17954000000,3267000000,5163000000,26384000000,134000000,239730620,44740980,11997880,53705330,1705720,351880530,3472,157028,11801680,32547580,NA,59.72,48.98,63.32,56.64,59.05,744496,3087249,177303,4009048,2018,32939300,578046.2864,3.6811669664008964,1613366.9139999999,10.274390006877754
2001,hamilton,14308354000000,976956000000,2023690000000,17309000000000,830410000000,83295000000,167131000000,1080837000000,28455000000,10124752550,33849160,802632600,3511723970,0,14472958280,1202,29558,9827200,95132760,NA,89.87,57.9,87.33,65.09,84.93,33935189,55436777,2198392,91570358,2017,24021960,568994.88,19.25011435144462,1390871.484,47.05566966641857
2001,hancock,1068451000000,73176000000,284401000000,1426028000000,42756000000,3922000000,15806000000,62483000000,780000000,772829100,121173180,74567770,168993540,0,1137563590,5907,294890,59744510,219745320,update,55.59,36.65,56.95,46.19,55.08,1728440,1990060,115268,3833768,2016,61428670,2189636.2915000003,7.425264646139239,2251360.7555,7.634578166434942
2001,hardin,318229000000,29292000000,57823000000,405344000000,12409000000,1599000000,3023000000,17030000000,683000000,179329820,93386500,16393310,33764160,0,322873790,5228,278087,51820370,140968050,NA,57.33,42.45,56.53,43.55,55.87,112283,1044186,96265,1252734,2017,41566130,2199774.7065,7.910383104927594,1764482.2185,6.3450726517241005
2001,harrison,150067000000,32044000000,20013000000,202125000000,5944000000,1876000000,1174000000,8993000000,31000000,82316430,40858150,8225430,15698410,2507620,149606040,1936,114198,7015720,20619780,NA,58.32,40.56,59.3,46.37,58.9,140277,1170930,26421,1337628,2017,33842430,284557.6032,2.491791477959334,1372648.9608,12.01990368307676
