year,county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,residential_taxable_value,agricultural_taxable_value,industrial_taxable_value,commercial_taxable_value,mineral_taxable_value,total_taxable_value,parcels,acres_cauv,cauv_taxable,market_value_taxable,appraisal,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,tangible_property_delinquent,real_property_delinquent,special_delinquent,total_delinquent,update_year,noncauv_taxable,cauv_tax,cauv_tax_acre,noncauv_tax,noncauv_tax_acre
1993,madison,270865350000,49703300000,39460665000,360029315000,12869455000,2562536000,2184932000,17616923000,290928000,204179750,71164280,9735530,32596540,0,317676100,2551,271964,49833730,92933770,update,53.96,43.89,56.56,50.62,53.39,193104,889816,41504,1124423,2017,21330550,2187202.4096999997,8.042249745186862,936197.8395,3.4423594280860703
1993,mahoning,1720136340000,250580350000,256340182000,2227056872000,100602966000,17367737000,18242356000,136213058000,1261797000,1501250920,81886420,77007580,418335140,8427710,2086907770,2660,95848,7088620,37978280,reappraisal,69.83,50.88,71.31,54.67,69.88,10749157,29263796,6281890,46294843,2017,74797800,360668.9856,3.762926567064519,3805712.0640000002,39.70570136048744
1993,marion,427805660000,67495800000,111121321000,606422781000,20673245000,4174868000,6820854000,31668968000,417680000,274108550,49807180,29826060,80036110,7110,433785010,4649,220301,29317190,76943460,NA,61.04,47.39,60.87,48.65,60.45,514746,1745181,262660,2522587,2016,20489990,1389341.6341000001,6.306560724190994,971020.6261,4.407699584205246
1993,medina,1426153380000,159819880000,148593536000,1734566796000,74261850000,12433008000,11662365000,98357223000,1924826000,1129245830,118464620,51337770,184201880,2906860,1486156960,4135,142586,14351800,79633560,NA,79.98,50.38,81,58.56,77.95,2246557,5132136,2251565,9630258,2016,104112820,723043.684,5.070930413925631,5245203.8716,36.78624739876285
1993,meigs,138445420000,55220240000,32363289000,226028949000,5084997000,2283131000,1266983000,8635110000,450000,64211240,34297580,23967580,12895970,4461760,139834130,1534,56435,2542890,7139820,NA,41.35,37.41,42.01,38.86,41.52,58476,1155031,10875,1224383,2016,31754690,95129.5149,1.6856474687693805,1187942.9529,21.049755522282272
1993,mercer,347073640000,30367040000,52448420000,429889100000,14003234000,1377572000,2364517000,17745323000,313468000,226037880,106739070,16937680,47949820,2000,397666450,4753,270848,47633780,159474780,reappraisal,46.51,39.64,44.73,38.04,45.58,80885,526647,43279,650811,2017,59105290,1888203.0392,6.971449075496219,2342933.6956,8.650363656368148
1993,miami,918934150000,90565340000,234640660000,1244140150000,37052250000,5669540000,14294025000,57015816000,546361000,689601630,64347420,63715580,121147490,0,938812120,3970,208768,29699120,108104230,NA,61.49,39.82,60.46,42.17,61.12,991559,1208925,34097,2234581,2016,34648300,1182618.9584000001,5.664752061618639,1379695.306,6.608748974938688
1993,monroe,107136070000,50652330000,70144860000,227933260000,3762255000,2255917000,3077534000,9095706000,1721000,45459540,30533900,19243830,6793840,5264470,107295580,2040,123291,4824960,11437220,NA,45.31,33.79,44.56,38.63,44.27,396062,381310,6531,783903,2016,25708940,163035.3984,1.3223625276784194,868705.0826,7.045973206478981
1993,montgomery,5480737050000,519909860000,871703166000,6872350076000,301353350000,40201504000,66244859000,407799713000,7281263000,4089243960,66136630,309507280,1313762210,0,5778650080,2986,120679,27962980,98691600,update,81.18,55.45,79.55,61.64,79.17,15003250,26775723,6272931,48051904,2017,38173650,1550547.2410000002,12.848525766703405,2116728.8925,17.54015936907001
1993,morgan,101328010000,85618070000,22655731000,209601811000,3668649000,3720812000,1016113000,8405574000,0,42231150,35761410,5080640,16480050,2891150,102444400,3432,114662,5517020,13765280,NA,44.39,35.53,43.32,34.58,42.78,20083,289644,0,309727,2018,30244390,196019.7206,1.7095438820184543,1074583.1767,9.371746321361915
1993,morrow,172086960000,40460030000,15504185000,228051175000,8929654000,2431909000,983997000,12345560000,136315000,128615430,58056300,4442880,15297240,1886860,208298710,3300,212626,28972790,57600630,reappraisal,57.4,46.03,61.04,49.42,59.68,27054,1918561,20023,1965639,2017,29083510,1333617.5237,6.272128167298449,1338713.9653,6.296097209654511
1993,muskingum,515196870000,103572200000,98171850000,716940920000,20875398000,5831522000,5561884000,32268804000,474589000,334758010,57883760,20923150,104362350,7818530,525745800,3957,185549,8832600,37984730,NA,58.3,41.86,58.58,43.16,57.77,2038257,3633309,409687,6081253,2018,49051160,369732.636,1.992641490926925,2053281.5576000002,11.065980186365866
1993,noble,78565200000,40501070000,15117126000,134183396000,3395883000,1931166000,674778000,6001827000,7361000,32724130,32469810,2480200,6030680,5006730,78711550,2000,80056,3546020,8797060,update,46.18,42.86,44.13,41.43,46.33,112085,889955,8490,1010530,2017,28923790,151982.4172,1.8984512990906366,1239673.6394,15.485080935844909
1993,ottawa,577628330000,373392230000,102026234000,1053046794000,21759951000,16863320000,5447102000,44070373000,1307968000,400520480,48078450,59162840,81569410,28300,589359480,2749,112122,14256290,47315880,NA,62.43,38.38,56.29,37.16,46.49,742954,1567865,197853,2508672,2018,33822160,547156.4102,4.88000936658283,1298094.5008,11.577518246196108
1993,paulding,134760050000,25351590000,16757110000,176868750000,6462450000,1340816000,908503000,8711769000,307238000,79991680,39236290,6821740,10103440,0,136153150,3851,247073,22959210,80025390,NA,55.42,48.87,59.02,51.01,55.16,56509,587743,61395,705647,2016,16277080,1122016.5927,4.541235151959137,795460.8996,3.2195379487034197
1993,perry,159375110000,38186050000,15931762000,213492922000,7245410000,2153709000,893395000,10292515000,20382000,109562650,35819950,6786210,18231580,3415290,173815680,1300,86652,6560260,18345270,reappraisal,55.4,41.93,56.22,45.42,55,877095,1989306,56767,2923167,2017,29259690,275071.70180000004,3.174441464709413,1226858.8017,14.158459143470433
1993,pickaway,330546400000,76130920000,109965859000,516643179000,13622002000,3671503000,5222505000,22516010000,105703000,250442310,80225940,25570860,49575070,0,405814180,5233,282370,48546930,103502530,reappraisal,53.48,41.15,56.11,45.73,53.71,253918,1648034,66064,1968016,2017,31679010,1997706.1694999998,7.074781915571767,1303591.2615,4.6166067978184655
1993,pike,115734720000,42795580000,17697188000,176227488000,5419030000,2298217000,1205716000,8922962000,0,81630590,31067120,1646330,16227100,14900,130586040,3607,155245,10768120,21398080,reappraisal,56.3,43.7,63.27,46.79,56.16,677082,1124006,226,1801313,2017,20299000,470566.84400000004,3.031123991110825,887066.3,5.713976617604432
1993,portage,1121773450000,152079670000,154923428000,1428776548000,57600307000,11751886000,12342414000,81694607000,1544300000,853798670,77100310,52798530,162042340,8521500,1154261350,3108,118222,7297570,44815710,NA,79.74,50.49,81.53,58.01,79.23,1453938,4309768,358693,6122400,2018,69802740,368454.3093,3.1166306550388256,3524340.3426,29.811205550574343
1993,preble,283846280000,59875480000,49490345000,393212105000,12453556000,2996444000,2538626000,17988626000,457199000,214604850,82164490,16585840,31012520,0,344367700,3826,232276,38961050,106687720,reappraisal,51.12,41.26,51.63,39.54,51.49,202932,1371985,436433,2011350,2017,43203440,1607532.923,6.920787868742358,1782573.9344,7.674378473884516
1993,putnam,250107610000,33327720000,40970844000,324406174000,10323499000,1536650000,1708899000,13569048000,105754000,169298230,90984480,9046200,22486830,0,291815740,8441,291462,49485740,159979180,reappraisal,46.59,39.15,44.12,39.42,45.03,725384,286957,25610,1037951,2017,41498740,1937366.721,6.6470645264219685,1624675.6709999999,5.57422810177656
1993,richland,891291580000,150184870000,218750261000,1260226711000,45980722000,9774682000,13775918000,69531322000,906325000,699323300,65570180,76371390,214126010,0,1055390880,5661,227562,23822490,71643230,reappraisal,66.21,48.95,67.14,50,65.76,1692512,6096285,879405,8668202,2017,41747690,1166110.8855,5.124365603659663,2043549.4255000001,8.980187489563285
1993,ross,424839240000,67214840000,132339300000,624393380000,17618104000,3521540000,7110964000,28250607000,140731000,271525200,58611720,36652290,64202740,0,430991950,3600,311229,23291560,62190390,NA,52.51,41.24,53.85,41.75,53.31,709067,911523,36684,1657274,2016,35320160,960543.9344,3.086293161626969,1456603.3984,4.680166046223199
1993,sandusky,478209230000,72835540000,125358553000,676403323000,19470839000,3778821000,6255884000,29505545000,432050000,318448980,62845280,36597840,65838950,27580,483758630,4829,221710,27176650,89188790,NA,52.64,41.25,51.54,42.13,51.83,951432,1023712,117960,2093103,2018,35668630,1121036.8125,5.056320474944748,1471330.9875,6.636286083171711
1993,scioto,412651090000,94970060000,61386755000,569007905000,17441105000,5099264000,3238230000,25778599000,81860000,278096390,41269180,12011040,79092350,0,410468960,4013,151090,6854220,24893750,NA,54.6,42.37,56.3,43.68,53.65,615155,1773839,245497,2634491,2016,34414960,290413.3014,1.9221212614997683,1458161.8551999999,9.65094880667152
1993,seneca,393379080000,66271400000,95685475000,555335955000,17650739000,3595399000,5305978000,26552116000,245750000,261959050,93339510,27493160,55956320,13220,438761260,6341,323659,50892570,123960630,reappraisal,54.66,41.53,55.21,46.74,55.28,264728,856622,102944,1224293,2017,42446940,2113568.4321000003,6.530232226201034,1762821.4182000002,5.446539160659831
1993,shelby,381927490000,47900960000,209588784000,639417234000,14527928000,2287301000,9645339000,26460568000,552013000,277003700,82340610,49461200,51736650,1880,460544040,5444,231756,38979290,94268360,reappraisal,47.93,34.57,48.36,35.48,46.48,658648,678500,60221,1397369,2017,43361320,1347514.0553000001,5.8143653467439895,1499000.8324000002,6.468013049931826
1993,stark,3095796540000,368759490000,622043598000,4086599628000,143243897000,23766721000,39191663000,206202281000,1057526000,2238089340,157448370,147230140,617612790,9464000,3169844640,4031,153809,16155260,77917960,NA,68.1,47.02,66.85,48.29,64.86,4034029,12257994,3914449,20206473,2018,141293110,759620.3252000001,4.938724815843027,6643602.032200001,43.19384452275225
1993,summit,5177939210000,473169950000,813929145000,6465038305000,277838830000,34085237000,57245860000,369169927000,14603800000,4262317910,63423680,235521130,1257333150,6320730,5824916600,464,17020,3245890,18890090,update,74.27,51.48,71.73,50.8,72.06,13348664,22056800,4447650,39853114,2017,60177790,167098.4172,9.817768343125735,3097952.6292,182.01836834312573
1993,trumbull,1605923470000,238721440000,402692920000,2247337830000,86685682000,15255453000,25561042000,127502177000,1058291000,1256885540,123333920,119785120,300005390,8016610,1808026580,2862,130448,7758870,35006280,reappraisal,63.33,48.33,61.08,50.78,62.16,7964831,11215259,1071554,20251643,2017,115575050,374986.1871,2.8746028080154544,5585742.166499999,42.81968421516619
1993,tuscarawas,658269840000,88130100000,135652505000,882052445000,27448631000,4748221000,7428974000,39625825000,113518000,412946950,90722530,42237020,114896270,8067070,668869840,7229,228608,13300500,57937640,NA,55.25,41.42,55.7,45.99,54.84,1677477,1743221,102911,3523610,2016,77422030,550906.71,2.4098312832446807,3206820.4825999998,14.027595196143617
1993,union,348816110000,59865270000,136618604000,545299984000,15877445000,3133250000,7241141000,26251837000,222773000,184002530,75684568,57181900,41211250,0,358080248,4889,244889,30764300,103427780,NA,60.33,50.9,61.58,55.8,61.11,2006796,812743,29853,2849391,2016,44920268,1565902.87,6.394337312006665,2286441.6412,9.336644933827163
1993,van wert,230228280000,29349350000,41102244000,300679874000,10992396000,1669796000,2352587000,15014779000,206454000,141750620,71926370,14749450,28300040,580,256727060,4530,247406,48610780,137901540,reappraisal,58.04,45.33,59.2,49.96,58.7,115945,370477,27155,513578,2017,23315590,2203526.6574,8.9065206882614,1056895.6946999999,4.27190809721672
1993,vinton,63737130000,31813500000,13056704000,108607334000,2348406000,1197959000,481681000,4028045000,2060000,29962720,23135620,4163560,4215690,1883850,63361440,411,42921,1465640,3586690,NA,38.44,36.37,39.57,38.08,37.13,18499,335077,2417,355994,2018,21669980,53305.3268,1.241940467370285,788137.1725999999,18.362507224901563
1993,warren,1243701110000,173547198000,172473090000,1589721398000,53521920000,11191923000,11153949000,75867791000,2453425000,972059510,67805130,44714980,228900850,0,1313480470,3368,160600,18092280,114392720,NA,65.31,43.49,64.53,43.35,64.87,734140,2514817,263770,3512728,2018,49712850,786833.2572,4.899335349937734,2162011.8465,13.462091198630137
1993,washington,451987470000,124768060000,153290230000,730045760000,18580901000,5872187000,7214534000,31667622000,34764000,260548270,73593470,41989680,73233030,4180220,453544670,5202,159253,6807500,18214650,NA,49.88,40.51,50.93,42.59,47.14,1275260,963975,5218,2244454,2016,66785970,275771.82499999995,1.7316585872793602,2705499.6446999996,16.988688719835732
1993,wayne,802787290000,96629850000,170397500000,1069814640000,40703599000,6423698000,11018700000,58145997000,328424000,610801870,106018200,68228100,127931290,4404460,917383920,6192,263855,32982450,106179740,update,65.69,49.47,69.78,53.76,67.11,425789,1990924,28853,2445566,2017,73035750,1631641.8015,6.1838578063709235,3613078.5525,13.693424617687747
1993,williams,268255850000,51649060000,87053133000,406958043000,12846249000,3254030000,5742653000,21842932000,361109000,170390930,44176180,25406980,33156070,0,273130160,4278,238522,21042730,52862030,NA,63.96,46.64,65.14,49.98,64.03,228058,587461,14154,829674,2018,23133450,981432.9272,4.114643207754421,1078944.108,4.523457408540931
1993,wood,1016247330000,156322190000,203429112000,1375998632000,54564330000,10634707000,13999742000,79198779000,2498460000,771652790,100457730,82263560,215255380,7950,1169637410,8963,336851,70166940,190504710,reappraisal,69.64,47.94,69.2,50.94,68.13,1425821,2501875,327133,4254828,2017,30290790,3363803.1035999996,9.986026770293096,1452140.4726,4.310928192583664
1993,wyandot,164863090000,21914150000,29138696000,215915936000,6476975000,1123622000,1488334000,9088931000,50901000,89182950,47756220,12494000,17114410,880,166548460,5210,235486,24904270,102183900,NA,51.01,38.79,51.28,38.94,50.64,193110,282278,9869,485257,2016,22851950,966036.6333,4.10231025751,886427.1405,3.7642456048342576
1994,adams,177852320000,309076420000,18898608000,505827348000,6049723000,10888968000,744405000,17683096000,4449000,72210510,38436400,57116140,12906160,0,180669210,3957,250830,13466250,46146110,NA,45.59,40.62,42.68,39.43,41.52,154529,577269,2529,734327,2016,24970150,546999.075,2.1807561894510226,1014287.4929999999,4.043724805645257
1994,allen,869827940000,134633050000,344786168000,1349247158000,36378424000,6647445000,16577908000,59603777000,1409207000,618837830,71232020,64308590,161621240,0,915999680,4362,203718,38989650,96105050,update,49.78,41.34,48.53,42.25,48.46,3287273,2036260,504580,5828113,2018,32242370,1611832.131,7.912075177451182,1332899.5758,6.542866000058905
1994,ashland,369141020000,102107670000,62271377000,533520067000,15958986000,5838132000,3621707000,25418825000,5145000,252909240,60219880,19988520,44978470,410630,378506740,3444,212555,20321650,63351120,NA,64.97,48.51,66.46,53.82,63.8,493726,878002,5565,1377293,2017,39898230,985803.2415,4.637873686810472,1935463.1372999998,9.105705051868927
1994,ashtabula,724187890000,151139710000,126446327000,1001773927000,36344273000,10024102000,8400941000,54769315000,1632384000,452693300,115949550,44201320,116207540,2497820,731549530,3708,189772,10492160,47694580,NA,67.71,51.15,69.15,55.02,69.5,952086,3106785,2458723,6517594,2017,105457390,536673.984,2.827993507999073,5394145.4985,28.424348684210525
1994,athens,335118710000,82880940000,23182464000,441182114000,16358951000,5707571000,1690202000,23756724000,499671000,210949960,44767460,5635780,80333350,1226890,342913440,1629,75563,4190090,10924720,NA,76.07,53.73,79.85,57.36,72.78,326667,1107933,29704,1464303,2017,40577370,225133.5357,2.9794150007278697,2180222.0901,28.853037731429406
1994,auglaize,409045790000,42021360000,95421981000,546489131000,16874147000,2162542000,4903424000,23940113000,588681000,271454370,62834380,25821580,55122290,0,415232620,4659,226745,36138510,101323970,NA,51.68,40.81,50.92,42.4,51.4,225404,564432,48489,838326,2017,26695870,1474812.5931,6.504278343954662,1089458.4547,4.8047738856424616
1994,belmont,426193880000,134798600000,57502056000,618494536000,19203163000,6974109000,3106904000,29284176000,32389000,304918480,50154590,24625910,97893120,5093150,482685250,1349,69860,3647910,8217830,reappraisal,55.07,42.62,53.92,41.76,52.85,664222,2563950,217130,3445302,2018,46506680,155473.92419999998,2.2255070741482963,1982114.7016,28.372669647867163
1994,brown,224639920000,50445970000,15299042000,290384932000,9224516000,2409815000,699077000,12333408000,21522000,171530430,62217560,6219110,24674700,0,264641800,3600,247334,24471200,71146710,reappraisal,46.87,37.99,47.48,39.62,46.23,60679,890804,68049,1019532,2018,37746360,929660.888,3.758726612596732,1433984.2164,5.797764223277026
1994,butler,3290003502000,378208250000,473409431000,4141621183000,137997747000,21098285000,26547734000,185643766000,2816950000,2484000640,92732720,289805910,505048070,0,3371587340,3519,164519,26669760,127151330,NA,62,44.4,61.4,45.19,56.94,2331870,6144295,437787,8913951,2017,66062960,1184137.344,7.197571976489038,2933195.424,17.82891595499608
1994,carroll,190032660000,47195920000,25260067000,262488647000,7207631000,2294141000,1348878000,10850649000,76969000,105073770,61758680,8473620,19670730,1963750,196940550,2814,132612,6739320,24411750,NA,51.1,38.8,52.81,39.95,50.71,67348,405665,39024,512038,2016,55019360,261485.61599999995,1.9718096099900457,2134751.1679999996,16.097722438391695
1994,champaign,288927030000,33165400000,52697080000,374789510000,12500978000,1958256000,3150075000,17609309000,150726000,190264120,62802150,11168510,29004550,0,293239330,4716,240914,27355320,72657820,NA,57.52,42.27,63.02,48.38,59.67,452447,943049,16504,1412000,2016,35446830,1156309.3764,4.799676965224105,1498337.5041,6.219387433274945
1994,clark,1197759400000,133409090000,163635969000,1494804459000,54996894000,8628436000,10437401000,74062731000,329342000,891113190,61590820,57581020,203884160,0,1214169190,3982,184764,27741640,76247790,NA,64.78,46.28,66.36,51.31,65.45,1911958,3545621,492275,5949854,2016,33849180,1283883.0992,6.94877302504817,1566540.0504,8.4786
1994,clermont,1594875610000,610846890000,165837837000,2371560337000,70441523000,35509738000,10915253000,116866515000,350564000,1180779030,65797400,67642530,386027070,0,1700246030,3346,143555,17453570,74979370,NA,72.98,47.54,71.99,49.83,62.16,1062976,3477795,66737,4607507,2017,48343830,829742.7178,5.779963900943889,2298265.6782,16.009652594475984
1994,clinton,330637190000,48252860000,65211775000,444101825000,13606886000,2357215000,3311562000,19275663000,234747000,188100940,71515460,22898400,56014000,0,338528800,3222,227605,37412240,92110180,NA,50.4,40.95,51.88,43.19,50.4,2343263,815575,30980,3189819,2017,34103220,1532031.2280000001,6.731096540058435,1396526.859,6.1357477164385665
1994,columbiana,673250790000,117427740000,110402423000,901080953000,30428353000,7052985000,6692830000,44174168000,144300000,484805150,59927040,31888240,102265090,2655860,681541380,3320,144601,10414630,45336710,NA,60.11,47.5,61.22,46.03,60.5,4366362,4055480,156578,8578421,2016,49512410,494694.925,3.4211030698266263,2351839.475,16.264337556448435
1994,coshocton,269591310000,183979240000,67833003000,521403553000,10708826000,7753053000,3282463000,21744342000,91283000,163424900,50027770,33434810,37486830,5386440,289760750,3995,191272,11838250,43066660,update,51.32,39.17,50.85,40.52,44.11,491819,634230,16533,1142582,2018,38189520,463704.25250000006,2.424318522836589,1495883.4984000002,7.820713425906563
1994,crawford,307579060000,41214250000,77544119000,426337429000,14821254000,2634492000,4901390000,22357136000,77130000,215029580,61375070,21708850,45624670,0,343738170,5436,230953,29461300,99574580,reappraisal,68.27,48,69.2,52.69,68.23,612395,1153102,10099,1775595,2018,31913770,1414142.4000000001,6.123074391759363,1531860.96,6.632782254398081
1994,cuyahoga,16923520210000,1446063020000,2391274540000,20760857770000,1003242495000,124160466000,191461752000,1318864713000,25118253000,13167070410,2554630,1101054270,4493721140,0,18764400450,125,1592,550320,4679980,reappraisal,94.9,54.75,85.98,61.84,83.05,28795622,95440017,20587481,144823119,2018,2004310,30130.02,18.925891959798996,109735.9725,68.92963096733669
1994,darke,470251400000,58281970000,77386780000,605920150000,16890087000,2578814000,3609056000,23077957000,147832000,286898580,120004160,20288130,52021020,0,479211890,6780,350710,66167410,156232840,NA,45.53,36.31,47.16,36.71,45.86,209471,798152,16412,1024035,2017,53836750,2402538.6571,6.850499435716118,1954812.3925,5.573871268284337
1994,defiance,331763480000,81336250000,60274137000,473373867000,13641535000,4277307000,3138271000,21057112000,381900000,207996450,63518060,17485060,45984350,0,334983920,4584,234189,35641120,74814250,NA,52,40.55,52.46,43.03,52.58,84134,651977,57534,793646,2017,27876940,1445247.4159999997,6.171286507906006,1130409.917,4.82691295065097
1994,delaware,1270604590000,118373870000,103069986000,1492048446000,57804952000,6937705000,6252488000,70995145000,106057000,1084893850,88184060,47215520,156025670,590,1376319690,5186,187806,31048820,157295800,NA,64.23,48.33,63.43,50.17,61.31,1169007,2209891,28483,3407381,2017,57135240,1500589.4706,7.990103993482636,2761346.1492,14.703183866330148
1994,erie,835053090000,103031110000,147779087000,1085863287000,41536751000,7600293000,11022999000,60160043000,1705305000,688495820,60672240,43700360,177350240,28900,970247560,2190,95910,15636700,57789160,reappraisal,74.4,44.31,75.45,52.49,73.86,1057071,2764827,607343,4429240,2018,45035540,692862.177,7.224086925242415,1995524.7774,20.806222264623084
1994,fairfield,1024153290000,112207850000,100275897000,1236637037000,46088413000,7567382000,6905492000,60561287000,194962000,794969880,83083430,29778730,147877930,57660,1055767630,4324,222291,22869740,99017420,NA,69.64,43.69,70.37,43.71,66.32,806608,2100730,75212,2982549,2016,60213690,999178.9406,4.494914056799421,2630736.1160999998,11.834649698368354
1994,fayette,199233520000,47899480000,36974613000,284107613000,8497917000,2313352000,1889956000,12701226000,199652000,130633350,76286350,10569780,36981160,2960,254473600,3557,240918,46510920,88803100,reappraisal,49.51,38.4,52.66,41.09,48.95,247071,497791,60643,805506,2018,29775430,1786019.3279999997,7.413390979503398,1143376.5119999999,4.745915672552486
1994,franklin,12555130560000,912177910000,1825363330000,15292671800000,694925575000,71108933000,138674914000,904709423000,2194827000,8107919960,80603470,849560750,3723444720,0,12761528900,2506,103087,26125920,140334540,NA,82.8,56.33,78.22,59.55,79.02,22777712,35805218,721565,59304495,2017,54477550,1471673.0736,14.276029699186124,3068720.3915,29.7682577968124
1994,fulton,368227940000,66716220000,82761741000,517705901000,17983759000,4319674000,5379652000,27683086000,409811000,226807980,74605730,33112960,41755340,110,376282120,4860,232993,39269370,132900900,NA,64.11,46.86,63,47.15,63.29,142146,685146,14853,842145,2017,35336360,1840162.6782,7.897931174756323,1655861.8296,7.106916643847669
1994,gallia,219133980000,266008460000,22595973000,507738413000,7184556000,9522074000,900679000,17607310000,41682000,107819690,37625000,3151490,72176640,554340,221327160,3160,123711,6439460,16807880,NA,38.27,31.92,37.53,32.3,34.6,264422,658856,4216,927494,2017,31185540,205547.56320000003,1.6615140383636058,995442.4368000001,8.046515158716687
1994,geauga,1333116480000,103712240000,91942238000,1528770958000,64646699000,8553491000,7581152000,80781342000,601386000,1060866410,167495210,40441060,102376060,3114900,1374293640,1752,67120,6301040,39625810,NA,85.99,49.62,84.26,54.66,82.87,977792,3653139,370381,5001311,2017,161194170,312657.6048,4.658188390941596,7998454.715399999,119.16648860846244
1994,greene,1564577280000,143678590000,102763758000,1811019628000,73440249000,9762168000,7106943000,90309360000,1895086000,1258954130,83030000,37010230,287405930,0,1666400290,4256,186679,36495080,111442550,NA,70.99,46.95,69.02,46.11,68.47,912662,3209041,160427,4282129,2017,46534920,1713444.0060000003,9.178557877425957,2184814.4940000004,11.703590087797773
1994,guernsey,234796980000,57873110000,53898571000,346568661000,12939777000,3599279000,3520445000,20059502000,46127000,154504040,33185130,9822850,41375860,4223460,243111340,3052,129266,13020540,22217230,update,62.11,52.28,64.81,58.28,62.88,171255,2567070,152877,2891202,2018,20164590,680713.8312,5.265992845759906,1054204.7652,8.155313579750283
1994,hamilton,11029472030000,1084285090000,1918342620000,14032099740000,576858724000,82885942000,139573778000,799318444000,3416172000,7463607840,23741150,709563040,2963151580,0,11160063610,1099,28120,5818040,68839130,NA,78.99,53.47,76.78,56.15,74.66,25913363,34504957,1604034,62022354,2017,17923110,311090.5988,11.062965817923185,958348.6917,34.080678936699854
1994,hancock,725425400000,89656210000,183864510000,998946120000,29300650000,4515901000,9399473000,43216024000,457326000,456101780,92469150,69695850,124655120,0,742921900,5637,300023,44569670,145109050,NA,55.94,42.55,57.3,48.03,54.74,2294100,1005981,18926,3319007,2016,47899480,1896439.4585,6.320980253180589,2038122.8739999998,6.793222099639027
1994,hardin,228133730000,35124000000,34774972000,298032702000,NA,1750046000,1857661000,3607707000,NA,120103690,72942640,12034550,25542400,0,230623280,5149,281492,46604750,90542810,NA,54.21,42.85,54.45,41.63,53.97,32978,1012416,23416,1068809,2017,26337890,1997013.5374999999,7.094388250820627,1128578.5865,4.009274105480795
1994,harrison,118793350000,33043740000,13292895000,165129985000,5152699000,1843823000,756970000,7753492000,39925000,60675170,32591780,7250100,12900530,3388540,116806120,1491,92046,4925640,12826780,NA,56.09,43.31,56.6,47.09,56.17,62362,1021583,54827,1138773,2017,27666140,213329.4684,2.3176397496903722,1198220.5234,13.017627310257915
1994,henry,262602140000,43761980000,65847722000,372211842000,12664754000,2663642000,4045918000,19374313000,672322000,150708530,77031420,14441460,22063320,0,264244730,5251,247110,51454100,143225020,NA,60.15,47.65,61.38,53.97,61,386920,406244,37399,830563,2017,25577320,2451787.8649999998,9.921848023147586,1218759.298,4.932051709764882
1994,highland,219592000000,31989390000,32787336000,284368726000,7991290000,1414704000,1452854000,10858847000,34068000,155686370,66184700,6387900,30780800,0,259039770,6590,286595,31702030,66745150,reappraisal,43.21,34.95,42.76,34.35,43.56,97998,609149,10038,717184,2018,34482670,1107985.9485000002,3.866033770651966,1205169.3165,4.205130293619916
1994,hocking,171128960000,66993120000,22086055000,260208135000,7349119000,3881217000,1239291000,12469627000,26124000,132959420,17762300,8101010,17034500,1249760,177106990,442,38880,2318480,9368750,NA,57.29,43.09,56.28,41.94,57.3,183282,672574,7376,863232,2016,15443820,99903.30320000001,2.569529403292181,665474.2038,17.116106064814815
1994,holmes,274046580000,35224990000,46653880000,355925450000,11604326000,1833147000,2357993000,15795465000,65268000,125713570,99103900,21905460,34562010,8070190,289355130,5413,203944,14988260,78536390,NA,54.22,46.25,55.72,48.27,55.52,234914,650072,150419,1035406,2016,84115640,693207.025,3.3990067126269956,3890348.35,19.075571480406385
1994,huron,430273730000,59177280000,107347877000,596798887000,17346235000,3396562000,6384936000,27127734000,191435000,311437530,78414420,28936930,70523070,29380,489341330,8077,273433,33627690,115616630,reappraisal,58.91,38.61,60.7,43.26,60.02,742718,1100303,37955,1880975,2018,44786730,1298365.1109,4.748384836139017,1729215.6453,6.3240927221659415
1994,jackson,187845520000,49684450000,35848493000,273378463000,7249763000,2051788000,1612256000,10913808000,8277000,111446740,32107320,18863860,29457250,342090,192217260,1590,61486,3186080,8785760,NA,43.84,38.41,46.15,41.67,43.37,45450,1805036,19426,1869913,2017,28921240,122377.3328,1.9903284129720586,1110864.8284,18.066955541098785
1994,jefferson,447746050000,440090110000,108883380000,996719540000,19060513000,20920424000,5779785000,45760722000,199453000,345455160,37447850,61041090,74149140,1465220,519558460,1035,55266,2188850,7213770,reappraisal,52.74,38.88,51.88,46.04,49.54,4040410,3799840,1542949,9383199,2018,35259000,85102.48800000001,1.5398705895125395,1370869.9200000002,24.804941917272828
1994,knox,407289470000,49316460000,77041358000,533647288000,18864393000,2835843000,4230990000,25931226000,926606000,267018370,81610770,16113950,46345240,1489600,412577930,4911,244988,22100150,67007330,NA,60.64,48.35,58.02,50.17,58.02,174584,1529768,576280,2280632,2017,59510620,1068542.2525000002,4.3616105788854975,2877338.4770000004,11.744813937825528
1994,lake,2773986260000,772670680000,459118851000,4005775791000,145444626000,57418267000,35759968000,238622860000,6853543000,2241491490,54473340,215587390,608293610,0,3119845830,1101,19956,3936260,24887040,reappraisal,82.88,49.79,79.11,52.78,76.46,21590639,6496478,1138857,29225974,2018,50537080,195986.3854,9.82092530567248,2516241.2132,126.08945746642614
