year,id,soil_series,texture,slope,erosion,drainage,indx,Projection Expected,Projection Low,Projection High
2021,ALLEGHENY-MONONGAHELASIL2-5MW,ALLEGHENY-MONONGAHELA,SIL,2-5,M,W,indx_69,770,380,1000
2021,ALLEGHENY-MONONGAHELASIL2-5SW,ALLEGHENY-MONONGAHELA,SIL,2-5,S,W,indx_69,960,550,1200
2021,"ALLEGHENY,SS-SUBSTSIL5-10SW","ALLEGHENY,SS-SUBST",SIL,5-10,S,W,indx_69,680,350,900
2021,"ALLEGHENY,VL15-25SW","ALLEGHENY,V",L,15-25,S,W,indx_59,350,350,350
2021,"ALLEGHENY,VL8-15SW","ALLEGHENY,V",L,8-15,S,W,indx_69,950,540,1180
2021,ALLEGHENYL15-25SW,ALLEGHENY,L,15-25,S,W,indx_59,350,350,350
2021,ALLEGHENYL2-6SW,ALLEGHENY,L,2-6,S,W,indx_79,940,520,1180
2021,ALLEGHENYL3-8SW,ALLEGHENY,L,3-8,S,W,indx_79,820,410,1050
2021,ALLEGHENYL6-12SW,ALLEGHENY,L,6-12,S,W,indx_69,680,350,900
2021,ALLEGHENYL8-15SW,ALLEGHENY,L,8-15,S,W,indx_69,530,350,750
2021,ALLEGHENYSIL10-15MW,ALLEGHENY,SIL,10-15,M,W,indx_69,400,350,610
2021,ALLEGHENYSIL10-15SW,ALLEGHENY,SIL,10-15,S,W,indx_69,530,350,750
2021,ALLEGHENYSIL12-18SW,ALLEGHENY,SIL,12-18,S,W,indx_69,400,350,610
2021,ALLEGHENYSIL2-6SW,ALLEGHENY,SIL,2-6,S,W,indx_79,940,520,1180
2021,ALLEGHENYSIL5-10MW,ALLEGHENY,SIL,5-10,M,W,indx_69,540,350,760
2021,ALLEGHENYSIL5-10SW,ALLEGHENY,SIL,5-10,S,W,indx_69,680,350,900
2021,ALLEGHENYSIL6-12SW,ALLEGHENY,SIL,6-12,S,W,indx_69,680,350,900
2021,ALLISCL0-2SP,ALLIS,CL,0-2,S,P,indx_59,350,350,350
2021,ALLISL0-2SP,ALLIS,L,0-2,S,P,indx_59,350,350,350
2021,ALLISSICL0-2SP,ALLIS,SICL,0-2,S,P,indx_59,350,350,350
2021,ALLISSICL2-6SP,ALLIS,SICL,2-6,S,P,indx_59,350,350,350
2021,ALLISSIL0-2SP,ALLIS,SIL,0-2,S,P,indx_59,350,350,350
2021,ALLISST-SIL0-2SP,ALLIS,ST-SIL,0-2,S,P,indx_49,350,350,350
2021,ALVADAL0-1SVP,ALVADA,L,0-1,S,VP,indx_99,2360,1830,2660
2021,ALVADASICL0-1SVP,ALVADA,SICL,0-1,S,VP,indx_99,2250,1740,2550
2021,"AMANDA-LOUDONVILLE,C12-20MW","AMANDA-LOUDONVILLE,C",,12-20,M,W,indx_59,350,350,350
2021,"AMANDA-LOUDONVILLE,C2-6MW","AMANDA-LOUDONVILLE,C",,2-6,M,W,indx_69,590,350,810
2021,"AMANDA-LOUDONVILLE,C6-12MW","AMANDA-LOUDONVILLE,C",,6-12,M,W,indx_69,380,350,600
2021,"AMANDA-OCKLEY,C12-20MW","AMANDA-OCKLEY,C",,12-20,M,W,indx_69,350,350,560
2021,"AMANDA-OCKLEY,C6-12MW","AMANDA-OCKLEY,C",,6-12,M,W,indx_69,820,410,1050
2021,"AMANDA-WOOSTER,C12-18MW","AMANDA-WOOSTER,C",,12-18,M,W,indx_59,350,350,350
2021,"AMANDA-WOOSTER,C2-6SW","AMANDA-WOOSTER,C",,2-6,S,W,indx_79,630,350,850
2021,"AMANDA-WOOSTER,C6-12MW","AMANDA-WOOSTER,C",,6-12,M,W,indx_69,350,350,350
2021,"AMANDA,VSIL12-18MW","AMANDA,V",SIL,12-18,M,W,indx_59,350,350,350
2021,"AMANDA,VSIL6-12MW","AMANDA,V",SIL,6-12,M,W,indx_69,1180,760,1430
2021,AMANDAL12-18MW,AMANDA,L,12-18,M,W,indx_69,350,350,350
2021,AMANDAL18-25SW,AMANDA,L,18-25,S,W,indx_59,350,350,350
2021,AMANDASICL12-20SEW,AMANDA,SICL,12-20,SE,W,indx_59,350,350,350
2021,AMANDASICL6-12SEW,AMANDA,SICL,6-12,SE,W,indx_69,350,350,350
2021,AMANDASIL12-18MW,AMANDA,SIL,12-18,M,W,indx_69,350,350,350
2021,AMANDASIL12-20MW,AMANDA,SIL,12-20,M,W,indx_69,350,350,350
2021,AMANDASIL18-25MW,AMANDA,SIL,18-25,M,W,indx_59,350,350,350
2021,AMANDASIL18-25SW,AMANDA,SIL,18-25,S,W,indx_59,350,350,350
2021,AMANDASIL2-6MW,AMANDA,SIL,2-6,M,W,indx_79,650,350,880
2021,AMANDASIL2-6SW,AMANDA,SIL,2-6,S,W,indx_79,880,470,1120
2021,AMANDASIL6-12MW,AMANDA,SIL,6-12,M,W,indx_69,450,350,660
2021,"AQUENTS,CLAYEY0-1SVP","AQUENTS,CLAYEY",,0-1,S,VP,indx_49,350,350,350
2021,"AQUENTS,NEARLY LEVEL0-2SVP","AQUENTS,NEARLY LEVEL",,0-2,S,VP,indx_49,350,350,350
2021,"ARKPORT,V.LFS0-2SW","ARKPORT,V.",LFS,0-2,S,W,indx_69,350,350,480
2021,"ARKPORT,V.LFS2-6SW","ARKPORT,V.",LFS,2-6,S,W,indx_69,350,350,350
2021,ARKPORTFS2-6SW,ARKPORT,FS,2-6,S,W,indx_69,630,350,850
2021,ARKPORTFS6-12SW,ARKPORT,FS,6-12,S,W,indx_69,500,350,720
2021,ARKPORTFSL0-6SW,ARKPORT,FSL,0-6,S,W,indx_69,870,470,1110
2021,ARKPORTFSL12-18SW,ARKPORT,FSL,12-18,S,W,indx_59,350,350,350
2021,ARKPORTFSL6-12SW,ARKPORT,FSL,6-12,S,W,indx_69,610,350,830
2021,ARKPORTLFS0-2SW,ARKPORT,LFS,0-2,S,W,indx_69,870,470,1110
2021,ARKPORTLFS12-18SW,ARKPORT,LFS,12-18,S,W,indx_59,350,350,350
2021,ARKPORTLFS2-6SW,ARKPORT,LFS,2-6,S,W,indx_69,630,350,850
2021,ARKPORTLFS6-12SW,ARKPORT,LFS,6-12,S,W,indx_69,500,350,720
2021,"ASHTON,OF-PHSIL0-2SW","ASHTON,OF-PH",SIL,0-2,S,W,indx_89,1220,770,1470
2021,ASHTONSIL0-2SW,ASHTON,SIL,0-2,S,W,indx_89,1220,770,1470
2021,ASHTONSIL0-3SW,ASHTON,SIL,0-3,S,W,indx_89,1220,770,1470
2021,ASHTONSIL2-6SW,ASHTON,SIL,2-6,S,W,indx_79,1070,640,1320
2021,ATHERTONSIL0-2SVP,ATHERTON,SIL,0-2,S,VP,indx_69,920,530,1160
2021,ATLASSICL6-12MSWP,ATLAS,SICL,6-12,M,SWP,indx_59,350,350,350
2021,ATLASSIL2-6MSWP,ATLAS,SIL,2-6,M,SWP,indx_69,480,350,690
2021,ATLASSIL2-6SSWP,ATLAS,SIL,2-6,S,SWP,indx_69,610,350,830
2021,ATLASSIL6-12MSWP,ATLAS,SIL,6-12,M,SWP,indx_69,350,350,430
2021,ATLASSIL6-12SESWP,ATLAS,SIL,6-12,SE,SWP,indx_49,350,350,350
2021,AURANDFSL0-2SSWP,AURAND,FSL,0-2,S,SWP,indx_99,2250,1740,2550
2021,AURANDL0-2SSWP,AURAND,L,0-2,S,SWP,indx_99,2360,1830,2660
2021,AURANDL0-3SSWP,AURAND,L,0-3,S,SWP,indx_99,2360,1830,2660
2021,AURANDSIL0-3SSWP,AURAND,SIL,0-3,S,SWP,indx_99,2360,1830,2660
2021,AVASIL0-3SMW,AVA,SIL,0-3,S,MW,indx_79,1400,960,1660
2021,AVASIL3-8MMW,AVA,SIL,3-8,M,MW,indx_69,930,520,1170
2021,AVASIL8-15MMW,AVA,SIL,8-15,M,MW,indx_69,640,350,860
2021,AVERYSIL2-6SMW,AVERY,SIL,2-6,S,MW,indx_79,1310,870,1560
2021,"AVONBURG-ATLAS,C.2-6MSWP","AVONBURG-ATLAS,C.",,2-6,M,SWP,indx_69,730,350,960
2021,AVONBURGSIL0-2SSWP,AVONBURG,SIL,0-2,S,SWP,indx_79,1110,680,1350
2021,AVONBURGSIL2-6MSWP,AVONBURG,SIL,2-6,M,SWP,indx_69,730,350,960
2021,AVONBURGSIL2-6SSWP,AVONBURG,SIL,2-6,S,SWP,indx_69,970,560,1210
2021,"BARKCAMP,VERY STONYCN-SL0-8SW","BARKCAMP,VERY STONY",CN-SL,0-8,S,W,indx_49,350,350,350
2021,"BARKCAMP,VERY STONYFLV-SL0-8SW","BARKCAMP,VERY STONY",FLV-SL,0-8,S,W,indx_49,350,350,350
2021,"BARKCAMP,VERY STONYFLV-SL8-25SW","BARKCAMP,VERY STONY",FLV-SL,8-25,S,W,indx_49,350,350,350
2021,BARKCAMPCL0-8SW,BARKCAMP,CL,0-8,S,W,indx_59,350,350,350
2021,BARKCAMPCL8-25SW,BARKCAMP,CL,8-25,S,W,indx_49,350,350,350
2021,BARKCAMPGR-LS8-25SW,BARKCAMP,GR-LS,8-25,S,W,indx_49,350,350,350
2021,BARKCAMPGR-SL0-8SW,BARKCAMP,GR-SL,0-8,S,W,indx_49,350,350,350
2021,BARKCAMPL8-25SW,BARKCAMP,L,8-25,S,W,indx_49,350,350,350
2021,BEASLEYSIL12-18MW,BEASLEY,SIL,12-18,M,W,indx_69,350,350,350
2021,BEASLEYSIL6-12MW,BEASLEY,SIL,6-12,M,W,indx_69,350,350,500
2021,"BEAUCOUP,OF-PHSICL0-2SVP","BEAUCOUP,OF-PH",SICL,0-2,S,VP,indx_79,1910,1440,2200
2021,"BELMORE,T-SUBSTL2-6SW","BELMORE,T-SUBST",L,2-6,S,W,indx_69,350,350,410
2021,BELMOREL0-2SW,BELMORE,L,0-2,S,W,indx_69,380,350,600
2021,BELMOREL1-4SW,BELMORE,L,1-4,S,W,indx_69,350,350,430
2021,BELMOREL12-18MW,BELMORE,L,12-18,M,W,indx_59,350,350,350
2021,BELMOREL12-18SW,BELMORE,L,12-18,S,W,indx_59,350,350,350
2021,BELMOREL2-6SW,BELMORE,L,2-6,S,W,indx_69,350,350,410
2021,BELMOREL6-12MW,BELMORE,L,6-12,M,W,indx_59,350,350,350
2021,BELMOREL6-12SW,BELMORE,L,6-12,S,W,indx_69,350,350,350
2021,BELMORESL0-2SW,BELMORE,SL,0-2,S,W,indx_69,350,350,420
2021,BELMORESL1-4SW,BELMORE,SL,1-4,S,W,indx_69,350,350,430
2021,BELMORESL1-6SW,BELMORE,SL,1-6,S,W,indx_69,350,350,350
2021,BELMORESL2-6SW,BELMORE,SL,2-6,S,W,indx_69,350,350,350
2021,BELMORESL6-12SW,BELMORE,SL,6-12,S,W,indx_69,350,350,350
2021,BELPREC12-18SW,BELPRE,C,12-18,S,W,indx_59,350,350,350
2021,BELPREC18-25SW,BELPRE,C,18-25,S,W,indx_49,350,350,350
2021,BELPREC6-12SW,BELPRE,C,6-12,S,W,indx_69,350,350,400
2021,BENNINGTON-FITCHVILLESIL2-6SSWP,BENNINGTON-FITCHVILLE,SIL,2-6,S,SWP,indx_69,750,350,980
2021,"BENNINGTON-PYRMONT,LM-SUBSTSIL0-2SSWP","BENNINGTON-PYRMONT,LM-SUBST",SIL,0-2,S,SWP,indx_69,350,350,390
2021,BENNINGTON-TIROSIL0-2SSWP,BENNINGTON-TIRO,SIL,0-2,S,SWP,indx_69,870,470,1110
2021,"BENNINGTON,SH-SUBSTSIL0-2SSWP","BENNINGTON,SH-SUBST",SIL,0-2,S,SWP,indx_69,870,470,1100
2021,"BENNINGTON,SH-SUBSTSIL2-6SSWP","BENNINGTON,SH-SUBST",SIL,2-6,S,SWP,indx_69,370,350,590
2021,BENNINGTONL0-2SSWP,BENNINGTON,L,0-2,S,SWP,indx_69,1020,610,1270
2021,BENNINGTONSIL0-2SSWP,BENNINGTON,SIL,0-2,S,SWP,indx_69,1020,610,1270
2021,BENNINGTONSIL0-3SSWP,BENNINGTON,SIL,0-3,S,SWP,indx_69,1020,610,1270
2021,BENNINGTONSIL2-4SSWP,BENNINGTON,SIL,2-4,S,SWP,indx_69,920,510,1160
2021,BENNINGTONSIL2-6MSWP,BENNINGTON,SIL,2-6,M,SWP,indx_69,530,350,750
2021,BENNINGTONSIL2-6SSWP,BENNINGTON,SIL,2-6,S,SWP,indx_69,780,380,1010
2021,"BERKS-AARON,C6-15SW","BERKS-AARON,C",,6-15,S,W,indx_59,350,350,350
2021,"BERKS-GUERNSEY,C.15-25SW","BERKS-GUERNSEY,C.",,15-25,S,W,indx_49,350,350,350
2021,"BERKS-GUERNSEY,C.8-15SW","BERKS-GUERNSEY,C.",,8-15,S,W,indx_59,350,350,350
2021,BERKS-MUSKINGUM-NEOTOMACN-SIL6-18SW,BERKS-MUSKINGUM-NEOTOMA,CN-SIL,6-18,S,W,indx_49,350,350,350
2021,"BERKS-TARHOLLOW,C6-15SW","BERKS-TARHOLLOW,C",,6-15,S,W,indx_59,350,350,400
2021,BERKS-WESTMORELANDSIL15-25SW,BERKS-WESTMORELAND,SIL,15-25,S,W,indx_49,350,350,350
2021,BERKSCH-SIL2-8SW,BERKS,CH-SIL,2-8,S,W,indx_59,350,350,350
2021,BERKSCN-SIL0-6SW,BERKS,CN-SIL,0-6,S,W,indx_59,350,350,350
2021,BERKSCN-SIL12-18SW,BERKS,CN-SIL,12-18,S,W,indx_49,350,350,350
2021,BERKSCN-SIL12-20SW,BERKS,CN-SIL,12-20,S,W,indx_49,350,350,350
2021,BERKSCN-SIL15-25MW,BERKS,CN-SIL,15-25,M,W,indx_49,350,350,350
2021,BERKSCN-SIL15-25SW,BERKS,CN-SIL,15-25,S,W,indx_49,350,350,350
2021,BERKSCN-SIL2-6SW,BERKS,CN-SIL,2-6,S,W,indx_59,350,350,350
2021,BERKSCN-SIL2-8SW,BERKS,CN-SIL,2-8,S,W,indx_59,350,350,350
2021,BERKSCN-SIL6-12SW,BERKS,CN-SIL,6-12,S,W,indx_59,350,350,350
2021,BERKSCN-SIL6-15SW,BERKS,CN-SIL,6-15,S,W,indx_59,350,350,350
2021,BERKSCN-SIL6-18SW,BERKS,CN-SIL,6-18,S,W,indx_59,350,350,350
2021,BERKSCN-SIL8-15SW,BERKS,CN-SIL,8-15,S,W,indx_59,350,350,350
2021,BERKSSH-SIL15-25SW,BERKS,SH-SIL,15-25,S,W,indx_49,350,350,350
2021,BERKSSH-SIL3-8SW,BERKS,SH-SIL,3-8,S,W,indx_59,350,350,350
2021,BERKSSH-SIL8-15SW,BERKS,SH-SIL,8-15,S,W,indx_59,350,350,350
2021,BERKSSIL12-18SW,BERKS,SIL,12-18,S,W,indx_49,350,350,350
2021,BERKSSIL15-25SW,BERKS,SIL,15-25,S,W,indx_49,350,350,350
2021,BERKSSIL18-25SW,BERKS,SIL,18-25,S,W,indx_49,350,350,350
2021,BERKSSIL3-8SW,BERKS,SIL,3-8,S,W,indx_59,350,350,350
2021,BERKSSTV-SIL15-25MW,BERKS,STV-SIL,15-25,M,W,indx_49,350,350,350
2021,BETHESDACL0-8SW,BETHESDA,CL,0-8,S,W,indx_49,350,350,350
2021,BETHESDACL8-25SW,BETHESDA,CL,8-25,S,W,indx_49,350,350,350
2021,BETHESDACN-CL0-8SW,BETHESDA,CN-CL,0-8,S,W,indx_49,350,350,350
2021,BETHESDACN-CL15-25SW,BETHESDA,CN-CL,15-25,S,W,indx_49,350,350,350
2021,BETHESDACN-CL8-15SW,BETHESDA,CN-CL,8-15,S,W,indx_49,350,350,350
2021,BETHESDACN-CL8-20SW,BETHESDA,CN-CL,8-20,S,W,indx_49,350,350,350
