year,cauv_projected_high,soil_series,texture,slope,erosion,drainage,indx,id,val_2018,unadjusted
2019,1660,DUNCANNON,SIL,2-6,S,W,indx_79,DUNCANNONSIL2-6SW,1260,1660
2019,1310,DUNCANNON,SIL,6-12,S,W,indx_69,DUNCANNONSIL6-12SW,920,1310
2019,3660,"DUNHAM,OV-PH",SIL,0-2,S,P,indx_89,"DUNHAM,OV-PHSIL0-2SP",3200,3660
2019,3880,DUNHAM,SICL,0-2,S,P,indx_89,DUNHAMSICL0-2SP,3400,3880
2019,350,"EDEN,C",,12-18,M,W,indx_49,"EDEN,C12-18MW",350,350
2019,350,"EDEN,C",,18-25,M,W,indx_49,"EDEN,C18-25MW",350,350
2019,700,"EDEN,C",,2-6,M,W,indx_69,"EDEN,C2-6MW",400,700
2019,350,"EDEN,C",,6-12,M,W,indx_69,"EDEN,C6-12MW",350,350
2019,350,EDEN,FL-SICL,12-18,M,W,indx_49,EDENFL-SICL12-18MW,350,350
2019,350,EDEN,FL-SICL,18-25,M,W,indx_49,EDENFL-SICL18-25MW,350,350
2019,350,EDEN,SICL,15-25,M,W,indx_49,EDENSICL15-25MW,350,350
2019,350,EDEN,SICL,15-25,S,W,indx_49,EDENSICL15-25SW,350,350
2019,700,EDEN,SICL,3-8,M,W,indx_69,EDENSICL3-8MW,400,700
2019,350,EDEN,SICL,8-15,M,W,indx_59,EDENSICL8-15MW,350,350
2019,350,EDENTON,CL,12-25,SE,W,indx_49,EDENTONCL12-25SEW,350,350
2019,350,EDENTON-FAIRMONT,SOILS,18-25,M,W,indx_49,EDENTON-FAIRMONTSOILS18-25MW,350,350
2019,350,EDENTON-FAIRMONT,SOILS,18-25,SE,W,indx_49,EDENTON-FAIRMONTSOILS18-25SEW,350,350
2019,670,EDENTON,L,12-18,M,W,indx_59,EDENTONL12-18MW,390,670
2019,350,EDENTON,L,18-25,M,W,indx_59,EDENTONL18-25MW,350,350
2019,1200,EDENTON,L,6-12,M,W,indx_69,EDENTONL6-12MW,760,1200
2019,670,EDENTON,SIL,12-18,M,W,indx_59,EDENTONSIL12-18MW,390,670
2019,1400,EDENTON,SIL,2-6,M,W,indx_69,EDENTONSIL2-6MW,980,1400
2019,1620,EDENTON,SIL,2-6,S,W,indx_69,EDENTONSIL2-6SW,1190,1620
2019,1060,EDENTON,SIL,6-12,M,W,indx_69,EDENTONSIL6-12MW,640,1060
2019,350,EDENTON,SOILS,12-18,SE,W,indx_59,EDENTONSOILS12-18SEW,350,350
2019,350,EDENTON,SOILS,6-12,SE,W,indx_59,EDENTONSOILS6-12SEW,350,350
2019,2360,EDWARDS,MUCK,0-1,S,VP,indx_89,EDWARDSMUCK0-1SVP,2010,2360
2019,2360,EDWARDS,MUCK,0-2,S,VP,indx_89,EDWARDSMUCK0-2SVP,2010,2360
2019,1730,"EEL,FF-PH",L,0-2,S,MW,indx_69,"EEL,FF-PHL0-2SMW",1380,1730
2019,1730,"EEL,FF-PH",SIL,0-2,S,MW,indx_69,"EEL,FF-PHSIL0-2SMW",1380,1730
2019,2230,"EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,indx_79,"EEL,GR-SUBST,OF-PHSIL0-1SMW",1810,2230
2019,2230,"EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,"EEL,GR-SUBST,OF-PHSIL0-2SMW",1810,2230
2019,2230,EEL,L,0-2,S,MW,indx_79,EELL0-2SMW,1810,2230
2019,380,"EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,indx_59,"EEL,MOD DEEP TO LM,FF-PHSIL0-2SMW",350,380
2019,2230,"EEL,OF-PH",SIL,0-2,S,MW,indx_79,"EEL,OF-PHSIL0-2SMW",1810,2230
2019,380,"EEL,OVER LM",SIL,0-2,S,MW,indx_59,"EEL,OVER LMSIL0-2SMW",350,380
2019,2230,EEL,SIL,0-2,S,MW,indx_79,EELSIL0-2SMW,1810,2230
2019,3020,"EEL,V,OF-PH",SIL,0-2,S,MW,indx_89,"EEL,V,OF-PHSIL0-2SMW",2560,3020
2019,790,"ELBA-BELPRE,C",,12-18,S,W,indx_69,"ELBA-BELPRE,C12-18SW",440,790
2019,350,"ELBA-BELPRE,C",,18-25,M,W,indx_59,"ELBA-BELPRE,C18-25MW",350,350
2019,350,ELBA-GUERNSEY,SICL,15-25,M,W,indx_59,ELBA-GUERNSEYSICL15-25MW,350,350
2019,350,ELBA,SICL,15-25,M,W,indx_59,ELBASICL15-25MW,350,350
2019,350,ELBA,SICL,15-25,S,W,indx_59,ELBASICL15-25SW,350,350
2019,1160,ELBA,SICL,3-8,S,W,indx_69,ELBASICL3-8SW,810,1160
2019,820,ELBA,SICL,8-15,M,W,indx_69,ELBASICL8-15MW,450,820
2019,970,ELBA,SICL,8-15,S,W,indx_69,ELBASICL8-15SW,600,970
2019,350,ELBA-UPSHUR,SICL,15-25,M,W,indx_59,ELBA-UPSHURSICL15-25MW,350,350
2019,350,"ELDEAN-CASCO,C",,6-12,M,W,indx_59,"ELDEAN-CASCO,C6-12MW",350,350
2019,350,"ELDEAN-CASCO,C",,6-15,M,W,indx_59,"ELDEAN-CASCO,C6-15MW",350,350
2019,350,"ELDEAN-CASCO,C",,6-18,SE,W,indx_49,"ELDEAN-CASCO,C6-18SEW",350,350
2019,350,ELDEAN-CASCO,GR-L,12-18,M,W,indx_49,ELDEAN-CASCOGR-L12-18MW,350,350
2019,350,ELDEAN-CASCO,GR-L,6-12,M,W,indx_59,ELDEAN-CASCOGR-L6-12MW,350,350
2019,350,ELDEAN,CL,6-12,SE,W,indx_49,ELDEANCL6-12SEW,350,350
2019,350,ELDEAN,GR-CL,12-18,SE,W,indx_49,ELDEANGR-CL12-18SEW,350,350
2019,350,ELDEAN,GR-CL,6-12,SE,W,indx_49,ELDEANGR-CL6-12SEW,350,350
2019,1610,ELDEAN,GR-L,0-2,S,W,indx_69,ELDEANGR-L0-2SW,1200,1610
2019,1320,ELDEAN,GR-L,2-6,M,W,indx_69,ELDEANGR-L2-6MW,930,1320
2019,1390,ELDEAN,GR-L,2-6,S,W,indx_69,ELDEANGR-L2-6SW,1000,1390
2019,1110,ELDEAN,GR-L,6-12,M,W,indx_69,ELDEANGR-L6-12MW,710,1110
2019,1810,ELDEAN-KENDALLVILLE,L,0-2,S,W,indx_79,ELDEAN-KENDALLVILLEL0-2SW,1420,1810
2019,1700,ELDEAN-KENDALLVILLE,L,2-6,S,W,indx_79,ELDEAN-KENDALLVILLEL2-6SW,1300,1700
2019,770,ELDEAN-KENDALLVILLE,L,6-12,M,W,indx_69,ELDEAN-KENDALLVILLEL6-12MW,430,770
2019,1950,ELDEAN,L,0-2,S,W,indx_79,ELDEANL0-2SW,1540,1950
2019,1500,ELDEAN,L,2-6,M,W,indx_69,ELDEANL2-6MW,1080,1500
2019,1660,ELDEAN,L,2-6,S,W,indx_69,ELDEANL2-6SW,1260,1660
2019,1250,ELDEAN,L,6-12,M,W,indx_69,ELDEANL6-12MW,850,1250
2019,1480,ELDEAN,L,6-12,S,W,indx_69,ELDEANL6-12SW,1050,1480
2019,350,"ELDEAN-MIAMIAN,C",,12-18,M,W,indx_69,"ELDEAN-MIAMIAN,C12-18MW",350,350
2019,350,"ELDEAN-MIAMIAN,C",,12-18,SE,W,indx_49,"ELDEAN-MIAMIAN,C12-18SEW",350,350
2019,980,"ELDEAN-MIAMIAN,C",,2-6,M,W,indx_69,"ELDEAN-MIAMIAN,C2-6MW",600,980
2019,1140,"ELDEAN-MIAMIAN,C",,2-6,S,W,indx_79,"ELDEAN-MIAMIAN,C2-6SW",790,1140
2019,760,"ELDEAN-MIAMIAN,C",,6-12,M,W,indx_69,"ELDEAN-MIAMIAN,C6-12MW",420,760
2019,350,"ELDEAN-MIAMIAN,C",,6-12,SE,W,indx_49,"ELDEAN-MIAMIAN,C6-12SEW",350,350
2019,970,"ELDEAN-MIAMIAN,C",,6-12,S,W,indx_69,"ELDEAN-MIAMIAN,C6-12SW",610,970
2019,1540,"ELDEAN-MORLEY,C",,2-6,M,W,indx_69,"ELDEAN-MORLEY,C2-6MW",1120,1540
2019,860,"ELDEAN-MORLEY,C",,6-15,M,W,indx_59,"ELDEAN-MORLEY,C6-15MW",460,860
2019,1950,ELDEAN,SIL,0-2,S,W,indx_79,ELDEANSIL0-2SW,1540,1950
2019,1950,ELDEAN,SIL,0-3,S,W,indx_79,ELDEANSIL0-3SW,1540,1950
2019,790,ELDEAN,SIL,12-18,M,W,indx_59,ELDEANSIL12-18MW,450,790
2019,1940,ELDEAN,SIL,1-4,S,W,indx_79,ELDEANSIL1-4SW,1520,1940
2019,1500,ELDEAN,SIL,2-6,M,W,indx_69,ELDEANSIL2-6MW,1080,1500
2019,1660,ELDEAN,SIL,2-6,S,W,indx_69,ELDEANSIL2-6SW,1260,1660
2019,1250,ELDEAN,SIL,6-12,M,W,indx_69,ELDEANSIL6-12MW,850,1250
2019,2750,"ELKINSVILLE,RF-PH",SIL,0-2,S,W,indx_79,"ELKINSVILLE,RF-PHSIL0-2SW",2290,2750
2019,2760,ELKINSVILLE,SIL,0-2,S,W,indx_79,ELKINSVILLESIL0-2SW,2300,2760
2019,2760,ELKINSVILLE,SIL,0-3,S,W,indx_79,ELKINSVILLESIL0-3SW,2300,2760
2019,350,ELKINSVILLE,SIL,15-25,S,W,indx_59,ELKINSVILLESIL15-25SW,350,350
2019,2650,ELKINSVILLE,SIL,1-6,S,W,indx_79,ELKINSVILLESIL1-6SW,2180,2650
2019,2650,ELKINSVILLE,SIL,1-8,S,W,indx_79,ELKINSVILLESIL1-8SW,2180,2650
2019,2650,ELKINSVILLE,SIL,2-6,S,W,indx_79,ELKINSVILLESIL2-6SW,2180,2650
2019,2360,ELKINSVILLE,SIL,3-8,S,W,indx_79,ELKINSVILLESIL3-8SW,1930,2360
2019,1840,ELKINSVILLE,SIL,6-12,M,W,indx_69,ELKINSVILLESIL6-12MW,1440,1840
2019,2030,ELKINSVILLE,SIL,6-12,S,W,indx_69,ELKINSVILLESIL6-12SW,1630,2030
2019,1840,ELKINSVILLE,SIL,8-15,S,W,indx_69,ELKINSVILLESIL8-15SW,1440,1840
2019,2390,"ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,indx_79,"ELLIOTT,BR-SUBSTSIL0-2SSWP",1970,2390
2019,2260,ELLIOTT,SICL,0-2,S,SWP,indx_79,ELLIOTTSICL0-2SSWP,1810,2260
2019,2260,ELLIOTT,SICL,0-3,S,SWP,indx_79,ELLIOTTSICL0-3SSWP,1810,2260
2019,2390,ELLIOTT,SIL,0-2,S,SWP,indx_79,ELLIOTTSIL0-2SSWP,1970,2390
2019,2290,ELLIOTT,SIL,0-3,S,SWP,indx_79,ELLIOTTSIL0-3SSWP,1850,2290
2019,2280,ELLIOTT,SIL,0-4,S,SWP,indx_79,ELLIOTTSIL0-4SSWP,1840,2280
2019,2280,ELLIOTT,SIL,1-4,S,SWP,indx_79,ELLIOTTSIL1-4SSWP,1840,2280
2019,350,"ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,indx_59,"ELLSWORTH,SH-SUBSTSIL12-18SMW",350,350
2019,350,"ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,indx_59,"ELLSWORTH,SH-SUBSTSIL6-12SMW",350,350
2019,1560,ELLSWORTH,SIL,0-2,S,MW,indx_69,ELLSWORTHSIL0-2SMW,1170,1560
2019,350,ELLSWORTH,SIL,12-18,M,MW,indx_49,ELLSWORTHSIL12-18MMW,350,350
2019,350,ELLSWORTH,SIL,12-18,S,MW,indx_59,ELLSWORTHSIL12-18SMW,350,350
2019,350,ELLSWORTH,SIL,12-25,M,MW,indx_49,ELLSWORTHSIL12-25MMW,350,350
2019,350,ELLSWORTH,SIL,18-25,M,MW,indx_49,ELLSWORTHSIL18-25MMW,350,350
2019,350,ELLSWORTH,SIL,18-25,S,MW,indx_49,ELLSWORTHSIL18-25SMW,350,350
2019,1100,ELLSWORTH,SIL,2-6,M,MW,indx_69,ELLSWORTHSIL2-6MMW,690,1100
2019,1430,ELLSWORTH,SIL,2-6,S,MW,indx_69,ELLSWORTHSIL2-6SMW,1020,1430
2019,550,ELLSWORTH,SIL,6-12,M,MW,indx_59,ELLSWORTHSIL6-12MMW,350,550
2019,960,ELLSWORTH,SIL,6-12,S,MW,indx_69,ELLSWORTHSIL6-12SMW,550,960
2019,1230,"ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,indx_69,"ELLSWORTH,SS-SUBSTSIL2-6SMW",820,1230
2019,350,"ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,indx_59,"ELLSWORTH,SS-SUBSTSIL6-12MMW",350,350
2019,350,"ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,indx_59,"ELLSWORTH,SS-SUBSTSIL6-12SMW",350,350
2019,350,"ELNORA,BR-SUBST",LFS,0-4,S,MW,indx_59,"ELNORA,BR-SUBSTLFS0-4SMW",350,350
2019,350,ELNORA,LFS,0-4,S,MW,indx_59,ELNORALFS0-4SMW,350,350
2019,350,ELNORA,LFS,1-3,S,MW,indx_59,ELNORALFS1-3SMW,350,350
2019,350,ELNORA,LFS,1-5,S,MW,indx_59,ELNORALFS1-5SMW,350,350
2019,350,ELNORA,LFS,2-6,S,MW,indx_59,ELNORALFS2-6SMW,350,350
2019,350,"ENDOAQUENTS,LOAMY",,0-1,S,VP,indx_49,"ENDOAQUENTS,LOAMY0-1SVP",350,350
2019,350,ENOCH,L,0-8,S,W,indx_49,ENOCHL0-8SW,350,350
2019,350,ENOCH,L,8-25,S,W,indx_49,ENOCHL8-25SW,350,350
2019,350,"ENOCH,VERY STONY",SH-SICL,0-8,S,W,indx_49,"ENOCH,VERY STONYSH-SICL0-8SW",350,350
2019,350,"ENOCH,VERY STONY",SH-SICL,15-25,S,W,indx_49,"ENOCH,VERY STONYSH-SICL15-25SW",350,350
2019,440,ERNEST,SIL,10-15,M,MW,indx_59,ERNESTSIL10-15MMW,350,440
2019,350,ERNEST,SIL,15-20,M,MW,indx_59,ERNESTSIL15-20MMW,350,350
2019,350,ERNEST,SIL,15-25,S,MW,indx_49,ERNESTSIL15-25SMW,350,350
2019,700,ERNEST,SIL,5-10,S,MW,indx_59,ERNESTSIL5-10SMW,410,700
2019,580,ERNEST,SIL,6-15,S,MW,indx_59,ERNESTSIL6-15SMW,350,580
2019,460,ERNEST,SIL,8-15,S,MW,indx_59,ERNESTSIL8-15SMW,350,460
2019,2820,"EUCLID,OF-PH",SIL,0-2,S,SWP,indx_79,"EUCLID,OF-PHSIL0-2SSWP",2350,2820
2019,2820,"EUCLID,RF-PH",SIL,0-2,S,SWP,indx_79,"EUCLID,RF-PHSIL0-2SSWP",2350,2820
2019,2820,EUCLID,SIL,0-2,S,SWP,indx_79,EUCLIDSIL0-2SSWP,2350,2820
2019,350,FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,indx_49,FAIRMOUNT-EDENFL-SICL12-25MW,350,350
2019,350,FAIRMOUNT,FLV-SIC,18-25,M,W,indx_49,FAIRMOUNTFLV-SIC18-25MW,350,350
2019,350,FAIRMOUNT,SICL,12-25,M,W,indx_59,FAIRMOUNTSICL12-25MW,350,350
2019,350,FAIRPOINT,CL,0-8,S,W,indx_49,FAIRPOINTCL0-8SW,350,350
2019,350,FAIRPOINT,CL,8-20,S,W,indx_49,FAIRPOINTCL8-20SW,350,350
2019,350,FAIRPOINT,CN-CL,8-20,S,W,indx_49,FAIRPOINTCN-CL8-20SW,350,350
2019,350,FAIRPOINT,CN-CL,8-25,S,W,indx_49,FAIRPOINTCN-CL8-25SW,350,350
2019,350,FAIRPOINT,CN-SICL,1-8,S,W,indx_49,FAIRPOINTCN-SICL1-8SW,350,350
2019,350,FAIRPOINT,CN-SICL,8-25,S,W,indx_49,FAIRPOINTCN-SICL8-25SW,350,350
2019,350,FAIRPOINT,CNV-SIL,0-8,S,W,indx_49,FAIRPOINTCNV-SIL0-8SW,350,350
2019,350,FAIRPOINT,CNV-SIL,8-25,S,W,indx_49,FAIRPOINTCNV-SIL8-25SW,350,350
2019,350,FAIRPOINT,GR-CL,0-8,S,W,indx_49,FAIRPOINTGR-CL0-8SW,350,350
2019,350,FAIRPOINT,GR-CL,8-25,S,W,indx_49,FAIRPOINTGR-CL8-25SW,350,350
2019,350,FAIRPOINT,L,0-8,S,W,indx_49,FAIRPOINTL0-8SW,350,350
2019,350,FAIRPOINT,L,8-25,S,W,indx_49,FAIRPOINTL8-25SW,350,350
2019,350,FAIRPOINT,SHV-CL,3-15,S,W,indx_49,FAIRPOINTSHV-CL3-15SW,350,350
2019,350,FAIRPOINT,SICL,0-8,S,W,indx_49,FAIRPOINTSICL0-8SW,350,350
2019,350,FAIRPOINT,SICL,1-15,S,W,indx_49,FAIRPOINTSICL1-15SW,350,350
2019,350,FAIRPOINT,SICL,15-25,S,W,indx_49,FAIRPOINTSICL15-25SW,350,350
2019,350,FAIRPOINT,SICL,2-12,S,W,indx_49,FAIRPOINTSICL2-12SW,350,350
2019,350,FAIRPOINT,SICL,8-25,S,W,indx_49,FAIRPOINTSICL8-25SW,350,350
2019,350,FAIRPOINT,SIL,0-8,S,W,indx_49,FAIRPOINTSIL0-8SW,350,350
2019,350,FAIRPOINT,SIL,3-15,S,W,indx_49,FAIRPOINTSIL3-15SW,350,350
2019,350,FAIRPOINT,SIL,8-20,S,W,indx_49,FAIRPOINTSIL8-20SW,350,350
2019,350,FAIRPOINT,SIL,8-25,S,W,indx_49,FAIRPOINTSIL8-25SW,350,350
2019,350,FARMERSTOWN,L,0-8,S,W,indx_59,FARMERSTOWNL0-8SW,350,350
2019,350,FARMERSTOWN,L,8-20,S,W,indx_49,FARMERSTOWNL8-20SW,350,350
2019,350,FARMERSTOWN,SIL,0-8,S,W,indx_59,FARMERSTOWNSIL0-8SW,350,350
2019,350,FARMERSTOWN,SIL,8-20,S,W,indx_49,FARMERSTOWNSIL8-20SW,350,350
2019,440,"FAYWOOD-LOWELL,C",SIL,8-15,M,W,indx_59,"FAYWOOD-LOWELL,CSIL8-15MW",350,440
2019,350,FAYWOOD,SICL,15-25,M,W,indx_49,FAYWOODSICL15-25MW,350,350
2019,350,FAYWOOD,SIL,15-25,M,W,indx_49,FAYWOODSIL15-25MW,350,350
2019,350,FAYWOOD,SIL,8-15,M,W,indx_49,FAYWOODSIL8-15MW,350,350
2019,2100,"FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,indx_69,"FINCASTLE,BR-SUBSTSIL0-2SSWP",1680,2100
2019,1810,"FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,indx_69,"FINCASTLE,BR-SUBSTSIL2-6SSWP",1390,1810
2019,2770,FINCASTLE,SIL,0-2,S,SWP,indx_79,FINCASTLESIL0-2SSWP,2310,2770
2019,2610,FINCASTLE,SIL,0-4,S,SWP,indx_79,FINCASTLESIL0-4SSWP,2150,2610
2019,2600,FINCASTLE,SIL,2-4,S,SWP,indx_79,FINCASTLESIL2-4SSWP,2120,2600
2019,2270,FINCASTLE,SIL,2-6,M,SWP,indx_79,FINCASTLESIL2-6MSWP,1830,2270
2019,2420,FINCASTLE,SIL,2-6,S,SWP,indx_79,FINCASTLESIL2-6SSWP,2020,2420
2019,1610,"FITCHVILLE-BENNINGTON,C",SIL,0-2,S,SWP,indx_69,"FITCHVILLE-BENNINGTON,CSIL0-2SSWP",1220,1610
2019,1730,"FITCHVILLE,C-SUBST",SIL,0-3,S,SWP,indx_79,"FITCHVILLE,C-SUBSTSIL0-3SSWP",1340,1730
2019,1370,"FITCHVILLE,C-SUBST",SIL,3-8,S,SWP,indx_69,"FITCHVILLE,C-SUBSTSIL3-8SSWP",980,1370
2019,2820,"FITCHVILLE,LOW TERRACE",SIL,0-2,S,SWP,indx_79,"FITCHVILLE,LOW TERRACESIL0-2SSWP",2350,2820
2019,1730,FITCHVILLE,SIL,0-2,S,SWP,indx_79,FITCHVILLESIL0-2SSWP,1340,1730
2019,1730,FITCHVILLE,SIL,0-3,S,SWP,indx_79,FITCHVILLESIL0-3SSWP,1340,1730
2019,1620,FITCHVILLE,SIL,1-4,S,SWP,indx_69,FITCHVILLESIL1-4SSWP,1200,1620
2019,1600,FITCHVILLE,SIL,2-5,S,SWP,indx_69,FITCHVILLESIL2-5SSWP,1190,1600
2019,1600,FITCHVILLE,SIL,2-6,S,SWP,indx_69,FITCHVILLESIL2-6SSWP,1190,1600
2019,1370,FITCHVILLE,SIL,3-8,S,SWP,indx_69,FITCHVILLESIL3-8SSWP,980,1370
2019,1270,FITCHVILLE,SIL,6-12,S,SWP,indx_69,FITCHVILLESIL6-12SSWP,860,1270
2019,1600,"FITCHVILLE,T-SUBST",SIL,2-6,S,SWP,indx_69,"FITCHVILLE,T-SUBSTSIL2-6SSWP",1190,1600
2019,1850,"FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL0-2SSWP",1440,1850
2019,1680,"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP",1290,1680
2019,1670,"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP",1270,1670
2019,2050,"FLATROCK,FF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,FF-PHSIL0-2SMW",1660,2050
2019,2640,"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW",2170,2640
2019,2640,"FLATROCK,OF-PH",L,0-2,S,MW,indx_79,"FLATROCK,OF-PHL0-2SMW",2170,2640
2019,2640,"FLATROCK,OF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,OF-PHSIL0-2SMW",2170,2640
2019,350,"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP",350,350
2019,350,"FOX-CASCO,C",,12-18,M,W,indx_49,"FOX-CASCO,C12-18MW",350,350
2019,350,FOX-CASCO-RODMAN,SOILS,12-25,M,W,indx_49,FOX-CASCO-RODMANSOILS12-25MW,350,350
2019,350,FOX-CASCO-RODMAN,SOILS,12-25,SE,W,indx_49,FOX-CASCO-RODMANSOILS12-25SEW,350,350
2019,350,FOX-CASCO,SOILS,12-18,M,W,indx_49,FOX-CASCOSOILS12-18MW,350,350
2019,350,FOX-CASCO,SOILS,6-12,SE,W,indx_49,FOX-CASCOSOILS6-12SEW,350,350
2019,350,FOX,CL,12-18,SE,W,indx_49,FOXCL12-18SEW,350,350
2019,430,FOX,CL,6-12,M,W,indx_59,FOXCL6-12MW,350,430
2019,350,FOX,CL,6-12,SE,W,indx_49,FOXCL6-12SEW,350,350
2019,1110,FOX,GR-L,0-2,S,W,indx_69,FOXGR-L0-2SW,710,1110
2019,350,FOX,GR-L,12-18,M,W,indx_59,FOXGR-L12-18MW,350,350
2019,350,FOX,GR-L,12-25,S,W,indx_59,FOXGR-L12-25SW,350,350
2019,350,FOX,GR-L,18-25,M,W,indx_49,FOXGR-L18-25MW,350,350
2019,730,FOX,GR-L,2-6,M,W,indx_69,FOXGR-L2-6MW,410,730
2019,890,FOX,GR-L,2-6,S,W,indx_69,FOXGR-L2-6SW,530,890
2019,590,FOX,GR-L,6-12,M,W,indx_59,FOXGR-L6-12MW,350,590
2019,730,FOX,GR-L,6-12,S,W,indx_69,FOXGR-L6-12SW,410,730
2019,1260,FOX,L,0-2,S,W,indx_79,FOXL0-2SW,850,1260
2019,350,FOX,L,12-18,M,W,indx_59,FOXL12-18MW,350,350
2019,350,FOX,L,12-20,M,W,indx_59,FOXL12-20MW,350,350
2019,860,FOX,L,2-6,M,W,indx_69,FOXL2-6MW,500,860
2019,970,FOX,L,2-6,S,W,indx_69,FOXL2-6SW,680,970
2019,650,FOX,L,6-12,M,W,indx_59,FOXL6-12MW,370,650
2019,790,FOX,L,6-12,S,W,indx_69,FOXL6-12SW,450,790
2019,660,"FOX-LYBRAND,C",,6-12,M,W,indx_59,"FOX-LYBRAND,C6-12MW",390,660
2019,410,FOX-MIAMIAN,SIL,6-12,M,W,indx_69,FOX-MIAMIANSIL6-12MW,350,410
2019,410,FOX-MIAMI,SIL,6-12,M,W,indx_69,FOX-MIAMISIL6-12MW,350,410
2019,350,FOX,SICL,6-12,SE,W,indx_49,FOXSICL6-12SEW,350,350
2019,1260,FOX,SIL,0-2,S,W,indx_79,FOXSIL0-2SW,850,1260
2019,350,FOX,SIL,12-18,M,W,indx_59,FOXSIL12-18MW,350,350
2019,860,FOX,SIL,2-6,M,W,indx_69,FOXSIL2-6MW,500,860
2019,970,FOX,SIL,2-6,S,W,indx_69,FOXSIL2-6SW,680,970
2019,650,FOX,SIL,6-12,M,W,indx_59,FOXSIL6-12MW,370,650
2019,1110,FOX,SL,0-2,S,W,indx_69,FOXSL0-2SW,710,1110
2019,890,FOX,SL,2-6,S,W,indx_69,FOXSL2-6SW,530,890
2019,350,FOX,SOILS,12-18,SE,W,indx_49,FOXSOILS12-18SEW,350,350
2019,350,FOX,SOILS,6-12,SE,W,indx_49,FOXSOILS6-12SEW,350,350
2019,1260,"FOX,T-SUBST",SIL,0-2,S,W,indx_79,"FOX,T-SUBSTSIL0-2SW",850,1260
2019,860,"FOX,T-SUBST",SIL,2-6,M,W,indx_69,"FOX,T-SUBSTSIL2-6MW",500,860
2019,970,"FOX,T-SUBST",SIL,2-6,S,W,indx_69,"FOX,T-SUBSTSIL2-6SW",680,970
2019,1460,"FRANKSTOWN,V-MERTZ,C",,3-8,S,W,indx_69,"FRANKSTOWN,V-MERTZ,C3-8SW",1050,1460
2019,350,"FRANKSTOWN,V-MERTZ,C,VERY STONY",,2-6,S,W,indx_49,"FRANKSTOWN,V-MERTZ,C,VERY STONY2-6SW",350,350
2019,350,FREDERICKTOWN,GR-L,15-25,M,W,indx_49,FREDERICKTOWNGR-L15-25MW,350,350
2019,700,FREDERICKTOWN,GR-L,6-15,M,W,indx_59,FREDERICKTOWNGR-L6-15MW,350,700
2019,1270,FREDERICKTOWN,SIL,2-6,S,W,indx_69,FREDERICKTOWNSIL2-6SW,850,1270
2019,1360,FRENCHTOWN,SIL,0-2,S,P,indx_59,FRENCHTOWNSIL0-2SP,950,1360
2019,690,"FRENCHTOWN,SS-SUBST",SIL,0-2,S,P,indx_59,"FRENCHTOWN,SS-SUBSTSIL0-2SP",350,690
2019,1510,FRIES,SICL,0-1,S,VP,indx_69,FRIESSICL0-1SVP,1110,1510
2019,1510,FRIES,SICL,0-2,S,VP,indx_69,FRIESSICL0-2SVP,1110,1510
2019,1510,FRIES,SIL,0-2,S,VP,indx_69,FRIESSIL0-2SVP,1110,1510
2019,1370,FULTON,FSL,0-2,S,SWP,indx_69,FULTONFSL0-2SSWP,960,1370
2019,1370,"FULTON,GRAV-SUBST",SICL,0-2,S,SWP,indx_69,"FULTON,GRAV-SUBSTSICL0-2SSWP",960,1370
2019,1510,FULTON,L,0-2,S,SWP,indx_69,FULTONL0-2SSWP,1110,1510
2019,1510,FULTON,L,0-3,S,SWP,indx_69,FULTONL0-3SSWP,1110,1510
2019,1290,FULTON,L,2-6,S,SWP,indx_69,FULTONL2-6SSWP,850,1290
2019,1370,"FULTON,L-SUBST",SICL,0-2,S,SWP,indx_69,"FULTON,L-SUBSTSICL0-2SSWP",960,1370
2019,1010,"FULTON,L-SUBST",SICL,2-6,S,SWP,indx_69,"FULTON,L-SUBSTSICL2-6SSWP",590,1010
2019,1370,FULTON,SICL,0-2,S,SWP,indx_69,FULTONSICL0-2SSWP,960,1370
