year,cauv_projected_high,soil_series,texture,slope,erosion,drainage,indx,id,val_2018,unadjusted
2019,730,MECHANICSBURG,SIL,12-18,M,W,indx_59,MECHANICSBURGSIL12-18MW,390,730
2019,880,MECHANICSBURG,SIL,12-18,S,W,indx_69,MECHANICSBURGSIL12-18SW,510,880
2019,350,MECHANICSBURG,SIL,18-25,S,W,indx_49,MECHANICSBURGSIL18-25SW,350,350
2019,1660,MECHANICSBURG,SIL,2-6,S,W,indx_79,MECHANICSBURGSIL2-6SW,1270,1660
2019,1360,MECHANICSBURG,SIL,6-12,M,W,indx_69,MECHANICSBURGSIL6-12MW,950,1360
2019,1530,MECHANICSBURG,SIL,6-12,S,W,indx_69,MECHANICSBURGSIL6-12SW,1110,1530
2019,1310,MECHANICSBURG,SIL,6-15,S,W,indx_69,MECHANICSBURGSIL6-15SW,900,1310
2019,2980,MEDWAY,L,0-2,S,MW,indx_89,MEDWAYL0-2SMW,2520,2980
2019,2980,"MEDWAY,LM-SUBST,OF-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,LM-SUBST,OF-PHSIL0-2SMW",2520,2980
2019,2980,"MEDWAY,OF-PH",SIL,0-1,S,MW,indx_89,"MEDWAY,OF-PHSIL0-1SMW",2520,2980
2019,2980,"MEDWAY,OF-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,OF-PHSIL0-2SMW",2520,2980
2019,2770,"MEDWAY,OV-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,OV-PHSIL0-2SMW",2320,2770
2019,3610,"MEDWAY,RF-PH",CL,0-2,S,MW,indx_99,"MEDWAY,RF-PHCL0-2SMW",3130,3610
2019,3630,"MEDWAY,RF-PH",SIL,0-2,S,MW,indx_99,"MEDWAY,RF-PHSIL0-2SMW",3150,3630
2019,2980,MEDWAY,SIL,0-2,S,MW,indx_89,MEDWAYSIL0-2SMW,2520,2980
2019,2490,"MEDWAY,V,MOD.SHALLOW",SIL,0-2,S,MW,indx_79,"MEDWAY,V,MOD.SHALLOWSIL0-2SMW",2090,2490
2019,530,"MELVIN,FF-PH",SIL,0-2,S,P,indx_59,"MELVIN,FF-PHSIL0-2SP",390,530
2019,860,"MELVIN,OF-PH",SIL,0-2,S,P,indx_59,"MELVIN,OF-PHSIL0-2SP",490,860
2019,350,"MELVIN,PO-PH",SIL,0-2,S,P,indx_49,"MELVIN,PO-PHSIL0-2SP",350,350
2019,530,MELVIN,SIL,0-2,S,P,indx_59,MELVINSIL0-2SP,390,530
2019,2230,"MENTOR,GRAV-SUBST",SIL,0-2,S,W,indx_89,"MENTOR,GRAV-SUBSTSIL0-2SW",1840,2230
2019,2020,"MENTOR,GRAV-SUBST",SIL,1-8,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL1-8SW",1650,2020
2019,2020,"MENTOR,GRAV-SUBST",SIL,2-6,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL2-6SW",1650,2020
2019,1840,"MENTOR,GRAV-SUBST",SIL,8-15,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL8-15SW",1450,1840
2019,2030,"MENTOR,RF-PH",SIL,0-2,S,W,indx_79,"MENTOR,RF-PHSIL0-2SW",1660,2030
2019,2230,MENTOR,SIL,0-2,S,W,indx_89,MENTORSIL0-2SW,1840,2230
2019,480,MENTOR,SIL,12-18,M,W,indx_69,MENTORSIL12-18MW,350,480
2019,1110,MENTOR,SIL,12-18,S,W,indx_69,MENTORSIL12-18SW,760,1110
2019,460,MENTOR,SIL,12-20,M,W,indx_69,MENTORSIL12-20MW,350,460
2019,350,MENTOR,SIL,12-25,S,W,indx_59,MENTORSIL12-25SW,350,350
2019,2020,MENTOR,SIL,1-4,S,W,indx_79,MENTORSIL1-4SW,1650,2020
2019,350,MENTOR,SIL,15-25,S,W,indx_59,MENTORSIL15-25SW,350,350
2019,2020,MENTOR,SIL,2-6,S,W,indx_79,MENTORSIL2-6SW,1650,2020
2019,2030,MENTOR,SIL,2-8,S,W,indx_79,MENTORSIL2-8SW,1660,2030
2019,1220,MENTOR,SIL,6-12,M,W,indx_69,MENTORSIL6-12MW,890,1220
2019,1520,MENTOR,SIL,6-12,S,W,indx_79,MENTORSIL6-12SW,1130,1520
2019,1500,MENTOR,SIL,6-15,S,W,indx_79,MENTORSIL6-15SW,1110,1500
2019,1390,MENTOR,SIL,8-15,S,W,indx_69,MENTORSIL8-15SW,1000,1390
2019,3390,"MERMILL-AURAND,C",,0-1,S,VP,indx_99,"MERMILL-AURAND,C0-1SVP",2960,3390
2019,3350,MERMILL,CL,0-1,S,VP,indx_89,MERMILLCL0-1SVP,2920,3350
2019,3350,MERMILL,CL,0-2,S,VP,indx_89,MERMILLCL0-2SVP,2920,3350
2019,3350,MERMILL,FSL,0-1,S,VP,indx_89,MERMILLFSL0-1SVP,2920,3350
2019,3350,MERMILL,FSL,0-2,S,VP,indx_89,MERMILLFSL0-2SVP,2920,3350
2019,3510,MERMILL,L,0-1,S,VP,indx_99,MERMILLL0-1SVP,3090,3510
2019,3510,MERMILL,L,0-2,S,VP,indx_99,MERMILLL0-2SVP,3090,3510
2019,3350,MERMILL,SCL,0-1,S,VP,indx_89,MERMILLSCL0-1SVP,2920,3350
2019,3350,MERMILL,SCL,0-2,S,VP,indx_89,MERMILLSCL0-2SVP,2920,3350
2019,3350,MERMILL,SICL,0-1,S,VP,indx_89,MERMILLSICL0-1SVP,2920,3350
2019,3350,MERMILL,SICL,0-2,S,VP,indx_89,MERMILLSICL0-2SVP,2920,3350
2019,3510,MERMILL,SIL,0-2,S,VP,indx_99,MERMILLSIL0-2SVP,3090,3510
2019,3490,"MERMILL,STRAT-SUBST",L,0-2,S,VP,indx_99,"MERMILL,STRAT-SUBSTL0-2SVP",3050,3490
2019,890,"MERMILL,V",SL,0-2,S,VP,indx_59,"MERMILL,VSL0-2SVP",540,890
2019,2770,METAMORA,SL,0-3,S,SWP,indx_79,METAMORASL0-3SSWP,2290,2770
2019,1290,METEA,LFS,0-2,S,W,indx_69,METEALFS0-2SW,880,1290
2019,990,METEA,LFS,2-6,S,W,indx_69,METEALFS2-6SW,640,990
2019,670,METEA,LFS,6-12,S,W,indx_59,METEALFS6-12SW,380,670
2019,1130,"MIAMIAN,BR-SUBST",SIL,12-20,M,W,indx_69,"MIAMIAN,BR-SUBSTSIL12-20MW",710,1130
2019,1620,"MIAMIAN,BR-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN,BR-SUBSTSIL6-12MW",1210,1620
2019,1220,MIAMIAN,BY-SIL,2-6,S,W,indx_69,MIAMIANBY-SIL2-6SW,810,1220
2019,1140,"MIAMIAN-CASCO,C",,12-18,M,W,indx_69,"MIAMIAN-CASCO,C12-18MW",730,1140
2019,1980,MIAMIAN-CELINA,SIL,2-6,M,W,indx_79,MIAMIAN-CELINASIL2-6MW,1580,1980
2019,2130,MIAMIAN-CELINA,SIL,2-6,S,W,indx_79,MIAMIAN-CELINASIL2-6SW,1720,2130
2019,350,MIAMIAN,CL,12-18,SE,W,indx_49,MIAMIANCL12-18SEW,350,350
2019,350,MIAMIAN,CL,15-25,SE,W,indx_59,MIAMIANCL15-25SEW,350,350
2019,1170,MIAMIAN,CL,2-6,SE,W,indx_69,MIAMIANCL2-6SEW,750,1170
2019,990,MIAMIAN,CL,6-12,SE,W,indx_69,MIAMIANCL6-12SEW,570,990
2019,350,MIAMIAN-CROUSE,SIL,18-25,M,W,indx_59,MIAMIAN-CROUSESIL18-25MW,350,350
2019,960,MIAMIAN-ELDEAN,SIL,2-6,M,W,indx_69,MIAMIAN-ELDEANSIL2-6MW,610,960
2019,1600,MIAMIAN-ELDEAN,SIL,2-6,S,W,indx_79,MIAMIAN-ELDEANSIL2-6SW,1190,1600
2019,790,MIAMIAN-ELDEAN,SIL,6-12,M,W,indx_69,MIAMIAN-ELDEANSIL6-12MW,440,790
2019,1140,MIAMIAN-HENNEPIN,SIL,12-18,M,W,indx_69,MIAMIAN-HENNEPINSIL12-18MW,730,1140
2019,350,MIAMIAN-HENNEPIN,SIL,15-25,M,W,indx_49,MIAMIAN-HENNEPINSIL15-25MW,350,350
2019,350,MIAMIAN-HENNEPIN,SIL,18-25,M,W,indx_49,MIAMIAN-HENNEPINSIL18-25MW,350,350
2019,350,MIAMIAN-HENNEPIN,SIL,18-25,SE,W,indx_49,MIAMIAN-HENNEPINSIL18-25SEW,350,350
2019,350,MIAMIAN-HENNEPIN,SIL,18-25,S,W,indx_49,MIAMIAN-HENNEPINSIL18-25SW,350,350
2019,350,MIAMIAN-HENNEPIN,SOILS,18-25,S,W,indx_49,MIAMIAN-HENNEPINSOILS18-25SW,350,350
2019,2400,MIAMIAN-KENDALLVILLE,SIL,0-2,S,W,indx_79,MIAMIAN-KENDALLVILLESIL0-2SW,1980,2400
2019,1140,MIAMIAN-KENDALLVILLE,SIL,12-18,M,W,indx_69,MIAMIAN-KENDALLVILLESIL12-18MW,730,1140
2019,350,MIAMIAN-KENDALLVILLE,SIL,18-25,M,W,indx_49,MIAMIAN-KENDALLVILLESIL18-25MW,350,350
2019,1760,MIAMIAN-KENDALLVILLE,SIL,2-6,S,W,indx_79,MIAMIAN-KENDALLVILLESIL2-6SW,1360,1760
2019,1290,MIAMIAN-KENDALLVILLE,SIL,6-12,M,W,indx_69,MIAMIAN-KENDALLVILLESIL6-12MW,890,1290
2019,1650,MIAMIAN-LEWISBURG,SIL,0-2,S,W,indx_69,MIAMIAN-LEWISBURGSIL0-2SW,1250,1650
2019,1470,MIAMIAN-LEWISBURG,SIL,2-6,S,W,indx_69,MIAMIAN-LEWISBURGSIL2-6SW,1050,1470
2019,1780,"MIAMIAN,LM-SUBST",SICL,2-6,M,W,indx_79,"MIAMIAN,LM-SUBSTSICL2-6MW",1360,1780
2019,1460,"MIAMIAN,LM-SUBST",SICL,6-12,M,W,indx_69,"MIAMIAN,LM-SUBSTSICL6-12MW",1050,1460
2019,2400,"MIAMIAN,LM-SUBST",SIL,0-2,S,W,indx_79,"MIAMIAN,LM-SUBSTSIL0-2SW",1980,2400
2019,1920,"MIAMIAN,LM-SUBST",SIL,2-6,M,W,indx_79,"MIAMIAN,LM-SUBSTSIL2-6MW",1510,1920
2019,2090,"MIAMIAN,LM-SUBST",SIL,2-6,S,W,indx_79,"MIAMIAN,LM-SUBSTSIL2-6SW",1700,2090
2019,1620,"MIAMIAN,LM-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN,LM-SUBSTSIL6-12MW",1210,1620
2019,350,MIAMIAN-LOSANTVILLE,CL,12-18,SE,W,indx_49,MIAMIAN-LOSANTVILLECL12-18SEW,350,350
2019,350,MIAMIAN-LOSANTVILLE,CL,6-12,SE,W,indx_59,MIAMIAN-LOSANTVILLECL6-12SEW,350,350
2019,1620,"MIAMIAN-RUSSELL,BR-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN-RUSSELL,BR-SUBSTSIL6-12MW",1210,1620
2019,1140,MIAMIAN-RUSSELL,SIL,12-18,M,W,indx_69,MIAMIAN-RUSSELLSIL12-18MW,730,1140
2019,1920,MIAMIAN-RUSSELL,SIL,2-6,M,W,indx_79,MIAMIAN-RUSSELLSIL2-6MW,1510,1920
2019,2090,MIAMIAN-RUSSELL,SIL,2-6,S,W,indx_79,MIAMIAN-RUSSELLSIL2-6SW,1700,2090
2019,1620,MIAMIAN-RUSSELL,SIL,6-12,M,W,indx_79,MIAMIAN-RUSSELLSIL6-12MW,1210,1620
2019,990,MIAMIAN,SICL,12-18,M,W,indx_69,MIAMIANSICL12-18MW,570,990
2019,1780,MIAMIAN,SICL,2-6,M,W,indx_79,MIAMIANSICL2-6MW,1360,1780
2019,1460,MIAMIAN,SICL,6-12,M,W,indx_69,MIAMIANSICL6-12MW,1050,1460
2019,2400,MIAMIAN,SIL,0-2,S,W,indx_79,MIAMIANSIL0-2SW,1980,2400
2019,1140,MIAMIAN,SIL,12-18,M,W,indx_69,MIAMIANSIL12-18MW,730,1140
2019,1130,MIAMIAN,SIL,12-20,M,W,indx_69,MIAMIANSIL12-20MW,710,1130
2019,350,MIAMIAN,SIL,18-25,M,W,indx_49,MIAMIANSIL18-25MW,350,350
2019,350,MIAMIAN,SIL,18-25,S,W,indx_59,MIAMIANSIL18-25SW,350,350
2019,1920,MIAMIAN,SIL,2-6,M,W,indx_79,MIAMIANSIL2-6MW,1510,1920
2019,2090,MIAMIAN,SIL,2-6,S,W,indx_79,MIAMIANSIL2-6SW,1700,2090
2019,1620,MIAMIAN,SIL,6-12,M,W,indx_79,MIAMIANSIL6-12MW,1210,1620
2019,1920,MIAMIAN,SIL,6-12,S,W,indx_79,MIAMIANSIL6-12SW,1510,1920
2019,1620,MIAMIAN,SIL,8-15,M,W,indx_79,MIAMIANSIL8-15MW,1210,1620
2019,350,"MIAMIAN-THRIFTON,C",,12-20,SE,W,indx_49,"MIAMIAN-THRIFTON,C12-20SEW",350,350
2019,350,"MIAMIAN-THRIFTON,C",,18-25,M,W,indx_49,"MIAMIAN-THRIFTON,C18-25MW",350,350
2019,350,"MIAMIAN-THRIFTON,C",,6-12,SE,W,indx_59,"MIAMIAN-THRIFTON,C6-12SEW",350,350
2019,580,"MIAMIAN,V",SIL,6-15,M,W,indx_69,"MIAMIAN,VSIL6-15MW",350,580
2019,350,"MIAMIAN-WAPAHANI,C",,12-20,SE,W,indx_59,"MIAMIAN-WAPAHANI,C12-20SEW",350,350
2019,670,"MIAMIAN-WAPAHANI,C",,6-12,SE,W,indx_59,"MIAMIAN-WAPAHANI,C6-12SEW",390,670
2019,350,MIAMI,BY-SIL,2-12,S,W,indx_59,MIAMIBY-SIL2-12SW,350,350
2019,350,MIAMI,BY-SIL,6-12,M,W,indx_59,MIAMIBY-SIL6-12MW,350,350
2019,350,"MIAMI-CASCO-RODMAN,C",,18-25,M,W,indx_49,"MIAMI-CASCO-RODMAN,C18-25MW",350,350
2019,650,MIAMI-CELINA,BY-SIL,2-6,M,W,indx_59,MIAMI-CELINABY-SIL2-6MW,380,650
2019,1220,MIAMI-CELINA,BY-SIL,2-6,S,W,indx_69,MIAMI-CELINABY-SIL2-6SW,810,1220
2019,1920,MIAMI-CELINA,SIL,2-6,M,W,indx_79,MIAMI-CELINASIL2-6MW,1510,1920
2019,2090,MIAMI-CELINA,SIL,2-6,S,W,indx_79,MIAMI-CELINASIL2-6SW,1700,2090
2019,1630,MIAMI-CELINA,SOILS,2-6,SE,W,indx_69,MIAMI-CELINASOILS2-6SEW,1230,1630
2019,350,MIAMI-FOX-HENNEPIN,SOILS,18-25,M,W,indx_49,MIAMI-FOX-HENNEPINSOILS18-25MW,350,350
2019,350,MIAMI-FOX-HENNEPIN,SOILS,18-25,SE,W,indx_59,MIAMI-FOX-HENNEPINSOILS18-25SEW,350,350
2019,350,MIAMI-HENNEPIN,SIL,18-25,M,W,indx_49,MIAMI-HENNEPINSIL18-25MW,350,350
2019,350,MIAMI-HENNEPIN,SIL,18-25,S,W,indx_49,MIAMI-HENNEPINSIL18-25SW,350,350
2019,350,MIAMI-HENNEPIN,SOILS,18-25,SE,W,indx_49,MIAMI-HENNEPINSOILS18-25SEW,350,350
2019,350,MIAMI-KENDALLVILLE,SIL,18-25,M,W,indx_49,MIAMI-KENDALLVILLESIL18-25MW,350,350
2019,1140,MIAMI,L,12-18,M,W,indx_69,MIAMIL12-18MW,730,1140
2019,1620,MIAMI,L,6-12,M,W,indx_79,MIAMIL6-12MW,1210,1620
2019,350,MIAMI,SICL,12-18,SE,W,indx_59,MIAMISICL12-18SEW,350,350
2019,990,MIAMI,SICL,6-12,SE,W,indx_69,MIAMISICL6-12SEW,570,990
2019,2400,MIAMI,SIL,0-2,S,W,indx_79,MIAMISIL0-2SW,1980,2400
2019,1140,MIAMI,SIL,12-18,M,W,indx_69,MIAMISIL12-18MW,730,1140
2019,1450,MIAMI,SIL,12-18,S,W,indx_69,MIAMISIL12-18SW,1030,1450
2019,350,MIAMI,SIL,18-25,M,W,indx_49,MIAMISIL18-25MW,350,350
2019,350,MIAMI,SIL,18-25,S,W,indx_59,MIAMISIL18-25SW,350,350
2019,1920,MIAMI,SIL,2-6,M,W,indx_79,MIAMISIL2-6MW,1510,1920
2019,2090,MIAMI,SIL,2-6,S,W,indx_79,MIAMISIL2-6SW,1700,2090
2019,1620,MIAMI,SIL,6-12,M,W,indx_79,MIAMISIL6-12MW,1210,1620
2019,1920,MIAMI,SIL,6-12,S,W,indx_79,MIAMISIL6-12SW,1510,1920
2019,350,MIAMI,SOILS,12-18,SE,W,indx_49,MIAMISOILS12-18SEW,350,350
2019,350,MIAMI,SOILS,18-25,SE,W,indx_59,MIAMISOILS18-25SEW,350,350
2019,1360,MIAMI,SOILS,2-6,SE,W,indx_69,MIAMISOILS2-6SEW,950,1360
2019,1130,MIAMI,SOILS,6-12,SE,W,indx_59,MIAMISOILS6-12SEW,720,1130
2019,3550,"MILFORD,GR-SUBST",SICL,0-2,S,VP,indx_89,"MILFORD,GR-SUBSTSICL0-2SVP",3090,3550
2019,2830,MILFORD,SIC,0-2,S,VP,indx_89,MILFORDSIC0-2SVP,2430,2830
2019,3550,MILFORD,SICL,0-1,S,VP,indx_89,MILFORDSICL0-1SVP,3090,3550
2019,3550,MILFORD,SICL,0-2,S,VP,indx_89,MILFORDSICL0-2SVP,3090,3550
2019,3550,"MILFORD,S-SUBST",SICL,0-2,S,VP,indx_89,"MILFORD,S-SUBSTSICL0-2SVP",3090,3550
2019,3980,MILLGROVE,CL,0-2,S,VP,indx_99,MILLGROVECL0-2SVP,3540,3980
2019,3980,MILLGROVE,FSL,0-2,S,VP,indx_99,MILLGROVEFSL0-2SVP,3540,3980
2019,4280,MILLGROVE,L,0-1,S,VP,indx_100,MILLGROVEL0-1SVP,3810,4280
2019,4280,MILLGROVE,L,0-2,S,VP,indx_100,MILLGROVEL0-2SVP,3810,4280
2019,3510,"MILLGROVE,OVER CLAY",L,0-2,S,VP,indx_99,"MILLGROVE,OVER CLAYL0-2SVP",3090,3510
2019,3350,"MILLGROVE,OVER CLAY",SICL,0-2,S,VP,indx_89,"MILLGROVE,OVER CLAYSICL0-2SVP",2920,3350
2019,3510,"MILLGROVE,OVER CLAY",SIL,0-2,S,VP,indx_99,"MILLGROVE,OVER CLAYSIL0-2SVP",3090,3510
2019,3980,"MILLGROVE,RF-PH",SICL,0-2,S,VP,indx_99,"MILLGROVE,RF-PHSICL0-2SVP",3540,3980
2019,3800,MILLGROVE,SIC,0-2,S,VP,indx_99,MILLGROVESIC0-2SVP,3320,3800
2019,3980,MILLGROVE,SICL,0-2,S,VP,indx_99,MILLGROVESICL0-2SVP,3540,3980
2019,4280,MILLGROVE,SIL,0-2,S,VP,indx_100,MILLGROVESIL0-2SVP,3810,4280
2019,3510,"MILLGROVE,T-SUBST",L,0-2,S,VP,indx_99,"MILLGROVE,T-SUBSTL0-2SVP",3090,3510
2019,2690,MILLSDALE,L,0-2,S,VP,indx_79,MILLSDALEL0-2SVP,2220,2690
2019,2490,MILLSDALE,SICL,0-1,S,VP,indx_79,MILLSDALESICL0-1SVP,2060,2490
2019,2490,MILLSDALE,SICL,0-2,S,VP,indx_79,MILLSDALESICL0-2SVP,2060,2490
2019,2490,MILLSDALE,SICL,0-3,S,VP,indx_79,MILLSDALESICL0-3SVP,2060,2490
2019,2270,MILLSDALE,SICL,2-6,S,VP,indx_79,MILLSDALESICL2-6SVP,1780,2270
2019,2690,MILLSDALE,SIL,0-1,S,VP,indx_79,MILLSDALESIL0-1SVP,2220,2690
2019,2690,MILLSDALE,SIL,0-2,S,VP,indx_79,MILLSDALESIL0-2SVP,2220,2690
2019,2690,MILLSDALE,SIL,0-3,S,VP,indx_79,MILLSDALESIL0-3SVP,2220,2690
2019,2400,MILLSDALE,SIL,2-6,S,VP,indx_79,MILLSDALESIL2-6SVP,1910,2400
2019,350,MILLSDALE,ST-SICL,0-1,S,VP,indx_49,MILLSDALEST-SICL0-1SVP,350,350
2019,350,MILLSDALE,ST-SICL,0-2,S,VP,indx_49,MILLSDALEST-SICL0-2SVP,350,350
2019,860,MILL,SIL,0-2,S,P,indx_59,MILLSIL0-2SP,490,860
2019,420,MILTON,CL,6-12,SE,W,indx_59,MILTONCL6-12SEW,350,420
2019,1680,MILTON,L,0-2,S,W,indx_79,MILTONL0-2SW,1240,1680
2019,1440,MILTON,L,2-6,S,W,indx_69,MILTONL2-6SW,1040,1440
2019,570,"MILTON-LYBRAND,C",,12-18,M,W,indx_59,"MILTON-LYBRAND,C12-18MW",360,570
2019,350,"MILTON,SHALLOW",SIL,12-18,M,W,indx_49,"MILTON,SHALLOWSIL12-18MW",350,350
2019,350,"MILTON,SHALLOW",SIL,18-25,M,W,indx_49,"MILTON,SHALLOWSIL18-25MW",350,350
2019,350,"MILTON,SHALLOW",SIL,2-6,S,W,indx_49,"MILTON,SHALLOWSIL2-6SW",350,350
2019,350,"MILTON,SHALLOW",SIL,6-12,M,W,indx_49,"MILTON,SHALLOWSIL6-12MW",350,350
2019,350,"MILTON,SHALLOW",SOILS,12-18,SE,W,indx_49,"MILTON,SHALLOWSOILS12-18SEW",350,350
2019,860,MILTON,SICL,6-12,M,W,indx_69,MILTONSICL6-12MW,460,860
2019,350,MILTON,SICL,6-18,SE,W,indx_59,MILTONSICL6-18SEW,350,350
2019,1680,MILTON,SIL,0-2,S,W,indx_79,MILTONSIL0-2SW,1240,1680
2019,550,MILTON,SIL,12-18,M,W,indx_59,MILTONSIL12-18MW,360,550
2019,1640,MILTON,SIL,1-4,S,W,indx_69,MILTONSIL1-4SW,1200,1640
2019,350,MILTON,SIL,18-25,M,W,indx_49,MILTONSIL18-25MW,350,350
2019,1230,MILTON,SIL,2-6,M,W,indx_69,MILTONSIL2-6MW,780,1230
2019,1440,MILTON,SIL,2-6,S,W,indx_69,MILTONSIL2-6SW,1040,1440
2019,990,MILTON,SIL,6-12,M,W,indx_69,MILTONSIL6-12MW,570,990
2019,420,MILTON,SOILS,6-12,SE,W,indx_59,MILTONSOILS6-12SEW,350,420
2019,1680,"MILTON,V",L,0-2,S,W,indx_79,"MILTON,VL0-2SW",1240,1680
2019,1440,"MILTON,V",L,2-6,S,W,indx_69,"MILTON,VL2-6SW",1040,1440
2019,1780,"MINER,BR-SUBST",SIL,0-1,S,VP,indx_69,"MINER,BR-SUBSTSIL0-1SVP",1360,1780
2019,1780,"MINER,SH-SUBST",SICL,0-2,S,VP,indx_69,"MINER,SH-SUBSTSICL0-2SVP",1360,1780
2019,1780,MINER,SICL,0-1,S,VP,indx_69,MINERSICL0-1SVP,1360,1780
2019,1780,MINER,SICL,0-2,S,VP,indx_69,MINERSICL0-2SVP,1360,1780
2019,1150,MINOA,FSL,0-2,S,SWP,indx_69,MINOAFSL0-2SSWP,750,1150
2019,810,MITIWANGA,CN-L,1-4,S,SWP,indx_69,MITIWANGACN-L1-4SSWP,460,810
2019,910,MITIWANGA,L,0-2,S,SWP,indx_69,MITIWANGAL0-2SSWP,560,910
2019,910,MITIWANGA,SIL,0-2,S,SWP,indx_69,MITIWANGASIL0-2SSWP,560,910
2019,910,MITIWANGA,SIL,0-3,S,SWP,indx_69,MITIWANGASIL0-3SSWP,560,910
2019,810,MITIWANGA,SIL,1-4,S,SWP,indx_69,MITIWANGASIL1-4SSWP,460,810
2019,760,MITIWANGA,SIL,2-6,S,SWP,indx_69,MITIWANGASIL2-6SSWP,440,760
2019,1310,"MITIWANGA,V",SIL,2-6,S,SWP,indx_69,"MITIWANGA,VSIL2-6SSWP",920,1310
2019,1280,"MITIWANGA,V",SIL,6-12,S,SWP,indx_69,"MITIWANGA,VSIL6-12SSWP",870,1280
2019,1270,MONONGAHELA,L,8-15,S,MW,indx_59,MONONGAHELAL8-15SMW,870,1270
2019,1070,MONONGAHELA,SIL,10-15,M,MW,indx_59,MONONGAHELASIL10-15MMW,720,1070
2019,1270,MONONGAHELA,SIL,10-15,S,MW,indx_59,MONONGAHELASIL10-15SMW,870,1270
2019,1800,MONONGAHELA,SIL,1-8,S,MW,indx_69,MONONGAHELASIL1-8SMW,1410,1800
2019,1800,MONONGAHELA,SIL,2-5,S,MW,indx_69,MONONGAHELASIL2-5SMW,1410,1800
2019,1300,MONONGAHELA,SIL,5-10,M,MW,indx_59,MONONGAHELASIL5-10MMW,900,1300
2019,1420,MONONGAHELA,SIL,5-10,S,MW,indx_69,MONONGAHELASIL5-10SMW,1040,1420
2019,1070,MONONGAHELA,SIL,8-15,M,MW,indx_59,MONONGAHELASIL8-15MMW,720,1070
2019,2780,"MONTGOMERY,GRAV-SUBST",SICL,0-2,S,VP,indx_79,"MONTGOMERY,GRAV-SUBSTSICL0-2SVP",2310,2780
2019,2470,MONTGOMERY,SIC,0-2,S,VP,indx_79,MONTGOMERYSIC0-2SVP,2070,2470
2019,2780,MONTGOMERY,SICL,0-2,S,VP,indx_79,MONTGOMERYSICL0-2SVP,2310,2780
2019,2930,MONTGOMERY,SIL,0-2,S,VP,indx_79,MONTGOMERYSIL0-2SVP,2530,2930
2019,2690,"MONTGOMERY,V,FF-PH",SIL,0-2,S,VP,indx_79,"MONTGOMERY,V,FF-PHSIL0-2SVP",2290,2690
2019,570,"MORLEY-BELMORE,C",,6-15,M,W,indx_59,"MORLEY-BELMORE,C6-15MW",350,570
2019,550,MORLEY,CL,12-18,M,W,indx_59,MORLEYCL12-18MW,350,550
2019,350,MORLEY,CL,12-18,SE,W,indx_49,MORLEYCL12-18SEW,350,350
2019,920,MORLEY,CL,6-12,M,W,indx_69,MORLEYCL6-12MW,500,920
2019,350,MORLEY,CL,9-18,SE,W,indx_49,MORLEYCL9-18SEW,350,350
2019,590,MORLEY,L,12-18,M,W,indx_59,MORLEYL12-18MW,370,590
2019,1690,MORLEY,L,2-6,S,W,indx_79,MORLEYL2-6SW,1290,1690
2019,1900,"MORLEY,LM-SUBST",L,0-2,S,W,indx_79,"MORLEY,LM-SUBSTL0-2SW",1480,1900
2019,1640,"MORLEY,LM-SUBST-MILTON,C",,2-6,S,W,indx_79,"MORLEY,LM-SUBST-MILTON,C2-6SW",1230,1640
2019,1560,MORLEY-MILTON,SIL,2-6,S,W,indx_69,MORLEY-MILTONSIL2-6SW,1150,1560
2019,590,MORLEY,SIL,12-18,M,W,indx_59,MORLEYSIL12-18MW,370,590
2019,350,MORLEY,SIL,18-25,M,W,indx_59,MORLEYSIL18-25MW,350,350
2019,350,MORLEY,SIL,18-25,S,W,indx_59,MORLEYSIL18-25SW,350,350
2019,1300,MORLEY,SIL,2-6,M,W,indx_69,MORLEYSIL2-6MW,870,1300
2019,1690,MORLEY,SIL,2-6,S,W,indx_79,MORLEYSIL2-6SW,1290,1690
2019,1080,MORLEY,SIL,6-12,M,W,indx_69,MORLEYSIL6-12MW,660,1080
2019,1300,MORLEY,SIL,6-12,S,W,indx_69,MORLEYSIL6-12SW,870,1300
2019,350,MORLEY,SOILS,12-18,SE,W,indx_49,MORLEYSOILS12-18SEW,350,350
2019,520,MORLEY,SOILS,6-12,SE,W,indx_59,MORLEYSOILS6-12SEW,350,520
2019,2810,MORNINGSUN,SIL,0-2,S,MW,indx_89,MORNINGSUNSIL0-2SMW,2340,2810
2019,2670,MORNINGSUN-XENIA,SIL,0-2,S,MW,indx_89,MORNINGSUN-XENIASIL0-2SMW,2220,2670
2019,2330,MORNINGSUN-XENIA,SIL,2-6,M,MW,indx_79,MORNINGSUN-XENIASIL2-6MMW,1900,2330
2019,2470,MORNINGSUN-XENIA,SIL,2-6,S,MW,indx_79,MORNINGSUN-XENIASIL2-6SMW,2060,2470
2019,350,MORRISTOWN,CL,0-8,S,W,indx_49,MORRISTOWNCL0-8SW,350,350
2019,350,MORRISTOWN,CL,8-25,S,W,indx_49,MORRISTOWNCL8-25SW,350,350
