year,id,soil_series,texture,slope,erosion,drainage,indx,Projection Expected,Projection Low,Projection High
2020,"ALFORD,T-SUBSTSIL1-4SW","ALFORD,T-SUBST",SIL,1-4,S,W,indx_79,1830,1330,2380
2020,ALFORDSIL0-2SW,ALFORD,SIL,0-2,S,W,indx_89,2010,1500,2580
2020,ALFORDSIL1-8SW,ALFORD,SIL,1-8,S,W,indx_79,1830,1330,2380
2020,ALFORDSIL10-25SW,ALFORD,SIL,10-25,S,W,indx_59,350,350,350
2020,ALFORDSIL15-25SW,ALFORD,SIL,15-25,S,W,indx_49,350,350,350
2020,ALFORDSIL2-6SW,ALFORD,SIL,2-6,S,W,indx_79,1830,1330,2380
2020,ALFORDSIL2-8SW,ALFORD,SIL,2-8,S,W,indx_79,1830,1330,2380
2020,ALFORDSIL6-12MW,ALFORD,SIL,6-12,M,W,indx_69,1050,610,1520
2020,ALFORDSIL6-12SW,ALFORD,SIL,6-12,S,W,indx_79,1570,1090,2090
2020,ALFORDSIL6-15MW,ALFORD,SIL,6-15,M,W,indx_69,980,540,1450
2020,ALFORDSIL8-15MW,ALFORD,SIL,8-15,M,W,indx_69,680,350,1120
2020,ALFORDSIL8-15SW,ALFORD,SIL,8-15,S,W,indx_69,910,480,1370
2020,"ALGANSEE,OF-PHFS0-2SSWP","ALGANSEE,OF-PH",FS,0-2,S,SWP,indx_79,1630,1150,2160
2020,"ALGIERS,FF-PHSIL0-2SSWP","ALGIERS,FF-PH",SIL,0-2,S,SWP,indx_69,740,350,1180
2020,"ALGIERS,OF-PHSIL0-2SSWP","ALGIERS,OF-PH",SIL,0-2,S,SWP,indx_79,1450,980,1960
2020,ALGIERSSICL0-2SSWP,ALGIERS,SICL,0-2,S,SWP,indx_79,1430,950,1940
2020,ALGIERSSIL0-2SSWP,ALGIERS,SIL,0-2,S,SWP,indx_79,1450,980,1960
2020,ALLEGHENY-MONONGAHELASIL2-5MW,ALLEGHENY-MONONGAHELA,SIL,2-5,M,W,indx_69,550,350,990
2020,ALLEGHENY-MONONGAHELASIL2-5SW,ALLEGHENY-MONONGAHELA,SIL,2-5,S,W,indx_69,800,390,1260
2020,"ALLEGHENY,SS-SUBSTSIL5-10SW","ALLEGHENY,SS-SUBST",SIL,5-10,S,W,indx_69,510,350,940
2020,"ALLEGHENY,VL15-25SW","ALLEGHENY,V",L,15-25,S,W,indx_59,350,350,350
2020,"ALLEGHENY,VL8-15SW","ALLEGHENY,V",L,8-15,S,W,indx_69,720,350,1170
2020,ALLEGHENYL15-25SW,ALLEGHENY,L,15-25,S,W,indx_59,350,350,350
2020,ALLEGHENYL2-6SW,ALLEGHENY,L,2-6,S,W,indx_79,780,350,1230
2020,ALLEGHENYL3-8SW,ALLEGHENY,L,3-8,S,W,indx_79,610,350,1040
2020,ALLEGHENYL6-12SW,ALLEGHENY,L,6-12,S,W,indx_69,510,350,940
2020,ALLEGHENYL8-15SW,ALLEGHENY,L,8-15,S,W,indx_69,380,350,800
2020,ALLEGHENYSIL10-15MW,ALLEGHENY,SIL,10-15,M,W,indx_69,350,350,590
2020,ALLEGHENYSIL10-15SW,ALLEGHENY,SIL,10-15,S,W,indx_69,380,350,800
2020,ALLEGHENYSIL12-18SW,ALLEGHENY,SIL,12-18,S,W,indx_69,350,350,590
2020,ALLEGHENYSIL2-6SW,ALLEGHENY,SIL,2-6,S,W,indx_79,780,350,1230
2020,ALLEGHENYSIL5-10MW,ALLEGHENY,SIL,5-10,M,W,indx_69,390,350,810
2020,ALLEGHENYSIL5-10SW,ALLEGHENY,SIL,5-10,S,W,indx_69,510,350,940
2020,ALLEGHENYSIL6-12SW,ALLEGHENY,SIL,6-12,S,W,indx_69,510,350,940
2020,ALLISCL0-2SP,ALLIS,CL,0-2,S,P,indx_59,350,350,350
2020,ALLISL0-2SP,ALLIS,L,0-2,S,P,indx_59,350,350,350
2020,ALLISSICL0-2SP,ALLIS,SICL,0-2,S,P,indx_59,350,350,350
2020,ALLISSICL2-6SP,ALLIS,SICL,2-6,S,P,indx_59,350,350,350
2020,ALLISSIL0-2SP,ALLIS,SIL,0-2,S,P,indx_59,350,350,350
2020,ALLISST-SIL0-2SP,ALLIS,ST-SIL,0-2,S,P,indx_49,350,350,350
2020,ALVADAL0-1SVP,ALVADA,L,0-1,S,VP,indx_99,2170,1640,2750
2020,ALVADASICL0-1SVP,ALVADA,SICL,0-1,S,VP,indx_99,2060,1540,2630
2020,"AMANDA-LOUDONVILLE,C12-20MW","AMANDA-LOUDONVILLE,C",,12-20,M,W,indx_59,350,350,350
2020,"AMANDA-LOUDONVILLE,C2-6MW","AMANDA-LOUDONVILLE,C",,2-6,M,W,indx_69,440,350,860
2020,"AMANDA-LOUDONVILLE,C6-12MW","AMANDA-LOUDONVILLE,C",,6-12,M,W,indx_69,350,350,570
2020,"AMANDA-OCKLEY,C12-20MW","AMANDA-OCKLEY,C",,12-20,M,W,indx_69,350,350,530
2020,"AMANDA-OCKLEY,C6-12MW","AMANDA-OCKLEY,C",,6-12,M,W,indx_69,660,350,1100
2020,"AMANDA-WOOSTER,C12-18MW","AMANDA-WOOSTER,C",,12-18,M,W,indx_59,350,350,350
2020,"AMANDA-WOOSTER,C2-6SW","AMANDA-WOOSTER,C",,2-6,S,W,indx_79,400,350,810
2020,"AMANDA-WOOSTER,C6-12MW","AMANDA-WOOSTER,C",,6-12,M,W,indx_69,350,350,350
2020,"AMANDA,VSIL12-18MW","AMANDA,V",SIL,12-18,M,W,indx_59,350,350,350
2020,"AMANDA,VSIL6-12MW","AMANDA,V",SIL,6-12,M,W,indx_69,950,520,1420
2020,AMANDAL12-18MW,AMANDA,L,12-18,M,W,indx_69,350,350,350
2020,AMANDAL18-25SW,AMANDA,L,18-25,S,W,indx_59,350,350,350
2020,AMANDASICL12-20SEW,AMANDA,SICL,12-20,SE,W,indx_59,350,350,350
2020,AMANDASICL6-12SEW,AMANDA,SICL,6-12,SE,W,indx_69,350,350,350
2020,AMANDASIL12-18MW,AMANDA,SIL,12-18,M,W,indx_69,350,350,350
2020,AMANDASIL12-20MW,AMANDA,SIL,12-20,M,W,indx_69,350,350,350
2020,AMANDASIL18-25MW,AMANDA,SIL,18-25,M,W,indx_59,350,350,350
2020,AMANDASIL18-25SW,AMANDA,SIL,18-25,S,W,indx_59,350,350,350
2020,AMANDASIL2-6MW,AMANDA,SIL,2-6,M,W,indx_79,490,350,910
2020,AMANDASIL2-6SW,AMANDA,SIL,2-6,S,W,indx_79,730,350,1170
2020,AMANDASIL6-12MW,AMANDA,SIL,6-12,M,W,indx_69,350,350,640
2020,"AQUENTS,CLAYEY0-1SVP","AQUENTS,CLAYEY",,0-1,S,VP,indx_49,350,350,350
2020,"AQUENTS,NEARLY LEVEL0-2SVP","AQUENTS,NEARLY LEVEL",,0-2,S,VP,indx_49,350,350,350
2020,"ARKPORT,V.LFS0-2SW","ARKPORT,V.",LFS,0-2,S,W,indx_69,350,350,520
2020,"ARKPORT,V.LFS2-6SW","ARKPORT,V.",LFS,2-6,S,W,indx_69,350,350,350
2020,ARKPORTFS2-6SW,ARKPORT,FS,2-6,S,W,indx_69,480,350,910
2020,ARKPORTFS6-12SW,ARKPORT,FS,6-12,S,W,indx_69,350,350,700
2020,ARKPORTFSL0-6SW,ARKPORT,FSL,0-6,S,W,indx_69,720,350,1170
2020,ARKPORTFSL12-18SW,ARKPORT,FSL,12-18,S,W,indx_59,350,350,350
2020,ARKPORTFSL6-12SW,ARKPORT,FSL,6-12,S,W,indx_69,460,350,880
2020,ARKPORTLFS0-2SW,ARKPORT,LFS,0-2,S,W,indx_69,720,350,1170
2020,ARKPORTLFS12-18SW,ARKPORT,LFS,12-18,S,W,indx_59,350,350,350
2020,ARKPORTLFS2-6SW,ARKPORT,LFS,2-6,S,W,indx_69,480,350,910
2020,ARKPORTLFS6-12SW,ARKPORT,LFS,6-12,S,W,indx_69,350,350,700
2020,"ASHTON,OF-PHSIL0-2SW","ASHTON,OF-PH",SIL,0-2,S,W,indx_89,1050,590,1520
2020,ASHTONSIL0-2SW,ASHTON,SIL,0-2,S,W,indx_89,1050,590,1520
2020,ASHTONSIL0-3SW,ASHTON,SIL,0-3,S,W,indx_89,1050,590,1520
2020,ASHTONSIL2-6SW,ASHTON,SIL,2-6,S,W,indx_79,850,410,1300
2020,ATHERTONSIL0-2SVP,ATHERTON,SIL,0-2,S,VP,indx_69,700,350,1150
2020,ATLASSICL6-12MSWP,ATLAS,SICL,6-12,M,SWP,indx_59,350,350,350
2020,ATLASSIL2-6MSWP,ATLAS,SIL,2-6,M,SWP,indx_69,350,350,740
2020,ATLASSIL2-6SSWP,ATLAS,SIL,2-6,S,SWP,indx_69,450,350,870
2020,ATLASSIL6-12MSWP,ATLAS,SIL,6-12,M,SWP,indx_69,350,350,460
2020,ATLASSIL6-12SESWP,ATLAS,SIL,6-12,SE,SWP,indx_49,350,350,350
2020,AURANDFSL0-2SSWP,AURAND,FSL,0-2,S,SWP,indx_99,2060,1540,2630
2020,AURANDL0-2SSWP,AURAND,L,0-2,S,SWP,indx_99,2170,1640,2750
2020,AURANDL0-3SSWP,AURAND,L,0-3,S,SWP,indx_99,2170,1640,2750
2020,AURANDSIL0-3SSWP,AURAND,SIL,0-3,S,SWP,indx_99,2170,1640,2750
2020,AVASIL0-3SMW,AVA,SIL,0-3,S,MW,indx_79,1230,780,1730
2020,AVASIL3-8MMW,AVA,SIL,3-8,M,MW,indx_69,780,360,1230
2020,AVASIL8-15MMW,AVA,SIL,8-15,M,MW,indx_69,480,350,910
2020,AVERYSIL2-6SMW,AVERY,SIL,2-6,S,MW,indx_79,1080,640,1570
2020,"AVONBURG-ATLAS,C.2-6MSWP","AVONBURG-ATLAS,C.",,2-6,M,SWP,indx_69,510,350,940
2020,AVONBURGSIL0-2SSWP,AVONBURG,SIL,0-2,S,SWP,indx_79,940,500,1400
2020,AVONBURGSIL2-6MSWP,AVONBURG,SIL,2-6,M,SWP,indx_69,510,350,940
2020,AVONBURGSIL2-6SSWP,AVONBURG,SIL,2-6,S,SWP,indx_69,760,350,1210
2020,"BARKCAMP,VERY STONYCN-SL0-8SW","BARKCAMP,VERY STONY",CN-SL,0-8,S,W,indx_49,350,350,350
2020,"BARKCAMP,VERY STONYFLV-SL0-8SW","BARKCAMP,VERY STONY",FLV-SL,0-8,S,W,indx_49,350,350,350
2020,"BARKCAMP,VERY STONYFLV-SL8-25SW","BARKCAMP,VERY STONY",FLV-SL,8-25,S,W,indx_49,350,350,350
2020,BARKCAMPCL0-8SW,BARKCAMP,CL,0-8,S,W,indx_59,350,350,350
2020,BARKCAMPCL8-25SW,BARKCAMP,CL,8-25,S,W,indx_49,350,350,350
2020,BARKCAMPGR-LS8-25SW,BARKCAMP,GR-LS,8-25,S,W,indx_49,350,350,350
2020,BARKCAMPGR-SL0-8SW,BARKCAMP,GR-SL,0-8,S,W,indx_49,350,350,350
2020,BARKCAMPL8-25SW,BARKCAMP,L,8-25,S,W,indx_49,350,350,350
2020,BEASLEYSIL12-18MW,BEASLEY,SIL,12-18,M,W,indx_69,350,350,350
2020,BEASLEYSIL6-12MW,BEASLEY,SIL,6-12,M,W,indx_69,350,350,470
2020,"BEAUCOUP,OF-PHSICL0-2SVP","BEAUCOUP,OF-PH",SICL,0-2,S,VP,indx_79,1740,1260,2290
2020,"BELMORE,T-SUBSTL2-6SW","BELMORE,T-SUBST",L,2-6,S,W,indx_69,350,350,440
2020,BELMOREL0-2SW,BELMORE,L,0-2,S,W,indx_69,350,350,570
2020,BELMOREL1-4SW,BELMORE,L,1-4,S,W,indx_69,350,350,460
2020,BELMOREL12-18MW,BELMORE,L,12-18,M,W,indx_59,350,350,350
2020,BELMOREL12-18SW,BELMORE,L,12-18,S,W,indx_59,350,350,350
2020,BELMOREL2-6SW,BELMORE,L,2-6,S,W,indx_69,350,350,440
2020,BELMOREL6-12MW,BELMORE,L,6-12,M,W,indx_59,350,350,350
2020,BELMOREL6-12SW,BELMORE,L,6-12,S,W,indx_69,350,350,350
2020,BELMORESL0-2SW,BELMORE,SL,0-2,S,W,indx_69,350,350,450
2020,BELMORESL1-4SW,BELMORE,SL,1-4,S,W,indx_69,350,350,460
2020,BELMORESL1-6SW,BELMORE,SL,1-6,S,W,indx_69,350,350,350
2020,BELMORESL2-6SW,BELMORE,SL,2-6,S,W,indx_69,350,350,350
2020,BELMORESL6-12SW,BELMORE,SL,6-12,S,W,indx_69,350,350,350
2020,BELPREC12-18SW,BELPRE,C,12-18,S,W,indx_59,350,350,350
2020,BELPREC18-25SW,BELPRE,C,18-25,S,W,indx_49,350,350,350
2020,BELPREC6-12SW,BELPRE,C,6-12,S,W,indx_69,350,350,360
2020,BENNINGTON-FITCHVILLESIL2-6SSWP,BENNINGTON-FITCHVILLE,SIL,2-6,S,SWP,indx_69,600,350,1030
2020,"BENNINGTON-PYRMONT,LM-SUBSTSIL0-2SSWP","BENNINGTON-PYRMONT,LM-SUBST",SIL,0-2,S,SWP,indx_69,350,350,430
2020,BENNINGTON-TIROSIL0-2SSWP,BENNINGTON-TIRO,SIL,0-2,S,SWP,indx_69,720,350,1170
2020,"BENNINGTON,SH-SUBSTSIL0-2SSWP","BENNINGTON,SH-SUBST",SIL,0-2,S,SWP,indx_69,660,350,1100
2020,"BENNINGTON,SH-SUBSTSIL2-6SSWP","BENNINGTON,SH-SUBST",SIL,2-6,S,SWP,indx_69,350,350,560
2020,BENNINGTONL0-2SSWP,BENNINGTON,L,0-2,S,SWP,indx_69,870,440,1330
2020,BENNINGTONSIL0-2SSWP,BENNINGTON,SIL,0-2,S,SWP,indx_69,870,440,1330
2020,BENNINGTONSIL0-3SSWP,BENNINGTON,SIL,0-3,S,SWP,indx_69,870,440,1330
2020,BENNINGTONSIL2-4SSWP,BENNINGTON,SIL,2-4,S,SWP,indx_69,700,350,1150
2020,BENNINGTONSIL2-6MSWP,BENNINGTON,SIL,2-6,M,SWP,indx_69,380,350,790
2020,BENNINGTONSIL2-6SSWP,BENNINGTON,SIL,2-6,S,SWP,indx_69,620,350,1050
2020,"BERKS-AARON,C6-15SW","BERKS-AARON,C",,6-15,S,W,indx_59,350,350,350
2020,"BERKS-GUERNSEY,C.15-25SW","BERKS-GUERNSEY,C.",,15-25,S,W,indx_49,350,350,350
2020,"BERKS-GUERNSEY,C.8-15SW","BERKS-GUERNSEY,C.",,8-15,S,W,indx_59,350,350,350
2020,BERKS-MUSKINGUM-NEOTOMACN-SIL6-18SW,BERKS-MUSKINGUM-NEOTOMA,CN-SIL,6-18,S,W,indx_49,350,350,350
2020,"BERKS-TARHOLLOW,C6-15SW","BERKS-TARHOLLOW,C",,6-15,S,W,indx_59,350,350,430
2020,BERKS-WESTMORELANDSIL15-25SW,BERKS-WESTMORELAND,SIL,15-25,S,W,indx_49,350,350,350
2020,BERKSCH-SIL2-8SW,BERKS,CH-SIL,2-8,S,W,indx_59,350,350,350
2020,BERKSCN-SIL0-6SW,BERKS,CN-SIL,0-6,S,W,indx_59,350,350,350
2020,BERKSCN-SIL12-18SW,BERKS,CN-SIL,12-18,S,W,indx_49,350,350,350
2020,BERKSCN-SIL12-20SW,BERKS,CN-SIL,12-20,S,W,indx_49,350,350,350
2020,BERKSCN-SIL15-25MW,BERKS,CN-SIL,15-25,M,W,indx_49,350,350,350
2020,BERKSCN-SIL15-25SW,BERKS,CN-SIL,15-25,S,W,indx_49,350,350,350
2020,BERKSCN-SIL2-6SW,BERKS,CN-SIL,2-6,S,W,indx_59,350,350,350
2020,BERKSCN-SIL2-8SW,BERKS,CN-SIL,2-8,S,W,indx_59,350,350,350
2020,BERKSCN-SIL6-12SW,BERKS,CN-SIL,6-12,S,W,indx_59,350,350,350
2020,BERKSCN-SIL6-15SW,BERKS,CN-SIL,6-15,S,W,indx_59,350,350,350
2020,BERKSCN-SIL6-18SW,BERKS,CN-SIL,6-18,S,W,indx_59,350,350,350
2020,BERKSCN-SIL8-15SW,BERKS,CN-SIL,8-15,S,W,indx_59,350,350,350
2020,BERKSSH-SIL15-25SW,BERKS,SH-SIL,15-25,S,W,indx_49,350,350,350
2020,BERKSSH-SIL3-8SW,BERKS,SH-SIL,3-8,S,W,indx_59,350,350,350
2020,BERKSSH-SIL8-15SW,BERKS,SH-SIL,8-15,S,W,indx_59,350,350,350
2020,BERKSSIL12-18SW,BERKS,SIL,12-18,S,W,indx_49,350,350,350
2020,BERKSSIL15-25SW,BERKS,SIL,15-25,S,W,indx_49,350,350,350
2020,BERKSSIL18-25SW,BERKS,SIL,18-25,S,W,indx_49,350,350,350
2020,BERKSSIL3-8SW,BERKS,SIL,3-8,S,W,indx_59,350,350,350
2020,BERKSSTV-SIL15-25MW,BERKS,STV-SIL,15-25,M,W,indx_49,350,350,350
2020,BETHESDACL0-8SW,BETHESDA,CL,0-8,S,W,indx_49,350,350,350
2020,BETHESDACL8-25SW,BETHESDA,CL,8-25,S,W,indx_49,350,350,350
2020,BETHESDACN-CL0-8SW,BETHESDA,CN-CL,0-8,S,W,indx_49,350,350,350
2020,BETHESDACN-CL15-25SW,BETHESDA,CN-CL,15-25,S,W,indx_49,350,350,350
2020,BETHESDACN-CL8-15SW,BETHESDA,CN-CL,8-15,S,W,indx_49,350,350,350
2020,BETHESDACN-CL8-20SW,BETHESDA,CN-CL,8-20,S,W,indx_49,350,350,350
2020,BETHESDACN-CL8-25SW,BETHESDA,CN-CL,8-25,S,W,indx_49,350,350,350
2020,BETHESDACN-L0-8SW,BETHESDA,CN-L,0-8,S,W,indx_49,350,350,350
2020,BETHESDACN-L8-20SW,BETHESDA,CN-L,8-20,S,W,indx_49,350,350,350
2020,BETHESDACN-L8-25SW,BETHESDA,CN-L,8-25,S,W,indx_49,350,350,350
2020,BETHESDACN-SICL0-8SW,BETHESDA,CN-SICL,0-8,S,W,indx_49,350,350,350
2020,BETHESDACN-SICL8-25SW,BETHESDA,CN-SICL,8-25,S,W,indx_49,350,350,350
2020,BETHESDACNV-CL0-8SW,BETHESDA,CNV-CL,0-8,S,W,indx_49,350,350,350
2020,BETHESDACNV-CL3-15SW,BETHESDA,CNV-CL,3-15,S,W,indx_49,350,350,350
2020,BETHESDACNV-CL8-20SW,BETHESDA,CNV-CL,8-20,S,W,indx_49,350,350,350
2020,BETHESDAL0-8SW,BETHESDA,L,0-8,S,W,indx_49,350,350,350
2020,BETHESDAL8-25SW,BETHESDA,L,8-25,S,W,indx_49,350,350,350
2020,BETHESDASH-CL0-8SW,BETHESDA,SH-CL,0-8,S,W,indx_49,350,350,350
2020,BETHESDASH-CL8-25SW,BETHESDA,SH-CL,8-25,S,W,indx_49,350,350,350
2020,BETHESDASH-SICL0-8SW,BETHESDA,SH-SICL,0-8,S,W,indx_49,350,350,350
2020,BETHESDASH-SICL8-25SW,BETHESDA,SH-SICL,8-25,S,W,indx_49,350,350,350
2020,BETHESDASH-SIL1-15SW,BETHESDA,SH-SIL,1-15,S,W,indx_49,350,350,350
2020,BETHESDASH-SIL15-25SW,BETHESDA,SH-SIL,15-25,S,W,indx_49,350,350,350
2020,BETHESDASHV-CL3-15SW,BETHESDA,SHV-CL,3-15,S,W,indx_49,350,350,350
2020,BETHESDASHV-CL8-25SW,BETHESDA,SHV-CL,8-25,S,W,indx_49,350,350,350
2020,BETHESDASHV-SIC0-8SW,BETHESDA,SHV-SIC,0-8,S,W,indx_49,350,350,350
2020,BETHESDASICL0-8SW,BETHESDA,SICL,0-8,S,W,indx_49,350,350,350
2020,BETHESDASICL15-25SW,BETHESDA,SICL,15-25,S,W,indx_49,350,350,350
2020,BETHESDASICL2-12SW,BETHESDA,SICL,2-12,S,W,indx_49,350,350,350
2020,BETHESDASICL8-20SW,BETHESDA,SICL,8-20,S,W,indx_49,350,350,350
2020,BETHESDASIL0-8SW,BETHESDA,SIL,0-8,S,W,indx_49,350,350,350
2020,BETHESDASIL8-20SW,BETHESDA,SIL,8-20,S,W,indx_49,350,350,350
2020,BETHESDASIL8-25SW,BETHESDA,SIL,8-25,S,W,indx_49,350,350,350
2020,"BIGLICK-MILTON,C0-2SW","BIGLICK-MILTON,C",,0-2,S,W,indx_59,350,350,350
2020,"BIGLICK-MILTON,C2-6SW","BIGLICK-MILTON,C",,2-6,S,W,indx_59,350,350,350
2020,BIRKBECKSIL0-2SMW,BIRKBECK,SIL,0-2,S,MW,indx_89,1620,1140,2150
2020,BIRKBECKSIL1-4SMW,BIRKBECK,SIL,1-4,S,MW,indx_89,1460,990,1980
2020,BIRKBECKSIL2-6MMW,BIRKBECK,SIL,2-6,M,MW,indx_79,1090,650,1580
2020,BIRKBECKSIL2-6SMW,BIRKBECK,SIL,2-6,S,MW,indx_79,1360,890,1860
2020,"BIXLER,C-SUBSTLS0-2SSWP","BIXLER,C-SUBST",LS,0-2,S,SWP,indx_69,550,350,980
2020,BIXLERLFS0-2SSWP,BIXLER,LFS,0-2,S,SWP,indx_69,770,350,1220
2020,BIXLERLFS0-3SSWP,BIXLER,LFS,0-3,S,SWP,indx_69,770,350,1220
2020,BIXLERLFS2-6SSWP,BIXLER,LFS,2-6,S,SWP,indx_69,520,350,950
2020,"BLAIRTON-RARDEN-GILPIN,AS5-20SMW","BLAIRTON-RARDEN-GILPIN,AS",,5-20,S,MW,indx_59,350,350,350
2020,BLAKESLEESIL0-2SMW,BLAKESLEE,SIL,0-2,S,MW,indx_79,900,470,1360
2020,BLAKESLEESIL2-6SMW,BLAKESLEE,SIL,2-6,S,MW,indx_69,720,350,1170
2020,BLAKESLEESIL6-12SMW,BLAKESLEE,SIL,6-12,S,MW,indx_69,390,350,800
2020,BLANCHESTERSICL0-1SVP,BLANCHESTER,SICL,0-1,S,VP,indx_79,1200,750,1690
2020,BLANCHESTERSIL0-1SVP,BLANCHESTER,SIL,0-1,S,VP,indx_79,1200,750,1690
2020,BLANCHESTERSIL0-2SVP,BLANCHESTER,SIL,0-2,S,VP,indx_79,1300,850,1810
2020,BLOUNT-DEL REYSIL1-6SSWP,BLOUNT-DEL REY,SIL,1-6,S,SWP,indx_69,830,410,1290
2020,"BLOUNT-HOUCKTOWN,C0-3SSWP","BLOUNT-HOUCKTOWN,C",,0-3,S,SWP,indx_79,1330,880,1840
2020,"BLOUNT-JENERA,C0-3SSWP","BLOUNT-JENERA,C",,0-3,S,SWP,indx_79,1240,790,1740
2020,"BLOUNT-RIMER,C.2-6SSWP","BLOUNT-RIMER,C.",,2-6,S,SWP,indx_69,370,350,780
2020,"BLOUNT,L-SUBSTL0-2SSWP","BLOUNT,L-SUBST",L,0-2,S,SWP,indx_79,1310,860,1820
2020,"BLOUNT,L-SUBSTL2-6SSWP","BLOUNT,L-SUBST",L,2-6,S,SWP,indx_79,1050,610,1530
2020,"BLOUNT,LM-SUBSTSIL0-3SSWP","BLOUNT,LM-SUBST",SIL,0-3,S,SWP,indx_79,1310,860,1820
2020,BLOUNTL0-2SSWP,BLOUNT,L,0-2,S,SWP,indx_79,1310,860,1820
2020,BLOUNTL0-3SSWP,BLOUNT,L,0-3,S,SWP,indx_79,1310,860,1820
2020,BLOUNTL2-6MSWP,BLOUNT,L,2-6,M,SWP,indx_79,860,440,1320
2020,BLOUNTL2-6SSWP,BLOUNT,L,2-6,S,SWP,indx_79,1050,610,1530
2020,BLOUNTSIL0-2SSWP,BLOUNT,SIL,0-2,S,SWP,indx_79,1310,860,1820
2020,BLOUNTSIL0-4SSWP,BLOUNT,SIL,0-4,S,SWP,indx_79,1220,770,1710
2020,BLOUNTSIL2-4SSWP,BLOUNT,SIL,2-4,S,SWP,indx_79,1060,620,1540
2020,BLOUNTSIL2-6MSWP,BLOUNT,SIL,2-6,M,SWP,indx_79,860,440,1320
