year,cauv_projected_high,soil_series,texture,slope,erosion,drainage,indx,id
2020,350,"DEKALB,STONY",CN-SL,6-15,S,W,indx_49,"DEKALB,STONYCN-SL6-15SW"
2020,350,DEKALB,STV-L,12-25,S,W,indx_49,DEKALBSTV-L12-25SW
2020,350,DEKALB,STV-L,2-12,S,W,indx_49,DEKALBSTV-L2-12SW
2020,350,"DEKALB-WESTMORELAND,C",,15-25,S,W,indx_59,"DEKALB-WESTMORELAND,C15-25SW"
2020,350,DELMAR,SIL,0-2,S,P,indx_59,DELMARSIL0-2SP
2020,1640,"DEL REY-BLOUNT,C",,0-3,S,SWP,indx_79,"DEL REY-BLOUNT,C0-3SSWP"
2020,770,DEL REY-FULTON,SIL,1-6,S,SWP,indx_69,DEL REY-FULTONSIL1-6SSWP
2020,1490,DEL REY,L,0-2,S,SWP,indx_79,DEL REYL0-2SSWP
2020,1490,DEL REY,L,0-3,S,SWP,indx_79,DEL REYL0-3SSWP
2020,1280,DEL REY,L,2-6,S,SWP,indx_79,DEL REYL2-6SSWP
2020,1370,DEL REY,SICL,0-2,S,SWP,indx_79,DEL REYSICL0-2SSWP
2020,1230,DEL REY,SICL,2-6,S,SWP,indx_79,DEL REYSICL2-6SSWP
2020,1490,DEL REY,SIL,0-2,S,SWP,indx_79,DEL REYSIL0-2SSWP
2020,1490,DEL REY,SIL,0-3,S,SWP,indx_79,DEL REYSIL0-3SSWP
2020,1380,DEL REY,SIL,1-3,S,SWP,indx_79,DEL REYSIL1-3SSWP
2020,1380,DEL REY,SIL,1-4,S,SWP,indx_79,DEL REYSIL1-4SSWP
2020,1280,DEL REY,SIL,2-6,S,SWP,indx_79,DEL REYSIL2-6SSWP
2020,1140,"DEL REY,S-SUBST",L,0-2,S,SWP,indx_79,"DEL REY,S-SUBSTL0-2SSWP"
2020,1490,"DEL REY,T-SUBST",SIL,0-3,S,SWP,indx_79,"DEL REY,T-SUBSTSIL0-3SSWP"
2020,1710,"DEL REY,V",SIL,0-3,S,SWP,indx_79,"DEL REY,VSIL0-3SSWP"
2020,1790,DIGBY,FSL,0-2,S,SWP,indx_79,DIGBYFSL0-2SSWP
2020,1540,DIGBY,FSL,2-6,S,SWP,indx_79,DIGBYFSL2-6SSWP
2020,1910,DIGBY,L,0-2,S,SWP,indx_79,DIGBYL0-2SSWP
2020,1910,DIGBY,L,0-3,S,SWP,indx_79,DIGBYL0-3SSWP
2020,1800,DIGBY,L,1-4,S,SWP,indx_79,DIGBYL1-4SSWP
2020,1630,DIGBY,L,2-6,S,SWP,indx_79,DIGBYL2-6SSWP
2020,1910,DIGBY,SIL,0-2,S,SWP,indx_79,DIGBYSIL0-2SSWP
2020,1630,DIGBY,SIL,2-6,S,SWP,indx_79,DIGBYSIL2-6SSWP
2020,1790,DIGBY,SL,0-2,S,SWP,indx_79,DIGBYSL0-2SSWP
2020,1790,DIGBY,SL,0-3,S,SWP,indx_79,DIGBYSL0-3SSWP
2020,1540,DIGBY,SL,2-6,S,SWP,indx_79,DIGBYSL2-6SSWP
2020,390,"DIGBY,V",L,0-2,S,SWP,indx_69,"DIGBY,VL0-2SSWP"
2020,1880,"DIGBY,V",SIL,0-2,S,SWP,indx_79,"DIGBY,VSIL0-2SSWP"
2020,1060,DIXBORO,FSL,0-2,S,SWP,indx_69,DIXBOROFSL0-2SSWP
2020,1060,DIXBORO,FSL,0-3,S,SWP,indx_69,DIXBOROFSL0-3SSWP
2020,2340,"DIXBORO-KIBBIE,C",,0-2,S,SWP,indx_89,"DIXBORO-KIBBIE,C0-2SSWP"
2020,990,DOLES,SIL,0-2,S,SWP,indx_69,DOLESSIL0-2SSWP
2020,990,DOLES,SIL,0-3,S,SWP,indx_69,DOLESSIL0-3SSWP
2020,2990,"DRUMMER,GR-SUBST",SICL,0-2,S,VP,indx_89,"DRUMMER,GR-SUBSTSICL0-2SVP"
2020,1100,DUBOIS,SIL,0-2,S,SWP,indx_69,DUBOISSIL0-2SSWP
2020,900,DUBOIS,SIL,2-6,S,SWP,indx_69,DUBOISSIL2-6SSWP
2020,350,DUNBRIDGE,FSL,2-6,S,W,indx_59,DUNBRIDGEFSL2-6SW
2020,350,DUNBRIDGE,LFS,1-4,S,W,indx_59,DUNBRIDGELFS1-4SW
2020,350,DUNBRIDGE,LFS,2-6,S,W,indx_59,DUNBRIDGELFS2-6SW
2020,350,DUNBRIDGE,LS,0-2,S,W,indx_59,DUNBRIDGELS0-2SW
2020,350,DUNBRIDGE,LS,2-6,S,W,indx_59,DUNBRIDGELS2-6SW
2020,510,DUNBRIDGE,SL,0-2,S,W,indx_69,DUNBRIDGESL0-2SW
2020,350,DUNBRIDGE,SL,0-4,S,W,indx_59,DUNBRIDGESL0-4SW
2020,350,DUNBRIDGE,SL,1-4,S,W,indx_59,DUNBRIDGESL1-4SW
2020,350,"DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,0-2,S,W,indx_59,"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS0-2SW"
2020,350,"DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,2-6,S,W,indx_59,"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS2-6SW"
2020,350,"DUNBRIDGE-SPINKS,OVER LM",LFS,0-2,S,W,indx_59,"DUNBRIDGE-SPINKS,OVER LMLFS0-2SW"
2020,350,"DUNBRIDGE-SPINKS,OVER LM",LFS,2-6,S,W,indx_59,"DUNBRIDGE-SPINKS,OVER LMLFS2-6SW"
2020,350,"DUNBRIDGE-SPINKS,OVER LM",ST-LFS,0-2,S,W,indx_49,"DUNBRIDGE-SPINKS,OVER LMST-LFS0-2SW"
2020,350,"DUNCANNON-LAKIN,C",,12-18,S,W,indx_59,"DUNCANNON-LAKIN,C12-18SW"
2020,350,"DUNCANNON-LAKIN,C",,18-25,S,W,indx_59,"DUNCANNON-LAKIN,C18-25SW"
2020,1190,DUNCANNON,SIL,0-2,S,W,indx_79,DUNCANNONSIL0-2SW
2020,1080,DUNCANNON,SIL,2-6,S,W,indx_79,DUNCANNONSIL2-6SW
2020,780,DUNCANNON,SIL,6-12,S,W,indx_69,DUNCANNONSIL6-12SW
2020,2790,"DUNHAM,OV-PH",SIL,0-2,S,P,indx_89,"DUNHAM,OV-PHSIL0-2SP"
2020,2990,DUNHAM,SICL,0-2,S,P,indx_89,DUNHAMSICL0-2SP
2020,350,"EDEN,C",,12-18,M,W,indx_49,"EDEN,C12-18MW"
2020,350,"EDEN,C",,18-25,M,W,indx_49,"EDEN,C18-25MW"
2020,350,"EDEN,C",,2-6,M,W,indx_69,"EDEN,C2-6MW"
2020,350,"EDEN,C",,6-12,M,W,indx_69,"EDEN,C6-12MW"
2020,350,EDEN,FL-SICL,12-18,M,W,indx_49,EDENFL-SICL12-18MW
2020,350,EDEN,FL-SICL,18-25,M,W,indx_49,EDENFL-SICL18-25MW
2020,350,EDEN,SICL,15-25,M,W,indx_49,EDENSICL15-25MW
2020,350,EDEN,SICL,15-25,S,W,indx_49,EDENSICL15-25SW
2020,350,EDEN,SICL,3-8,M,W,indx_69,EDENSICL3-8MW
2020,350,EDEN,SICL,8-15,M,W,indx_59,EDENSICL8-15MW
2020,350,EDENTON,CL,12-25,SE,W,indx_49,EDENTONCL12-25SEW
2020,350,EDENTON-FAIRMONT,SOILS,18-25,M,W,indx_49,EDENTON-FAIRMONTSOILS18-25MW
2020,350,EDENTON-FAIRMONT,SOILS,18-25,SE,W,indx_49,EDENTON-FAIRMONTSOILS18-25SEW
2020,350,EDENTON,L,12-18,M,W,indx_59,EDENTONL12-18MW
2020,350,EDENTON,L,18-25,M,W,indx_59,EDENTONL18-25MW
2020,640,EDENTON,L,6-12,M,W,indx_69,EDENTONL6-12MW
2020,350,EDENTON,SIL,12-18,M,W,indx_59,EDENTONSIL12-18MW
2020,880,EDENTON,SIL,2-6,M,W,indx_69,EDENTONSIL2-6MW
2020,1070,EDENTON,SIL,2-6,S,W,indx_69,EDENTONSIL2-6SW
2020,580,EDENTON,SIL,6-12,M,W,indx_69,EDENTONSIL6-12MW
2020,350,EDENTON,SOILS,12-18,SE,W,indx_59,EDENTONSOILS12-18SEW
2020,350,EDENTON,SOILS,6-12,SE,W,indx_59,EDENTONSOILS6-12SEW
2020,1630,EDWARDS,MUCK,0-1,S,VP,indx_89,EDWARDSMUCK0-1SVP
2020,1630,EDWARDS,MUCK,0-2,S,VP,indx_89,EDWARDSMUCK0-2SVP
2020,1120,"EEL,FF-PH",L,0-2,S,MW,indx_69,"EEL,FF-PHL0-2SMW"
2020,1120,"EEL,FF-PH",SIL,0-2,S,MW,indx_69,"EEL,FF-PHSIL0-2SMW"
2020,1590,"EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,indx_79,"EEL,GR-SUBST,OF-PHSIL0-1SMW"
2020,1590,"EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,"EEL,GR-SUBST,OF-PHSIL0-2SMW"
2020,1590,EEL,L,0-2,S,MW,indx_79,EELL0-2SMW
2020,350,"EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,indx_59,"EEL,MOD DEEP TO LM,FF-PHSIL0-2SMW"
2020,1590,"EEL,OF-PH",SIL,0-2,S,MW,indx_79,"EEL,OF-PHSIL0-2SMW"
2020,350,"EEL,OVER LM",SIL,0-2,S,MW,indx_59,"EEL,OVER LMSIL0-2SMW"
2020,1590,EEL,SIL,0-2,S,MW,indx_79,EELSIL0-2SMW
2020,2260,"EEL,V,OF-PH",SIL,0-2,S,MW,indx_89,"EEL,V,OF-PHSIL0-2SMW"
2020,350,"ELBA-BELPRE,C",,12-18,S,W,indx_69,"ELBA-BELPRE,C12-18SW"
2020,350,"ELBA-BELPRE,C",,18-25,M,W,indx_59,"ELBA-BELPRE,C18-25MW"
2020,350,ELBA-GUERNSEY,SICL,15-25,M,W,indx_59,ELBA-GUERNSEYSICL15-25MW
2020,350,ELBA,SICL,15-25,M,W,indx_59,ELBASICL15-25MW
2020,350,ELBA,SICL,15-25,S,W,indx_59,ELBASICL15-25SW
2020,640,ELBA,SICL,3-8,S,W,indx_69,ELBASICL3-8SW
2020,360,ELBA,SICL,8-15,M,W,indx_69,ELBASICL8-15MW
2020,480,ELBA,SICL,8-15,S,W,indx_69,ELBASICL8-15SW
2020,350,ELBA-UPSHUR,SICL,15-25,M,W,indx_59,ELBA-UPSHURSICL15-25MW
2020,350,"ELDEAN-CASCO,C",,6-12,M,W,indx_59,"ELDEAN-CASCO,C6-12MW"
2020,350,"ELDEAN-CASCO,C",,6-15,M,W,indx_59,"ELDEAN-CASCO,C6-15MW"
2020,350,"ELDEAN-CASCO,C",,6-18,SE,W,indx_49,"ELDEAN-CASCO,C6-18SEW"
2020,350,ELDEAN-CASCO,GR-L,12-18,M,W,indx_49,ELDEAN-CASCOGR-L12-18MW
2020,350,ELDEAN-CASCO,GR-L,6-12,M,W,indx_59,ELDEAN-CASCOGR-L6-12MW
2020,350,ELDEAN,CL,6-12,SE,W,indx_49,ELDEANCL6-12SEW
2020,350,ELDEAN,GR-CL,12-18,SE,W,indx_49,ELDEANGR-CL12-18SEW
2020,350,ELDEAN,GR-CL,6-12,SE,W,indx_49,ELDEANGR-CL6-12SEW
2020,970,ELDEAN,GR-L,0-2,S,W,indx_69,ELDEANGR-L0-2SW
2020,790,ELDEAN,GR-L,2-6,M,W,indx_69,ELDEANGR-L2-6MW
2020,840,ELDEAN,GR-L,2-6,S,W,indx_69,ELDEANGR-L2-6SW
2020,610,ELDEAN,GR-L,6-12,M,W,indx_69,ELDEANGR-L6-12MW
2020,1210,ELDEAN-KENDALLVILLE,L,0-2,S,W,indx_79,ELDEAN-KENDALLVILLEL0-2SW
2020,1120,ELDEAN-KENDALLVILLE,L,2-6,S,W,indx_79,ELDEAN-KENDALLVILLEL2-6SW
2020,350,ELDEAN-KENDALLVILLE,L,6-12,M,W,indx_69,ELDEAN-KENDALLVILLEL6-12MW
2020,1330,ELDEAN,L,0-2,S,W,indx_79,ELDEANL0-2SW
2020,880,ELDEAN,L,2-6,M,W,indx_69,ELDEANL2-6MW
2020,1080,ELDEAN,L,2-6,S,W,indx_69,ELDEANL2-6SW
2020,730,ELDEAN,L,6-12,M,W,indx_69,ELDEANL6-12MW
2020,870,ELDEAN,L,6-12,S,W,indx_69,ELDEANL6-12SW
2020,350,"ELDEAN-MIAMIAN,C",,12-18,M,W,indx_69,"ELDEAN-MIAMIAN,C12-18MW"
2020,350,"ELDEAN-MIAMIAN,C",,12-18,SE,W,indx_49,"ELDEAN-MIAMIAN,C12-18SEW"
2020,490,"ELDEAN-MIAMIAN,C",,2-6,M,W,indx_69,"ELDEAN-MIAMIAN,C2-6MW"
2020,620,"ELDEAN-MIAMIAN,C",,2-6,S,W,indx_79,"ELDEAN-MIAMIAN,C2-6SW"
2020,350,"ELDEAN-MIAMIAN,C",,6-12,M,W,indx_69,"ELDEAN-MIAMIAN,C6-12MW"
2020,350,"ELDEAN-MIAMIAN,C",,6-12,SE,W,indx_49,"ELDEAN-MIAMIAN,C6-12SEW"
2020,490,"ELDEAN-MIAMIAN,C",,6-12,S,W,indx_69,"ELDEAN-MIAMIAN,C6-12SW"
2020,990,"ELDEAN-MORLEY,C",,2-6,M,W,indx_69,"ELDEAN-MORLEY,C2-6MW"
2020,410,"ELDEAN-MORLEY,C",,6-15,M,W,indx_59,"ELDEAN-MORLEY,C6-15MW"
2020,1330,ELDEAN,SIL,0-2,S,W,indx_79,ELDEANSIL0-2SW
2020,1330,ELDEAN,SIL,0-3,S,W,indx_79,ELDEANSIL0-3SW
2020,350,ELDEAN,SIL,12-18,M,W,indx_59,ELDEANSIL12-18MW
2020,1320,ELDEAN,SIL,1-4,S,W,indx_79,ELDEANSIL1-4SW
2020,880,ELDEAN,SIL,2-6,M,W,indx_69,ELDEANSIL2-6MW
2020,1080,ELDEAN,SIL,2-6,S,W,indx_69,ELDEANSIL2-6SW
2020,730,ELDEAN,SIL,6-12,M,W,indx_69,ELDEANSIL6-12MW
2020,2010,"ELKINSVILLE,RF-PH",SIL,0-2,S,W,indx_79,"ELKINSVILLE,RF-PHSIL0-2SW"
2020,2020,ELKINSVILLE,SIL,0-2,S,W,indx_79,ELKINSVILLESIL0-2SW
2020,2020,ELKINSVILLE,SIL,0-3,S,W,indx_79,ELKINSVILLESIL0-3SW
2020,350,ELKINSVILLE,SIL,15-25,S,W,indx_59,ELKINSVILLESIL15-25SW
2020,1940,ELKINSVILLE,SIL,1-6,S,W,indx_79,ELKINSVILLESIL1-6SW
2020,1940,ELKINSVILLE,SIL,1-8,S,W,indx_79,ELKINSVILLESIL1-8SW
2020,1940,ELKINSVILLE,SIL,2-6,S,W,indx_79,ELKINSVILLESIL2-6SW
2020,1680,ELKINSVILLE,SIL,3-8,S,W,indx_79,ELKINSVILLESIL3-8SW
2020,1250,ELKINSVILLE,SIL,6-12,M,W,indx_69,ELKINSVILLESIL6-12MW
2020,1410,ELKINSVILLE,SIL,6-12,S,W,indx_69,ELKINSVILLESIL6-12SW
2020,1250,ELKINSVILLE,SIL,8-15,S,W,indx_69,ELKINSVILLESIL8-15SW
2020,1710,"ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,indx_79,"ELLIOTT,BR-SUBSTSIL0-2SSWP"
2020,1590,ELLIOTT,SICL,0-2,S,SWP,indx_79,ELLIOTTSICL0-2SSWP
2020,1590,ELLIOTT,SICL,0-3,S,SWP,indx_79,ELLIOTTSICL0-3SSWP
2020,1710,ELLIOTT,SIL,0-2,S,SWP,indx_79,ELLIOTTSIL0-2SSWP
2020,1630,ELLIOTT,SIL,0-3,S,SWP,indx_79,ELLIOTTSIL0-3SSWP
2020,1620,ELLIOTT,SIL,0-4,S,SWP,indx_79,ELLIOTTSIL0-4SSWP
2020,1620,ELLIOTT,SIL,1-4,S,SWP,indx_79,ELLIOTTSIL1-4SSWP
2020,350,"ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,indx_59,"ELLSWORTH,SH-SUBSTSIL12-18SMW"
2020,350,"ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,indx_59,"ELLSWORTH,SH-SUBSTSIL6-12SMW"
2020,1010,ELLSWORTH,SIL,0-2,S,MW,indx_69,ELLSWORTHSIL0-2SMW
2020,350,ELLSWORTH,SIL,12-18,M,MW,indx_49,ELLSWORTHSIL12-18MMW
2020,350,ELLSWORTH,SIL,12-18,S,MW,indx_59,ELLSWORTHSIL12-18SMW
2020,350,ELLSWORTH,SIL,12-25,M,MW,indx_49,ELLSWORTHSIL12-25MMW
2020,350,ELLSWORTH,SIL,18-25,M,MW,indx_49,ELLSWORTHSIL18-25MMW
2020,350,ELLSWORTH,SIL,18-25,S,MW,indx_49,ELLSWORTHSIL18-25SMW
2020,610,ELLSWORTH,SIL,2-6,M,MW,indx_69,ELLSWORTHSIL2-6MMW
2020,890,ELLSWORTH,SIL,2-6,S,MW,indx_69,ELLSWORTHSIL2-6SMW
2020,350,ELLSWORTH,SIL,6-12,M,MW,indx_59,ELLSWORTHSIL6-12MMW
2020,500,ELLSWORTH,SIL,6-12,S,MW,indx_69,ELLSWORTHSIL6-12SMW
2020,740,"ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,indx_69,"ELLSWORTH,SS-SUBSTSIL2-6SMW"
2020,350,"ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,indx_59,"ELLSWORTH,SS-SUBSTSIL6-12MMW"
2020,350,"ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,indx_59,"ELLSWORTH,SS-SUBSTSIL6-12SMW"
2020,350,"ELNORA,BR-SUBST",LFS,0-4,S,MW,indx_59,"ELNORA,BR-SUBSTLFS0-4SMW"
2020,350,ELNORA,LFS,0-4,S,MW,indx_59,ELNORALFS0-4SMW
2020,350,ELNORA,LFS,1-3,S,MW,indx_59,ELNORALFS1-3SMW
2020,350,ELNORA,LFS,1-5,S,MW,indx_59,ELNORALFS1-5SMW
2020,350,ELNORA,LFS,2-6,S,MW,indx_59,ELNORALFS2-6SMW
2020,350,"ENDOAQUENTS,LOAMY",,0-1,S,VP,indx_49,"ENDOAQUENTS,LOAMY0-1SVP"
2020,350,ENOCH,L,0-8,S,W,indx_49,ENOCHL0-8SW
2020,350,ENOCH,L,8-25,S,W,indx_49,ENOCHL8-25SW
2020,350,"ENOCH,VERY STONY",SH-SICL,0-8,S,W,indx_49,"ENOCH,VERY STONYSH-SICL0-8SW"
2020,350,"ENOCH,VERY STONY",SH-SICL,15-25,S,W,indx_49,"ENOCH,VERY STONYSH-SICL15-25SW"
2020,350,ERNEST,SIL,10-15,M,MW,indx_59,ERNESTSIL10-15MMW
2020,350,ERNEST,SIL,15-20,M,MW,indx_59,ERNESTSIL15-20MMW
2020,350,ERNEST,SIL,15-25,S,MW,indx_49,ERNESTSIL15-25SMW
2020,350,ERNEST,SIL,5-10,S,MW,indx_59,ERNESTSIL5-10SMW
2020,350,ERNEST,SIL,6-15,S,MW,indx_59,ERNESTSIL6-15SMW
2020,350,ERNEST,SIL,8-15,S,MW,indx_59,ERNESTSIL8-15SMW
2020,2110,"EUCLID,OF-PH",SIL,0-2,S,SWP,indx_79,"EUCLID,OF-PHSIL0-2SSWP"
2020,2110,"EUCLID,RF-PH",SIL,0-2,S,SWP,indx_79,"EUCLID,RF-PHSIL0-2SSWP"
2020,2110,EUCLID,SIL,0-2,S,SWP,indx_79,EUCLIDSIL0-2SSWP
2020,350,FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,indx_49,FAIRMOUNT-EDENFL-SICL12-25MW
2020,350,FAIRMOUNT,FLV-SIC,18-25,M,W,indx_49,FAIRMOUNTFLV-SIC18-25MW
2020,350,FAIRMOUNT,SICL,12-25,M,W,indx_59,FAIRMOUNTSICL12-25MW
2020,350,FAIRPOINT,CL,0-8,S,W,indx_49,FAIRPOINTCL0-8SW
2020,350,FAIRPOINT,CL,8-20,S,W,indx_49,FAIRPOINTCL8-20SW
2020,350,FAIRPOINT,CN-CL,8-20,S,W,indx_49,FAIRPOINTCN-CL8-20SW
2020,350,FAIRPOINT,CN-CL,8-25,S,W,indx_49,FAIRPOINTCN-CL8-25SW
2020,350,FAIRPOINT,CN-SICL,1-8,S,W,indx_49,FAIRPOINTCN-SICL1-8SW
2020,350,FAIRPOINT,CN-SICL,8-25,S,W,indx_49,FAIRPOINTCN-SICL8-25SW
2020,350,FAIRPOINT,CNV-SIL,0-8,S,W,indx_49,FAIRPOINTCNV-SIL0-8SW
2020,350,FAIRPOINT,CNV-SIL,8-25,S,W,indx_49,FAIRPOINTCNV-SIL8-25SW
2020,350,FAIRPOINT,GR-CL,0-8,S,W,indx_49,FAIRPOINTGR-CL0-8SW
2020,350,FAIRPOINT,GR-CL,8-25,S,W,indx_49,FAIRPOINTGR-CL8-25SW
2020,350,FAIRPOINT,L,0-8,S,W,indx_49,FAIRPOINTL0-8SW
2020,350,FAIRPOINT,L,8-25,S,W,indx_49,FAIRPOINTL8-25SW
2020,350,FAIRPOINT,SHV-CL,3-15,S,W,indx_49,FAIRPOINTSHV-CL3-15SW
2020,350,FAIRPOINT,SICL,0-8,S,W,indx_49,FAIRPOINTSICL0-8SW
2020,350,FAIRPOINT,SICL,1-15,S,W,indx_49,FAIRPOINTSICL1-15SW
2020,350,FAIRPOINT,SICL,15-25,S,W,indx_49,FAIRPOINTSICL15-25SW
2020,350,FAIRPOINT,SICL,2-12,S,W,indx_49,FAIRPOINTSICL2-12SW
2020,350,FAIRPOINT,SICL,8-25,S,W,indx_49,FAIRPOINTSICL8-25SW
2020,350,FAIRPOINT,SIL,0-8,S,W,indx_49,FAIRPOINTSIL0-8SW
2020,350,FAIRPOINT,SIL,3-15,S,W,indx_49,FAIRPOINTSIL3-15SW
2020,350,FAIRPOINT,SIL,8-20,S,W,indx_49,FAIRPOINTSIL8-20SW
2020,350,FAIRPOINT,SIL,8-25,S,W,indx_49,FAIRPOINTSIL8-25SW
2020,350,FARMERSTOWN,L,0-8,S,W,indx_59,FARMERSTOWNL0-8SW
2020,350,FARMERSTOWN,L,8-20,S,W,indx_49,FARMERSTOWNL8-20SW
2020,350,FARMERSTOWN,SIL,0-8,S,W,indx_59,FARMERSTOWNSIL0-8SW
2020,350,FARMERSTOWN,SIL,8-20,S,W,indx_49,FARMERSTOWNSIL8-20SW
2020,350,"FAYWOOD-LOWELL,C",SIL,8-15,M,W,indx_59,"FAYWOOD-LOWELL,CSIL8-15MW"
2020,350,FAYWOOD,SICL,15-25,M,W,indx_49,FAYWOODSICL15-25MW
2020,350,FAYWOOD,SIL,15-25,M,W,indx_49,FAYWOODSIL15-25MW
2020,350,FAYWOOD,SIL,8-15,M,W,indx_49,FAYWOODSIL8-15MW
2020,1490,"FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,indx_69,"FINCASTLE,BR-SUBSTSIL0-2SSWP"
2020,1240,"FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,indx_69,"FINCASTLE,BR-SUBSTSIL2-6SSWP"
2020,2030,FINCASTLE,SIL,0-2,S,SWP,indx_79,FINCASTLESIL0-2SSWP
2020,1910,FINCASTLE,SIL,0-4,S,SWP,indx_79,FINCASTLESIL0-4SSWP
2020,1890,FINCASTLE,SIL,2-4,S,SWP,indx_79,FINCASTLESIL2-4SSWP
2020,1610,FINCASTLE,SIL,2-6,M,SWP,indx_79,FINCASTLESIL2-6MSWP
2020,1740,FINCASTLE,SIL,2-6,S,SWP,indx_79,FINCASTLESIL2-6SSWP
2020,1040,"FITCHVILLE-BENNINGTON,C",SIL,0-2,S,SWP,indx_69,"FITCHVILLE-BENNINGTON,CSIL0-2SSWP"
2020,1130,"FITCHVILLE,C-SUBST",SIL,0-3,S,SWP,indx_79,"FITCHVILLE,C-SUBSTSIL0-3SSWP"
2020,820,"FITCHVILLE,C-SUBST",SIL,3-8,S,SWP,indx_69,"FITCHVILLE,C-SUBSTSIL3-8SSWP"
2020,2110,"FITCHVILLE,LOW TERRACE",SIL,0-2,S,SWP,indx_79,"FITCHVILLE,LOW TERRACESIL0-2SSWP"
2020,1130,FITCHVILLE,SIL,0-2,S,SWP,indx_79,FITCHVILLESIL0-2SSWP
2020,1130,FITCHVILLE,SIL,0-3,S,SWP,indx_79,FITCHVILLESIL0-3SSWP
2020,970,FITCHVILLE,SIL,1-4,S,SWP,indx_69,FITCHVILLESIL1-4SSWP
2020,960,FITCHVILLE,SIL,2-5,S,SWP,indx_69,FITCHVILLESIL2-5SSWP
2020,960,FITCHVILLE,SIL,2-6,S,SWP,indx_69,FITCHVILLESIL2-6SSWP
2020,820,FITCHVILLE,SIL,3-8,S,SWP,indx_69,FITCHVILLESIL3-8SSWP
2020,720,FITCHVILLE,SIL,6-12,S,SWP,indx_69,FITCHVILLESIL6-12SSWP
2020,960,"FITCHVILLE,T-SUBST",SIL,2-6,S,SWP,indx_69,"FITCHVILLE,T-SUBSTSIL2-6SSWP"
2020,1250,"FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL0-2SSWP"
2020,1100,"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
2020,1090,"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
2020,1400,"FLATROCK,FF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
2020,1930,"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
2020,1930,"FLATROCK,OF-PH",L,0-2,S,MW,indx_79,"FLATROCK,OF-PHL0-2SMW"
2020,1930,"FLATROCK,OF-PH",SIL,0-2,S,MW,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
2020,350,"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
2020,350,"FOX-CASCO,C",,12-18,M,W,indx_49,"FOX-CASCO,C12-18MW"
2020,350,FOX-CASCO-RODMAN,SOILS,12-25,M,W,indx_49,FOX-CASCO-RODMANSOILS12-25MW
2020,350,FOX-CASCO-RODMAN,SOILS,12-25,SE,W,indx_49,FOX-CASCO-RODMANSOILS12-25SEW
2020,350,FOX-CASCO,SOILS,12-18,M,W,indx_49,FOX-CASCOSOILS12-18MW
2020,350,FOX-CASCO,SOILS,6-12,SE,W,indx_49,FOX-CASCOSOILS6-12SEW
2020,350,FOX,CL,12-18,SE,W,indx_49,FOXCL12-18SEW
2020,350,FOX,CL,6-12,M,W,indx_59,FOXCL6-12MW
2020,350,FOX,CL,6-12,SE,W,indx_49,FOXCL6-12SEW
2020,620,FOX,GR-L,0-2,S,W,indx_69,FOXGR-L0-2SW
2020,350,FOX,GR-L,12-18,M,W,indx_59,FOXGR-L12-18MW
2020,350,FOX,GR-L,12-25,S,W,indx_59,FOXGR-L12-25SW
2020,350,FOX,GR-L,18-25,M,W,indx_49,FOXGR-L18-25MW
2020,350,FOX,GR-L,2-6,M,W,indx_69,FOXGR-L2-6MW
2020,430,FOX,GR-L,2-6,S,W,indx_69,FOXGR-L2-6SW
2020,350,FOX,GR-L,6-12,M,W,indx_59,FOXGR-L6-12MW
2020,350,FOX,GR-L,6-12,S,W,indx_69,FOXGR-L6-12SW
2020,740,FOX,L,0-2,S,W,indx_79,FOXL0-2SW
2020,350,FOX,L,12-18,M,W,indx_59,FOXL12-18MW
2020,350,FOX,L,12-20,M,W,indx_59,FOXL12-20MW
2020,400,FOX,L,2-6,M,W,indx_69,FOXL2-6MW
