id,soil_series,texture,slope,erosion,drainage,indx,CAUV 2018,Projected Expected 2019,Projected Low 2019,Projected High 2019
SCIOTOVILLESIL1-6SMW,SCIOTOVILLE,SIL,1-6,S,MW,indx_79,1550,1325,1110,1910
SCIOTOVILLESIL1-8SMW,SCIOTOVILLE,SIL,1-8,S,MW,indx_79,1550,1325,1110,1910
"SEBRING,RF-PHSIL0-2SP","SEBRING,RF-PH",SIL,0-2,S,P,indx_59,700,525,525,1e3
SEBRINGSICL0-2SP,SEBRING,SICL,0-2,S,P,indx_59,530,440,440,870
SEBRINGSIL0-2SP,SEBRING,SIL,0-2,S,P,indx_59,700,525,525,1e3
"SEBRING,SS-SUBSTSIL0-2SP","SEBRING,SS-SUBST",SIL,0-2,S,P,indx_59,700,525,525,1e3
"SEBRING,T-SUBSTSIL0-2SP","SEBRING,T-SUBST",SIL,0-2,S,P,indx_59,700,525,525,1e3
"SEBRING,V,DARK SURFACESIL0-2SP","SEBRING,V,DARK SURFACE",SIL,0-2,S,P,indx_59,700,525,525,1e3
"SECONDCREEK,OV-PHSIL0-1SVP","SECONDCREEK,OV-PH",SIL,0-1,S,VP,indx_79,2230,1980,1750,2630
SECONDCREEKSICL0-1SVP,SECONDCREEK,SICL,0-1,S,VP,indx_79,2440,2150,1920,2790
SEESSICL12-18MMW,SEES,SICL,12-18,M,MW,indx_69,870,710,610,1250
SEESSICL2-6SMW,SEES,SICL,2-6,S,MW,indx_79,1650,1415,1195,1990
SEESSICL4-12MMW,SEES,SICL,4-12,M,MW,indx_69,1330,1130,920,1700
SEES-WOOLPERSIL12-18SMW,SEES-WOOLPER,SIL,12-18,S,MW,indx_59,350,350,350,350
SENECAVILLESIL0-2SMW,SENECAVILLE,SIL,0-2,S,MW,indx_79,1330,1110,895,1670
"SEWARD,DEEP-PHLFS0-5SMW","SEWARD,DEEP-PH",LFS,0-5,S,MW,indx_69,580,465,465,910
SEWARDFSL2-6SMW,SEWARD,FSL,2-6,S,MW,indx_69,600,475,475,920
SEWARDLFS0-2SMW,SEWARD,LFS,0-2,S,MW,indx_69,720,555,535,1080
SEWARDLFS12-18SMW,SEWARD,LFS,12-18,S,MW,indx_59,350,350,350,390
SEWARDLFS1-6SMW,SEWARD,LFS,1-6,S,MW,indx_69,560,455,455,880
SEWARDLFS2-6SMW,SEWARD,LFS,2-6,S,MW,indx_69,540,445,445,870
SEWARDLFS6-12SMW,SEWARD,LFS,6-12,S,MW,indx_59,380,365,365,630
"SEWARD-OTTOKEE,OVER CLAYLFS0-2SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,0-2,S,MW,indx_69,720,555,535,1080
"SEWARD-OTTOKEE,OVER CLAYLFS2-6SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,2-6,S,MW,indx_69,540,445,445,870
"SEWARD-OTTOKEE,T-SUBSTLFS0-2SMW","SEWARD-OTTOKEE,T-SUBST",LFS,0-2,S,MW,indx_69,720,555,535,1080
"SEWARD-OTTOKEE,T-SUBSTLFS2-6SMW","SEWARD-OTTOKEE,T-SUBST",LFS,2-6,S,MW,indx_69,540,445,445,870
"SEWARD,ST-SUBSTLFS2-6SMW","SEWARD,ST-SUBST",LFS,2-6,S,MW,indx_69,540,445,445,870
"SEWARD,ST-SUBSTLFS6-12SMW","SEWARD,ST-SUBST",LFS,6-12,S,MW,indx_59,380,365,365,630
SHAWTOWNL0-2SW,SHAWTOWN,L,0-2,S,W,indx_69,680,515,515,1e3
SHAWTOWNL2-6SW,SHAWTOWN,L,2-6,S,W,indx_69,510,430,430,840
SHEFFIELDSIL0-2SP,SHEFFIELD,SIL,0-2,S,P,indx_59,490,420,420,820
"SHEFFIELD,STRAT-SUBSTSIL0-2SP","SHEFFIELD,STRAT-SUBST",SIL,0-2,S,P,indx_59,490,420,420,820
"SHELOCTA-CRUZE,C15-25SW","SHELOCTA-CRUZE,C",,15-25,S,W,indx_59,350,350,350,350
SHELOCTA-CRUZESIL15-25SW,SHELOCTA-CRUZE,SIL,15-25,S,W,indx_59,350,350,350,350
"SHELOCTA-MUSE,AS,HILLY15-25SW","SHELOCTA-MUSE,AS,HILLY",,15-25,S,W,indx_49,350,350,350,350
"SHELOCTA-MUSE,C15-25SW","SHELOCTA-MUSE,C",,15-25,S,W,indx_59,350,350,350,350
SHELOCTASIL12-20SW,SHELOCTA,SIL,12-20,S,W,indx_59,350,350,350,350
SHELOCTASIL15-25SW,SHELOCTA,SIL,15-25,S,W,indx_59,350,350,350,350
SHELOCTASIL1-6SW,SHELOCTA,SIL,1-6,S,W,indx_69,1200,1005,795,1560
SHELOCTASIL2-6SW,SHELOCTA,SIL,2-6,S,W,indx_69,1200,1005,795,1560
SHELOCTASIL3-8SW,SHELOCTA,SIL,3-8,S,W,indx_69,1200,1005,795,1560
SHELOCTASIL6-15SW,SHELOCTA,SIL,6-15,S,W,indx_69,640,495,495,950
SHELOCTASIL8-15SW,SHELOCTA,SIL,8-15,S,W,indx_69,640,495,495,950
SHINROCKCL6-12MMW,SHINROCK,CL,6-12,M,MW,indx_69,850,680,600,1210
SHINROCKL0-2SMW,SHINROCK,L,0-2,S,MW,indx_79,1800,1550,1330,2140
"SHINROCK-MARTINSVILLE,C12-18MMW","SHINROCK-MARTINSVILLE,C",,12-18,M,MW,indx_59,350,350,350,530
"SHINROCK-MARTINSVILLE,C6-12MMW","SHINROCK-MARTINSVILLE,C",,6-12,M,MW,indx_69,1590,1365,1150,1950
SHINROCKSICL12-18MMW,SHINROCK,SICL,12-18,M,MW,indx_69,470,410,410,790
SHINROCKSICL2-6MMW,SHINROCK,SICL,2-6,M,MW,indx_79,1170,975,765,1530
SHINROCKSICL6-12MMW,SHINROCK,SICL,6-12,M,MW,indx_69,850,680,600,1210
SHINROCKSICL8-20SEMW,SHINROCK,SICL,8-20,SE,MW,indx_49,350,350,350,350
SHINROCKSIL0-2SMW,SHINROCK,SIL,0-2,S,MW,indx_79,1800,1550,1330,2140
SHINROCKSIL12-18MMW,SHINROCK,SIL,12-18,M,MW,indx_69,580,465,465,890
SHINROCKSIL2-6MMW,SHINROCK,SIL,2-6,M,MW,indx_79,1320,1105,895,1660
SHINROCKSIL2-6SMW,SHINROCK,SIL,2-6,S,MW,indx_79,1600,1370,1150,1950
SHINROCKSIL6-12MMW,SHINROCK,SIL,6-12,M,MW,indx_69,1060,880,705,1440
SHINROCKSIL6-12SMW,SHINROCK,SIL,6-12,S,MW,indx_79,1320,1105,895,1660
SHINROCKSOILS18-25SMW,SHINROCK,SOILS,18-25,S,MW,indx_59,350,350,350,350
"SHINROCK,T-SUB-GLYNWOOD,C1-4SMW","SHINROCK,T-SUB-GLYNWOOD,C",,1-4,S,MW,indx_79,1400,1180,965,1740
"SHINROCK-TUSCOLA,C3-8MMW","SHINROCK-TUSCOLA,C",,3-8,M,MW,indx_69,660,505,505,980
"SHINROCK,V,S-SUBSLSIL0-2SMW","SHINROCK,V,S-SUBSL",SIL,0-2,S,MW,indx_79,1800,1550,1330,2140
"SHOALS,FF-PHL0-2SSWP","SHOALS,FF-PH",L,0-2,S,SWP,indx_69,1320,1050,835,1620
"SHOALS,FF-PHSICL0-2SSWP","SHOALS,FF-PH",SICL,0-2,S,SWP,indx_69,1170,920,760,1490
"SHOALS,FF-PHSIL0-2SSWP","SHOALS,FF-PH",SIL,0-2,S,SWP,indx_69,1320,1050,835,1620
SHOALSL0-2SSWP,SHOALS,L,0-2,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS,OF-PHL0-2SSWP","SHOALS,OF-PH",L,0-2,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS,OF-PHSIL0-1SSWP","SHOALS,OF-PH",SIL,0-1,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS,OF-PHSIL0-2SSWP","SHOALS,OF-PH",SIL,0-2,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS,RF-PHSIL0-2SSWP","SHOALS,RF-PH",SIL,0-2,S,SWP,indx_79,2660,2400,2165,3090
SHOALSSICL0-2SSWP,SHOALS,SICL,0-2,S,SWP,indx_79,1920,1680,1455,2300
SHOALSSIL0-2SSWP,SHOALS,SIL,0-2,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS-SLOAN,C,MOD TO LM,FF-PH0-2SSWP","SHOALS-SLOAN,C,MOD TO LM,FF-PH",,0-2,S,SWP,indx_49,350,350,350,480
"SHOALS-SLOAN,OVER LMSOILS0-2SSWP","SHOALS-SLOAN,OVER LM",SOILS,0-2,S,SWP,indx_79,1860,1615,1400,2210
"SHOALS,T-SUBST,OF-PHSIL0-1SSWP","SHOALS,T-SUBST,OF-PH",SIL,0-1,S,SWP,indx_79,2100,1830,1605,2440
"SHOALS,V,CO-SUBSLL0-2SSWP","SHOALS,V,CO-SUBSL",L,0-2,S,SWP,indx_69,420,385,385,670
"SHOALS,V,MOD.SHALLOWSIL0-2SSWP","SHOALS,V,MOD.SHALLOW",SIL,0-2,S,SWP,indx_59,350,350,350,650
"SHOALS,V,T-SUBSTSIL0-2SSWP","SHOALS,V,T-SUBST",SIL,0-2,S,SWP,indx_79,2100,1830,1605,2440
SISSONFSL2-6SW,SISSON,FSL,2-6,S,W,indx_79,1310,1100,885,1660
SISSONFSL6-12MW,SISSON,FSL,6-12,M,W,indx_69,820,650,585,1180
SISSONL12-18SW,SISSON,L,12-18,S,W,indx_69,790,625,570,1160
SISSONL2-6SW,SISSON,L,2-6,S,W,indx_89,1780,1530,1305,2110
SISSONL6-12SW,SISSON,L,6-12,S,W,indx_79,1290,1075,865,1630
SISSONLFS2-6SW,SISSON,LFS,2-6,S,W,indx_79,1150,955,750,1510
SISSONSIL12-18MW,SISSON,SIL,12-18,M,W,indx_69,600,475,475,920
SISSONSIL12-18SEW,SISSON,SIL,12-18,SE,W,indx_49,350,350,350,350
SISSONSIL18-25MW,SISSON,SIL,18-25,M,W,indx_59,350,350,350,350
SISSONSIL2-6SW,SISSON,SIL,2-6,S,W,indx_89,1780,1530,1305,2110
SISSONSIL6-12MW,SISSON,SIL,6-12,M,W,indx_79,1090,905,720,1460
"SKIDMORE,0F-PHCB-SIL0-2SW","SKIDMORE,0F-PH",CB-SIL,0-2,S,W,indx_49,350,350,350,350
"SKIDMORE,0F-PHGR-L0-2SW","SKIDMORE,0F-PH",GR-L,0-2,S,W,indx_59,350,350,350,350
"SKIDMORE,FF-PHGR-L0-2SW","SKIDMORE,FF-PH",GR-L,0-2,S,W,indx_59,350,350,350,350
"SKIDMORE,OF-PHCN-SIL2-6SW","SKIDMORE,OF-PH",CN-SIL,2-6,S,W,indx_59,350,350,350,350
"SKIDMORE,OF-PHSIL0-2SW","SKIDMORE,OF-PH",SIL,0-2,S,W,indx_59,350,350,350,750
"SKIDMORE,VGR-L0-3SW","SKIDMORE,V",GR-L,0-3,S,W,indx_69,980,755,665,1260
"SKIDMORE,VGR-L3-8SW","SKIDMORE,V",GR-L,3-8,S,W,indx_59,670,510,510,970
SLEETHL0-3SSWP,SLEETH,L,0-3,S,SWP,indx_79,2290,2030,1800,2680
"SLEETH,L-SUBSTSIL0-3SSWP","SLEETH,L-SUBST",SIL,0-3,S,SWP,indx_79,2290,2030,1800,2680
"SLEETH,M-SUBSTSIL0-2SSWP","SLEETH,M-SUBST",SIL,0-2,S,SWP,indx_79,2290,2030,1800,2680
"SLEETH,M-SUBSTSIL2-6SSWP","SLEETH,M-SUBST",SIL,2-6,S,SWP,indx_79,1910,1665,1440,2260
SLEETHSIL0-2SSWP,SLEETH,SIL,0-2,S,SWP,indx_79,2290,2030,1800,2680
SLEETHSIL0-3SSWP,SLEETH,SIL,0-3,S,SWP,indx_79,2290,2030,1800,2680
SLEETHSIL2-6SSWP,SLEETH,SIL,2-6,S,SWP,indx_79,1910,1665,1440,2260
"SLIGO,OF-PHSIL0-1SMW","SLIGO,OF-PH",SIL,0-1,S,MW,indx_79,1810,1580,1360,2170
"SLOAN,FF-PHSICL0-1SVP","SLOAN,FF-PH",SICL,0-1,S,VP,indx_79,2150,1850,1605,2490
"SLOAN,FF-PHSICL0-2SVP","SLOAN,FF-PH",SICL,0-2,S,VP,indx_79,2150,1850,1605,2490
"SLOAN,FF-PHSIL0-1SVP","SLOAN,FF-PH",SIL,0-1,S,VP,indx_89,2290,1975,1730,2620
"SLOAN,FF-PHSIL0-2SVP","SLOAN,FF-PH",SIL,0-2,S,VP,indx_89,2290,1975,1730,2620
SLOANL0-2SVP,SLOAN,L,0-2,S,VP,indx_89,2290,1975,1730,2620
"SLOAN,LM-SUBST,OF-PHSICL0-1SVP","SLOAN,LM-SUBST,OF-PH",SICL,0-1,S,VP,indx_79,2500,2230,1995,2890
"SLOAN,OF-PHL0-1SVP","SLOAN,OF-PH",L,0-1,S,VP,indx_89,2640,2355,2120,3020
"SLOAN,OF-PHL0-2SVP","SLOAN,OF-PH",L,0-2,S,VP,indx_89,2640,2355,2120,3020
"SLOAN,OF-PHSICL0-1SVP","SLOAN,OF-PH",SICL,0-1,S,VP,indx_79,2500,2230,1995,2890
"SLOAN,OF-PHSICL0-2SVP","SLOAN,OF-PH",SICL,0-2,S,VP,indx_79,2500,2230,1995,2890
"SLOAN,OF-PHSIL0-2SVP","SLOAN,OF-PH",SIL,0-2,S,VP,indx_89,2640,2355,2120,3020
"SLOAN,OVER LMSICL0-2SVP","SLOAN,OVER LM",SICL,0-2,S,VP,indx_79,1910,1665,1440,2260
"SLOAN,OV-PHSIL0-2SVP","SLOAN,OV-PH",SIL,0-2,S,VP,indx_89,2290,1975,1730,2620
SLOANSICL0-2SVP,SLOAN,SICL,0-2,S,VP,indx_79,2150,1850,1605,2490
SLOANSIL0-2SVP,SLOAN,SIL,0-2,S,VP,indx_89,2290,1975,1730,2620
"SLOAN,S-SUBST,OF-PHSICL0-2SVP","SLOAN,S-SUBST,OF-PH",SICL,0-2,S,VP,indx_79,1920,1705,1485,2340
"SLOAN,S-SUBST,OF-PHSIL0-1SVP","SLOAN,S-SUBST,OF-PH",SIL,0-1,S,VP,indx_89,2050,1810,1590,2450
"SLOAN,S-SUBST,OF-PHSIL0-2SVP","SLOAN,S-SUBST,OF-PH",SIL,0-2,S,VP,indx_89,2640,2355,2120,3020
"SLOAN,T-SUBST,FF-PHSICL0-1SVP","SLOAN,T-SUBST,FF-PH",SICL,0-1,S,VP,indx_79,2150,1850,1605,2490
"SLOAN,T-SUBST,OF-PHSICL0-2SVP","SLOAN,T-SUBST,OF-PH",SICL,0-2,S,VP,indx_79,2500,2230,1995,2890
"SLOAN,T-SUBST,OF-PHSIL0-2SVP","SLOAN,T-SUBST,OF-PH",SIL,0-2,S,VP,indx_89,2640,2355,2120,3020
"SLOAN,V,GRAV-SUBSLSIL0-2SVP","SLOAN,V,GRAV-SUBSL",SIL,0-2,S,VP,indx_69,1600,1365,1145,1940
SMOTHERSSIL0-2SSWP,SMOTHERS,SIL,0-2,S,SWP,indx_79,1450,1240,1025,1820
SMOTHERSSIL2-4SSWP,SMOTHERS,SIL,2-4,S,SWP,indx_69,1260,1050,840,1600
SPARGUSCN-SIL2-6SW,SPARGUS,CN-SIL,2-6,S,W,indx_69,1200,1005,795,1560
SPARTALFS0-3SE,SPARTA,LFS,0-3,S,E,indx_49,350,350,350,350
SPARTALS0-6SE,SPARTA,LS,0-6,S,E,indx_49,350,350,350,350
SPINKSFS12-18SW,SPINKS,FS,12-18,S,W,indx_49,350,350,350,350
SPINKSFS1-6SW,SPINKS,FS,1-6,S,W,indx_59,350,350,350,390
SPINKSFS2-6SW,SPINKS,FS,2-6,S,W,indx_59,350,350,350,390
SPINKSFS6-12SW,SPINKS,FS,6-12,S,W,indx_59,350,350,350,350
SPINKSFS6-18SW,SPINKS,FS,6-18,S,W,indx_59,350,350,350,350
SPINKSLFS0-6SW,SPINKS,LFS,0-6,S,W,indx_59,350,350,350,390
SPINKSLFS12-18SW,SPINKS,LFS,12-18,S,W,indx_49,350,350,350,350
SPINKSLFS2-6SW,SPINKS,LFS,2-6,S,W,indx_59,350,350,350,390
SPINKSLFS6-12SW,SPINKS,LFS,6-12,S,W,indx_59,350,350,350,350
SPINKSLS2-6SW,SPINKS,LS,2-6,S,W,indx_59,350,350,350,390
STAFFORDFSL0-2SSWP,STAFFORD,FSL,0-2,S,SWP,indx_69,750,585,550,1120
STAFFORDLFS0-2SSWP,STAFFORD,LFS,0-2,S,SWP,indx_69,590,470,470,910
"STAFFORD,VSL0-2SSWP","STAFFORD,V",SL,0-2,S,SWP,indx_69,750,585,550,1120
"STANHOPE,FF-PHSIL0-2SP","STANHOPE,FF-PH",SIL,0-2,S,P,indx_59,370,360,360,480
ST. CLAIRC12-18SEMW,ST. CLAIR,C,12-18,SE,MW,indx_49,350,350,350,350
ST. CLAIRL2-6SMW,ST. CLAIR,L,2-6,S,MW,indx_69,450,400,400,770
ST. CLAIRL6-12MMW,ST. CLAIR,L,6-12,M,MW,indx_59,350,350,350,390
ST. CLAIRSIC12-18SEMW,ST. CLAIR,SIC,12-18,SE,MW,indx_49,350,350,350,350
ST. CLAIRSIC12-25SEMW,ST. CLAIR,SIC,12-25,SE,MW,indx_49,350,350,350,350
ST. CLAIRSIC18-25SEMW,ST. CLAIR,SIC,18-25,SE,MW,indx_49,350,350,350,350
ST. CLAIRSIC6-12SEMW,ST. CLAIR,SIC,6-12,SE,MW,indx_49,350,350,350,350
ST. CLAIRSICL12-18MMW,ST. CLAIR,SICL,12-18,M,MW,indx_49,350,350,350,350
ST. CLAIRSICL12-25MMW,ST. CLAIR,SICL,12-25,M,MW,indx_49,350,350,350,350
ST. CLAIRSICL12-25SEMW,ST. CLAIR,SICL,12-25,SE,MW,indx_49,350,350,350,350
ST. CLAIRSICL18-25MMW,ST. CLAIR,SICL,18-25,M,MW,indx_49,350,350,350,350
ST. CLAIRSICL2-6MMW,ST. CLAIR,SICL,2-6,M,MW,indx_59,350,350,350,400
ST. CLAIRSICL4-12MMW,ST. CLAIR,SICL,4-12,M,MW,indx_59,350,350,350,350
ST. CLAIRSICL6-12MMW,ST. CLAIR,SICL,6-12,M,MW,indx_59,350,350,350,350
ST. CLAIRSIL12-18MMW,ST. CLAIR,SIL,12-18,M,MW,indx_59,350,350,350,350
ST. CLAIRSIL12-25MMW,ST. CLAIR,SIL,12-25,M,MW,indx_49,350,350,350,350
ST. CLAIRSIL2-6MMW,ST. CLAIR,SIL,2-6,M,MW,indx_59,370,360,360,550
ST. CLAIRSIL2-6SMW,ST. CLAIR,SIL,2-6,S,MW,indx_69,450,400,400,770
ST. CLAIRSIL6-12MMW,ST. CLAIR,SIL,6-12,M,MW,indx_59,350,350,350,390
ST. CLAIRSIL6-12SMW,ST. CLAIR,SIL,6-12,S,MW,indx_59,370,360,360,550
"STEINSBURG-RIGLEY,VFSL15-25SW","STEINSBURG-RIGLEY,V",FSL,15-25,S,W,indx_59,350,350,350,350
"STEINSBURG-RIGLEY,VFSL3-8SW","STEINSBURG-RIGLEY,V",FSL,3-8,S,W,indx_79,1610,1380,1165,1960
"STEINSBURG-RIGLEY,VFSL8-15SW","STEINSBURG-RIGLEY,V",FSL,8-15,S,W,indx_69,1330,1130,920,1700
STEINSBURGSL15-25SW,STEINSBURG,SL,15-25,S,W,indx_49,350,350,350,350
"STENDAL,FF-PHSIL0-2SSWP","STENDAL,FF-PH",SIL,0-2,S,SWP,indx_59,580,465,465,860
"STENDAL,OF-PHSIL0-2SSWP","STENDAL,OF-PH",SIL,0-2,S,SWP,indx_69,670,510,510,970
"STONELICK,FF-PHFSL0-2SW","STONELICK,FF-PH",FSL,0-2,S,W,indx_69,660,505,505,930
STONELICKFSL0-2SW,STONELICK,FSL,0-2,S,W,indx_69,660,505,505,960
"STONELICK,GR-SUBST,FF-PHL0-1SW","STONELICK,GR-SUBST,FF-PH",L,0-1,S,W,indx_69,660,505,505,930
STONELICKL0-2SW,STONELICK,L,0-2,S,W,indx_69,660,505,505,960
"STONELICK,OF-PHL0-2SW","STONELICK,OF-PH",L,0-2,S,W,indx_69,660,505,505,960
"STONELICK,OF-PHSL0-2SW","STONELICK,OF-PH",SL,0-2,S,W,indx_69,500,425,425,830
STONELICKSL0-2SW,STONELICK,SL,0-2,S,W,indx_59,350,350,350,430
"STONE,RF-PHCL0-2SSWP","STONE,RF-PH",CL,0-2,S,SWP,indx_89,2400,2145,1915,2800
STONESICL0-2SSWP,STONE,SICL,0-2,S,SWP,indx_89,2400,2145,1915,2800
"STRAWN-CROSBY,C0-2SMW","STRAWN-CROSBY,C",,0-2,S,MW,indx_69,1260,1075,865,1640
"STRAWN-CROSBY,C2-6SMW","STRAWN-CROSBY,C",,2-6,S,MW,indx_69,860,705,605,1260
STRAWNSICL12-18MMW,STRAWN,SICL,12-18,M,MW,indx_49,350,350,350,350
STRAWNSICL2-6MMW,STRAWN,SICL,2-6,M,MW,indx_59,350,350,350,350
STRAWNSICL6-12MMW,STRAWN,SICL,6-12,M,MW,indx_59,350,350,350,350
"STRINGLEY-SLIGO,OF-PHL0-2SW","STRINGLEY-SLIGO,OF-PH",L,0-2,S,W,indx_79,1960,1710,1485,2320
SUGARVALLEY-FINCASTLESIL0-2SSWP,SUGARVALLEY-FINCASTLE,SIL,0-2,S,SWP,indx_89,2260,2010,1775,2660
SUGARVALLEYSIL0-2SSWP,SUGARVALLEY,SIL,0-2,S,SWP,indx_89,2260,2010,1775,2660
SUMMITVILLESIL10-15MMW,SUMMITVILLE,SIL,10-15,M,MW,indx_59,350,350,350,350
SUMMITVILLESIL10-20SMW,SUMMITVILLE,SIL,10-20,S,MW,indx_59,350,350,350,350
SUMMITVILLESIL2-5SMW,SUMMITVILLE,SIL,2-5,S,MW,indx_69,430,390,390,740
SUMMITVILLESIL5-10MMW,SUMMITVILLE,SIL,5-10,M,MW,indx_59,350,350,350,350
SUMMITVILLESIL5-10SMW,SUMMITVILLE,SIL,5-10,S,MW,indx_69,360,355,355,490
SWANTONFSL0-2SVP,SWANTON,FSL,0-2,S,VP,indx_59,350,350,350,640
"SWANTON,V,SI-SUBSLFSL0-2SVP","SWANTON,V,SI-SUBSL",FSL,0-2,S,VP,indx_59,350,350,350,640
SWITZERLANDSIL15-25MW,SWITZERLAND,SIL,15-25,M,W,indx_49,350,350,350,350
SWITZERLANDSIL3-8MW,SWITZERLAND,SIL,3-8,M,W,indx_69,1200,1005,795,1560
SWITZERLANDSIL8-15MW,SWITZERLAND,SIL,8-15,M,W,indx_59,350,350,350,870
"TAGGART,RF-PHSIL0-2SSWP","TAGGART,RF-PH",SIL,0-2,S,SWP,indx_79,1990,1730,1510,2340
TAGGARTSIL0-2SSWP,TAGGART,SIL,0-2,S,SWP,indx_79,1990,1730,1510,2340
TAGGARTSIL0-3SSWP,TAGGART,SIL,0-3,S,SWP,indx_79,1990,1730,1510,2340
TAGGARTSIL0-4SSWP,TAGGART,SIL,0-4,S,SWP,indx_79,1990,1730,1510,2340
TARHOLLOWSIL2-6SMW,TARHOLLOW,SIL,2-6,S,MW,indx_69,1150,955,750,1510
TARLTONSIL6-12MMW,TARLTON,SIL,6-12,M,MW,indx_69,590,470,470,970
TAWASMUCK0-2SVP,TAWAS,MUCK,0-2,S,VP,indx_89,2480,2150,1900,2820
"TEDROW-DIXBORO,C0-2SSWP","TEDROW-DIXBORO,C",,0-2,S,SWP,indx_69,930,745,640,1280
TEDROWFS0-3SSWP,TEDROW,FS,0-3,S,SWP,indx_59,440,395,395,740
TEDROWLFS0-2SSWP,TEDROW,LFS,0-2,S,SWP,indx_59,440,395,395,740
TEDROWLFS0-3SSWP,TEDROW,LFS,0-3,S,SWP,indx_59,440,395,395,740
TEDROWLFS2-6SSWP,TEDROW,LFS,2-6,S,SWP,indx_59,390,370,370,610
TEDROWLS0-3SSWP,TEDROW,LS,0-3,S,SWP,indx_59,390,370,370,620
"TEDROW,V,SI-SUBSLLFS0-2SSWP","TEDROW,V,SI-SUBSL",LFS,0-2,S,SWP,indx_69,990,815,670,1360
TEEGARDENSIL2-6SMW,TEEGARDEN,SIL,2-6,S,MW,indx_69,1080,885,715,1440
TEEGARDENSIL6-15MMW,TEEGARDEN,SIL,6-15,M,MW,indx_69,510,430,430,880
TEEGARDENSIL6-15SMW,TEEGARDEN,SIL,6-15,S,MW,indx_69,670,510,510,1010
"THACKERY,M-SUBSTSIL0-2SMW","THACKERY,M-SUBST",SIL,0-2,S,MW,indx_79,1720,1480,1260,2060
"THACKERY,M-SUBSTSIL2-6SMW","THACKERY,M-SUBST",SIL,2-6,S,MW,indx_69,1470,1260,1045,1840
THACKERYSIL0-2SMW,THACKERY,SIL,0-2,S,MW,indx_79,1720,1480,1260,2060
THACKERYSIL1-4SMW,THACKERY,SIL,1-4,S,MW,indx_79,1600,1370,1150,1940
THACKERYSIL2-6MMW,THACKERY,SIL,2-6,M,MW,indx_69,1250,1050,840,1610
THACKERYSIL2-6SMW,THACKERY,SIL,2-6,S,MW,indx_69,1470,1260,1045,1840
"THACKERY,S-SUBSTL0-2SMW","THACKERY,S-SUBST",L,0-2,S,MW,indx_79,1720,1480,1260,2060
"THACKERY,S-SUBSTSL1-3SMW","THACKERY,S-SUBST",SL,1-3,S,MW,indx_69,1560,1335,1120,1910
"THACKERY,T-SUBSTL0-2SMW","THACKERY,T-SUBST",L,0-2,S,MW,indx_79,1720,1480,1260,2060
"THACKERY,T-SUBSTSIL0-2SMW","THACKERY,T-SUBST",SIL,0-2,S,MW,indx_79,1720,1480,1260,2060
"THACKERY,VSIL0-2SMW","THACKERY,V",SIL,0-2,S,MW,indx_79,1810,1560,1335,2150
"THACKERY,VSIL2-6SMW","THACKERY,V",SIL,2-6,S,MW,indx_79,1440,1210,995,1780
THRIFTONCL12-20SEW,THRIFTON,CL,12-20,SE,W,indx_49,350,350,350,350
THRIFTONCL6-12SEW,THRIFTON,CL,6-12,SE,W,indx_59,350,350,350,350
TIDERISHIL0-2SSWP,TIDERISHI,L,0-2,S,SWP,indx_89,2990,2685,2440,3370
"TILSIT-COOLVILLE,AS,UNDULATING3-8SMW","TILSIT-COOLVILLE,AS,UNDULATING",,3-8,S,MW,indx_69,1010,830,680,1380
TILSITSIL0-2SMW,TILSIT,SIL,0-2,S,MW,indx_79,1350,1130,915,1690
TILSITSIL0-3SMW,TILSIT,SIL,0-3,S,MW,indx_69,1350,1130,915,1690
TILSITSIL0-4SMW,TILSIT,SIL,0-4,S,MW,indx_69,1350,1130,915,1690
TILSITSIL12-18SMW,TILSIT,SIL,12-18,S,MW,indx_59,500,425,425,850
TILSITSIL2-6MMW,TILSIT,SIL,2-6,M,MW,indx_69,1050,850,700,1400
TILSITSIL3-8SMW,TILSIT,SIL,3-8,S,MW,indx_69,1e3,810,675,1350
TILSITSIL6-12SMW,TILSIT,SIL,6-12,S,MW,indx_69,860,685,605,1230
"TIOGA,FF-PHFSL0-2SW","TIOGA,FF-PH",FSL,0-2,S,W,indx_69,1180,940,765,1490
"TIOGA,FF-PHL0-2SW","TIOGA,FF-PH",L,0-2,S,W,indx_69,1420,1165,940,1740
"TIOGA,FF-PHSL0-2SW","TIOGA,FF-PH",SL,0-2,S,W,indx_69,1180,940,765,1490
TIOGAFSL0-2SW,TIOGA,FSL,0-2,S,W,indx_69,1440,1230,1015,1810
TIOGAL0-2SW,TIOGA,L,0-2,S,W,indx_79,1570,1340,1125,1920
"TIOGA,OF-PHFSL0-2SW","TIOGA,OF-PH",FSL,0-2,S,W,indx_69,1440,1230,1015,1810
"TIOGA,OF-PHL0-2SW","TIOGA,OF-PH",L,0-2,S,W,indx_79,1570,1340,1125,1920
"TIOGA,OF-PHSIL0-2SW","TIOGA,OF-PH",SIL,0-2,S,W,indx_79,1570,1340,1125,1920
