soil_series,texture,slope,erosion,drainage,year,cropland,woodland,indx,id,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new
TUSCOLA,VFSL,2-6,S,MW,2011,1190,690,indx_89,TUSCOLAVFSL2-6SMW,2,112,38,54,82,4.8,80,79,indx_79
"TUSCOLA-BENNINGTON,C",,2-6,S,MW,2011,640,200,indx_79,"TUSCOLA-BENNINGTON,C2-6SMW",2,100,31,45,78,4.3,70,68,indx_69
"TUSCOLA-SHINROCK,C",,2-6,S,MW,2011,1040,540,indx_79,"TUSCOLA-SHINROCK,C2-6SMW",2,105,38,44,78,4.3,73,72,indx_79
"TUSCOLA,V",FSL,1-6,S,MW,2011,1260,760,indx_79,"TUSCOLA,VFSL1-6SMW",2,110,40,50,80,4.5,77,77,indx_79
"TUSCOLA,V",FSL,6-12,S,MW,2011,850,350,indx_69,"TUSCOLA,VFSL6-12SMW",2,100,35,45,75,4,69,69,indx_69
TYGART,SIL,0-3,S,SWP,2011,540,200,indx_69,TYGARTSIL0-3SSWP,2,100,30,34,68,3.5,62,63,indx_69
TYLER,SIL,0-2,S,SWP,2011,740,200,indx_59,TYLERSIL0-2SSWP,2,95,35,35,60,3,58,63,indx_69
TYLER,SIL,2-5,S,SWP,2011,600,200,indx_59,TYLERSIL2-5SSWP,2,85,35,35,60,3,56,60,indx_69
TYNER,LS,1-6,S,W,2011,300,200,indx_49,TYNERLS1-6SW,3,70,26,32,44,2.3,44,49,indx_49
TYNER,LS,6-12,S,W,2011,300,200,indx_49,TYNERLS6-12SW,3,64,24,29,40,2,40,45,indx_49
"TYNER-OTISVILLE,C",,2-6,S,W,2011,300,200,indx_49,"TYNER-OTISVILLE,C2-6SW",3,69,24,28,44,2.3,43,47,indx_49
"TYNER,V",SL,0-2,S,W,2011,300,200,indx_49,"TYNER,VSL0-2SW",3,75,28,36,55,2.5,49,54,indx_59
"UDIPSAMMENTS-SPINKS,C",,0-6,S,W,2011,300,200,indx_49,"UDIPSAMMENTS-SPINKS,C0-6SW",3,60,16,31,0,2,38,41,indx_49
UNIONTOWN,SIL,0-2,S,MW,2011,1270,770,indx_79,UNIONTOWNSIL0-2SMW,2,112,40,46,60,5,77,76,indx_79
UNIONTOWN,SIL,1-6,S,MW,2011,1220,720,indx_79,UNIONTOWNSIL1-6SMW,2,108,40,45,58,5,76,74,indx_79
UNIONTOWN,SIL,2-6,M,MW,2011,980,480,indx_79,UNIONTOWNSIL2-6MMW,2,103,38,38,55,4.8,72,69,indx_69
UNIONTOWN,SIL,2-6,S,MW,2011,1220,720,indx_79,UNIONTOWNSIL2-6SMW,2,108,40,45,58,5,76,74,indx_79
UNIONTOWN,SIL,6-12,M,MW,2011,710,210,indx_69,UNIONTOWNSIL6-12MMW,2,90,35,42,54,4.5,68,64,indx_69
UPSHUR,C,12-18,SE,W,2011,300,200,indx_49,UPSHURC12-18SEW,3,0,0,0,0,2.2,37,0,indx_49
UPSHUR,C,18-25,SE,W,2011,300,200,indx_49,UPSHURC18-25SEW,3,0,0,0,0,0,0,0,indx_49
UPSHUR,C,6-12,SE,W,2011,300,200,indx_49,UPSHURC6-12SEW,3,0,0,0,0,2.6,43,0,indx_49
UPSHUR,SIC,15-25,SE,W,2011,300,200,indx_49,UPSHURSIC15-25SEW,3,0,0,0,0,0,0,0,indx_49
UPSHUR,SIC,8-15,SE,W,2011,300,200,indx_49,UPSHURSIC8-15SEW,3,0,0,0,0,2.6,43,0,indx_49
UPSHUR,SICL,12-18,S,W,2011,300,200,indx_59,UPSHURSICL12-18SW,3,78,22,29,49,3.3,52,50,indx_59
UPSHUR,SICL,12-20,M,W,2011,300,200,indx_59,UPSHURSICL12-20MW,3,81,23,30,51,3.4,54,51,indx_59
UPSHUR,SICL,15-25,M,W,2011,300,200,indx_49,UPSHURSICL15-25MW,3,0,0,0,0,2.8,47,0,indx_49
UPSHUR,SICL,15-25,S,W,2011,300,200,indx_59,UPSHURSICL15-25SW,3,0,0,0,0,3,50,0,indx_49
UPSHUR,SICL,15-25,SE,W,2011,300,200,indx_49,UPSHURSICL15-25SEW,3,0,0,0,0,0,0,0,indx_49
UPSHUR,SICL,18-25,S,W,2011,300,200,indx_49,UPSHURSICL18-25SW,3,0,0,0,0,2.8,47,0,indx_49
UPSHUR,SICL,2-6,S,W,2011,300,200,indx_59,UPSHURSICL2-6SW,2,90,25,33,56,3.8,59,57,indx_59
UPSHUR,SICL,6-12,M,W,2011,300,200,indx_59,UPSHURSICL6-12MW,3,81,23,31,51,3.5,54,52,indx_59
UPSHUR,SICL,6-12,S,W,2011,300,200,indx_59,UPSHURSICL6-12SW,2,86,24,32,54,3.6,57,55,indx_59
UPSHUR,SICL,6-15,M,W,2011,300,200,indx_59,UPSHURSICL6-15MW,3,79,22,30,0,3.4,53,50,indx_59
UPSHUR,SICL,6-15,S,W,2011,300,200,indx_59,UPSHURSICL6-15SW,3,83,23,31,52,3.5,55,53,indx_59
UPSHUR,SICL,8-15,M,W,2011,300,200,indx_59,UPSHURSICL8-15MW,3,78,22,29,49,3.3,52,50,indx_59
UPSHUR,SICL,8-15,S,W,2011,300,200,indx_59,UPSHURSICL8-15SW,3,82,23,30,51,3.5,54,52,indx_59
UPSHUR,SIL,12-18,M,W,2011,300,200,indx_59,UPSHURSIL12-18MW,3,81,0,28,51,3.4,54,41,indx_49
UPSHUR,SIL,2-6,S,W,2011,300,200,indx_69,UPSHURSIL2-6SW,2,91,25,33,57,3.8,60,57,indx_59
UPSHUR,SIL,2-8,S,W,2011,300,200,indx_69,UPSHURSIL2-8SW,2,91,25,33,57,3.8,60,57,indx_59
UPSHUR,SIL,3-8,S,W,2011,300,200,indx_69,UPSHURSIL3-8SW,2,91,25,33,57,3.8,60,57,indx_59
UPSHUR,SIL,6-12,M,W,2011,300,200,indx_59,UPSHURSIL6-12MW,2,85,22,30,55,3.6,56,53,indx_59
UPSHUR,SIL,8-15,S,W,2011,300,200,indx_59,UPSHURSIL8-15SW,2,85,24,31,53,3.6,56,54,indx_59
"UPSHUR-BERKS,C",,15-25,M,W,2011,300,200,indx_49,"UPSHUR-BERKS,C15-25MW",3,0,0,0,0,2.6,43,0,indx_49
"UPSHUR-BERKS,C",,6-15,M,W,2011,300,200,indx_49,"UPSHUR-BERKS,C6-15MW",3,78,22,29,0,3.2,43,50,indx_59
UPSHUR-ELBA,SICL,15-25,S,W,2011,300,200,indx_59,UPSHUR-ELBASICL15-25SW,3,0,0,0,0,3,50,0,indx_49
UPSHUR-ELBA,SICL,8-15,S,W,2011,300,200,indx_69,UPSHUR-ELBASICL8-15SW,2,90,25,40,60,4,63,60,indx_69
"UPSHUR-GILPIN,C",,15-25,M,W,2011,300,200,indx_49,"UPSHUR-GILPIN,C15-25MW",3,0,0,0,0,2.8,47,0,indx_49
"UPSHUR-GILPIN,C",,15-25,S,W,2011,300,200,indx_59,"UPSHUR-GILPIN,C15-25SW",3,0,0,0,0,3,50,0,indx_49
"UPSHUR-GILPIN,C",,8-15,M,W,2011,300,200,indx_59,"UPSHUR-GILPIN,C8-15MW",3,78,22,29,49,3.1,50,50,indx_59
"UPSHUR-GILPIN,C",,8-15,S,W,2011,300,200,indx_59,"UPSHUR-GILPIN,C8-15SW",2,88,25,35,60,3.3,57,57,indx_59
"UPSHUR-MUSKINGUM,C",,10-15,M,W,2011,300,200,indx_49,"UPSHUR-MUSKINGUM,C10-15MW",3,65,0,31,33,3.2,48,37,indx_49
"UPSHUR-MUSKINGUM,C",,15-20,M,W,2011,300,200,indx_49,"UPSHUR-MUSKINGUM,C15-20MW",3,0,0,0,0,2.5,42,0,indx_49
"UPSHUR-MUSKINGUM,C",,2-5,M,W,2011,300,200,indx_59,"UPSHUR-MUSKINGUM,C2-5MW",2,89,24,39,55,3.6,59,58,indx_59
"UPSHUR-MUSKINGUM,C",,5-10,M,W,2011,300,200,indx_59,"UPSHUR-MUSKINGUM,C5-10MW",3,85,22,34,40,3.4,54,54,indx_59
"UPSHUR-STEINSBURG,C",,15-25,S,W,2011,300,200,indx_49,"UPSHUR-STEINSBURG,C15-25SW",3,0,0,0,0,2.8,47,0,indx_49
VALLEY,SICL,0-2,S,P,2011,300,200,indx_59,VALLEYSICL0-2SP,3,83,28,31,62,2.9,53,55,indx_59
VALLEY,SIL,0-2,S,P,2011,300,200,indx_59,VALLEYSIL0-2SP,3,86,29,32,64,3,55,57,indx_59
VALLEY-LORAIN,SIL,0-2,S,P,2011,760,200,indx_69,VALLEY-LORAINSIL0-2SP,2,99,34,37,63,3.8,64,65,indx_69
VANDALIA,SICL,12-18,S,W,2011,300,200,indx_59,VANDALIASICL12-18SW,3,85,20,34,55,3.6,56,53,indx_59
VANDALIA,SICL,15-25,M,W,2011,300,200,indx_49,VANDALIASICL15-25MW,3,90,0,25,40,2.6,48,44,indx_49
VANDALIA,SICL,15-25,S,W,2011,300,200,indx_59,VANDALIASICL15-25SW,3,82,0,33,50,3.5,56,44,indx_49
VANDALIA,SICL,15-25,SE,W,2011,300,200,indx_49,VANDALIASICL15-25SEW,3,0,0,0,0,2.2,37,0,indx_49
VANDALIA,SICL,18-25,S,W,2011,300,200,indx_59,VANDALIASICL18-25SW,3,80,0,32,45,3.3,53,43,indx_49
VANDALIA,SICL,6-12,S,W,2011,300,200,indx_69,VANDALIASICL6-12SW,2,95,24,36,62,3.8,61,59,indx_59
VANDALIA,SICL,6-15,M,W,2011,300,200,indx_59,VANDALIASICL6-15MW,2,85,22,34,0,3.6,57,54,indx_59
VANDALIA,SICL,8-15,S,W,2011,300,200,indx_59,VANDALIASICL8-15SW,2,90,22,34,57,3.6,58,56,indx_59
VANDALIA,SIL,12-18,S,W,2011,300,200,indx_59,VANDALIASIL12-18SW,3,85,20,34,55,3.6,56,53,indx_59
VANDALIA,SIL,15-25,M,W,2011,300,200,indx_59,VANDALIASIL15-25MW,3,90,0,28,55,2.5,50,45,indx_49
VANDALIA,SIL,15-25,S,W,2011,300,200,indx_59,VANDALIASIL15-25SW,3,90,0,30,55,3,54,46,indx_49
VANDALIA,SIL,8-15,M,W,2011,300,200,indx_59,VANDALIASIL8-15MW,3,96,21,34,58,2.8,53,58,indx_59
VANDALIA,SIL,8-15,S,W,2011,300,200,indx_59,VANDALIASIL8-15SW,2,100,22,35,60,3,56,60,indx_69
"VANDALIA-BROOKSIDE,C",,12-20,M,W,2011,300,200,indx_59,"VANDALIA-BROOKSIDE,C12-20MW",3,80,21,35,55,3.6,56,52,indx_59
"VANDALIA-BROOKSIDE,C",,15-25,S,W,2011,300,200,indx_59,"VANDALIA-BROOKSIDE,C15-25SW",3,80,0,35,55,3.5,57,44,indx_49
"VANDALIA-GILPIN,C",,15-25,SE,W,2011,300,200,indx_49,"VANDALIA-GILPIN,C15-25SEW",3,0,0,0,0,2.4,40,0,indx_49
VANDALIA-GUERNSEY,SICL,15-25,M,W,2011,300,200,indx_49,VANDALIA-GUERNSEYSICL15-25MW,3,90,0,25,40,2.5,47,44,indx_49
VANDALIA-GUERNSEY,SICL,8-15,M,W,2011,300,200,indx_59,VANDALIA-GUERNSEYSICL8-15MW,3,91,22,34,55,3,54,56,indx_59
"VANDALIA-RICHLAND,C",,15-25,S,W,2011,300,200,indx_59,"VANDALIA-RICHLAND,C15-25SW",3,80,0,35,55,3.5,57,44,indx_49
VANDERGRIFT,SIL,2-6,S,MW,2011,890,390,indx_79,VANDERGRIFTSIL2-6SMW,2,95,37,48,76,4.5,72,69,indx_69
VANDERGRIFT,SIL,6-15,S,MW,2011,800,300,indx_79,VANDERGRIFTSIL6-15SMW,2,92,36,46,74,4.4,70,67,indx_69
VANLUE,L,0-2,S,SWP,2011,1480,480,indx_79,VANLUEL0-2SSWP,2,110,45,50,0,4.1,74,79,indx_79
VAUGHNSVILLE,L,0-2,S,MW,2011,980,480,indx_69,VAUGHNSVILLEL0-2SMW,2,108,36,42,74,3.8,69,72,indx_79
VAUGHNSVILLE,L,0-3,S,MW,2011,980,480,indx_69,VAUGHNSVILLEL0-3SMW,2,108,36,42,74,3.8,69,72,indx_79
VAUGHNSVILLE,L,1-4,S,MW,2011,910,410,indx_69,VAUGHNSVILLEL1-4SMW,2,106,35,41,73,3.7,67,70,indx_79
VAUGHNSVILLE,L,2-6,S,MW,2011,880,380,indx_69,VAUGHNSVILLEL2-6SMW,2,104,35,40,71,3.6,66,69,indx_69
"VAUGHNSVILLE,V",L,0-2,S,MW,2011,550,200,indx_69,"VAUGHNSVILLE,VL0-2SMW",2,95,31,40,75,3,60,64,indx_69
VENANGO,SIL,0-2,S,SWP,2011,600,200,indx_69,VENANGOSIL0-2SSWP,2,92,33,42,75,3.7,64,64,indx_69
VENANGO,SIL,2-6,M,SWP,2011,370,200,indx_59,VENANGOSIL2-6MSWP,2,85,30,39,69,3.4,59,59,indx_59
VENANGO,SIL,2-6,S,SWP,2011,500,200,indx_69,VENANGOSIL2-6SSWP,2,88,32,40,72,3.6,62,62,indx_69
VENANGO,SIL,6-12,M,SWP,2011,300,200,indx_59,VENANGOSIL6-12MSWP,2,81,29,37,66,3.3,57,57,indx_59
VENANGO,SIL,6-12,S,SWP,2011,390,200,indx_59,VENANGOSIL6-12SSWP,2,84,31,38,69,3.4,59,59,indx_59
"VENANGO,SS-SUBST",SIL,0-2,S,SWP,2011,600,200,indx_69,"VENANGO,SS-SUBSTSIL0-2SSWP",2,92,33,42,75,3.7,64,64,indx_69
"VENANGO,SS-SUBST",SIL,2-6,S,SWP,2011,500,200,indx_69,"VENANGO,SS-SUBSTSIL2-6SSWP",2,88,32,40,72,3.6,62,62,indx_69
VINCENT,SICL,2-6,M,W,2011,570,200,indx_69,VINCENTSICL2-6MW,2,100,30,40,72,3.8,65,65,indx_69
VINCENT,SICL,2-6,S,W,2011,710,210,indx_69,VINCENTSICL2-6SW,2,104,32,41,74,3.9,68,68,indx_69
VINCENT,SICL,6-12,M,W,2011,300,200,indx_69,VINCENTSICL6-12MW,2,95,26,36,70,3.8,63,60,indx_69
VINCENT,SIL,12-18,S,W,2011,300,200,indx_69,VINCENTSIL12-18SW,3,95,26,33,66,3.5,60,59,indx_59
VINCENT,SIL,2-6,S,W,2011,790,290,indx_69,VINCENTSIL2-6SW,2,107,33,42,76,4,69,70,indx_79
VINCENT,SIL,6-12,S,W,2011,630,200,indx_69,VINCENTSIL6-12SW,2,102,31,40,72,3.8,66,66,indx_69
VINCENT,SIL,6-15,S,W,2011,630,200,indx_69,VINCENTSIL6-15SW,2,101,31,41,72,3.8,66,67,indx_69
WABASH,SIC,0-2,S,VP,2011,1040,290,indx_69,WABASHSIC0-2SVP,2,103,39,41,68,3.9,68,70,indx_79
WABASHA,SIC,0-2,S,VP,2011,1120,370,indx_79,WABASHASIC0-2SVP,2,112,38,42,78,4.2,73,74,indx_79
WABASHA,SICL,0-2,S,VP,2011,1300,550,indx_79,WABASHASICL0-2SVP,2,116,40,44,82,4.6,77,77,indx_79
"WABASHA,FF-PH",SIC,0-1,S,VP,2011,920,200,indx_69,"WABASHA,FF-PHSIC0-1SVP",11,107,34,0,0,3.7,67,54,indx_59
"WABASHA,FF-PH",SIC,0-2,S,VP,2011,920,200,indx_69,"WABASHA,FF-PHSIC0-2SVP",11,107,34,0,0,3.7,67,54,indx_59
"WABASHA,FF-PH",SICL,0-2,S,VP,2011,1020,200,indx_69,"WABASHA,FF-PHSICL0-2SVP",11,110,35,0,0,3.8,68,55,indx_59
"WABASHA,PO-PH",SICL,0-2,S,VP,2011,300,200,indx_49,"WABASHA,PO-PHSICL0-2SVP",3,0,0,0,0,0,0,0,indx_49
"WABASHA,V,MOD.SHALLOW",SICL,0-2,S,VP,2011,500,200,indx_69,"WABASHA,V,MOD.SHALLOWSICL0-2SVP",2,90,32,35,70,3.5,61,60,indx_69
WADSWORTH,SIL,0-2,S,SWP,2011,550,200,indx_69,WADSWORTHSIL0-2SSWP,2,92,32,40,66,3.6,62,63,indx_69
WADSWORTH,SIL,1-4,S,SWP,2011,480,200,indx_69,WADSWORTHSIL1-4SSWP,2,90,31,39,65,3.5,61,62,indx_69
WADSWORTH,SIL,2-5,S,SWP,2011,440,200,indx_69,WADSWORTHSIL2-5SSWP,2,88,31,38,63,3.5,60,60,indx_69
WADSWORTH,SIL,2-6,S,SWP,2011,440,200,indx_69,WADSWORTHSIL2-6SSWP,2,88,31,38,63,3.5,60,60,indx_69
WADSWORTH,SIL,6-12,M,SWP,2011,300,200,indx_59,WADSWORTHSIL6-12MSWP,3,81,28,35,58,3.2,55,55,indx_59
WADSWORTH,SIL,6-12,S,SWP,2011,310,200,indx_59,WADSWORTHSIL6-12SSWP,2,85,29,37,61,3.3,57,58,indx_59
"WADSWORTH,V",SIL,2-6,S,SWP,2011,330,200,indx_59,"WADSWORTH,VSIL2-6SSWP",2,85,30,32,66,3.5,58,57,indx_59
"WAKELAND,OF-PH",SIL,0-2,S,SWP,2011,1240,240,indx_79,"WAKELAND,OF-PHSIL0-2SSWP",2,110,40,45,0,4.4,74,75,indx_79
WAKEMAN,SL,2-6,S,W,2011,480,200,indx_69,WAKEMANSL2-6SW,2,89,31,43,65,3.5,61,63,indx_69
WAKEMAN,SL,6-12,S,W,2011,340,200,indx_59,WAKEMANSL6-12SW,2,85,29,42,63,3.4,59,60,indx_69
WALLINGTON,SIL,0-2,S,SWP,2011,400,200,indx_69,WALLINGTONSIL0-2SSWP,2,88,30,38,80,3.5,62,60,indx_69
WALLINGTON,SIL,2-6,S,SWP,2011,300,200,indx_59,WALLINGTONSIL2-6SSWP,2,84,29,36,77,3.4,59,57,indx_59
WALLKILL,SICL,0-2,S,VP,2011,890,200,indx_69,WALLKILLSICL0-2SVP,10,97,37,0,0,0,68,51,indx_59
WALLKILL,SIL,0-2,S,VP,2011,980,200,indx_79,WALLKILLSIL0-2SVP,10,100,38,0,0,0,70,53,indx_59
"WALLKILL,C-SUBST,FF-PH",SIL,0-2,S,VP,2011,940,200,indx_69,"WALLKILL,C-SUBST,FF-PHSIL0-2SVP",10,100,37,0,0,3.5,64,52,indx_59
"WALLKILL,FF-PH",SIL,0-2,S,VP,2011,980,200,indx_79,"WALLKILL,FF-PHSIL0-2SVP",10,100,38,0,0,0,70,53,indx_59
"WALLKILL,LAC-SUBST,OF-PH",SIL,0-2,S,VP,2011,980,200,indx_79,"WALLKILL,LAC-SUBST,OF-PHSIL0-2SVP",10,100,38,0,0,0,70,53,indx_59
"WALLKILL,OF-PH",SIL,0-2,S,VP,2011,980,200,indx_79,"WALLKILL,OF-PHSIL0-2SVP",10,100,38,0,0,0,70,53,indx_59
"WALLKILL,PO-PH",SIL,0-2,S,VP,2011,300,200,indx_49,"WALLKILL,PO-PHSIL0-2SVP",10,0,0,0,0,0,0,0,indx_49
"WALLKILL,SI-SUBST",SIL,0-2,S,VP,2011,1110,200,indx_69,"WALLKILL,SI-SUBSTSIL0-2SVP",10,100,40,0,0,3.5,65,53,indx_59
"WALLKILL,V",SIC,0-2,S,VP,2011,780,200,indx_59,"WALLKILL,VSIC0-2SVP",10,95,35,30,50,3.5,59,61,indx_69
"WALLKILL,V",SICL,0-2,S,VP,2011,1110,200,indx_79,"WALLKILL,VSICL0-2SVP",10,100,40,0,0,4.5,73,53,indx_59
"WALLKILL,V,C-SUBSL",SIL,0-2,S,VP,2011,1270,270,indx_79,"WALLKILL,V,C-SUBSLSIL0-2SVP",10,120,37,42,74,4.5,76,76,indx_79
WAPAHANI-MIAMIAN,CL,12-18,SE,MW,2011,300,200,indx_49,WAPAHANI-MIAMIANCL12-18SEMW,3,0,0,0,0,1.9,32,0,indx_49
WAPAHANI-MIAMIAN,CL,6-12,SE,MW,2011,300,200,indx_59,WAPAHANI-MIAMIANCL6-12SEMW,3,0,0,0,0,3.2,53,0,indx_49
"WAPPINGER,RF-PH",SL,0-2,S,W,2011,660,200,indx_69,"WAPPINGER,RF-PHSL0-2SW",2,97,33,40,70,3.3,62,65,indx_69
WARNERS,MUCK,0-2,S,VP,2011,1150,400,indx_79,WARNERSMUCK0-2SVP,10,110,38,0,0,0,75,56,indx_59
WARNERS,SIL,0-2,S,VP,2011,1150,400,indx_79,WARNERSSIL0-2SVP,10,110,38,0,0,0,75,56,indx_59
WARNERS,SOILS,0-2,S,VP,2011,300,200,indx_69,WARNERSSOILS0-2SVP,10,80,27,35,80,4,62,55,indx_59
"WARNERS,OVER CLAY",,0-2,S,VP,2011,1270,270,indx_79,"WARNERS,OVER CLAY0-2SVP",10,110,40,42,75,4.5,75,74,indx_79
"WARNERS,V,C-SUBSL",SOILS,0-2,S,VP,2011,1650,650,indx_89,"WARNERS,V,C-SUBSLSOILS0-2SVP",10,120,45,55,0,4.5,80,85,indx_89
WARSAW,L,0-2,S,W,2011,1270,770,indx_79,WARSAWL0-2SW,2,110,40,52,74,4.2,74,78,indx_79
WARSAW,L,0-3,S,W,2011,1270,770,indx_79,WARSAWL0-3SW,2,110,40,52,74,4.2,74,78,indx_79
WARSAW,L,2-6,S,W,2011,1080,580,indx_79,WARSAWL2-6SW,2,106,38,50,71,4,71,75,indx_79
WARSAW,SIL,0-2,S,W,2011,1270,770,indx_79,WARSAWSIL0-2SW,2,110,40,52,74,4.2,74,78,indx_79
WARSAW,SIL,0-3,S,W,2011,1270,770,indx_79,WARSAWSIL0-3SW,2,110,40,52,74,4.2,74,78,indx_79
WARSAW,SIL,1-4,S,W,2011,1160,660,indx_79,WARSAWSIL1-4SW,2,108,39,51,73,4.1,73,76,indx_79
WARSAW,SIL,2-6,S,W,2011,1080,580,indx_79,WARSAWSIL2-6SW,2,106,38,50,72,4,71,75,indx_79
"WARSAW,V",SIL,0-2,S,W,2011,890,390,indx_79,"WARSAW,VSIL0-2SW",2,105,35,40,0,4.5,72,69,indx_69
"WARSAW,V",SL,0-2,S,W,2011,1260,760,indx_69,"WARSAW,VSL0-2SW",2,110,40,50,0,3.1,66,77,indx_79
WASHTENAW,SOILS,0-2,S,VP,2011,1860,860,indx_89,WASHTENAWSOILS0-2SVP,2,132,46,52,76,4.3,81,88,indx_89
WATERTOWN,GR-LS,2-6,S,W,2011,300,200,indx_59,WATERTOWNGR-LS2-6SW,3,86,22,25,36,3.2,50,51,indx_59
WATERTOWN,SL,0-2,S,W,2011,300,200,indx_59,WATERTOWNSL0-2SW,2,96,24,28,40,3.6,56,57,indx_59
WATERTOWN,SL,1-8,S,W,2011,300,200,indx_59,WATERTOWNSL1-8SW,3,90,24,26,38,3.6,55,54,indx_59
WATERTOWN,SL,15-25,S,W,2011,300,200,indx_49,WATERTOWNSL15-25SW,3,0,0,0,0,2.5,42,0,indx_49
WATERTOWN,SL,2-6,S,W,2011,300,200,indx_59,WATERTOWNSL2-6SW,3,90,24,26,38,3.6,55,54,indx_59
WATERTOWN,SL,6-12,S,W,2011,300,200,indx_59,WATERTOWNSL6-12SW,3,84,21,24,36,3.4,51,49,indx_49
WATERTOWN,SL,6-15,S,W,2011,300,200,indx_59,WATERTOWNSL6-15SW,3,82,20,24,35,3.4,50,48,indx_49
WATERTOWN,SL,8-15,S,W,2011,300,200,indx_59,WATERTOWNSL8-15SW,3,80,20,24,34,3.4,50,47,indx_49
WAUPECAN,SIL,0-2,S,W,2011,1870,1370,indx_89,WAUPECANSIL0-2SW,2,130,46,59,80,4.8,85,91,indx_99
WAUSEON,FSL,0-1,S,VP,2011,1090,200,indx_69,WAUSEONFSL0-1SVP,2,100,40,40,70,3.5,65,69,indx_69
WAUSEON,FSL,0-2,S,VP,2011,1090,200,indx_69,WAUSEONFSL0-2SVP,2,100,40,40,70,3.5,65,69,indx_69
WAUSEON,LFS,0-1,S,VP,2011,1090,200,indx_69,WAUSEONLFS0-1SVP,2,100,40,40,70,3.5,65,69,indx_69
WAUSEON,LFS,0-2,S,VP,2011,1090,200,indx_69,WAUSEONLFS0-2SVP,2,100,40,40,70,3.5,65,69,indx_69
"WAUSEON,DEEP TO TILL",FSL,0-1,S,VP,2011,1090,200,indx_69,"WAUSEON,DEEP TO TILLFSL0-1SVP",2,100,40,40,70,3.5,65,69,indx_69
"WAUSEON,OVER CLAY",FSL,0-2,S,VP,2011,1090,200,indx_69,"WAUSEON,OVER CLAYFSL0-2SVP",2,100,40,40,70,3.5,65,69,indx_69
"WAUSEON,OVER CLAY",LFS,0-2,S,VP,2011,1090,200,indx_69,"WAUSEON,OVER CLAYLFS0-2SVP",2,100,40,40,70,3.5,65,69,indx_69
"WAUSEON,STRAT-SUBST",LFS,0-2,S,VP,2011,950,200,indx_69,"WAUSEON,STRAT-SUBSTLFS0-2SVP",2,100,38,39,71,3.1,62,68,indx_69
WAYLAND,SICL,0-2,S,P,2011,300,200,indx_59,WAYLANDSICL0-2SP,3,97,27,31,62,2.9,55,59,indx_59
WAYLAND,SIL,0-2,S,P,2011,440,200,indx_59,WAYLANDSIL0-2SP,2,100,28,32,64,3,57,61,indx_69
WAYNETOWN,SIL,0-2,S,SWP,2011,1460,460,indx_79,WAYNETOWNSIL0-2SSWP,2,120,42,48,70,4,74,81,indx_89
WEA,SIL,0-2,S,W,2011,1640,1140,indx_89,WEASIL0-2SW,2,124,44,56,76,4.6,81,86,indx_89
WEA,SIL,0-3,S,W,2011,1640,1140,indx_89,WEASIL0-3SW,2,124,44,56,76,4.6,81,86,indx_89
WEA,SIL,1-3,S,W,2011,1570,1070,indx_89,WEASIL1-3SW,2,122,43,55,75,4.5,80,85,indx_89
WEA,SIL,2-6,S,W,2011,1500,1000,indx_79,WEASIL2-6SW,2,120,42,54,74,4.4,78,83,indx_89
"WEA,V",SIL,0-2,S,W,2011,1260,760,indx_89,"WEA,VSIL0-2SW",2,110,40,50,80,5,80,77,indx_79
WEIKERT,CN-FSL,1-6,S,W,2011,300,200,indx_59,WEIKERTCN-FSL1-6SW,3,71,22,32,58,3,50,48,indx_49
WEIKERT,CN-SIL,12-18,S,W,2011,300,200,indx_49,WEIKERTCN-SIL12-18SW,3,65,19,26,51,2.4,42,42,indx_49
WEIKERT,CN-SIL,18-25,M,W,2011,300,200,indx_49,WEIKERTCN-SIL18-25MW,3,0,0,0,0,2,33,0,indx_49
WEIKERT,CN-SIL,6-12,S,W,2011,300,200,indx_49,WEIKERTCN-SIL6-12SW,3,70,21,28,57,2.8,47,46,indx_49
WEIKERT-MUSKINGUM,SOILS,10-15,M,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS10-15MW,3,0,0,24,48,2.2,39,10,indx_49
WEIKERT-MUSKINGUM,SOILS,10-15,S,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS10-15SW,3,0,0,26,51,2.4,42,10,indx_49
WEIKERT-MUSKINGUM,SOILS,10-15,SE,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS10-15SEW,3,0,0,0,0,2,33,0,indx_49
WEIKERT-MUSKINGUM,SOILS,15-20,M,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS15-20MW,3,0,0,0,0,2.1,35,0,indx_49
WEIKERT-MUSKINGUM,SOILS,15-20,SE,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS15-20SEW,3,0,0,0,0,1.2,20,0,indx_49
WEIKERT-MUSKINGUM,SOILS,2-5,M,W,2011,300,200,indx_59,WEIKERT-MUSKINGUMSOILS2-5MW,3,71,22,32,58,3,50,48,indx_49
WEIKERT-MUSKINGUM,SOILS,2-5,S,W,2011,300,200,indx_59,WEIKERT-MUSKINGUMSOILS2-5SW,3,71,22,32,58,3,50,48,indx_49
WEIKERT-MUSKINGUM,SOILS,5-10,M,W,2011,300,200,indx_49,WEIKERT-MUSKINGUMSOILS5-10MW,3,70,21,28,57,2.8,47,46,indx_49
