id,indx,soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
MILTONSOILS6-12SEW,indx_59,MILTON,SOILS,6-12,SE,W,3,74,28,31,59,3.4,54,51,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON-LYBRAND,C12-18MW",indx_59,"MILTON-LYBRAND,C",NA,12-18,M,W,3,77,29,35,63,3.5,57,54,indx_59,230,200,300,350,570,960,510,400,375,360,360,350,350,350,810
"MILTON,SHALLOWSIL12-18MW",indx_49,"MILTON,SHALLOW",SIL,12-18,M,W,3,57,19,28,60,2.8,45,40,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON,SHALLOWSIL18-25MW",indx_49,"MILTON,SHALLOW",SIL,18-25,M,W,3,0,0,0,0,2.6,43,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON,SHALLOWSIL2-6SW",indx_49,"MILTON,SHALLOW",SIL,2-6,S,W,3,60,22,32,68,3,49,44,indx_49,190,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON,SHALLOWSIL6-12MW",indx_49,"MILTON,SHALLOW",SIL,6-12,M,W,3,58,20,30,66,2.9,47,42,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON,SHALLOWSOILS12-18SEW",indx_49,"MILTON,SHALLOW",SOILS,12-18,SE,W,3,0,0,0,0,2.4,40,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MILTON,VL0-2SW",indx_79,"MILTON,V",L,0-2,S,W,2,96,36,40,76,4.4,70,66,indx_69,460,600,820,820,1480,2110,1740,1670,1430,1240,1040,720,860,1230,1870
"MILTON,VL2-6SW",indx_69,"MILTON,V",L,2-6,S,W,2,92,35,38,73,4.2,67,64,indx_69,450,500,710,660,1320,1900,1550,1400,1220,1040,840,540,730,1100,1710
MINERSICL0-1SVP,indx_69,MINER,SICL,0-1,S,VP,2,100,36,46,72,4,69,70,indx_79,510,670,900,910,1600,2260,1890,1810,1550,1360,1140,800,930,1330,1970
MINERSICL0-2SVP,indx_69,MINER,SICL,0-2,S,VP,2,100,36,46,72,4,69,70,indx_79,510,670,900,910,1600,2260,1890,1810,1550,1360,1140,800,930,1330,1970
"MINER,BR-SUBSTSIL0-1SVP",indx_69,"MINER,BR-SUBST",SIL,0-1,S,VP,2,100,36,46,72,4,69,70,indx_79,510,670,900,910,1600,2260,1890,1810,1550,1360,1140,800,930,1330,1970
"MINER,SH-SUBSTSICL0-2SVP",indx_69,"MINER,SH-SUBST",SICL,0-2,S,VP,2,100,36,46,72,4,69,70,indx_79,510,670,900,910,1600,2260,1890,1810,1550,1360,1140,800,930,1330,1970
MINOAFSL0-2SSWP,indx_69,MINOA,FSL,0-2,S,SWP,2,93,31,47,79,3.9,67,66,indx_69,310,370,550,530,1100,1640,1240,1060,910,750,570,350,420,780,1370
MINSTERSICL0-1SVP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,2250,3000
"MINSTER,T-SUBSTSICL0-1SVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,2250,3000
MITIWANGACN-L1-4SSWP,indx_69,MITIWANGA,CN-L,1-4,S,SWP,2,88,29,39,69,3.9,63,60,indx_69,200,200,360,350,830,1280,830,700,560,460,410,350,350,480,1040
MITIWANGAL0-2SSWP,indx_69,MITIWANGA,L,0-2,S,SWP,2,90,30,40,70,4,65,62,indx_69,220,270,440,360,930,1420,960,850,695,560,460,350,350,640,1150
MITIWANGASIL0-2SSWP,indx_69,MITIWANGA,SIL,0-2,S,SWP,2,90,30,40,70,4,65,62,indx_69,220,270,440,360,930,1420,960,850,695,560,460,350,350,640,1150
MITIWANGASIL0-3SSWP,indx_69,MITIWANGA,SIL,0-3,S,SWP,2,90,30,40,70,4,65,62,indx_69,220,270,440,360,930,1420,960,850,695,560,460,350,350,640,1150
MITIWANGASIL1-4SSWP,indx_69,MITIWANGA,SIL,1-4,S,SWP,2,88,29,39,69,3.9,63,60,indx_69,200,200,360,350,830,1280,830,700,560,460,410,350,350,480,1040
MITIWANGASIL2-6SSWP,indx_69,MITIWANGA,SIL,2-6,S,SWP,2,86,29,38,67,3.8,62,59,indx_59,210,200,340,350,770,1230,770,660,525,440,400,350,350,440,1000
"MITIWANGA,VSIL2-6SSWP",indx_69,"MITIWANGA,V",SIL,2-6,S,SWP,2,98,32,46,74,4.2,69,68,indx_69,550,450,650,650,1250,1820,1440,1270,1100,920,720,410,610,920,1540
"MITIWANGA,VSIL6-12SSWP",indx_69,"MITIWANGA,V",SIL,6-12,S,SWP,2,96,32,46,74,4.2,69,67,indx_69,540,430,630,620,1220,1780,1390,1210,1050,870,680,380,580,880,1500
MONONGAHELAL8-15SMW,indx_59,MONONGAHELA,L,8-15,S,MW,2,102,31,36,62,2.8,57,65,indx_69,240,420,610,610,1210,1780,1400,1230,1065,870,670,370,510,890,1500
MONONGAHELASIL1-8SMW,indx_69,MONONGAHELA,SIL,1-8,S,MW,2,110,35,40,65,3,62,71,indx_79,400,710,950,940,1700,2400,2030,1880,1645,1410,1170,800,1000,1400,2070
MONONGAHELASIL10-15MMW,indx_59,MONONGAHELA,SIL,10-15,M,MW,3,99,30,35,60,2.7,56,63,indx_69,180,350,530,470,1100,1610,1150,1060,880,720,540,350,400,760,1310
MONONGAHELASIL10-15SMW,indx_59,MONONGAHELA,SIL,10-15,S,MW,3,102,31,36,62,2.8,57,65,indx_69,230,420,610,610,1210,1780,1400,1230,1065,870,670,370,510,890,1500
MONONGAHELASIL2-5SMW,indx_69,MONONGAHELA,SIL,2-5,S,MW,2,110,35,40,65,3,62,71,indx_79,400,710,950,940,1700,2400,2030,1880,1645,1410,1170,800,1000,1400,2070
MONONGAHELASIL5-10MMW,indx_59,MONONGAHELA,SIL,5-10,M,MW,2,103,31,36,62,2.8,58,65,indx_69,250,430,620,630,1240,1820,1420,1250,1080,900,690,390,530,900,1520
MONONGAHELASIL5-10SMW,indx_69,MONONGAHELA,SIL,5-10,S,MW,2,106,32,38,64,3,60,68,indx_69,320,510,720,730,1370,1970,1580,1420,1235,1040,820,500,700,1020,1650
MONONGAHELASIL8-15MMW,indx_59,MONONGAHELA,SIL,8-15,M,MW,2,99,30,35,60,2.7,56,63,indx_69,190,350,530,470,1100,1610,1150,1060,880,720,540,350,400,760,1310
MONTGOMERYSIC0-2SVP,indx_79,MONTGOMERY,SIC,0-2,S,VP,2,118,40,44,68,4,72,78,indx_79,800,1000,1330,1340,2270,3090,2720,2690,2335,2070,1780,1350,1560,1980,2710
MONTGOMERYSICL0-2SVP,indx_79,MONTGOMERY,SICL,0-2,S,VP,2,122,42,46,70,4.2,75,81,indx_89,900,1130,1480,1550,2490,3430,3060,2960,2610,2310,2030,1600,1750,2250,3000
MONTGOMERYSIL0-2SVP,indx_79,MONTGOMERY,SIL,0-2,S,VP,2,126,43,47,72,4.3,77,83,indx_89,970,1260,1590,1660,2640,3610,3270,3250,2840,2530,2200,1710,1930,2380,3150
"MONTGOMERY,GRAV-SUBSTSICL0-2SVP",indx_79,"MONTGOMERY,GRAV-SUBST",SICL,0-2,S,VP,2,122,42,46,70,4.2,75,81,indx_89,900,1130,1480,1550,2490,3430,3060,2960,2610,2310,2030,1600,1750,2250,3000
"MONTGOMERY,V,FF-PHSIL0-2SVP",indx_79,"MONTGOMERY,V,FF-PH",SIL,0-2,S,VP,11,120,42,48,70,4,74,81,indx_89,830,1130,1520,1600,2600,3570,3080,2990,2625,2290,1950,1460,1610,2130,2920
MORLEYCL12-18MW,indx_59,MORLEY,CL,12-18,M,W,3,75,29,38,65,3.5,57,55,indx_59,230,200,300,350,540,940,500,360,355,350,350,350,350,350,780
MORLEYCL12-18SEW,indx_49,MORLEY,CL,12-18,SE,W,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORLEYCL6-12MW,indx_69,MORLEY,CL,6-12,M,W,2,82,31,42,71,3.8,62,60,indx_69,390,220,390,350,830,1310,930,750,640,500,430,350,350,570,1130
MORLEYCL9-18SEW,indx_49,MORLEY,CL,9-18,SE,W,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORLEYL12-18MW,indx_59,MORLEY,L,12-18,M,W,3,77,29,39,66,3.6,59,56,indx_59,250,200,300,350,600,990,540,420,385,370,360,350,350,350,830
MORLEYL2-6SW,indx_79,MORLEY,L,2-6,S,W,2,102,35,48,81,4.3,73,71,indx_79,680,660,890,860,1590,2240,1870,1720,1500,1290,1070,710,910,1310,1940
MORLEYSIL12-18MW,indx_59,MORLEY,SIL,12-18,M,W,3,77,29,39,66,3.6,59,56,indx_59,250,200,300,350,600,990,540,420,385,370,360,350,350,350,830
MORLEYSIL18-25MW,indx_59,MORLEY,SIL,18-25,M,W,3,0,0,0,0,3,50,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORLEYSIL18-25SW,indx_59,MORLEY,SIL,18-25,S,W,3,0,0,0,0,3.2,53,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORLEYSIL2-6MW,indx_69,MORLEY,SIL,2-6,M,W,2,90,33,46,77,4.1,68,65,indx_69,500,410,600,580,1210,1770,1310,1220,1025,870,700,360,550,910,1510
MORLEYSIL2-6SW,indx_79,MORLEY,SIL,2-6,S,W,2,102,35,48,81,4.3,73,71,indx_79,680,660,890,860,1590,2240,1870,1720,1500,1290,1070,710,910,1310,1940
MORLEYSIL6-12MW,indx_69,MORLEY,SIL,6-12,M,W,2,86,32,44,74,4,65,63,indx_69,560,320,500,470,990,1500,1120,940,810,660,510,350,420,710,1290
MORLEYSIL6-12SW,indx_69,MORLEY,SIL,6-12,S,W,2,90,33,46,77,4.1,68,65,indx_69,650,410,600,580,1210,1770,1310,1220,1025,870,700,360,550,910,1510
MORLEYSOILS12-18SEW,indx_49,MORLEY,SOILS,12-18,SE,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORLEYSOILS6-12SEW,indx_59,MORLEY,SOILS,6-12,SE,W,3,77,29,25,60,3.5,55,50,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MORLEY-BELMORE,C6-15MW",indx_59,"MORLEY-BELMORE,C",NA,6-15,M,W,2,80,28,36,70,3.5,58,55,indx_59,250,200,300,350,580,980,520,350,350,350,350,350,350,350,800
MORLEY-MILTONSIL2-6SW,indx_69,MORLEY-MILTON,SIL,2-6,S,W,2,100,34,44,80,4,69,69,indx_69,580,550,800,760,1470,2090,1720,1550,1350,1150,940,620,750,1130,1770
"MORLEY,LM-SUBSTL0-2SW",indx_79,"MORLEY,LM-SUBST",L,0-2,S,W,2,105,36,50,84,4.4,75,74,indx_79,590,740,980,1000,1730,2410,2040,1970,1695,1480,1250,880,1030,1430,2090
"MORLEY,LM-SUBST-MILTON,C2-6SW",indx_79,"MORLEY,LM-SUBST-MILTON,C",NA,2-6,S,W,2,100,35,46,79,4.3,72,70,indx_79,650,630,860,820,1540,2180,1820,1640,1435,1230,1020,680,870,1260,1910
MORNINGSUNSIL0-2SMW,indx_89,MORNINGSUN,SIL,0-2,S,MW,2,122,42,52,74,5,82,83,indx_89,970,1160,1520,1580,2530,3470,3100,3000,2645,2340,2060,1620,1770,2270,3020
MORNINGSUN-XENIASIL0-2SMW,indx_89,MORNINGSUN-XENIA,SIL,0-2,S,MW,2,119,41,52,76,4.7,80,82,indx_89,910,1080,1430,1460,2400,3320,2890,2860,2520,2220,1940,1460,1670,2100,2840
MORNINGSUN-XENIASIL2-6MMW,indx_79,MORNINGSUN-XENIA,SIL,2-6,M,MW,2,113,39,49,72,4.4,75,77,indx_79,890,930,1210,1250,2130,2910,2560,2430,2140,1900,1640,1230,1380,1800,2570
MORNINGSUN-XENIASIL2-6SMW,indx_79,MORNINGSUN-XENIA,SIL,2-6,S,MW,2,116,40,51,74,4.6,78,80,indx_89,900,1010,1340,1360,2270,3080,2730,2690,2335,2060,1780,1350,1560,1990,2700
MORRISTOWNCL0-8SW,indx_49,MORRISTOWN,CL,0-8,S,W,3,0,0,29,49,2.9,48,12,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNCL8-25SW,indx_49,MORRISTOWN,CL,8-25,S,W,3,0,0,25,45,2.5,42,10,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNCN-CL0-6SW,indx_49,MORRISTOWN,CN-CL,0-6,S,W,3,0,0,0,0,2.2,37,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNCN-CL6-20SW,indx_49,MORRISTOWN,CN-CL,6-20,S,W,3,0,0,0,0,1.7,28,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNCN-SICL0-8SW,indx_49,MORRISTOWN,CN-SICL,0-8,S,W,3,0,0,0,0,2.2,37,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNCN-SICL8-25SW,indx_49,MORRISTOWN,CN-SICL,8-25,S,W,3,0,0,0,0,1.7,28,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNL0-8SW,indx_59,MORRISTOWN,L,0-8,S,W,3,0,0,30,50,3,50,12,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNL15-25SW,indx_49,MORRISTOWN,L,15-25,S,W,3,0,0,0,0,2,33,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNL8-15SW,indx_49,MORRISTOWN,L,8-15,S,W,3,45,0,25,0,2.5,38,27,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSH-SICL0-3SW,indx_49,MORRISTOWN,SH-SICL,0-3,S,W,3,0,0,0,0,2.2,37,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSH-SICL1-15SW,indx_49,MORRISTOWN,SH-SICL,1-15,S,W,3,0,0,0,0,2,33,0,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSH-SICL15-25SW,indx_49,MORRISTOWN,SH-SICL,15-25,S,W,3,0,0,0,0,1.6,27,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSH-SICL3-15SW,indx_49,MORRISTOWN,SH-SICL,3-15,S,W,3,0,0,0,0,2,33,0,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSH-SICL8-25SW,indx_49,MORRISTOWN,SH-SICL,8-25,S,W,3,0,0,0,0,1.7,28,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL0-3SW,indx_49,MORRISTOWN,SICL,0-3,S,W,3,0,0,29,49,2.9,48,12,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL0-6SW,indx_49,MORRISTOWN,SICL,0-6,S,W,3,0,0,29,49,2.9,48,12,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL0-8SW,indx_49,MORRISTOWN,SICL,0-8,S,W,3,0,0,29,49,2.9,48,12,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL1-8SW,indx_49,MORRISTOWN,SICL,1-8,S,W,3,0,0,29,49,2.9,48,12,indx_49,190,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL15-25SW,indx_49,MORRISTOWN,SICL,15-25,S,W,3,0,0,0,0,2,33,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL3-15SW,indx_49,MORRISTOWN,SICL,3-15,S,W,3,0,0,29,48,2.9,48,12,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL6-20SW,indx_49,MORRISTOWN,SICL,6-20,S,W,3,0,0,27,40,2.7,44,11,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL8-15SW,indx_49,MORRISTOWN,SICL,8-15,S,W,3,0,0,29,48,2.9,48,12,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNSICL8-25SW,indx_49,MORRISTOWN,SICL,8-25,S,W,3,0,0,25,0,2.5,41,10,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNST-CL0-8SW,indx_49,MORRISTOWN,ST-CL,0-8,S,W,3,0,0,0,0,0,0,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISTOWNST-CL8-25SW,indx_49,MORRISTOWN,ST-CL,8-25,S,W,3,0,0,0,0,0,0,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MORRISTOWN,STONYCN-SICL0-8SW",indx_49,"MORRISTOWN,STONY",CN-SICL,0-8,S,W,3,0,0,0,0,0,0,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"MORRISTOWN,STONYCN-SICL8-25SW",indx_49,"MORRISTOWN,STONY",CN-SICL,8-25,S,W,3,0,0,0,0,0,0,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORRISVILLESICL12-18MMW,indx_59,MORRISVILLE,SICL,12-18,M,MW,3,78,30,36,56,3.6,57,56,indx_59,230,200,300,350,650,1060,640,510,430,390,370,350,350,430,890
MORRISVILLESICL18-25MMW,indx_49,MORRISVILLE,SICL,18-25,M,MW,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MORTIMERSICL2-6MMW,indx_59,MORTIMER,SICL,2-6,M,MW,2,85,26,35,72,3.1,56,56,indx_59,190,200,300,350,500,870,410,350,350,350,350,350,350,350,690
MORTIMERSIL2-6SMW,indx_69,MORTIMER,SIL,2-6,S,MW,2,92,28,38,76,3.4,61,61,indx_69,250,200,370,350,840,1300,840,650,545,450,400,350,350,480,1050
MOSHANNONSIL0-2SW,indx_79,MOSHANNON,SIL,0-2,S,W,2,125,40,46,75,4.5,78,81,indx_89,880,1080,1430,1460,2420,3290,2910,2880,2505,2220,1920,1460,1670,2110,2850
"MOSHANNON,FF-PHSIL0-2SW",indx_79,"MOSHANNON,FF-PH",SIL,0-2,S,W,11,120,34,45,72,4.4,75,76,indx_79,540,800,1140,1140,2080,2860,2340,2210,1930,1650,1320,890,1030,1480,2230
"MOSHANNON,OF-PHSIL0-2SW",indx_79,"MOSHANNON,OF-PH",SIL,0-2,S,W,2,125,40,46,75,4.5,78,81,indx_89,880,1080,1430,1460,2420,3290,2910,2880,2505,2220,1920,1460,1670,2110,2850
MUCKMUCK0-2SVP,indx_49,MUCK,MUCK,0-2,S,VP,10,0,0,0,0,0,0,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUCK(WOOD)MUCK0-2SVP,indx_79,MUCK(WOOD),MUCK,0-2,S,VP,10,105,40,0,0,0,74,55,indx_59,590,860,1190,1170,2080,2850,2370,2340,2015,1740,1440,1010,1200,1630,2350
MUSKEGOMUCK0-2SVP,indx_79,MUSKEGO,MUCK,0-2,S,VP,10,110,35,0,0,0,74,55,indx_59,460,740,1020,1010,1860,2610,2100,1970,1715,1450,1150,740,940,1370,2080
MUSKINGUMCN-SIL12-18MW,indx_49,MUSKINGUM,CN-SIL,12-18,M,W,3,55,0,30,32,2.6,41,33,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMCN-SIL18-25MW,indx_49,MUSKINGUM,CN-SIL,18-25,M,W,3,0,0,24,24,2.1,34,10,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMCN-SIL2-6SW,indx_69,MUSKINGUM,CN-SIL,2-6,S,W,2,85,30,40,65,3.5,60,60,indx_69,280,210,370,350,830,1280,840,730,590,470,410,350,350,560,1040
MUSKINGUMCN-SIL6-12MW,indx_59,MUSKINGUM,CN-SIL,6-12,M,W,3,75,0,34,60,3,52,42,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSIL12-18MW,indx_59,MUSKINGUM,SIL,12-18,M,W,3,83,26,38,60,3.2,56,57,indx_59,180,200,300,350,460,850,380,350,350,350,350,350,350,350,670
MUSKINGUMSIL12-18SW,indx_59,MUSKINGUM,SIL,12-18,S,W,3,85,28,40,62,3.5,59,59,indx_59,250,200,300,350,710,1130,680,480,415,380,370,350,350,370,910
MUSKINGUMSIL12-18SEW,indx_49,MUSKINGUM,SIL,12-18,SE,W,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSIL18-25MW,indx_49,MUSKINGUM,SIL,18-25,M,W,3,75,0,30,55,2.5,47,40,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSIL18-25SW,indx_49,MUSKINGUM,SIL,18-25,S,W,3,75,0,30,55,2.5,47,40,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSIL18-25SEW,indx_49,MUSKINGUM,SIL,18-25,SE,W,3,0,0,0,0,2.4,40,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSIL2-6SW,indx_69,MUSKINGUM,SIL,2-6,S,W,2,100,32,46,72,3.8,67,69,indx_69,530,480,680,680,1300,1890,1500,1310,1135,950,750,440,630,960,1580
MUSKINGUMSIL6-12MW,indx_69,MUSKINGUM,SIL,6-12,M,W,2,90,29,42,68,3.6,62,62,indx_69,390,240,410,350,880,1360,890,780,630,490,420,350,350,530,1100
MUSKINGUMSIL6-12SW,indx_69,MUSKINGUM,SIL,6-12,S,W,2,96,30,44,69,3.7,64,65,indx_69,410,350,540,470,1090,1620,1140,1040,860,710,530,350,390,750,1290
MUSKINGUMSIL6-12SEW,indx_49,MUSKINGUM,SIL,6-12,SE,W,3,75,0,30,55,2.5,47,40,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL12-18MW,indx_59,MUSKINGUM,SL,12-18,M,W,3,80,25,37,58,3.1,54,55,indx_59,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL12-18SW,indx_59,MUSKINGUM,SL,12-18,S,W,3,84,27,39,61,3.2,56,58,indx_59,180,200,300,350,570,960,560,350,350,350,350,350,350,350,760
MUSKINGUMSL12-18SEW,indx_49,MUSKINGUM,SL,12-18,SE,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL18-25MW,indx_49,MUSKINGUM,SL,18-25,M,W,3,75,0,30,55,2.5,47,40,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL18-25SW,indx_49,MUSKINGUM,SL,18-25,S,W,3,75,0,30,55,2.5,47,40,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL18-25SEW,indx_49,MUSKINGUM,SL,18-25,SE,W,3,0,0,0,0,2,33,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSL2-6SW,indx_69,MUSKINGUM,SL,2-6,S,W,2,97,31,45,70,3.7,65,67,indx_69,460,400,600,580,1170,1720,1340,1140,985,820,630,350,470,840,1440
MUSKINGUMSL6-12MW,indx_59,MUSKINGUM,SL,6-12,M,W,2,88,28,41,64,3.4,59,60,indx_69,260,200,330,350,780,1220,770,550,455,400,380,350,350,430,990
MUSKINGUMSL6-12SW,indx_69,MUSKINGUM,SL,6-12,S,W,2,93,29,43,67,3.6,63,64,indx_69,400,270,450,370,960,1460,980,870,710,540,450,350,350,580,1150
MUSKINGUMSTV-SIL6-18SW,indx_49,MUSKINGUM,STV-SIL,6-18,S,W,3,0,0,0,0,0,0,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUMSTV-SL18-25SW,indx_49,MUSKINGUM,STV-SL,18-25,S,W,3,0,0,0,0,0,0,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUM-GILPINSIL18-25SW,indx_59,MUSKINGUM-GILPIN,SIL,18-25,S,W,3,90,10,37,60,3.5,56,52,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
MUSKINGUM-GILPINSIL18-25SEW,indx_49,MUSKINGUM-GILPIN,SIL,18-25,SE,W,3,0,0,0,0,2.6,43,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
NAPPANEECL0-2SSWP,indx_79,NAPPANEE,CL,0-2,S,SWP,2,105,33,45,80,4,70,70,indx_79,460,570,790,790,1520,2150,1690,1610,1370,1180,960,570,770,1160,1800
NAPPANEEL0-2SSWP,indx_79,NAPPANEE,L,0-2,S,SWP,2,110,35,50,85,4,73,75,indx_79,590,760,1000,990,1770,2480,2090,1950,1705,1460,1210,840,1040,1450,2110
NAPPANEEL0-3SSWP,indx_79,NAPPANEE,L,0-3,S,SWP,2,110,35,50,85,4,73,75,indx_79,590,760,1000,990,1770,2480,2090,1950,1705,1460,1210,840,1040,1450,2110
NAPPANEEL2-6MSWP,indx_69,NAPPANEE,L,2-6,M,SWP,2,100,30,43,75,3.8,66,67,indx_69,460,390,580,520,1170,1720,1250,1130,940,790,570,350,440,820,1370
NAPPANEEL2-6SSWP,indx_79,NAPPANEE,L,2-6,S,SWP,2,105,33,45,80,4,70,70,indx_79,580,570,790,790,1520,2150,1690,1610,1370,1180,960,570,770,1160,1800
NAPPANEESICL0-2SSWP,indx_79,NAPPANEE,SICL,0-2,S,SWP,2,105,33,45,80,4,70,70,indx_79,460,570,790,790,1520,2150,1690,1610,1370,1180,960,570,770,1160,1800
NAPPANEESICL0-3SSWP,indx_79,NAPPANEE,SICL,0-3,S,SWP,2,105,33,45,80,4,70,70,indx_79,460,570,790,790,1520,2150,1690,1610,1370,1180,960,570,770,1160,1800
NAPPANEESICL2-6MSWP,indx_69,NAPPANEE,SICL,2-6,M,SWP,2,95,30,43,70,3.8,65,65,indx_69,420,340,520,450,1070,1570,1110,1010,835,680,520,350,380,740,1260
NAPPANEESICL2-6SSWP,indx_69,NAPPANEE,SICL,2-6,S,SWP,2,100,30,43,75,3.8,66,67,indx_69,450,390,580,520,1170,1720,1250,1130,940,790,570,350,440,820,1370
NAPPANEESICL6-12MSWP,indx_69,NAPPANEE,SICL,6-12,M,SWP,2,90,28,40,65,3.5,60,61,indx_69,320,200,360,350,810,1270,800,600,505,430,390,350,350,460,1020
NAPPANEESIL0-2SSWP,indx_79,NAPPANEE,SIL,0-2,S,SWP,2,110,35,50,85,4,73,75,indx_79,590,760,1000,990,1770,2480,2090,1950,1705,1460,1210,840,1040,1450,2110
NAPPANEESIL0-3SSWP,indx_79,NAPPANEE,SIL,0-3,S,SWP,2,110,35,50,85,4,73,75,indx_79,590,760,1000,990,1770,2480,2090,1950,1705,1460,1210,840,1040,1450,2110
NAPPANEESIL2-6SSWP,indx_79,NAPPANEE,SIL,2-6,S,SWP,2,105,33,45,80,4,70,70,indx_79,580,570,790,790,1520,2150,1690,1610,1370,1180,960,570,770,1160,1800
