id,indx,soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ELBA-UPSHURSICL15-25MW,indx_59,ELBA-UPSHUR,SICL,15-25,M,W,3,0,0,0,0,3,50,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEANCL6-12SEW,indx_49,ELDEAN,CL,6-12,SE,W,3,60,20,26,50,3,45,41,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEANGR-CL12-18SEW,indx_49,ELDEAN,GR-CL,12-18,SE,W,3,51,17,23,43,2.6,39,35,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEANGR-CL6-12SEW,indx_49,ELDEAN,GR-CL,6-12,SE,W,3,57,19,25,48,2.9,44,39,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEANGR-L0-2SW,indx_69,ELDEAN,GR-L,0-2,S,W,2,106,33,46,70,4,69,71,indx_79,470,580,800,820,1540,2180,1720,1640,1395,1200,980,590,790,1170,1820
ELDEANGR-L2-6MW,indx_69,ELDEAN,GR-L,2-6,M,W,2,100,32,40,70,3.8,66,66,indx_69,450,450,650,650,1260,1840,1460,1280,1110,930,730,420,610,930,1550
ELDEANGR-L2-6SW,indx_69,ELDEAN,GR-L,2-6,S,W,2,103,32,43,70,3.9,67,68,indx_69,460,490,700,710,1350,1950,1540,1370,1190,1000,790,480,680,990,1620
ELDEANGR-L6-12MW,indx_69,ELDEAN,GR-L,6-12,M,W,2,92,31,42,59,3.4,60,64,indx_69,320,330,520,490,1050,1550,1180,1010,870,710,530,350,380,750,1330
ELDEANL0-2SW,indx_79,ELDEAN,L,0-2,S,W,2,108,36,50,70,4,71,75,indx_79,610,770,1020,1050,1800,2490,2110,2050,1765,1540,1300,940,1080,1470,2140
ELDEANL2-6MW,indx_69,ELDEAN,L,2-6,M,W,2,100,33,46,64,3.7,66,69,indx_69,540,520,730,720,1420,2030,1580,1480,1255,1080,880,500,690,1080,1710
ELDEANL2-6SW,indx_69,ELDEAN,L,2-6,S,W,2,104,34,48,66,3.8,68,72,indx_79,600,600,880,840,1580,2230,1850,1690,1475,1260,1040,680,820,1220,1850
ELDEANL6-12MW,indx_69,ELDEAN,L,6-12,M,W,2,95,32,44,61,3.6,63,66,indx_69,400,420,610,600,1190,1730,1350,1180,1020,850,660,360,560,870,1460
ELDEANL6-12SW,indx_69,ELDEAN,L,6-12,S,W,2,99,33,46,63,3.7,65,69,indx_69,560,510,720,710,1410,1990,1540,1460,1235,1050,860,480,680,1060,1680
ELDEANSIL0-2SW,indx_79,ELDEAN,SIL,0-2,S,W,2,108,36,50,70,4,71,75,indx_79,610,770,1020,1050,1800,2490,2110,2050,1765,1540,1300,940,1080,1470,2140
ELDEANSIL0-3SW,indx_79,ELDEAN,SIL,0-3,S,W,2,108,36,50,70,4,71,75,indx_79,610,770,1020,1050,1800,2490,2110,2050,1765,1540,1300,940,1080,1470,2140
ELDEANSIL1-4SW,indx_79,ELDEAN,SIL,1-4,S,W,2,107,36,50,69,4,71,74,indx_79,600,760,1000,1040,1780,2470,2090,2030,1745,1520,1280,910,1060,1460,2130
ELDEANSIL12-18MW,indx_59,ELDEAN,SIL,12-18,M,W,3,87,29,40,56,3.2,57,60,indx_69,230,200,360,350,800,1270,800,690,550,450,400,350,350,460,1020
ELDEANSIL2-6MW,indx_69,ELDEAN,SIL,2-6,M,W,2,100,33,46,64,3.7,66,69,indx_69,540,520,730,720,1420,2030,1580,1480,1255,1080,880,500,690,1080,1710
ELDEANSIL2-6SW,indx_69,ELDEAN,SIL,2-6,S,W,2,104,34,48,66,3.8,68,72,indx_79,600,600,880,840,1580,2230,1850,1690,1475,1260,1040,680,820,1220,1850
ELDEANSIL6-12MW,indx_69,ELDEAN,SIL,6-12,M,W,2,95,32,44,61,3.6,63,66,indx_69,400,420,610,600,1190,1730,1350,1180,1020,850,660,360,560,870,1460
ELDEAN-CASCOGR-L12-18MW,indx_49,ELDEAN-CASCO,GR-L,12-18,M,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEAN-CASCOGR-L6-12MW,indx_59,ELDEAN-CASCO,GR-L,6-12,M,W,2,75,25,35,60,3.5,55,52,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELDEAN-CASCO,C6-12MW",indx_59,"ELDEAN-CASCO,C",NA,6-12,M,W,3,75,25,35,60,3.5,55,52,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELDEAN-CASCO,C6-15MW",indx_59,"ELDEAN-CASCO,C",NA,6-15,M,W,3,70,0,34,60,3,51,40,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELDEAN-CASCO,C6-18SEW",indx_49,"ELDEAN-CASCO,C",NA,6-18,SE,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELDEAN-KENDALLVILLEL0-2SW,indx_79,ELDEAN-KENDALLVILLE,L,0-2,S,W,2,110,35,42,77,4.3,72,72,indx_79,550,720,960,950,1720,2420,2040,1900,1660,1420,1180,810,1010,1410,2080
ELDEAN-KENDALLVILLEL2-6SW,indx_79,ELDEAN-KENDALLVILLE,L,2-6,S,W,2,104,35,42,75,4.2,70,70,indx_79,540,650,890,850,1600,2250,1890,1740,1520,1300,1070,720,920,1320,1960
ELDEAN-KENDALLVILLEL6-12MW,indx_69,ELDEAN-KENDALLVILLE,L,6-12,M,W,2,90,28,40,67,3.9,63,61,indx_69,400,200,360,350,810,1270,800,600,505,430,390,350,350,460,1020
"ELDEAN-MIAMIAN,C12-18MW",indx_69,"ELDEAN-MIAMIAN,C",NA,12-18,M,W,3,87,24,37,0,3.8,60,57,indx_59,310,200,300,350,420,800,350,350,350,350,350,350,350,350,540
"ELDEAN-MIAMIAN,C12-18SEW",indx_49,"ELDEAN-MIAMIAN,C",NA,12-18,SE,W,3,54,16,21,0,3,42,35,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELDEAN-MIAMIAN,C2-6MW",indx_69,"ELDEAN-MIAMIAN,C",NA,2-6,M,W,2,96,29,43,72,4.3,68,65,indx_69,430,310,490,420,1020,1540,1050,940,775,600,480,350,350,620,1220
"ELDEAN-MIAMIAN,C2-6SW",indx_79,"ELDEAN-MIAMIAN,C",NA,2-6,S,W,2,100,30,45,75,4.5,71,67,indx_69,540,400,590,530,1180,1730,1260,1140,950,790,580,350,450,830,1380
"ELDEAN-MIAMIAN,C6-12MW",indx_69,"ELDEAN-MIAMIAN,C",NA,6-12,M,W,2,90,28,38,65,4,63,60,indx_69,400,200,350,350,790,1260,790,590,495,420,390,350,350,450,1010
"ELDEAN-MIAMIAN,C6-12SW",indx_69,"ELDEAN-MIAMIAN,C",NA,6-12,S,W,2,92,30,42,65,4.2,66,63,indx_69,530,300,470,400,990,1480,1030,920,755,610,480,350,350,690,1200
"ELDEAN-MIAMIAN,C6-12SEW",indx_49,"ELDEAN-MIAMIAN,C",NA,6-12,SE,W,3,60,20,26,50,3,45,41,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELDEAN-MORLEY,C2-6MW",indx_69,"ELDEAN-MORLEY,C",NA,2-6,M,W,2,96,35,41,66,4.2,68,66,indx_69,570,560,780,730,1430,2040,1670,1510,1320,1120,920,600,800,1170,1810
"ELDEAN-MORLEY,C6-15MW",indx_59,"ELDEAN-MORLEY,C",NA,6-15,M,W,2,81,31,34,56,3.7,58,56,indx_59,250,200,330,350,770,1210,860,660,560,460,410,350,350,530,1080
ELKINSVILLESIL0-2SW,indx_79,ELKINSVILLE,SIL,0-2,S,W,2,120,42,50,75,4.5,78,82,indx_89,920,1120,1470,1550,2460,3400,3050,2950,2600,2300,2020,1580,1730,2230,2980
ELKINSVILLESIL0-3SW,indx_79,ELKINSVILLE,SIL,0-3,S,W,2,120,42,50,75,4.5,78,82,indx_89,920,1120,1470,1550,2460,3400,3050,2950,2600,2300,2020,1580,1730,2230,2980
ELKINSVILLESIL1-6SW,indx_79,ELKINSVILLE,SIL,1-6,S,W,2,115,42,48,72,4,73,79,indx_79,870,1070,1400,1470,2350,3260,2900,2800,2470,2180,1920,1500,1650,2140,2870
ELKINSVILLESIL1-8SW,indx_79,ELKINSVILLE,SIL,1-8,S,W,2,115,42,48,72,4,73,79,indx_79,870,1070,1400,1470,2350,3260,2900,2800,2470,2180,1920,1500,1650,2140,2870
ELKINSVILLESIL15-25SW,indx_59,ELKINSVILLE,SIL,15-25,S,W,3,0,0,0,0,3,50,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELKINSVILLESIL2-6SW,indx_79,ELKINSVILLE,SIL,2-6,S,W,2,115,42,48,72,4,73,79,indx_79,870,1070,1400,1470,2350,3260,2900,2800,2470,2180,1920,1500,1650,2140,2870
ELKINSVILLESIL3-8SW,indx_79,ELKINSVILLE,SIL,3-8,S,W,2,115,39,47,70,4,72,77,indx_79,790,950,1220,1280,2170,2950,2580,2460,2165,1930,1670,1260,1410,1830,2600
ELKINSVILLESIL6-12MW,indx_69,ELKINSVILLE,SIL,6-12,M,W,2,100,37,44,66,3.5,65,70,indx_79,560,700,930,950,1650,2390,1960,1880,1650,1440,1210,850,990,1440,2100
ELKINSVILLESIL6-12SW,indx_69,ELKINSVILLE,SIL,6-12,S,W,2,106,38,45,68,3.7,68,73,indx_79,650,800,1060,1090,1830,2620,2260,2130,1870,1630,1380,1000,1210,1600,2280
ELKINSVILLESIL8-15SW,indx_69,ELKINSVILLE,SIL,8-15,S,W,2,100,37,44,66,3.5,65,70,indx_79,560,700,930,950,1650,2390,1960,1880,1650,1440,1210,850,990,1440,2100
"ELKINSVILLE,RF-PHSIL0-2SW",indx_79,"ELKINSVILLE,RF-PH",SIL,0-2,S,W,2,120,42,48,72,4.5,78,81,indx_89,910,1110,1460,1540,2450,3380,3040,2940,2590,2290,2010,1570,1720,2220,2970
ELLIOTTSICL0-2SSWP,indx_79,ELLIOTT,SICL,0-2,S,SWP,2,109,39,48,74,4.7,77,75,indx_79,740,880,1150,1190,2040,2800,2430,2310,2030,1810,1570,1180,1320,1740,2490
ELLIOTTSICL0-3SSWP,indx_79,ELLIOTT,SICL,0-3,S,SWP,2,109,39,48,74,4.7,77,75,indx_79,740,880,1150,1190,2040,2800,2430,2310,2030,1810,1570,1180,1320,1740,2490
ELLIOTTSIL0-2SSWP,indx_79,ELLIOTT,SIL,0-2,S,SWP,2,112,40,50,76,4.8,79,78,indx_79,820,960,1290,1290,2180,2970,2600,2570,2225,1970,1700,1290,1500,1910,2620
ELLIOTTSIL0-3SSWP,indx_79,ELLIOTT,SIL,0-3,S,SWP,2,111,39,49,74,4.7,77,77,indx_79,760,910,1180,1230,2100,2870,2500,2370,2085,1850,1600,1210,1360,1760,2530
ELLIOTTSIL0-4SSWP,indx_79,ELLIOTT,SIL,0-4,S,SWP,2,110,39,49,74,4.7,77,76,indx_79,750,900,1170,1220,2060,2850,2480,2350,2070,1840,1590,1190,1340,1750,2500
ELLIOTTSIL1-4SSWP,indx_79,ELLIOTT,SIL,1-4,S,SWP,2,110,39,49,74,4.7,77,76,indx_79,750,900,1170,1220,2060,2850,2480,2350,2070,1840,1590,1190,1340,1750,2500
"ELLIOTT,BR-SUBSTSIL0-2SSWP",indx_79,"ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,2,112,40,50,76,4.8,79,78,indx_79,820,960,1290,1290,2180,2970,2600,2570,2225,1970,1700,1290,1500,1910,2620
ELLSWORTHSIL0-2SMW,indx_69,ELLSWORTH,SIL,0-2,S,MW,2,98,35,40,79,4,68,67,indx_69,430,580,800,760,1450,2070,1720,1570,1370,1170,960,630,830,1200,1840
ELLSWORTHSIL12-18MMW,indx_49,ELLSWORTH,SIL,12-18,M,MW,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELLSWORTHSIL12-18SMW,indx_59,ELLSWORTH,SIL,12-18,S,MW,3,0,0,0,0,3,50,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELLSWORTHSIL12-25MMW,indx_49,ELLSWORTH,SIL,12-25,M,MW,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELLSWORTHSIL18-25MMW,indx_49,ELLSWORTH,SIL,18-25,M,MW,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELLSWORTHSIL18-25SMW,indx_49,ELLSWORTH,SIL,18-25,S,MW,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELLSWORTHSIL2-6MMW,indx_69,ELLSWORTH,SIL,2-6,M,MW,2,90,32,35,70,3.8,63,60,indx_69,370,320,500,480,1020,1540,1160,980,845,690,520,350,450,750,1330
ELLSWORTHSIL2-6SMW,indx_69,ELLSWORTH,SIL,2-6,S,MW,2,95,34,38,76,4,67,64,indx_69,420,460,710,660,1330,1900,1550,1390,1210,1020,820,520,660,1030,1630
ELLSWORTHSIL6-12MMW,indx_59,ELLSWORTH,SIL,6-12,M,MW,2,80,28,32,62,3.4,56,54,indx_59,190,200,300,350,560,950,500,350,350,350,350,350,350,350,780
ELLSWORTHSIL6-12SMW,indx_69,ELLSWORTH,SIL,6-12,S,MW,2,82,32,38,70,3.6,60,59,indx_59,320,240,410,380,870,1350,990,810,695,550,450,350,350,620,1180
"ELLSWORTH,SH-SUBSTSIL12-18SMW",indx_59,"ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,3,0,0,0,0,3.3,55,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELLSWORTH,SH-SUBSTSIL6-12SMW",indx_59,"ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,2,75,27,35,68,3.8,59,53,indx_59,260,200,300,350,350,700,350,350,350,350,350,350,350,350,570
"ELLSWORTH,SS-SUBSTSIL2-6SMW",indx_69,"ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,2,85,34,38,75,4,65,61,indx_69,420,350,580,520,1120,1640,1300,1130,980,820,650,370,510,860,1430
"ELLSWORTH,SS-SUBSTSIL6-12MMW",indx_59,"ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,3,78,26,34,66,3.2,55,53,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELLSWORTH,SS-SUBSTSIL6-12SMW",indx_59,"ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,2,80,24,35,68,3.8,59,53,indx_59,260,200,300,350,350,600,350,350,350,350,350,350,350,350,400
ELNORALFS0-4SMW,indx_59,ELNORA,LFS,0-4,S,MW,3,73,25,33,69,3,52,50,indx_59,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELNORALFS1-3SMW,indx_59,ELNORA,LFS,1-3,S,MW,3,73,25,33,69,3,52,50,indx_59,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELNORALFS1-5SMW,indx_59,ELNORA,LFS,1-5,S,MW,3,73,25,33,69,3,52,50,indx_59,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ELNORALFS2-6SMW,indx_59,ELNORA,LFS,2-6,S,MW,3,71,25,33,66,3,52,50,indx_59,190,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ELNORA,BR-SUBSTLFS0-4SMW",indx_59,"ELNORA,BR-SUBST",LFS,0-4,S,MW,3,73,25,33,69,3,52,50,indx_59,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ENDOAQUENTS,LOAMY0-1SVP",indx_49,"ENDOAQUENTS,LOAMY",NA,0-1,S,VP,11,0,0,0,0,0,0,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ENOCHL0-8SW,indx_49,ENOCH,L,0-8,S,W,3,0,0,0,0,1.5,25,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ENOCHL8-25SW,indx_49,ENOCH,L,8-25,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ENOCH,VERY STONYSH-SICL0-8SW",indx_49,"ENOCH,VERY STONY",SH-SICL,0-8,S,W,3,0,0,0,0,0,0,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"ENOCH,VERY STONYSH-SICL15-25SW",indx_49,"ENOCH,VERY STONY",SH-SICL,15-25,S,W,3,0,0,0,0,0,0,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ERNESTSIL10-15MMW,indx_59,ERNEST,SIL,10-15,M,MW,3,90,25,30,40,3,52,56,indx_59,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ERNESTSIL15-20MMW,indx_59,ERNEST,SIL,15-20,M,MW,3,80,0,35,0,2.8,51,44,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ERNESTSIL15-25SMW,indx_49,ERNEST,SIL,15-25,S,MW,3,80,0,32,0,2.5,48,43,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ERNESTSIL5-10SMW,indx_59,ERNEST,SIL,5-10,S,MW,3,94,27,37,45,3.2,56,61,indx_69,190,200,300,350,750,1210,810,600,475,410,380,350,350,380,960
ERNESTSIL6-15SMW,indx_59,ERNEST,SIL,6-15,S,MW,3,92,26,36,43,3.1,55,59,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
ERNESTSIL8-15SMW,indx_59,ERNEST,SIL,8-15,S,MW,3,90,25,35,41,3,53,58,indx_59,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
EUCLIDSIL0-2SSWP,indx_79,EUCLID,SIL,0-2,S,SWP,2,110,45,45,75,4.5,76,77,indx_79,920,1150,1450,1520,2460,3340,3080,2990,2640,2350,2080,1650,1870,2290,3020
"EUCLID,OF-PHSIL0-2SSWP",indx_79,"EUCLID,OF-PH",SIL,0-2,S,SWP,2,110,45,45,75,4.5,76,77,indx_79,920,1150,1450,1520,2460,3340,3080,2990,2640,2350,2080,1650,1870,2290,3020
"EUCLID,RF-PHSIL0-2SSWP",indx_79,"EUCLID,RF-PH",SIL,0-2,S,SWP,2,110,45,45,74,4.5,76,77,indx_79,920,1150,1450,1520,2460,3340,3080,2990,2640,2350,2080,1650,1870,2290,3020
FAIRMOUNTFLV-SIC18-25MW,indx_49,FAIRMOUNT,FLV-SIC,18-25,M,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRMOUNTSICL12-25MW,indx_59,FAIRMOUNT,SICL,12-25,M,W,3,0,0,0,0,3.2,53,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRMOUNT-EDENFL-SICL12-25MW,indx_49,FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,3,0,0,0,0,2.8,47,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCL0-8SW,indx_49,FAIRPOINT,CL,0-8,S,W,3,0,0,25,45,2.5,42,10,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCL8-20SW,indx_49,FAIRPOINT,CL,8-20,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCN-CL8-20SW,indx_49,FAIRPOINT,CN-CL,8-20,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCN-CL8-25SW,indx_49,FAIRPOINT,CN-CL,8-25,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCN-SICL1-8SW,indx_49,FAIRPOINT,CN-SICL,1-8,S,W,3,0,0,0,0,2,33,0,indx_49,190,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCN-SICL8-25SW,indx_49,FAIRPOINT,CN-SICL,8-25,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCNV-SIL0-8SW,indx_49,FAIRPOINT,CNV-SIL,0-8,S,W,3,0,0,0,0,2,33,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTCNV-SIL8-25SW,indx_49,FAIRPOINT,CNV-SIL,8-25,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTGR-CL0-8SW,indx_49,FAIRPOINT,GR-CL,0-8,S,W,3,0,0,0,0,2,33,0,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTGR-CL8-25SW,indx_49,FAIRPOINT,GR-CL,8-25,S,W,3,0,0,0,0,1.5,25,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTL0-8SW,indx_49,FAIRPOINT,L,0-8,S,W,3,0,0,25,45,2.5,42,10,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTL8-25SW,indx_49,FAIRPOINT,L,8-25,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSHV-CL3-15SW,indx_49,FAIRPOINT,SHV-CL,3-15,S,W,3,0,0,0,0,1.7,28,0,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSICL0-8SW,indx_49,FAIRPOINT,SICL,0-8,S,W,3,0,0,25,45,2.5,42,10,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSICL1-15SW,indx_49,FAIRPOINT,SICL,1-15,S,W,3,0,0,25,45,2.5,42,10,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSICL15-25SW,indx_49,FAIRPOINT,SICL,15-25,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSICL2-12SW,indx_49,FAIRPOINT,SICL,2-12,S,W,3,0,0,25,45,2.5,42,10,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSICL8-25SW,indx_49,FAIRPOINT,SICL,8-25,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSIL0-8SW,indx_49,FAIRPOINT,SIL,0-8,S,W,3,0,0,25,45,2.5,42,10,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSIL3-15SW,indx_49,FAIRPOINT,SIL,3-15,S,W,3,0,0,25,45,2.5,42,10,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSIL8-20SW,indx_49,FAIRPOINT,SIL,8-20,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAIRPOINTSIL8-25SW,indx_49,FAIRPOINT,SIL,8-25,S,W,3,0,0,20,40,2,34,8,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FARMERSTOWNL0-8SW,indx_59,FARMERSTOWN,L,0-8,S,W,3,80,0,25,50,3,50,40,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FARMERSTOWNL8-20SW,indx_49,FARMERSTOWN,L,8-20,S,W,3,75,0,20,45,2,40,36,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FARMERSTOWNSIL0-8SW,indx_59,FARMERSTOWN,SIL,0-8,S,W,3,80,0,25,50,3,50,40,indx_49,200,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FARMERSTOWNSIL8-20SW,indx_49,FARMERSTOWN,SIL,8-20,S,W,3,75,0,20,45,2,40,36,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAYWOODSICL15-25MW,indx_49,FAYWOOD,SICL,15-25,M,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAYWOODSIL15-25MW,indx_49,FAYWOOD,SIL,15-25,M,W,3,0,0,0,0,2.5,42,0,indx_49,170,200,300,350,350,350,350,350,350,350,350,350,350,350,350
FAYWOODSIL8-15MW,indx_49,FAYWOOD,SIL,8-15,M,W,3,80,20,25,0,2.8,47,48,indx_49,180,200,300,350,350,350,350,350,350,350,350,350,350,350,350
"FAYWOOD-LOWELL,CSIL8-15MW",indx_59,"FAYWOOD-LOWELL,C",SIL,8-15,M,W,2,88,25,35,0,3.7,59,57,indx_59,260,200,300,350,500,880,410,350,350,350,350,350,350,350,630
FINCASTLESIL0-2SSWP,indx_79,FINCASTLE,SIL,0-2,S,SWP,2,120,42,52,76,4.3,78,82,indx_89,930,1130,1490,1560,2480,3410,3060,2960,2610,2310,2030,1590,1740,2240,2980
FINCASTLESIL0-4SSWP,indx_79,FINCASTLE,SIL,0-4,S,SWP,2,116,41,51,75,4.3,76,80,indx_89,860,1050,1380,1410,2330,3230,2810,2770,2440,2150,1880,1410,1620,2050,2770
FINCASTLESIL2-4SSWP,indx_79,FINCASTLE,SIL,2-4,S,SWP,2,115,41,51,75,4.3,76,80,indx_89,910,1040,1370,1390,2310,3210,2770,2730,2405,2120,1860,1390,1600,2030,2750
FINCASTLESIL2-6MSWP,indx_79,FINCASTLE,SIL,2-6,M,SWP,2,110,39,48,71,4.1,72,76,indx_79,790,900,1160,1210,2060,2840,2470,2350,2065,1830,1580,1190,1330,1750,2500
FINCASTLESIL2-6SSWP,indx_79,FINCASTLE,SIL,2-6,S,SWP,2,114,40,50,74,4.3,75,79,indx_79,890,980,1310,1330,2210,3030,2660,2630,2280,2020,1740,1320,1530,1950,2660
"FINCASTLE,BR-SUBSTSIL0-2SSWP",indx_69,"FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,2,98,40,48,0,3.9,69,72,indx_79,650,800,1090,1080,1870,2580,2240,2200,1900,1680,1450,1080,1280,1670,2340
"FINCASTLE,BR-SUBSTSIL2-6SSWP",indx_69,"FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,2,94,38,46,0,3.7,66,69,indx_69,580,680,900,920,1590,2320,1980,1820,1595,1390,1180,830,1030,1410,2050
FITCHVILLESIL0-2SSWP,indx_79,FITCHVILLE,SIL,0-2,S,SWP,2,110,34,40,74,4,70,71,indx_79,500,640,910,890,1640,2330,1950,1800,1575,1340,1100,740,880,1280,1940
FITCHVILLESIL0-3SSWP,indx_79,FITCHVILLE,SIL,0-3,S,SWP,2,110,34,40,74,4,70,71,indx_79,500,640,910,890,1640,2330,1950,1800,1575,1340,1100,740,880,1280,1940
FITCHVILLESIL1-4SSWP,indx_69,FITCHVILLE,SIL,1-4,S,SWP,2,108,33,39,73,4,69,69,indx_69,450,570,800,810,1540,2190,1730,1650,1405,1200,980,590,790,1180,1830
FITCHVILLESIL2-5SSWP,indx_69,FITCHVILLE,SIL,2-5,S,SWP,2,107,33,39,72,4,68,69,indx_69,490,560,780,790,1530,2170,1710,1630,1390,1190,970,570,770,1170,1820
FITCHVILLESIL2-6SSWP,indx_69,FITCHVILLE,SIL,2-6,S,SWP,2,107,33,39,72,4,68,69,indx_69,490,560,780,790,1530,2170,1710,1630,1390,1190,970,570,770,1170,1820
