id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland_unadj,woodland_unadj,year
ROSSMOYNESIL8-15MMW,ROSSMOYNE,SIL,8-15,M,MW,63,indx_69,405,230,2018
ROSSMOYNESOILS6-12SEMW,ROSSMOYNE,SOILS,6-12,SE,MW,58,indx_59,360,230,2018
"ROSS,OF-PHL0-1SW","ROSS,OF-PH",L,0-1,S,W,92,indx_99,2775,1775,2018
"ROSS,OF-PHL0-2SW","ROSS,OF-PH",L,0-2,S,W,92,indx_99,2775,1775,2018
"ROSS,OF-PHSIL0-2SW","ROSS,OF-PH",SIL,0-2,S,W,92,indx_99,2775,1775,2018
"ROSS,OV-PH,FF-PHSIL0-2SW","ROSS,OV-PH,FF-PH",SIL,0-2,S,W,89,indx_89,2335,1335,2018
"ROSS,RF-PHL0-2SW","ROSS,RF-PH",L,0-2,S,W,92,indx_99,2775,1775,2018
"ROSS,RF-PHSICL0-2SW","ROSS,RF-PH",SICL,0-2,S,W,89,indx_89,2555,1555,2018
ROSSSIL0-2SW,ROSS,SIL,0-2,S,W,92,indx_99,2775,1775,2018
"ROSS,V,SHALLOWSIL0-2SW","ROSS,V,SHALLOW",SIL,0-2,S,W,47,indx_49,350,230,2018
"ROUNDHEAD,L-SUBSTMUCK0-1SVP","ROUNDHEAD,L-SUBST",MUCK,0-1,S,VP,86,indx_89,2230,435,2018
ROUNDHEADMUCK0-2SVP,ROUNDHEAD,MUCK,0-2,S,VP,86,indx_89,2230,435,2018
RUSHSIL0-2SW,RUSH,SIL,0-2,S,W,80,indx_89,2390,1390,2018
RUSHSIL0-3SW,RUSH,SIL,0-3,S,W,80,indx_89,2390,1390,2018
RUSHSIL2-6SW,RUSH,SIL,2-6,S,W,77,indx_79,2090,1090,2018
"RUSSELL-MIAMIAN,BR-SUBSTSIL2-6MW","RUSSELL-MIAMIAN,BR-SUBST",SIL,2-6,M,W,68,indx_69,1235,235,2018
"RUSSELL-MIAMIAN,BR-SUBSTSIL2-6SW","RUSSELL-MIAMIAN,BR-SUBST",SIL,2-6,S,W,71,indx_79,1370,370,2018
RUSSELL-MIAMIANSIL0-2SW,RUSSELL-MIAMIAN,SIL,0-2,S,W,74,indx_79,1565,565,2018
RUSSELL-MIAMIANSIL12-18MW,RUSSELL-MIAMIAN,SIL,12-18,M,W,49,indx_49,350,230,2018
RUSSELL-MIAMIANSIL2-6MW,RUSSELL-MIAMIAN,SIL,2-6,M,W,68,indx_69,1235,235,2018
RUSSELL-MIAMIANSIL2-6SW,RUSSELL-MIAMIAN,SIL,2-6,S,W,71,indx_79,1370,370,2018
RUSSELL-MIAMIANSIL6-12MW,RUSSELL-MIAMIAN,SIL,6-12,M,W,58,indx_59,360,230,2018
RUSSELLSIL0-2SW,RUSSELL,SIL,0-2,S,W,82,indx_89,1840,840,2018
RUSSELLSIL12-18MW,RUSSELL,SIL,12-18,M,W,65,indx_69,645,230,2018
RUSSELLSIL12-18SW,RUSSELL,SIL,12-18,S,W,69,indx_69,925,240,2018
RUSSELLSIL18-25MW,RUSSELL,SIL,18-25,M,W,53,indx_59,350,230,2018
RUSSELLSIL18-25SW,RUSSELL,SIL,18-25,S,W,62,indx_69,350,230,2018
RUSSELLSIL2-6MW,RUSSELL,SIL,2-6,M,W,74,indx_79,1350,350,2018
RUSSELLSIL2-6SW,RUSSELL,SIL,2-6,S,W,79,indx_79,1570,570,2018
RUSSELLSIL3-8MW,RUSSELL,SIL,3-8,M,W,74,indx_79,1290,290,2018
RUSSELLSIL6-12MW,RUSSELL,SIL,6-12,M,W,68,indx_69,800,225,2018
RUSSELLSIL6-12SW,RUSSELL,SIL,6-12,S,W,71,indx_79,1080,240,2018
RUSSELLSOILS12-18SEW,RUSSELL,SOILS,12-18,SE,W,42,indx_49,350,230,2018
RUSSELLSOILS18-25SEW,RUSSELL,SOILS,18-25,SE,W,0,indx_49,350,230,2018
RUSSELLSOILS2-6SEW,RUSSELL,SOILS,2-6,SE,W,45,indx_49,350,230,2018
RUSSELLSOILS6-12SEW,RUSSELL,SOILS,6-12,SE,W,44,indx_49,350,230,2018
RUSSELL-XENIASIL2-6MW,RUSSELL-XENIA,SIL,2-6,M,W,73,indx_79,1330,330,2018
SANDUSKYGR-COSL0-2SVP,SANDUSKY,GR-COSL,0-2,S,VP,77,indx_79,1720,240,2018
SANDUSKYL0-1SVP,SANDUSKY,L,0-1,S,VP,77,indx_79,1720,240,2018
SANDUSKYL0-2SVP,SANDUSKY,L,0-2,S,VP,77,indx_79,1720,240,2018
"SARAHSVILLE,FF-PHSIC0-2SSWP","SARAHSVILLE,FF-PH",SIC,0-2,S,SWP,56,indx_59,355,230,2018
"SARAHSVILLE,FF-PHSICL0-2SSWP","SARAHSVILLE,FF-PH",SICL,0-2,S,SWP,57,indx_59,390,230,2018
"SARANAC,FF-PHSIC0-2SVP","SARANAC,FF-PH",SIC,0-2,S,VP,72,indx_79,1375,225,2018
"SARANAC,FF-PHSICL0-2SVP","SARANAC,FF-PH",SICL,0-2,S,VP,69,indx_69,955,230,2018
"SARANAC,OF-PHSICL0-2SVP","SARANAC,OF-PH",SICL,0-2,S,VP,78,indx_79,1855,240,2018
"SARANAC,RF-PHSICL0-1SVP","SARANAC,RF-PH",SICL,0-1,S,VP,84,indx_89,2305,510,2018
"SARANAC,T-SUBST,FF-PHSICL0-1SVP","SARANAC,T-SUBST,FF-PH",SICL,0-1,S,VP,69,indx_69,955,230,2018
SARDINIASIL0-2SMW,SARDINIA,SIL,0-2,S,MW,72,indx_79,1465,465,2018
SARDINIASIL1-6SMW,SARDINIA,SIL,1-6,S,MW,69,indx_69,1255,255,2018
SARDINIASIL1-8SMW,SARDINIA,SIL,1-8,S,MW,69,indx_69,1255,255,2018
SARDINIASIL2-6MMW,SARDINIA,SIL,2-6,M,MW,67,indx_69,1030,230,2018
SARDINIASIL2-6SMW,SARDINIA,SIL,2-6,S,MW,69,indx_69,1255,255,2018
SARDINIASIL6-12MMW,SARDINIA,SIL,6-12,M,MW,64,indx_69,830,225,2018
SAVONASIL0-2SSWP,SAVONA,SIL,0-2,S,SWP,78,indx_79,2435,640,2018
SAYLESVILLESICL6-12MW,SAYLESVILLE,SICL,6-12,M,W,62,indx_69,355,230,2018
SCHAFFENAKERLS12-18SW,SCHAFFENAKER,LS,12-18,S,W,13,indx_49,350,230,2018
SCHAFFENAKERLS12-25SW,SCHAFFENAKER,LS,12-25,S,W,13,indx_49,350,230,2018
SCHAFFENAKERLS2-12SW,SCHAFFENAKER,LS,2-12,S,W,22,indx_49,350,230,2018
"SCIOTO,RF-PHSIL0-2SW","SCIOTO,RF-PH",SIL,0-2,S,W,70,indx_79,680,230,2018
SCIOTOSICL6-12MW,SCIOTO,SICL,6-12,M,W,57,indx_59,350,230,2018
SCIOTOSIL0-2SW,SCIOTO,SIL,0-2,S,W,70,indx_79,680,230,2018
SCIOTOSIL2-6SW,SCIOTO,SIL,2-6,S,W,67,indx_69,465,230,2018
SCIOTOVILLESIL0-2SMW,SCIOTOVILLE,SIL,0-2,S,MW,78,indx_79,1545,545,2018
SCIOTOVILLESIL0-4SMW,SCIOTOVILLE,SIL,0-4,S,MW,76,indx_79,1440,440,2018
SCIOTOVILLESIL1-6SMW,SCIOTOVILLE,SIL,1-6,S,MW,75,indx_79,1320,320,2018
SCIOTOVILLESIL1-8SMW,SCIOTOVILLE,SIL,1-8,S,MW,75,indx_79,1320,320,2018
"SEBRING,RF-PHSIL0-2SP","SEBRING,RF-PH",SIL,0-2,S,P,58,indx_59,545,230,2018
SEBRINGSICL0-2SP,SEBRING,SICL,0-2,S,P,56,indx_59,355,230,2018
SEBRINGSIL0-2SP,SEBRING,SIL,0-2,S,P,58,indx_59,545,230,2018
"SEBRING,SS-SUBSTSIL0-2SP","SEBRING,SS-SUBST",SIL,0-2,S,P,58,indx_59,545,230,2018
"SEBRING,T-SUBSTSIL0-2SP","SEBRING,T-SUBST",SIL,0-2,S,P,58,indx_59,545,230,2018
"SEBRING,V,DARK SURFACESIL0-2SP","SEBRING,V,DARK SURFACE",SIL,0-2,S,P,58,indx_59,545,230,2018
"SECONDCREEK,OV-PHSIL0-1SVP","SECONDCREEK,OV-PH",SIL,0-1,S,VP,76,indx_79,1940,225,2018
SECONDCREEKSICL0-1SVP,SECONDCREEK,SICL,0-1,S,VP,79,indx_79,2145,350,2018
SEESSICL12-18MMW,SEES,SICL,12-18,M,MW,61,indx_69,715,230,2018
SEESSICL2-6SMW,SEES,SICL,2-6,S,MW,70,indx_79,1410,410,2018
SEESSICL4-12MMW,SEES,SICL,4-12,M,MW,66,indx_69,1140,240,2018
SEES-WOOLPERSIL12-18SMW,SEES-WOOLPER,SIL,12-18,S,MW,50,indx_59,350,230,2018
SENECAVILLESIL0-2SMW,SENECAVILLE,SIL,0-2,S,MW,75,indx_79,1105,225,2018
"SEWARD,DEEP-PHLFS0-5SMW","SEWARD,DEEP-PH",LFS,0-5,S,MW,61,indx_69,440,230,2018
SEWARDFSL2-6SMW,SEWARD,FSL,2-6,S,MW,61,indx_69,460,230,2018
SEWARDLFS0-2SMW,SEWARD,LFS,0-2,S,MW,62,indx_69,550,230,2018
SEWARDLFS12-18SMW,SEWARD,LFS,12-18,S,MW,54,indx_59,350,230,2018
SEWARDLFS1-6SMW,SEWARD,LFS,1-6,S,MW,61,indx_69,415,230,2018
SEWARDLFS2-6SMW,SEWARD,LFS,2-6,S,MW,60,indx_69,410,230,2018
SEWARDLFS6-12SMW,SEWARD,LFS,6-12,S,MW,57,indx_59,355,230,2018
"SEWARD-OTTOKEE,OVER CLAYLFS0-2SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,0-2,S,MW,62,indx_69,550,230,2018
"SEWARD-OTTOKEE,OVER CLAYLFS2-6SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,2-6,S,MW,60,indx_69,410,230,2018
"SEWARD-OTTOKEE,T-SUBSTLFS0-2SMW","SEWARD-OTTOKEE,T-SUBST",LFS,0-2,S,MW,62,indx_69,550,230,2018
"SEWARD-OTTOKEE,T-SUBSTLFS2-6SMW","SEWARD-OTTOKEE,T-SUBST",LFS,2-6,S,MW,60,indx_69,410,230,2018
"SEWARD,ST-SUBSTLFS2-6SMW","SEWARD,ST-SUBST",LFS,2-6,S,MW,60,indx_69,410,230,2018
"SEWARD,ST-SUBSTLFS6-12SMW","SEWARD,ST-SUBST",LFS,6-12,S,MW,57,indx_59,355,230,2018
SHAWTOWNL0-2SW,SHAWTOWN,L,0-2,S,W,67,indx_69,525,230,2018
SHAWTOWNL2-6SW,SHAWTOWN,L,2-6,S,W,64,indx_69,355,230,2018
SHEFFIELDSIL0-2SP,SHEFFIELD,SIL,0-2,S,P,56,indx_59,375,230,2018
"SHEFFIELD,STRAT-SUBSTSIL0-2SP","SHEFFIELD,STRAT-SUBST",SIL,0-2,S,P,56,indx_59,375,230,2018
"SHELOCTA-CRUZE,C15-25SW","SHELOCTA-CRUZE,C",,15-25,S,W,50,indx_59,350,230,2018
SHELOCTA-CRUZESIL15-25SW,SHELOCTA-CRUZE,SIL,15-25,S,W,50,indx_59,350,230,2018
"SHELOCTA-MUSE,AS,HILLY15-25SW","SHELOCTA-MUSE,AS,HILLY",,15-25,S,W,49,indx_49,350,230,2018
"SHELOCTA-MUSE,C15-25SW","SHELOCTA-MUSE,C",,15-25,S,W,50,indx_59,350,230,2018
SHELOCTASIL12-20SW,SHELOCTA,SIL,12-20,S,W,56,indx_59,350,230,2018
SHELOCTASIL15-25SW,SHELOCTA,SIL,15-25,S,W,56,indx_59,350,230,2018
SHELOCTASIL1-6SW,SHELOCTA,SIL,1-6,S,W,67,indx_69,995,240,2018
SHELOCTASIL2-6SW,SHELOCTA,SIL,2-6,S,W,67,indx_69,995,240,2018
SHELOCTASIL3-8SW,SHELOCTA,SIL,3-8,S,W,67,indx_69,995,240,2018
SHELOCTASIL6-15SW,SHELOCTA,SIL,6-15,S,W,64,indx_69,490,230,2018
SHELOCTASIL8-15SW,SHELOCTA,SIL,8-15,S,W,64,indx_69,490,230,2018
SHINROCKCL6-12MMW,SHINROCK,CL,6-12,M,MW,66,indx_69,670,230,2018
SHINROCKL0-2SMW,SHINROCK,L,0-2,S,MW,78,indx_79,1545,545,2018
"SHINROCK-MARTINSVILLE,C12-18MMW","SHINROCK-MARTINSVILLE,C",,12-18,M,MW,57,indx_59,350,230,2018
"SHINROCK-MARTINSVILLE,C6-12MMW","SHINROCK-MARTINSVILLE,C",,6-12,M,MW,66,indx_69,1345,345,2018
SHINROCKSICL12-18MMW,SHINROCK,SICL,12-18,M,MW,61,indx_69,360,230,2018
SHINROCKSICL2-6MMW,SHINROCK,SICL,2-6,M,MW,70,indx_79,970,240,2018
SHINROCKSICL6-12MMW,SHINROCK,SICL,6-12,M,MW,66,indx_69,670,230,2018
SHINROCKSICL8-20SEMW,SHINROCK,SICL,8-20,SE,MW,47,indx_49,350,230,2018
SHINROCKSIL0-2SMW,SHINROCK,SIL,0-2,S,MW,78,indx_79,1545,545,2018
SHINROCKSIL12-18MMW,SHINROCK,SIL,12-18,M,MW,63,indx_69,450,230,2018
SHINROCKSIL2-6MMW,SHINROCK,SIL,2-6,M,MW,72,indx_79,1110,230,2018
SHINROCKSIL2-6SMW,SHINROCK,SIL,2-6,S,MW,77,indx_79,1370,370,2018
SHINROCKSIL6-12MMW,SHINROCK,SIL,6-12,M,MW,68,indx_69,875,230,2018
SHINROCKSIL6-12SMW,SHINROCK,SIL,6-12,S,MW,72,indx_79,1110,230,2018
SHINROCKSOILS18-25SMW,SHINROCK,SOILS,18-25,S,MW,50,indx_59,350,230,2018
"SHINROCK,T-SUB-GLYNWOOD,C1-4SMW","SHINROCK,T-SUB-GLYNWOOD,C",,1-4,S,MW,74,indx_79,1165,225,2018
"SHINROCK-TUSCOLA,C3-8MMW","SHINROCK-TUSCOLA,C",,3-8,M,MW,63,indx_69,515,230,2018
"SHINROCK,V,S-SUBSLSIL0-2SMW","SHINROCK,V,S-SUBSL",SIL,0-2,S,MW,78,indx_79,1545,545,2018
"SHOALS,FF-PHL0-2SSWP","SHOALS,FF-PH",L,0-2,S,SWP,68,indx_69,1070,230,2018
"SHOALS,FF-PHSICL0-2SSWP","SHOALS,FF-PH",SICL,0-2,S,SWP,66,indx_69,930,230,2018
"SHOALS,FF-PHSIL0-2SSWP","SHOALS,FF-PH",SIL,0-2,S,SWP,68,indx_69,1070,230,2018
SHOALSL0-2SSWP,SHOALS,L,0-2,S,SWP,76,indx_79,1830,225,2018
"SHOALS,OF-PHL0-2SSWP","SHOALS,OF-PH",L,0-2,S,SWP,76,indx_79,1830,225,2018
"SHOALS,OF-PHSIL0-1SSWP","SHOALS,OF-PH",SIL,0-1,S,SWP,76,indx_79,1830,225,2018
"SHOALS,OF-PHSIL0-2SSWP","SHOALS,OF-PH",SIL,0-2,S,SWP,76,indx_79,1830,225,2018
"SHOALS,RF-PHSIL0-2SSWP","SHOALS,RF-PH",SIL,0-2,S,SWP,77,indx_79,2370,575,2018
SHOALSSICL0-2SSWP,SHOALS,SICL,0-2,S,SWP,75,indx_79,1685,225,2018
SHOALSSIL0-2SSWP,SHOALS,SIL,0-2,S,SWP,76,indx_79,1830,225,2018
"SHOALS-SLOAN,C,MOD TO LM,FF-PH0-2SSWP","SHOALS-SLOAN,C,MOD TO LM,FF-PH",,0-2,S,SWP,0,indx_49,350,230,2018
"SHOALS-SLOAN,OVER LMSOILS0-2SSWP","SHOALS-SLOAN,OVER LM",SOILS,0-2,S,SWP,71,indx_79,1610,235,2018
"SHOALS,T-SUBST,OF-PHSIL0-1SSWP","SHOALS,T-SUBST,OF-PH",SIL,0-1,S,SWP,76,indx_79,1830,225,2018
"SHOALS,V,CO-SUBSLL0-2SSWP","SHOALS,V,CO-SUBSL",L,0-2,S,SWP,62,indx_69,345,230,2018
"SHOALS,V,MOD.SHALLOWSIL0-2SSWP","SHOALS,V,MOD.SHALLOW",SIL,0-2,S,SWP,53,indx_59,350,230,2018
"SHOALS,V,T-SUBSTSIL0-2SSWP","SHOALS,V,T-SUBST",SIL,0-2,S,SWP,74,indx_79,1830,225,2018
SISSONFSL2-6SW,SISSON,FSL,2-6,S,W,74,indx_79,1095,235,2018
SISSONFSL6-12MW,SISSON,FSL,6-12,M,W,68,indx_69,645,230,2018
SISSONL12-18SW,SISSON,L,12-18,S,W,67,indx_69,615,230,2018
SISSONL2-6SW,SISSON,L,2-6,S,W,80,indx_89,1525,525,2018
SISSONL6-12SW,SISSON,L,6-12,S,W,73,indx_79,1070,230,2018
SISSONLFS2-6SW,SISSON,LFS,2-6,S,W,72,indx_79,965,240,2018
SISSONSIL12-18MW,SISSON,SIL,12-18,M,W,64,indx_69,470,230,2018
SISSONSIL12-18SEW,SISSON,SIL,12-18,SE,W,42,indx_49,350,230,2018
SISSONSIL18-25MW,SISSON,SIL,18-25,M,W,50,indx_59,350,230,2018
SISSONSIL2-6SW,SISSON,SIL,2-6,S,W,80,indx_89,1525,525,2018
SISSONSIL6-12MW,SISSON,SIL,6-12,M,W,71,indx_79,915,240,2018
"SKIDMORE,0F-PHCB-SIL0-2SW","SKIDMORE,0F-PH",CB-SIL,0-2,S,W,49,indx_49,350,230,2018
"SKIDMORE,0F-PHGR-L0-2SW","SKIDMORE,0F-PH",GR-L,0-2,S,W,52,indx_59,350,230,2018
"SKIDMORE,FF-PHGR-L0-2SW","SKIDMORE,FF-PH",GR-L,0-2,S,W,52,indx_59,350,230,2018
"SKIDMORE,OF-PHCN-SIL2-6SW","SKIDMORE,OF-PH",CN-SIL,2-6,S,W,52,indx_59,350,230,2018
"SKIDMORE,OF-PHSIL0-2SW","SKIDMORE,OF-PH",SIL,0-2,S,W,54,indx_59,350,230,2018
"SKIDMORE,VGR-L0-3SW","SKIDMORE,V",GR-L,0-3,S,W,61,indx_69,790,230,2018
"SKIDMORE,VGR-L3-8SW","SKIDMORE,V",GR-L,3-8,S,W,57,indx_59,520,230,2018
SLEETHL0-3SSWP,SLEETH,L,0-3,S,SWP,74,indx_79,1990,235,2018
"SLEETH,L-SUBSTSIL0-3SSWP","SLEETH,L-SUBST",SIL,0-3,S,SWP,74,indx_79,1990,235,2018
"SLEETH,M-SUBSTSIL0-2SSWP","SLEETH,M-SUBST",SIL,0-2,S,SWP,74,indx_79,1990,235,2018
"SLEETH,M-SUBSTSIL2-6SSWP","SLEETH,M-SUBST",SIL,2-6,S,SWP,71,indx_79,1660,225,2018
SLEETHSIL0-2SSWP,SLEETH,SIL,0-2,S,SWP,74,indx_79,1990,235,2018
SLEETHSIL0-3SSWP,SLEETH,SIL,0-3,S,SWP,74,indx_79,1990,235,2018
SLEETHSIL2-6SSWP,SLEETH,SIL,2-6,S,SWP,71,indx_79,1660,225,2018
"SLIGO,OF-PHSIL0-1SMW","SLIGO,OF-PH",SIL,0-1,S,MW,71,indx_79,1575,575,2018
"SLOAN,FF-PHSICL0-1SVP","SLOAN,FF-PH",SICL,0-1,S,VP,78,indx_79,1830,235,2018
"SLOAN,FF-PHSICL0-2SVP","SLOAN,FF-PH",SICL,0-2,S,VP,78,indx_79,1830,235,2018
"SLOAN,FF-PHSIL0-1SVP","SLOAN,FF-PH",SIL,0-1,S,VP,80,indx_89,1955,240,2018
"SLOAN,FF-PHSIL0-2SVP","SLOAN,FF-PH",SIL,0-2,S,VP,80,indx_89,1955,240,2018
SLOANL0-2SVP,SLOAN,L,0-2,S,VP,80,indx_89,1955,240,2018
"SLOAN,LM-SUBST,OF-PHSICL0-1SVP","SLOAN,LM-SUBST,OF-PH",SICL,0-1,S,VP,79,indx_79,2185,390,2018
"SLOAN,OF-PHL0-1SVP","SLOAN,OF-PH",L,0-1,S,VP,80,indx_89,2320,505,2018
"SLOAN,OF-PHL0-2SVP","SLOAN,OF-PH",L,0-2,S,VP,80,indx_89,2320,505,2018
"SLOAN,OF-PHSICL0-1SVP","SLOAN,OF-PH",SICL,0-1,S,VP,79,indx_79,2185,390,2018
"SLOAN,OF-PHSICL0-2SVP","SLOAN,OF-PH",SICL,0-2,S,VP,79,indx_79,2185,390,2018
"SLOAN,OF-PHSIL0-2SVP","SLOAN,OF-PH",SIL,0-2,S,VP,80,indx_89,2320,505,2018
"SLOAN,OVER LMSICL0-2SVP","SLOAN,OVER LM",SICL,0-2,S,VP,75,indx_79,1660,225,2018
"SLOAN,OV-PHSIL0-2SVP","SLOAN,OV-PH",SIL,0-2,S,VP,80,indx_89,1955,240,2018
SLOANSICL0-2SVP,SLOAN,SICL,0-2,S,VP,78,indx_79,1830,235,2018
SLOANSIL0-2SVP,SLOAN,SIL,0-2,S,VP,80,indx_89,1955,240,2018
"SLOAN,S-SUBST,OF-PHSICL0-2SVP","SLOAN,S-SUBST,OF-PH",SICL,0-2,S,VP,71,indx_79,1655,230,2018
"SLOAN,S-SUBST,OF-PHSIL0-1SVP","SLOAN,S-SUBST,OF-PH",SIL,0-1,S,VP,80,indx_89,1770,235,2018
"SLOAN,S-SUBST,OF-PHSIL0-2SVP","SLOAN,S-SUBST,OF-PH",SIL,0-2,S,VP,80,indx_89,2320,505,2018
"SLOAN,T-SUBST,FF-PHSICL0-1SVP","SLOAN,T-SUBST,FF-PH",SICL,0-1,S,VP,78,indx_79,1830,235,2018
"SLOAN,T-SUBST,OF-PHSICL0-2SVP","SLOAN,T-SUBST,OF-PH",SICL,0-2,S,VP,79,indx_79,2185,390,2018
"SLOAN,T-SUBST,OF-PHSIL0-2SVP","SLOAN,T-SUBST,OF-PH",SIL,0-2,S,VP,80,indx_89,2320,505,2018
"SLOAN,V,GRAV-SUBSLSIL0-2SVP","SLOAN,V,GRAV-SUBSL",SIL,0-2,S,VP,65,indx_69,1355,240,2018
SMOTHERSSIL0-2SSWP,SMOTHERS,SIL,0-2,S,SWP,70,indx_79,1240,230,2018
SMOTHERSSIL2-4SSWP,SMOTHERS,SIL,2-4,S,SWP,68,indx_69,1060,230,2018
SPARGUSCN-SIL2-6SW,SPARGUS,CN-SIL,2-6,S,W,67,indx_69,995,240,2018
SPARTALFS0-3SE,SPARTA,LFS,0-3,S,E,46,indx_49,350,230,2018
SPARTALS0-6SE,SPARTA,LS,0-6,S,E,45,indx_49,350,230,2018
SPINKSFS12-18SW,SPINKS,FS,12-18,S,W,47,indx_49,350,230,2018
SPINKSFS1-6SW,SPINKS,FS,1-6,S,W,55,indx_59,350,230,2018
SPINKSFS2-6SW,SPINKS,FS,2-6,S,W,55,indx_59,350,230,2018
SPINKSFS6-12SW,SPINKS,FS,6-12,S,W,52,indx_59,350,230,2018
SPINKSFS6-18SW,SPINKS,FS,6-18,S,W,50,indx_59,350,230,2018
SPINKSLFS0-6SW,SPINKS,LFS,0-6,S,W,55,indx_59,350,230,2018
SPINKSLFS12-18SW,SPINKS,LFS,12-18,S,W,47,indx_49,350,230,2018
SPINKSLFS2-6SW,SPINKS,LFS,2-6,S,W,55,indx_59,350,230,2018
SPINKSLFS6-12SW,SPINKS,LFS,6-12,S,W,52,indx_59,350,230,2018
SPINKSLS2-6SW,SPINKS,LS,2-6,S,W,55,indx_59,350,230,2018
STAFFORDFSL0-2SSWP,STAFFORD,FSL,0-2,S,SWP,67,indx_69,590,230,2018
STAFFORDLFS0-2SSWP,STAFFORD,LFS,0-2,S,SWP,65,indx_69,450,230,2018
"STAFFORD,VSL0-2SSWP","STAFFORD,V",SL,0-2,S,SWP,67,indx_69,590,230,2018
"STANHOPE,FF-PHSIL0-2SP","STANHOPE,FF-PH",SIL,0-2,S,P,56,indx_59,345,230,2018
ST. CLAIRC12-18SEMW,ST. CLAIR,C,12-18,SE,MW,0,indx_49,350,230,2018
ST. CLAIRL2-6SMW,ST. CLAIR,L,2-6,S,MW,61,indx_69,355,230,2018
ST. CLAIRL6-12MMW,ST. CLAIR,L,6-12,M,MW,56,indx_59,350,230,2018
ST. CLAIRSIC12-18SEMW,ST. CLAIR,SIC,12-18,SE,MW,0,indx_49,350,230,2018
ST. CLAIRSIC12-25SEMW,ST. CLAIR,SIC,12-25,SE,MW,0,indx_49,350,230,2018
ST. CLAIRSIC18-25SEMW,ST. CLAIR,SIC,18-25,SE,MW,0,indx_49,350,230,2018
ST. CLAIRSIC6-12SEMW,ST. CLAIR,SIC,6-12,SE,MW,47,indx_49,350,230,2018
ST. CLAIRSICL12-18MMW,ST. CLAIR,SICL,12-18,M,MW,49,indx_49,350,230,2018
ST. CLAIRSICL12-25MMW,ST. CLAIR,SICL,12-25,M,MW,40,indx_49,350,230,2018
ST. CLAIRSICL12-25SEMW,ST. CLAIR,SICL,12-25,SE,MW,0,indx_49,350,230,2018
ST. CLAIRSICL18-25MMW,ST. CLAIR,SICL,18-25,M,MW,0,indx_49,350,230,2018
ST. CLAIRSICL2-6MMW,ST. CLAIR,SICL,2-6,M,MW,56,indx_59,350,230,2018
ST. CLAIRSICL4-12MMW,ST. CLAIR,SICL,4-12,M,MW,54,indx_59,350,230,2018
ST. CLAIRSICL6-12MMW,ST. CLAIR,SICL,6-12,M,MW,54,indx_59,350,230,2018
ST. CLAIRSIL12-18MMW,ST. CLAIR,SIL,12-18,M,MW,51,indx_59,350,230,2018
ST. CLAIRSIL12-25MMW,ST. CLAIR,SIL,12-25,M,MW,42,indx_49,350,230,2018
ST. CLAIRSIL2-6MMW,ST. CLAIR,SIL,2-6,M,MW,59,indx_59,345,230,2018
ST. CLAIRSIL2-6SMW,ST. CLAIR,SIL,2-6,S,MW,61,indx_69,355,230,2018
ST. CLAIRSIL6-12MMW,ST. CLAIR,SIL,6-12,M,MW,56,indx_59,350,230,2018
ST. CLAIRSIL6-12SMW,ST. CLAIR,SIL,6-12,S,MW,59,indx_59,345,230,2018
"STEINSBURG-RIGLEY,VFSL15-25SW","STEINSBURG-RIGLEY,V",FSL,15-25,S,W,58,indx_59,350,230,2018
"STEINSBURG-RIGLEY,VFSL3-8SW","STEINSBURG-RIGLEY,V",FSL,3-8,S,W,73,indx_79,1370,370,2018
"STEINSBURG-RIGLEY,VFSL8-15SW","STEINSBURG-RIGLEY,V",FSL,8-15,S,W,66,indx_69,1140,240,2018
STEINSBURGSL15-25SW,STEINSBURG,SL,15-25,S,W,48,indx_49,350,230,2018
"STENDAL,FF-PHSIL0-2SSWP","STENDAL,FF-PH",SIL,0-2,S,SWP,59,indx_59,420,230,2018
"STENDAL,OF-PHSIL0-2SSWP","STENDAL,OF-PH",SIL,0-2,S,SWP,61,indx_69,520,230,2018
"STONELICK,FF-PHFSL0-2SW","STONELICK,FF-PH",FSL,0-2,S,W,60,indx_69,490,230,2018
STONELICKFSL0-2SW,STONELICK,FSL,0-2,S,W,62,indx_69,510,230,2018
"STONELICK,GR-SUBST,FF-PHL0-1SW","STONELICK,GR-SUBST,FF-PH",L,0-1,S,W,60,indx_69,490,230,2018
STONELICKL0-2SW,STONELICK,L,0-2,S,W,62,indx_69,510,230,2018
"STONELICK,OF-PHL0-2SW","STONELICK,OF-PH",L,0-2,S,W,62,indx_69,510,230,2018
"STONELICK,OF-PHSL0-2SW","STONELICK,OF-PH",SL,0-2,S,W,60,indx_69,350,230,2018
STONELICKSL0-2SW,STONELICK,SL,0-2,S,W,59,indx_59,350,230,2018
"STONE,RF-PHCL0-2SSWP","STONE,RF-PH",CL,0-2,S,SWP,80,indx_89,2100,305,2018
STONESICL0-2SSWP,STONE,SICL,0-2,S,SWP,80,indx_89,2100,305,2018
"STRAWN-CROSBY,C0-2SMW","STRAWN-CROSBY,C",,0-2,S,MW,67,indx_69,1075,240,2018
"STRAWN-CROSBY,C2-6SMW","STRAWN-CROSBY,C",,2-6,S,MW,64,indx_69,705,230,2018
STRAWNSICL12-18MMW,STRAWN,SICL,12-18,M,MW,47,indx_49,350,230,2018
