id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland_unadj,woodland_unadj,year
"DEL REY,T-SUBSTSIL0-3SSWP","DEL REY,T-SUBST",SIL,0-3,S,SWP,76,indx_79,1470,235,2018
"DEL REY,VSIL0-3SSWP","DEL REY,V",SIL,0-3,S,SWP,77,indx_79,1715,225,2018
DIGBYFSL0-2SSWP,DIGBY,FSL,0-2,S,SWP,76,indx_79,1725,240,2018
DIGBYFSL2-6SSWP,DIGBY,FSL,2-6,S,SWP,72,indx_79,1525,240,2018
DIGBYL0-2SSWP,DIGBY,L,0-2,S,SWP,77,indx_79,1855,240,2018
DIGBYL0-3SSWP,DIGBY,L,0-3,S,SWP,77,indx_79,1855,240,2018
DIGBYL1-4SSWP,DIGBY,L,1-4,S,SWP,75,indx_79,1750,230,2018
DIGBYL2-6SSWP,DIGBY,L,2-6,S,SWP,74,indx_79,1625,230,2018
DIGBYSIL0-2SSWP,DIGBY,SIL,0-2,S,SWP,77,indx_79,1855,240,2018
DIGBYSIL2-6SSWP,DIGBY,SIL,2-6,S,SWP,74,indx_79,1625,230,2018
DIGBYSL0-2SSWP,DIGBY,SL,0-2,S,SWP,76,indx_79,1725,240,2018
DIGBYSL0-3SSWP,DIGBY,SL,0-3,S,SWP,76,indx_79,1725,240,2018
DIGBYSL2-6SSWP,DIGBY,SL,2-6,S,SWP,72,indx_79,1525,240,2018
"DIGBY,VL0-2SSWP","DIGBY,V",L,0-2,S,SWP,68,indx_69,345,230,2018
"DIGBY,VSIL0-2SSWP","DIGBY,V",SIL,0-2,S,SWP,77,indx_79,1810,235,2018
DIXBOROFSL0-2SSWP,DIXBORO,FSL,0-2,S,SWP,67,indx_69,1030,230,2018
DIXBOROFSL0-3SSWP,DIXBORO,FSL,0-3,S,SWP,67,indx_69,1030,230,2018
"DIXBORO-KIBBIE,C0-2SSWP","DIXBORO-KIBBIE,C",,0-2,S,SWP,83,indx_89,2330,515,2018
DOLESSIL0-2SSWP,DOLES,SIL,0-2,S,SWP,64,indx_69,935,230,2018
DOLESSIL0-3SSWP,DOLES,SIL,0-3,S,SWP,63,indx_69,935,230,2018
"DRUMMER,GR-SUBSTSICL0-2SVP","DRUMMER,GR-SUBST",SICL,0-2,S,VP,89,indx_89,3040,1245,2018
DUBOISSIL0-2SSWP,DUBOIS,SIL,0-2,S,SWP,65,indx_69,1040,230,2018
DUBOISSIL2-6SSWP,DUBOIS,SIL,2-6,S,SWP,63,indx_69,815,230,2018
DUNBRIDGEFSL2-6SW,DUNBRIDGE,FSL,2-6,S,W,57,indx_59,355,230,2018
DUNBRIDGELFS1-4SW,DUNBRIDGE,LFS,1-4,S,W,56,indx_59,350,230,2018
DUNBRIDGELFS2-6SW,DUNBRIDGE,LFS,2-6,S,W,56,indx_59,350,230,2018
DUNBRIDGELS0-2SW,DUNBRIDGE,LS,0-2,S,W,57,indx_59,345,230,2018
DUNBRIDGELS2-6SW,DUNBRIDGE,LS,2-6,S,W,56,indx_59,350,230,2018
DUNBRIDGESL0-2SW,DUNBRIDGE,SL,0-2,S,W,61,indx_69,425,230,2018
DUNBRIDGESL0-4SW,DUNBRIDGE,SL,0-4,S,W,59,indx_59,350,230,2018
DUNBRIDGESL1-4SW,DUNBRIDGE,SL,1-4,S,W,59,indx_59,350,230,2018
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS0-2SW","DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,0-2,S,W,53,indx_59,350,230,2018
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS2-6SW","DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,2-6,S,W,52,indx_59,350,230,2018
"DUNBRIDGE-SPINKS,OVER LMLFS0-2SW","DUNBRIDGE-SPINKS,OVER LM",LFS,0-2,S,W,53,indx_59,350,230,2018
"DUNBRIDGE-SPINKS,OVER LMLFS2-6SW","DUNBRIDGE-SPINKS,OVER LM",LFS,2-6,S,W,52,indx_59,350,230,2018
"DUNBRIDGE-SPINKS,OVER LMST-LFS0-2SW","DUNBRIDGE-SPINKS,OVER LM",ST-LFS,0-2,S,W,47,indx_49,350,230,2018
"DUNCANNON-LAKIN,C12-18SW","DUNCANNON-LAKIN,C",,12-18,S,W,59,indx_59,350,230,2018
"DUNCANNON-LAKIN,C18-25SW","DUNCANNON-LAKIN,C",,18-25,S,W,53,indx_59,350,230,2018
DUNCANNONSIL0-2SW,DUNCANNON,SIL,0-2,S,W,72,indx_79,1155,235,2018
DUNCANNONSIL2-6SW,DUNCANNON,SIL,2-6,S,W,70,indx_79,1045,225,2018
DUNCANNONSIL6-12SW,DUNCANNON,SIL,6-12,S,W,66,indx_69,740,230,2018
"DUNHAM,OV-PHSIL0-2SP","DUNHAM,OV-PH",SIL,0-2,S,P,86,indx_89,2815,1020,2018
DUNHAMSICL0-2SP,DUNHAM,SICL,0-2,S,P,89,indx_89,3040,1245,2018
"EDEN,C12-18MW","EDEN,C",,12-18,M,W,42,indx_49,350,230,2018
"EDEN,C18-25MW","EDEN,C",,18-25,M,W,42,indx_49,350,230,2018
"EDEN,C2-6MW","EDEN,C",,2-6,M,W,62,indx_69,345,230,2018
"EDEN,C6-12MW","EDEN,C",,6-12,M,W,60,indx_69,350,230,2018
EDENFL-SICL12-18MW,EDEN,FL-SICL,12-18,M,W,45,indx_49,350,230,2018
EDENFL-SICL18-25MW,EDEN,FL-SICL,18-25,M,W,42,indx_49,350,230,2018
EDENSICL15-25MW,EDEN,SICL,15-25,M,W,41,indx_49,350,230,2018
EDENSICL15-25SW,EDEN,SICL,15-25,S,W,47,indx_49,350,230,2018
EDENSICL3-8MW,EDEN,SICL,3-8,M,W,62,indx_69,345,230,2018
EDENSICL8-15MW,EDEN,SICL,8-15,M,W,57,indx_59,350,230,2018
EDENTONCL12-25SEW,EDENTON,CL,12-25,SE,W,47,indx_49,350,230,2018
EDENTON-FAIRMONTSOILS18-25MW,EDENTON-FAIRMONT,SOILS,18-25,M,W,42,indx_49,350,230,2018
EDENTON-FAIRMONTSOILS18-25SEW,EDENTON-FAIRMONT,SOILS,18-25,SE,W,0,indx_49,350,230,2018
EDENTONL12-18MW,EDENTON,L,12-18,M,W,57,indx_59,350,230,2018
EDENTONL18-25MW,EDENTON,L,18-25,M,W,50,indx_59,350,230,2018
EDENTONL6-12MW,EDENTON,L,6-12,M,W,63,indx_69,615,230,2018
EDENTONSIL12-18MW,EDENTON,SIL,12-18,M,W,57,indx_59,350,230,2018
EDENTONSIL2-6MW,EDENTON,SIL,2-6,M,W,66,indx_69,800,240,2018
EDENTONSIL2-6SW,EDENTON,SIL,2-6,S,W,69,indx_69,1005,240,2018
EDENTONSIL6-12MW,EDENTON,SIL,6-12,M,W,63,indx_69,490,230,2018
EDENTONSOILS12-18SEW,EDENTON,SOILS,12-18,SE,W,50,indx_59,350,230,2018
EDENTONSOILS6-12SEW,EDENTON,SOILS,6-12,SE,W,55,indx_59,350,230,2018
EDWARDSMUCK0-1SVP,EDWARDS,MUCK,0-1,S,VP,81,indx_89,1700,225,2018
EDWARDSMUCK0-2SVP,EDWARDS,MUCK,0-2,S,VP,81,indx_89,1700,225,2018
"EEL,FF-PHL0-2SMW","EEL,FF-PH",L,0-2,S,MW,64,indx_69,1140,240,2018
"EEL,FF-PHSIL0-2SMW","EEL,FF-PH",SIL,0-2,S,MW,64,indx_69,1140,240,2018
"EEL,GR-SUBST,OF-PHSIL0-1SMW","EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,71,indx_79,1575,575,2018
"EEL,GR-SUBST,OF-PHSIL0-2SMW","EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,71,indx_79,1575,575,2018
EELL0-2SMW,EEL,L,0-2,S,MW,71,indx_79,1575,575,2018
"EEL,MOD DEEP TO LM,FF-PHSIL0-2SMW","EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,58,indx_59,350,230,2018
"EEL,OF-PHSIL0-2SMW","EEL,OF-PH",SIL,0-2,S,MW,71,indx_79,1575,575,2018
"EEL,OVER LMSIL0-2SMW","EEL,OVER LM",SIL,0-2,S,MW,58,indx_59,350,230,2018
EELSIL0-2SMW,EEL,SIL,0-2,S,MW,71,indx_79,1575,575,2018
"EEL,V,OF-PHSIL0-2SMW","EEL,V,OF-PH",SIL,0-2,S,MW,82,indx_89,2240,1240,2018
"ELBA-BELPRE,C12-18SW","ELBA-BELPRE,C",,12-18,S,W,63,indx_69,355,230,2018
"ELBA-BELPRE,C18-25MW","ELBA-BELPRE,C",,18-25,M,W,53,indx_59,350,230,2018
ELBA-GUERNSEYSICL15-25MW,ELBA-GUERNSEY,SICL,15-25,M,W,54,indx_59,350,230,2018
ELBASICL15-25MW,ELBA,SICL,15-25,M,W,51,indx_59,350,230,2018
ELBASICL15-25SW,ELBA,SICL,15-25,S,W,55,indx_59,350,230,2018
ELBASICL3-8SW,ELBA,SICL,3-8,S,W,69,indx_69,650,230,2018
ELBASICL8-15MW,ELBA,SICL,8-15,M,W,63,indx_69,355,230,2018
ELBASICL8-15SW,ELBA,SICL,8-15,S,W,66,indx_69,420,230,2018
ELBA-UPSHURSICL15-25MW,ELBA-UPSHUR,SICL,15-25,M,W,50,indx_59,350,230,2018
"ELDEAN-CASCO,C6-12MW","ELDEAN-CASCO,C",,6-12,M,W,55,indx_59,350,230,2018
"ELDEAN-CASCO,C6-15MW","ELDEAN-CASCO,C",,6-15,M,W,51,indx_59,350,230,2018
"ELDEAN-CASCO,C6-18SEW","ELDEAN-CASCO,C",,6-18,SE,W,42,indx_49,350,230,2018
ELDEAN-CASCOGR-L12-18MW,ELDEAN-CASCO,GR-L,12-18,M,W,42,indx_49,350,230,2018
ELDEAN-CASCOGR-L6-12MW,ELDEAN-CASCO,GR-L,6-12,M,W,55,indx_59,350,230,2018
ELDEANCL6-12SEW,ELDEAN,CL,6-12,SE,W,45,indx_49,350,230,2018
ELDEANGR-CL12-18SEW,ELDEAN,GR-CL,12-18,SE,W,39,indx_49,350,230,2018
ELDEANGR-CL6-12SEW,ELDEAN,GR-CL,6-12,SE,W,44,indx_49,350,230,2018
ELDEANGR-L0-2SW,ELDEAN,GR-L,0-2,S,W,69,indx_69,1005,225,2018
ELDEANGR-L2-6MW,ELDEAN,GR-L,2-6,M,W,66,indx_69,750,225,2018
ELDEANGR-L2-6SW,ELDEAN,GR-L,2-6,S,W,67,indx_69,810,240,2018
ELDEANGR-L6-12MW,ELDEAN,GR-L,6-12,M,W,60,indx_69,550,230,2018
ELDEAN-KENDALLVILLEL0-2SW,ELDEAN-KENDALLVILLE,L,0-2,S,W,72,indx_79,1180,240,2018
ELDEAN-KENDALLVILLEL2-6SW,ELDEAN-KENDALLVILLE,L,2-6,S,W,70,indx_79,1080,240,2018
ELDEAN-KENDALLVILLEL6-12MW,ELDEAN-KENDALLVILLE,L,6-12,M,W,63,indx_69,355,230,2018
ELDEANL0-2SW,ELDEAN,L,0-2,S,W,71,indx_79,1315,315,2018
ELDEANL2-6MW,ELDEAN,L,2-6,M,W,66,indx_69,905,225,2018
ELDEANL2-6SW,ELDEAN,L,2-6,S,W,68,indx_69,1045,225,2018
ELDEANL6-12MW,ELDEAN,L,6-12,M,W,63,indx_69,680,230,2018
ELDEANL6-12SW,ELDEAN,L,6-12,S,W,65,indx_69,865,235,2018
"ELDEAN-MIAMIAN,C12-18MW","ELDEAN-MIAMIAN,C",,12-18,M,W,60,indx_69,350,230,2018
"ELDEAN-MIAMIAN,C12-18SEW","ELDEAN-MIAMIAN,C",,12-18,SE,W,42,indx_49,350,230,2018
"ELDEAN-MIAMIAN,C2-6MW","ELDEAN-MIAMIAN,C",,2-6,M,W,68,indx_69,425,230,2018
"ELDEAN-MIAMIAN,C2-6SW","ELDEAN-MIAMIAN,C",,2-6,S,W,71,indx_79,630,230,2018
"ELDEAN-MIAMIAN,C6-12MW","ELDEAN-MIAMIAN,C",,6-12,M,W,63,indx_69,345,230,2018
"ELDEAN-MIAMIAN,C6-12SEW","ELDEAN-MIAMIAN,C",,6-12,SE,W,45,indx_49,350,230,2018
"ELDEAN-MIAMIAN,C6-12SW","ELDEAN-MIAMIAN,C",,6-12,S,W,66,indx_69,465,230,2018
"ELDEAN-MORLEY,C2-6MW","ELDEAN-MORLEY,C",,2-6,M,W,68,indx_69,920,230,2018
"ELDEAN-MORLEY,C6-15MW","ELDEAN-MORLEY,C",,6-15,M,W,58,indx_59,360,230,2018
ELDEANSIL0-2SW,ELDEAN,SIL,0-2,S,W,71,indx_79,1315,315,2018
ELDEANSIL0-3SW,ELDEAN,SIL,0-3,S,W,71,indx_79,1315,315,2018
ELDEANSIL12-18MW,ELDEAN,SIL,12-18,M,W,57,indx_59,350,230,2018
ELDEANSIL1-4SW,ELDEAN,SIL,1-4,S,W,71,indx_79,1295,295,2018
ELDEANSIL2-6MW,ELDEAN,SIL,2-6,M,W,66,indx_69,905,225,2018
ELDEANSIL2-6SW,ELDEAN,SIL,2-6,S,W,68,indx_69,1045,225,2018
ELDEANSIL6-12MW,ELDEAN,SIL,6-12,M,W,63,indx_69,680,230,2018
"ELKINSVILLE,RF-PHSIL0-2SW","ELKINSVILLE,RF-PH",SIL,0-2,S,W,78,indx_79,1990,990,2018
ELKINSVILLESIL0-2SW,ELKINSVILLE,SIL,0-2,S,W,78,indx_79,2e3,1e3,2018
ELKINSVILLESIL0-3SW,ELKINSVILLE,SIL,0-3,S,W,78,indx_79,2e3,1e3,2018
ELKINSVILLESIL15-25SW,ELKINSVILLE,SIL,15-25,S,W,50,indx_59,350,230,2018
ELKINSVILLESIL1-6SW,ELKINSVILLE,SIL,1-6,S,W,73,indx_79,1890,890,2018
ELKINSVILLESIL1-8SW,ELKINSVILLE,SIL,1-8,S,W,73,indx_79,1890,890,2018
ELKINSVILLESIL2-6SW,ELKINSVILLE,SIL,2-6,S,W,73,indx_79,1890,890,2018
ELKINSVILLESIL3-8SW,ELKINSVILLE,SIL,3-8,S,W,72,indx_79,1695,695,2018
ELKINSVILLESIL6-12MW,ELKINSVILLE,SIL,6-12,M,W,65,indx_69,1230,230,2018
ELKINSVILLESIL6-12SW,ELKINSVILLE,SIL,6-12,S,W,68,indx_69,1390,390,2018
ELKINSVILLESIL8-15SW,ELKINSVILLE,SIL,8-15,S,W,65,indx_69,1230,230,2018
"ELLIOTT,BR-SUBSTSIL0-2SSWP","ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,79,indx_79,1715,225,2018
ELLIOTTSICL0-2SSWP,ELLIOTT,SICL,0-2,S,SWP,77,indx_79,1590,235,2018
ELLIOTTSICL0-3SSWP,ELLIOTT,SICL,0-3,S,SWP,77,indx_79,1590,235,2018
ELLIOTTSIL0-2SSWP,ELLIOTT,SIL,0-2,S,SWP,79,indx_79,1715,225,2018
ELLIOTTSIL0-3SSWP,ELLIOTT,SIL,0-3,S,SWP,77,indx_79,1615,225,2018
ELLIOTTSIL0-4SSWP,ELLIOTT,SIL,0-4,S,SWP,77,indx_79,1610,235,2018
ELLIOTTSIL1-4SSWP,ELLIOTT,SIL,1-4,S,SWP,77,indx_79,1610,235,2018
"ELLSWORTH,SH-SUBSTSIL12-18SMW","ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,55,indx_59,350,230,2018
"ELLSWORTH,SH-SUBSTSIL6-12SMW","ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,59,indx_59,350,230,2018
ELLSWORTHSIL0-2SMW,ELLSWORTH,SIL,0-2,S,MW,68,indx_69,970,240,2018
ELLSWORTHSIL12-18MMW,ELLSWORTH,SIL,12-18,M,MW,47,indx_49,350,230,2018
ELLSWORTHSIL12-18SMW,ELLSWORTH,SIL,12-18,S,MW,50,indx_59,350,230,2018
ELLSWORTHSIL12-25MMW,ELLSWORTH,SIL,12-25,M,MW,47,indx_49,350,230,2018
ELLSWORTHSIL18-25MMW,ELLSWORTH,SIL,18-25,M,MW,42,indx_49,350,230,2018
ELLSWORTHSIL18-25SMW,ELLSWORTH,SIL,18-25,S,MW,42,indx_49,350,230,2018
ELLSWORTHSIL2-6MMW,ELLSWORTH,SIL,2-6,M,MW,63,indx_69,535,230,2018
ELLSWORTHSIL2-6SMW,ELLSWORTH,SIL,2-6,S,MW,67,indx_69,830,230,2018
ELLSWORTHSIL6-12MMW,ELLSWORTH,SIL,6-12,M,MW,56,indx_59,350,230,2018
ELLSWORTHSIL6-12SMW,ELLSWORTH,SIL,6-12,S,MW,60,indx_69,405,230,2018
"ELLSWORTH,SS-SUBSTSIL2-6SMW","ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,65,indx_69,660,230,2018
"ELLSWORTH,SS-SUBSTSIL6-12MMW","ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,55,indx_59,350,230,2018
"ELLSWORTH,SS-SUBSTSIL6-12SMW","ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,59,indx_59,350,230,2018
"ELNORA,BR-SUBSTLFS0-4SMW","ELNORA,BR-SUBST",LFS,0-4,S,MW,52,indx_59,350,230,2018
ELNORALFS0-4SMW,ELNORA,LFS,0-4,S,MW,52,indx_59,350,230,2018
ELNORALFS1-3SMW,ELNORA,LFS,1-3,S,MW,52,indx_59,350,230,2018
ELNORALFS1-5SMW,ELNORA,LFS,1-5,S,MW,52,indx_59,350,230,2018
ELNORALFS2-6SMW,ELNORA,LFS,2-6,S,MW,52,indx_59,350,230,2018
"ENDOAQUENTS,LOAMY0-1SVP","ENDOAQUENTS,LOAMY",,0-1,S,VP,0,indx_49,350,230,2018
ENOCHL0-8SW,ENOCH,L,0-8,S,W,25,indx_49,350,230,2018
ENOCHL8-25SW,ENOCH,L,8-25,S,W,25,indx_49,350,230,2018
"ENOCH,VERY STONYSH-SICL0-8SW","ENOCH,VERY STONY",SH-SICL,0-8,S,W,0,indx_49,350,230,2018
"ENOCH,VERY STONYSH-SICL15-25SW","ENOCH,VERY STONY",SH-SICL,15-25,S,W,0,indx_49,350,230,2018
ERNESTSIL10-15MMW,ERNEST,SIL,10-15,M,MW,52,indx_59,350,230,2018
ERNESTSIL15-20MMW,ERNEST,SIL,15-20,M,MW,51,indx_59,350,230,2018
ERNESTSIL15-25SMW,ERNEST,SIL,15-25,S,MW,48,indx_49,350,230,2018
ERNESTSIL5-10SMW,ERNEST,SIL,5-10,S,MW,56,indx_59,345,230,2018
ERNESTSIL6-15SMW,ERNEST,SIL,6-15,S,MW,55,indx_59,350,230,2018
ERNESTSIL8-15SMW,ERNEST,SIL,8-15,S,MW,53,indx_59,350,230,2018
"EUCLID,OF-PHSIL0-2SSWP","EUCLID,OF-PH",SIL,0-2,S,SWP,76,indx_79,2060,245,2018
"EUCLID,RF-PHSIL0-2SSWP","EUCLID,RF-PH",SIL,0-2,S,SWP,76,indx_79,2060,245,2018
EUCLIDSIL0-2SSWP,EUCLID,SIL,0-2,S,SWP,76,indx_79,2060,245,2018
FAIRMOUNT-EDENFL-SICL12-25MW,FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,47,indx_49,350,230,2018
FAIRMOUNTFLV-SIC18-25MW,FAIRMOUNT,FLV-SIC,18-25,M,W,42,indx_49,350,230,2018
FAIRMOUNTSICL12-25MW,FAIRMOUNT,SICL,12-25,M,W,53,indx_59,350,230,2018
FAIRPOINTCL0-8SW,FAIRPOINT,CL,0-8,S,W,42,indx_49,350,230,2018
FAIRPOINTCL8-20SW,FAIRPOINT,CL,8-20,S,W,34,indx_49,350,230,2018
FAIRPOINTCN-CL8-20SW,FAIRPOINT,CN-CL,8-20,S,W,25,indx_49,350,230,2018
FAIRPOINTCN-CL8-25SW,FAIRPOINT,CN-CL,8-25,S,W,25,indx_49,350,230,2018
FAIRPOINTCN-SICL1-8SW,FAIRPOINT,CN-SICL,1-8,S,W,33,indx_49,350,230,2018
FAIRPOINTCN-SICL8-25SW,FAIRPOINT,CN-SICL,8-25,S,W,25,indx_49,350,230,2018
FAIRPOINTCNV-SIL0-8SW,FAIRPOINT,CNV-SIL,0-8,S,W,33,indx_49,350,230,2018
FAIRPOINTCNV-SIL8-25SW,FAIRPOINT,CNV-SIL,8-25,S,W,25,indx_49,350,230,2018
FAIRPOINTGR-CL0-8SW,FAIRPOINT,GR-CL,0-8,S,W,33,indx_49,350,230,2018
FAIRPOINTGR-CL8-25SW,FAIRPOINT,GR-CL,8-25,S,W,25,indx_49,350,230,2018
FAIRPOINTL0-8SW,FAIRPOINT,L,0-8,S,W,42,indx_49,350,230,2018
FAIRPOINTL8-25SW,FAIRPOINT,L,8-25,S,W,34,indx_49,350,230,2018
FAIRPOINTSHV-CL3-15SW,FAIRPOINT,SHV-CL,3-15,S,W,28,indx_49,350,230,2018
FAIRPOINTSICL0-8SW,FAIRPOINT,SICL,0-8,S,W,42,indx_49,350,230,2018
FAIRPOINTSICL1-15SW,FAIRPOINT,SICL,1-15,S,W,42,indx_49,350,230,2018
FAIRPOINTSICL15-25SW,FAIRPOINT,SICL,15-25,S,W,34,indx_49,350,230,2018
FAIRPOINTSICL2-12SW,FAIRPOINT,SICL,2-12,S,W,42,indx_49,350,230,2018
FAIRPOINTSICL8-25SW,FAIRPOINT,SICL,8-25,S,W,34,indx_49,350,230,2018
FAIRPOINTSIL0-8SW,FAIRPOINT,SIL,0-8,S,W,42,indx_49,350,230,2018
FAIRPOINTSIL3-15SW,FAIRPOINT,SIL,3-15,S,W,42,indx_49,350,230,2018
FAIRPOINTSIL8-20SW,FAIRPOINT,SIL,8-20,S,W,34,indx_49,350,230,2018
FAIRPOINTSIL8-25SW,FAIRPOINT,SIL,8-25,S,W,34,indx_49,350,230,2018
FARMERSTOWNL0-8SW,FARMERSTOWN,L,0-8,S,W,50,indx_59,350,230,2018
FARMERSTOWNL8-20SW,FARMERSTOWN,L,8-20,S,W,40,indx_49,350,230,2018
FARMERSTOWNSIL0-8SW,FARMERSTOWN,SIL,0-8,S,W,50,indx_59,350,230,2018
FARMERSTOWNSIL8-20SW,FARMERSTOWN,SIL,8-20,S,W,40,indx_49,350,230,2018
"FAYWOOD-LOWELL,CSIL8-15MW","FAYWOOD-LOWELL,C",SIL,8-15,M,W,59,indx_59,350,230,2018
FAYWOODSICL15-25MW,FAYWOOD,SICL,15-25,M,W,42,indx_49,350,230,2018
FAYWOODSIL15-25MW,FAYWOOD,SIL,15-25,M,W,42,indx_49,350,230,2018
FAYWOODSIL8-15MW,FAYWOOD,SIL,8-15,M,W,47,indx_49,350,230,2018
"FINCASTLE,BR-SUBSTSIL0-2SSWP","FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,69,indx_69,1460,230,2018
"FINCASTLE,BR-SUBSTSIL2-6SSWP","FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,66,indx_69,1185,230,2018
FINCASTLESIL0-2SSWP,FINCASTLE,SIL,0-2,S,SWP,78,indx_79,2010,235,2018
FINCASTLESIL0-4SSWP,FINCASTLE,SIL,0-4,S,SWP,76,indx_79,1860,225,2018
FINCASTLESIL2-4SSWP,FINCASTLE,SIL,2-4,S,SWP,76,indx_79,1835,240,2018
FINCASTLESIL2-6MSWP,FINCASTLE,SIL,2-6,M,SWP,72,indx_79,1595,235,2018
FINCASTLESIL2-6SSWP,FINCASTLE,SIL,2-6,S,SWP,75,indx_79,1760,235,2018
"FITCHVILLE-BENNINGTON,CSIL0-2SSWP","FITCHVILLE-BENNINGTON,C",SIL,0-2,S,SWP,67,indx_69,1010,230,2018
"FITCHVILLE,C-SUBSTSIL0-3SSWP","FITCHVILLE,C-SUBST",SIL,0-3,S,SWP,70,indx_79,1105,230,2018
"FITCHVILLE,C-SUBSTSIL3-8SSWP","FITCHVILLE,C-SUBST",SIL,3-8,S,SWP,66,indx_69,795,230,2018
"FITCHVILLE,LOW TERRACESIL0-2SSWP","FITCHVILLE,LOW TERRACE",SIL,0-2,S,SWP,76,indx_79,2060,245,2018
FITCHVILLESIL0-2SSWP,FITCHVILLE,SIL,0-2,S,SWP,70,indx_79,1105,230,2018
FITCHVILLESIL0-3SSWP,FITCHVILLE,SIL,0-3,S,SWP,70,indx_79,1105,230,2018
FITCHVILLESIL1-4SSWP,FITCHVILLE,SIL,1-4,S,SWP,69,indx_69,995,230,2018
FITCHVILLESIL2-5SSWP,FITCHVILLE,SIL,2-5,S,SWP,68,indx_69,990,230,2018
FITCHVILLESIL2-6SSWP,FITCHVILLE,SIL,2-6,S,SWP,68,indx_69,990,230,2018
FITCHVILLESIL3-8SSWP,FITCHVILLE,SIL,3-8,S,SWP,66,indx_69,795,230,2018
FITCHVILLESIL6-12SSWP,FITCHVILLE,SIL,6-12,S,SWP,63,indx_69,670,230,2018
"FITCHVILLE,T-SUBSTSIL2-6SSWP","FITCHVILLE,T-SUBST",SIL,2-6,S,SWP,68,indx_69,990,230,2018
"FITCHVILLE,V,GRAV-SUBSLSIL0-2SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,68,indx_69,1225,230,2018
"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,indx_69,1075,230,2018
"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,indx_69,1050,230,2018
"FLATROCK,FF-PHSIL0-2SMW","FLATROCK,FF-PH",SIL,0-2,S,MW,71,indx_79,1410,410,2018
"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW","FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,indx_79,1890,890,2018
"FLATROCK,OF-PHL0-2SMW","FLATROCK,OF-PH",L,0-2,S,MW,78,indx_79,1890,890,2018
"FLATROCK,OF-PHSIL0-2SMW","FLATROCK,OF-PH",SIL,0-2,S,MW,78,indx_79,1890,890,2018
"FLUVAQUENTS,SILTY,FF-PH0-1SVP","FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,indx_49,350,230,2018
"FOX-CASCO,C12-18MW","FOX-CASCO,C",,12-18,M,W,49,indx_49,350,230,2018
FOX-CASCO-RODMANSOILS12-25MW,FOX-CASCO-RODMAN,SOILS,12-25,M,W,37,indx_49,350,230,2018
FOX-CASCO-RODMANSOILS12-25SEW,FOX-CASCO-RODMAN,SOILS,12-25,SE,W,0,indx_49,350,230,2018
FOX-CASCOSOILS12-18MW,FOX-CASCO,SOILS,12-18,M,W,49,indx_49,350,230,2018
FOX-CASCOSOILS6-12SEW,FOX-CASCO,SOILS,6-12,SE,W,44,indx_49,350,230,2018
FOXCL12-18SEW,FOX,CL,12-18,SE,W,44,indx_49,350,230,2018
FOXCL6-12MW,FOX,CL,6-12,M,W,56,indx_59,350,230,2018
FOXCL6-12SEW,FOX,CL,6-12,SE,W,45,indx_49,350,230,2018
FOXGR-L0-2SW,FOX,GR-L,0-2,S,W,65,indx_69,550,230,2018
FOXGR-L12-18MW,FOX,GR-L,12-18,M,W,53,indx_59,350,230,2018
FOXGR-L12-25SW,FOX,GR-L,12-25,S,W,54,indx_59,350,230,2018
FOXGR-L18-25MW,FOX,GR-L,18-25,M,W,44,indx_49,350,230,2018
FOXGR-L2-6MW,FOX,GR-L,2-6,M,W,60,indx_69,345,230,2018
FOXGR-L2-6SW,FOX,GR-L,2-6,S,W,63,indx_69,410,230,2018
FOXGR-L6-12MW,FOX,GR-L,6-12,M,W,58,indx_59,350,230,2018
FOXGR-L6-12SW,FOX,GR-L,6-12,S,W,60,indx_69,345,230,2018
FOXL0-2SW,FOX,L,0-2,S,W,71,indx_79,670,230,2018
FOXL12-18MW,FOX,L,12-18,M,W,54,indx_59,350,230,2018
FOXL12-20MW,FOX,L,12-20,M,W,53,indx_59,350,230,2018
