"county","county_code","asd_desc","year","corn_acres_planted","corn_grain_acres_harvest","corn_grain_prod_bu","corn_grain_yield","corn_silage_acres_harvest","corn_silage_prod_tons","corn_silage_yield","soy_acres_harvest","soy_acres_planted","soy_prod_bu","soy_yield","wheat_acres_harvest","wheat_acres_planted","wheat_prod_bu","wheat_yield","cattle_inventory","cattle_milk_inventory"
"clinton","027","SOUTHWEST",1935,NA,62400,2700000,43.3,NA,NA,NA,NA,NA,NA,NA,38200,NA,779000,20.4,NA,NA
"clinton","027","SOUTHWEST",1936,NA,64300,2305000,35.8,NA,NA,NA,NA,NA,NA,NA,40800,NA,758000,18.6,NA,NA
"clinton","027","SOUTHWEST",1937,NA,68000,3564000,52.4,NA,NA,NA,NA,NA,NA,NA,42900,NA,981000,22.9,NA,NA
"clinton","027","SOUTHWEST",1938,NA,62100,2913000,46.9,NA,NA,NA,NA,NA,NA,NA,47600,NA,856000,18,NA,NA
"clinton","027","SOUTHWEST",1939,NA,58300,2796000,48,NA,NA,NA,NA,NA,NA,NA,34500,NA,612000,17.7,NA,NA
"clinton","027","SOUTHWEST",1940,NA,52700,1955000,37.1,NA,NA,NA,3600,NA,44000,12.2,37600,NA,731000,19.4,NA,NA
"clinton","027","SOUTHWEST",1941,NA,54100,3083000,57,NA,NA,NA,4800,NA,98000,20.4,36700,NA,891000,24.3,NA,NA
"clinton","027","SOUTHWEST",1942,NA,59400,3523000,59.3,NA,NA,NA,7700,NA,146000,19,32300,NA,678000,21,NA,NA
"clinton","027","SOUTHWEST",1943,NA,63900,3957000,61.9,NA,NA,NA,7700,NA,162000,21,29200,NA,356000,12.2,NA,NA
"clinton","027","SOUTHWEST",1944,NA,71000,3069000,43.2,NA,NA,NA,7100,NA,117000,16.5,38800,NA,768000,19.8,NA,NA
"clinton","027","SOUTHWEST",1945,NA,70100,4157000,59.3,NA,NA,NA,4400,NA,74000,16.8,43800,NA,1029000,23.5,NA,NA
"clinton","027","SOUTHWEST",1946,NA,70500,4014000,56.9,NA,NA,NA,4100,NA,79000,19.3,39500,NA,889000,22.5,NA,NA
"clinton","027","SOUTHWEST",1947,NA,71400,3654000,51.2,NA,NA,NA,3300,NA,74000,22.4,42200,NA,886000,21,NA,NA
"clinton","027","SOUTHWEST",1948,NA,79400,5179000,65.2,NA,NA,NA,3800,NA,78000,20.5,41100,NA,9e+05,21.9,NA,NA
"clinton","027","SOUTHWEST",1949,NA,73000,4198000,57.5,NA,NA,NA,3200,NA,75000,23.4,44800,NA,967000,21.6,NA,NA
"clinton","027","SOUTHWEST",1950,NA,67300,3939000,58.5,NA,NA,NA,3500,NA,75000,21.4,43200,NA,778000,18,NA,NA
"clinton","027","SOUTHWEST",1951,NA,67000,3526000,52.6,NA,NA,NA,6700,NA,126000,18.8,34900,NA,398000,11.4,NA,NA
"clinton","027","SOUTHWEST",1952,NA,69300,3999000,57.7,NA,NA,NA,5300,NA,128000,24.2,43800,NA,1069000,24.4,NA,NA
"clinton","027","SOUTHWEST",1953,NA,65000,4013000,61.7,NA,NA,NA,5400,NA,98000,18.1,46200,NA,1199000,26,NA,NA
"clinton","027","SOUTHWEST",1954,NA,71700,4947000,69,NA,NA,NA,4900,NA,126000,25.7,30400,NA,810000,26.6,NA,NA
"clinton","027","SOUTHWEST",1955,NA,70100,4697000,67,NA,NA,NA,6100,NA,149000,24.4,27100,NA,637000,23.5,NA,NA
"clinton","027","SOUTHWEST",1956,NA,67800,5017000,74,NA,NA,NA,7400,NA,185000,25,24700,NA,543000,22,NA,NA
"clinton","027","SOUTHWEST",1957,NA,64400,3993000,62,NA,NA,NA,8500,NA,212000,24.9,22500,NA,540000,24,NA,NA
"clinton","027","SOUTHWEST",1958,NA,64100,3718000,58,NA,NA,NA,11800,NA,271000,23,22300,NA,569000,25.5,NA,NA
"clinton","027","SOUTHWEST",1959,NA,73300,5094000,69.5,NA,NA,NA,9800,NA,289000,29.5,24900,NA,560000,22.5,NA,NA
"clinton","027","SOUTHWEST",1960,NA,68900,5167000,75,NA,NA,NA,16300,NA,473000,29,25900,NA,829000,32,NA,NA
"clinton","027","SOUTHWEST",1961,NA,54700,4376000,80,NA,NA,NA,22000,NA,660000,30,26700,NA,801000,30,NA,NA
"clinton","027","SOUTHWEST",1962,NA,60000,5220000,87,NA,NA,NA,27800,NA,750000,27,22200,NA,644000,29,NA,NA
"clinton","027","SOUTHWEST",1963,NA,68800,6330000,92,NA,NA,NA,24600,NA,713000,29,24200,NA,944000,39,NA,NA
"clinton","027","SOUTHWEST",1964,NA,68500,4864000,71,NA,NA,NA,26800,NA,616000,23,23200,NA,719000,31,NA,NA
"clinton","027","SOUTHWEST",1965,NA,66100,5883000,89,NA,NA,NA,27300,NA,724000,26.5,22100,NA,663000,30,NA,NA
"clinton","027","SOUTHWEST",1966,NA,73500,6468000,88,NA,NA,NA,26900,NA,726300,27,19000,NA,646000,34,NA,NA
"clinton","027","SOUTHWEST",1967,NA,74800,6283000,84,NA,NA,NA,32600,NA,685000,21,23500,NA,728000,31,NA,NA
"clinton","027","SOUTHWEST",1968,NA,65100,5729000,88,NA,NA,NA,33200,NA,1062000,32,18300,NA,640000,35,NA,NA
"clinton","027","SOUTHWEST",1969,NA,66500,6717000,101,NA,NA,NA,35900,NA,1310000,36.5,16500,NA,660000,40,NA,NA
"clinton","027","SOUTHWEST",1970,NA,67500,5130000,76,NA,NA,NA,36600,NA,1190000,32.5,15700,NA,659000,42,NA,NA
"clinton","027","SOUTHWEST",1971,NA,72100,6850000,95,NA,NA,NA,41100,NA,1315000,32,15400,NA,739000,48,NA,NA
"clinton","027","SOUTHWEST",1972,71100,68200,6206000,91,NA,NA,NA,47900,48600,1222000,25.5,15400,16300,647000,42,NA,NA
"clinton","027","SOUTHWEST",1973,70400,67200,5837900,86.9,NA,NA,NA,62500,62700,1853600,29.7,13600,13800,394000,29,NA,NA
"clinton","027","SOUTHWEST",1974,86300,83500,7544100,90.3,NA,NA,NA,58100,59100,1730000,29.8,18900,19300,667200,35.3,NA,NA
"clinton","027","SOUTHWEST",1975,80300,77200,7468000,96.7,13300,186000,14,60700,61000,2089300,34.4,22800,23300,881500,38.7,26000,2600
"clinton","027","SOUTHWEST",1976,93000,88600,10552000,119.1,14300,218000,15.2,52100,52200,1857000,35.6,23900,24300,905700,37.9,26300,2500
"clinton","027","SOUTHWEST",1977,102600,99300,10948700,110.3,8800,135000,15.3,70200,70800,2443000,34.8,21000,22000,1024600,48.8,25400,2400
"clinton","027","SOUTHWEST",1978,93500,91300,10340000,113.3,12000,207000,17.2,72000,72100,2462000,34.2,13000,13300,516000,39.7,24200,2300
"clinton","027","SOUTHWEST",1979,85300,82300,9665000,117.4,9900,158000,16,86900,87100,3050000,35.1,13500,13600,683200,50.6,19000,1700
"clinton","027","SOUTHWEST",1980,97300,95300,11264000,118.2,12000,175000,14.6,75600,76000,2345000,31,14400,14600,711000,49.4,20900,1500
"clinton","027","SOUTHWEST",1981,92600,89200,7692000,86.2,14800,238000,16.1,64400,65200,2166000,33.6,19800,20500,8e+05,40.4,21000,1600
"clinton","027","SOUTHWEST",1982,96500,93000,11560000,124.3,16000,288000,18,67400,68600,2669000,39.6,15300,15400,719000,47,19900,1500
"clinton","027","SOUTHWEST",1983,89000,86500,7335000,84.8,20000,260000,13,57800,58200,1951000,33.8,13500,15500,683000,50.6,18000,1400
"clinton","027","SOUTHWEST",1984,1e+05,96900,12306300,127,17000,306000,18,66400,67000,2456800,37,13000,15600,507000,39,16000,1300
"clinton","027","SOUTHWEST",1985,107600,104900,14035200,133.8,13400,241400,18,71400,71900,2984400,41.8,11400,11900,634800,55.7,16000,1350
"clinton","027","SOUTHWEST",1986,95500,93900,13104200,139.6,10400,191000,18.4,63400,64800,2828400,44.6,12500,13400,616200,49.3,14000,1400
"clinton","027","SOUTHWEST",1987,84000,81400,10898700,133.9,9500,160000,16.8,71300,72000,2784600,39.1,9800,10300,608900,62.1,15000,1400
"clinton","027","SOUTHWEST",1988,83000,80400,8038200,100,13100,138600,10.6,67800,71700,2357400,34.8,10100,11100,619500,61.3,15000,1300
"clinton","027","SOUTHWEST",1989,76500,73300,9279100,126.6,15800,264100,16.7,80800,80900,2844300,35.2,14500,14900,707500,48.8,12400,1350
"clinton","027","SOUTHWEST",1990,89900,86800,10749700,123.8,7700,140900,18.3,61100,61200,2493300,40.8,14800,14800,836000,56.5,10300,1300
"clinton","027","SOUTHWEST",1991,87400,83400,9826800,117.8,10200,173900,17,71700,72200,3351900,46.7,11500,12000,504300,43.9,10200,1300
"clinton","027","SOUTHWEST",1992,90500,87500,13216500,151,9300,200500,21.6,75300,75700,3254500,43.2,11600,13100,493700,42.6,9900,1200
"clinton","027","SOUTHWEST",1993,85300,82500,9909500,120.1,8000,120800,15.1,88000,88900,3716100,42.2,11000,11100,685200,62.3,10100,1100
"clinton","027","SOUTHWEST",1994,92300,91100,13212600,145,7000,127400,18.2,85900,86200,4067900,47.4,11400,11600,699500,61.4,9000,3100
"clinton","027","SOUTHWEST",1995,80900,79700,9738700,122.2,6400,111300,17.4,91400,91500,3585500,39.2,11000,11200,685900,62.4,7900,2900
"clinton","027","SOUTHWEST",1996,64300,63200,7642100,120.9,6200,102900,16.6,102000,102100,4093900,40.1,11500,12100,464600,40.4,8900,4400
"clinton","027","SOUTHWEST",1997,82200,80400,11389700,141.7,7200,121500,16.9,104800,104800,4906000,46.8,9400,10700,564900,60.1,7100,3700
"clinton","027","SOUTHWEST",1998,76200,74900,10254300,136.9,6900,123400,17.9,104900,105000,4498700,42.9,11000,11500,577800,52.5,6200,3200
"clinton","027","SOUTHWEST",1999,73400,71300,8362300,117.3,6300,68600,10.9,1e+05,102000,3096000,31,9600,9700,598500,62.3,6600,3200
"clinton","027","SOUTHWEST",2000,74400,72100,12011500,166.6,7000,105700,15.1,98700,98800,4927200,49.9,11400,11500,660000,57.9,7100,3000
"clinton","027","SOUTHWEST",2001,71100,69900,10426400,149.2,6700,130700,19.5,100200,100600,4689300,46.8,9200,9700,608500,66.1,7100,2900
"clinton","027","SOUTHWEST",2002,55400,54400,6898600,126.8,7000,77000,11,112000,112500,4428400,39.5,6100,6400,342600,56.2,6500,2800
"clinton","027","SOUTHWEST",2003,62300,61000,9780700,160.3,5900,123200,20.9,102900,103100,4027000,39.1,6300,6500,357800,56.8,6400,2700
"clinton","027","SOUTHWEST",2004,67700,66200,11577400,174.9,5700,110100,19.3,102300,103200,5366000,52.5,7300,7500,463300,63.5,5700,2200
"clinton","027","SOUTHWEST",2005,69100,67300,9607700,142.8,4600,85900,18.7,101400,101600,4915900,48.5,6200,6300,449400,72.5,5600,2100
"clinton","027","SOUTHWEST",2006,56500,55300,9322900,168.6,5000,97700,19.5,113600,113900,5611900,49.4,5800,5900,347100,59.8,5900,2300
"clinton","027","SOUTHWEST",2007,80500,79700,13245700,166.2,6300,102200,16.2,93300,93400,3937300,42.2,4200,4500,227700,54.2,3900,2100
"clinton","027","SOUTHWEST",2008,69800,69400,9700000,140,NA,NA,NA,102300,102500,3985800,39,21000,22100,1518000,72.5,3800,100
"clinton","027","SOUTHWEST",2009,65300,63400,11900000,187.7,NA,NA,NA,103100,103500,5185400,50.5,20360,20800,1533300,75.5,3900,100
"clinton","027","SOUTHWEST",2010,69600,67300,11750000,174.6,NA,NA,NA,99800,1e+05,4830000,48.4,4280,4400,259000,60.5,3900,100
"clinton","027","SOUTHWEST",2011,71400,70000,11700000,167.1,NA,NA,NA,97400,97500,4989000,51.2,5850,5900,315000,53.8,3800,100
"clinton","027","SOUTHWEST",2012,76900,75500,10958000,145.1,NA,NA,NA,100400,100500,4778000,47.6,3550,3600,215000,60.6,3900,100
"clinton","027","SOUTHWEST",2013,77000,76000,14150000,186.2,NA,NA,NA,94300,94800,4705000,49.9,5290,5400,459000,86.8,3800,NA
"clinton","027","SOUTHWEST",2014,70000,69000,13800000,200,NA,NA,NA,102800,103000,5806000,56.5,3200,5000,223000,69.7,4700,100
"clinton","027","SOUTHWEST",2015,67000,64000,11800000,184.4,NA,NA,NA,104400,104500,5932000,56.8,3900,4100,281000,72.1,5000,NA
"clinton","027","SOUTHWEST",2016,66000,65500,12500000,190.8,NA,NA,NA,105000,105000,5990000,57,7500,7600,588000,78.4,6000,NA
"clinton","027","SOUTHWEST",2017,63000,60000,12200000,203.3,NA,NA,NA,108000,108000,5786000,53.6,4100,4100,284000,69.3,6000,NA
"clinton","027","SOUTHWEST",2018,64000,63800,13589000,213,NA,NA,NA,108700,109000,6513000,59.9,4700,5000,295000,62.8,6000,NA
"clinton","027","SOUTHWEST",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA
"columbiana","029","NORTHEAST",1918,NA,17600,6e+05,34.1,NA,NA,NA,NA,NA,NA,NA,22000,NA,308000,14,NA,NA
"columbiana","029","NORTHEAST",1919,NA,24500,1041000,42.5,NA,NA,NA,NA,NA,NA,NA,26900,NA,552000,20.5,NA,NA
"columbiana","029","NORTHEAST",1920,NA,18900,731000,38.7,NA,NA,NA,NA,NA,NA,NA,24400,NA,201000,8.2,NA,NA
"columbiana","029","NORTHEAST",1921,NA,18000,744000,41.3,NA,NA,NA,NA,NA,NA,NA,21600,NA,349000,16.2,NA,NA
"columbiana","029","NORTHEAST",1922,NA,16400,640000,39,NA,NA,NA,NA,NA,NA,NA,20100,NA,323000,16.1,NA,NA
"columbiana","029","NORTHEAST",1923,NA,17400,562000,32.3,NA,NA,NA,NA,NA,NA,NA,20200,NA,338000,16.7,NA,NA
"columbiana","029","NORTHEAST",1924,NA,11300,347000,30.7,NA,NA,NA,NA,NA,NA,NA,30600,NA,511000,16.7,NA,NA
"columbiana","029","NORTHEAST",1927,NA,13500,452000,33.5,NA,NA,NA,NA,NA,NA,NA,19600,NA,255000,13,NA,NA
"columbiana","029","NORTHEAST",1928,NA,11800,440000,37.3,NA,NA,NA,NA,NA,NA,NA,23800,NA,275000,11.6,NA,NA
"columbiana","029","NORTHEAST",1929,NA,15400,555000,36,NA,NA,NA,NA,NA,NA,NA,15400,NA,3e+05,19.5,NA,NA
"columbiana","029","NORTHEAST",1930,NA,15300,342000,22.4,NA,NA,NA,NA,NA,NA,NA,15100,NA,281000,18.6,NA,NA
"columbiana","029","NORTHEAST",1931,NA,17200,711000,41.3,NA,NA,NA,NA,NA,NA,NA,16100,NA,423000,26.3,NA,NA
"columbiana","029","NORTHEAST",1932,NA,18100,679000,37.5,NA,NA,NA,NA,NA,NA,NA,16200,NA,272000,16.8,NA,NA
"columbiana","029","NORTHEAST",1933,NA,19100,576000,30.2,NA,NA,NA,NA,NA,NA,NA,18100,NA,326000,18,NA,NA
"columbiana","029","NORTHEAST",1934,NA,21900,851000,38.9,NA,NA,NA,NA,NA,NA,NA,14800,NA,157000,10.6,NA,NA
"columbiana","029","NORTHEAST",1935,NA,22400,950000,42.4,NA,NA,NA,NA,NA,NA,NA,16200,NA,407000,25.1,NA,NA
"columbiana","029","NORTHEAST",1936,NA,20000,755000,37.8,NA,NA,NA,NA,NA,NA,NA,17200,NA,287000,16.7,NA,NA
"columbiana","029","NORTHEAST",1937,NA,19900,783000,39.3,NA,NA,NA,NA,NA,NA,NA,18500,NA,396000,21.4,NA,NA
"columbiana","029","NORTHEAST",1938,NA,20100,870000,43.3,NA,NA,NA,NA,NA,NA,NA,19100,NA,427000,22.4,NA,NA
"columbiana","029","NORTHEAST",1939,NA,19900,901000,45.3,NA,NA,NA,NA,NA,NA,NA,14200,NA,337000,23.7,NA,NA
"columbiana","029","NORTHEAST",1940,NA,20000,708000,35.4,NA,NA,NA,100,NA,2000,20,16600,NA,408000,24.6,NA,NA
"columbiana","029","NORTHEAST",1941,NA,21000,1007000,48,NA,NA,NA,300,NA,6000,20,14600,NA,335000,22.9,NA,NA
"columbiana","029","NORTHEAST",1942,NA,22600,1089000,48.2,NA,NA,NA,300,NA,6000,20,14200,NA,349000,24.6,NA,NA
"columbiana","029","NORTHEAST",1943,NA,22700,1081000,47.6,NA,NA,NA,300,NA,5000,16.7,14600,NA,289000,19.8,NA,NA
"columbiana","029","NORTHEAST",1944,NA,23400,864000,36.9,NA,NA,NA,300,NA,4000,13.3,17800,NA,433000,24.3,NA,NA
"columbiana","029","NORTHEAST",1945,NA,22000,924000,42,NA,NA,NA,300,NA,5000,16.7,18600,NA,606000,32.6,NA,NA
"columbiana","029","NORTHEAST",1946,NA,23400,987000,42.2,NA,NA,NA,200,NA,3000,15,16900,NA,492000,29.1,NA,NA
"columbiana","029","NORTHEAST",1947,NA,21300,789000,37,NA,NA,NA,200,NA,4000,20,21300,NA,537000,25.2,NA,NA
"columbiana","029","NORTHEAST",1948,NA,24600,1232000,50.1,NA,NA,NA,200,NA,4000,20,21500,NA,639000,29.7,NA,NA
"columbiana","029","NORTHEAST",1949,NA,22200,1099000,49.5,NA,NA,NA,100,NA,2000,20,21200,NA,634000,29.9,NA,NA
"columbiana","029","NORTHEAST",1950,NA,22400,928000,41.4,NA,NA,NA,100,NA,2000,20,19200,NA,455000,23.7,NA,NA
"columbiana","029","NORTHEAST",1951,NA,20400,893000,43.8,NA,NA,NA,100,NA,2000,20,18300,NA,452000,24.7,NA,NA
"columbiana","029","NORTHEAST",1952,NA,21300,973000,45.7,NA,NA,NA,NA,NA,NA,NA,18600,NA,504000,27.1,NA,NA
"columbiana","029","NORTHEAST",1953,NA,20900,862000,41.2,NA,NA,NA,100,NA,2000,20,18100,NA,501000,27.7,NA,NA
"columbiana","029","NORTHEAST",1954,NA,21300,895000,42,NA,NA,NA,100,NA,2000,20,16100,NA,475000,29.5,NA,NA
"columbiana","029","NORTHEAST",1955,NA,21100,992000,47,NA,NA,NA,300,NA,5000,16.7,15400,NA,485000,31.5,NA,NA
"columbiana","029","NORTHEAST",1956,NA,19700,847000,43,NA,NA,NA,200,NA,4000,20,14600,NA,409000,28,NA,NA
"columbiana","029","NORTHEAST",1957,NA,16600,847000,51,NA,NA,NA,100,NA,2000,20,13000,NA,390000,30,NA,NA
"columbiana","029","NORTHEAST",1958,NA,16700,1002000,60,NA,NA,NA,100,NA,2000,20,13500,NA,439000,32.5,NA,NA
"columbiana","029","NORTHEAST",1959,NA,16700,1002000,60,NA,NA,NA,100,NA,1000,10,11900,NA,309000,26,NA,NA
"columbiana","029","NORTHEAST",1960,NA,15200,912000,60,NA,NA,NA,200,NA,4400,22,11100,NA,366000,33,NA,NA
"columbiana","029","NORTHEAST",1961,NA,13100,812000,62,NA,NA,NA,100,NA,1800,18,11900,NA,381000,32,NA,NA
"columbiana","029","NORTHEAST",1962,NA,12800,691000,54,NA,NA,NA,100,NA,2000,20,9200,NA,304000,33,NA,NA
"columbiana","029","NORTHEAST",1963,NA,15300,994000,65,NA,NA,NA,100,NA,2100,21,11200,NA,370000,33,NA,NA
"columbiana","029","NORTHEAST",1964,NA,16800,1142000,68,NA,NA,NA,100,NA,2600,26,10600,NA,339000,32,NA,NA
"columbiana","029","NORTHEAST",1965,NA,16100,1030000,64,NA,NA,NA,200,NA,4600,23,9400,NA,301000,32,NA,NA
"columbiana","029","NORTHEAST",1966,NA,18000,1368000,76,NA,NA,NA,100,NA,2400,24,8800,NA,308000,35,NA,NA
"columbiana","029","NORTHEAST",1967,NA,18200,1256000,69,NA,NA,NA,200,NA,4800,24,10500,NA,357000,34,NA,NA
"columbiana","029","NORTHEAST",1968,NA,15700,1209000,77,NA,NA,NA,200,NA,5200,26,8800,NA,308000,35,NA,NA
"columbiana","029","NORTHEAST",1969,NA,18000,1638000,91,NA,NA,NA,200,NA,5900,29.5,6700,NA,241000,36,NA,NA
"columbiana","029","NORTHEAST",1970,NA,17400,1514000,87,NA,NA,NA,100,NA,2600,26,6000,NA,198000,33,NA,NA
"columbiana","029","NORTHEAST",1971,NA,17600,1531000,87,NA,NA,NA,100,NA,2600,26,5900,NA,189000,32,NA,NA
"columbiana","029","NORTHEAST",1972,21700,17400,1479000,85,NA,NA,NA,NA,100,NA,NA,6600,6900,224000,34,NA,NA
"columbiana","029","NORTHEAST",1973,20400,15900,1329000,83.6,NA,NA,NA,200,200,4600,23,5100,5300,153000,30,NA,NA
"columbiana","029","NORTHEAST",1974,25700,19400,1600500,82.5,NA,NA,NA,200,200,4100,20.5,7200,7300,281800,39.1,NA,NA
"columbiana","029","NORTHEAST",1975,24200,18000,1584000,88,51900,648000,12.5,100,100,3000,30,7500,8000,267000,35.6,36200,10400
"columbiana","029","NORTHEAST",1976,30600,22500,2287000,101.6,60300,812000,13.5,300,300,8000,26.7,7800,7900,274600,35.2,36100,10300
"columbiana","029","NORTHEAST",1977,31800,25300,2815900,111.3,56000,851000,15.2,500,500,15000,30,10000,10000,406200,40.6,35700,10300
"columbiana","029","NORTHEAST",1978,34600,27600,2587000,93.7,52000,717000,13.8,800,800,20400,25.5,6100,6400,210500,34.5,31800,11100
"columbiana","029","NORTHEAST",1979,32000,28400,2891000,101.8,42000,561000,13.4,1700,1700,51200,30.1,8800,9000,334400,38,30700,11500
"columbiana","029","NORTHEAST",1980,33400,29400,3116000,106,48000,630000,13.1,1800,1800,64500,35.8,8700,9200,346000,39.8,31400,12000
"columbiana","029","NORTHEAST",1981,36500,29600,3016000,101.9,58100,703000,12.1,1600,1700,53000,33.1,11000,11300,502000,45.6,32000,12000
"columbiana","029","NORTHEAST",1982,38500,30000,3060000,102,61000,915000,15,1400,1700,40000,28.6,8500,9400,346000,40.7,33000,12300
"columbiana","029","NORTHEAST",1983,28000,22500,1980000,88,58000,870000,15,1400,1500,38000,27.1,9100,11000,374000,41.1,34000,12400
"columbiana","029","NORTHEAST",1984,37000,33700,3572200,106,48000,768000,16,1700,1800,60000,35.3,9000,9700,328500,36.5,36000,12400
"columbiana","029","NORTHEAST",1985,35500,30100,3347900,111.2,43100,696700,16.2,1800,1800,61600,34.2,6700,7200,340300,50.8,35000,12700
"columbiana","029","NORTHEAST",1986,34000,29700,3729600,125.6,39600,629100,15.9,1800,1900,66900,37.2,8200,9000,345400,42.1,29000,12800
"columbiana","029","NORTHEAST",1987,28200,24000,2749200,114.6,30400,474900,15.6,2000,2100,76400,38.2,6500,6700,331300,51,27000,12300
"columbiana","029","NORTHEAST",1988,24000,19300,1362400,70.6,47000,486200,10.3,2000,2200,66600,33.3,4100,4400,205900,50.2,27000,12400
"columbiana","029","NORTHEAST",1989,22300,18200,1501500,82.5,51100,555000,10.9,2800,2800,61400,21.9,6300,6400,291200,46.2,25100,13000
"columbiana","029","NORTHEAST",1990,24600,20400,2205400,108.1,41500,610000,14.7,2600,2600,92000,35.4,6800,7300,354200,52.1,23500,12100
"columbiana","029","NORTHEAST",1991,24900,20700,1576700,76.2,55700,569700,10.2,4300,4300,124400,28.9,5300,5600,230200,43.4,23100,12000
"columbiana","029","NORTHEAST",1992,26100,22000,2835400,128.9,45000,834600,18.5,4300,4500,167800,39,5200,5600,263400,50.7,23800,11700
"columbiana","029","NORTHEAST",1993,25400,19900,1730600,87,43300,493600,11.4,6100,6300,170700,28,4700,4700,288400,61.4,24200,11800
"columbiana","029","NORTHEAST",1994,26100,20500,2888200,140.9,45000,783400,17.4,6400,6400,295300,46.1,6900,7000,330700,47.9,23900,11600
"columbiana","029","NORTHEAST",1995,22700,17200,1861100,108.2,43900,741900,16.9,7900,8000,334400,42.3,6900,7000,366600,53.1,27100,11200
"columbiana","029","NORTHEAST",1996,26700,21000,2306300,109.8,45500,745700,16.4,9500,9600,290700,30.6,9700,10500,302900,31.2,29900,11100
"columbiana","029","NORTHEAST",1997,31400,23300,2377700,102,56000,913300,16.3,11700,11700,491700,42,5900,6300,318700,54,25800,10800
"columbiana","029","NORTHEAST",1998,29500,22500,2740900,121.8,52200,864400,16.6,11200,11300,459800,41.1,6000,6100,317600,52.9,27500,10600
"columbiana","029","NORTHEAST",1999,23500,16300,2032600,124.7,47700,766900,16.1,13000,13400,516100,39.7,5300,5400,295100,55.7,25400,10500
"columbiana","029","NORTHEAST",2000,24600,17600,2196100,124.8,49500,712800,14.4,13100,13200,537600,41,7100,7200,421600,59.4,25200,10700
"columbiana","029","NORTHEAST",2001,21800,14900,1505300,101,44800,735800,16.4,14100,14300,463300,32.9,5700,6000,364800,64,25200,10400
"columbiana","029","NORTHEAST",2002,22000,15000,1052300,70.2,63000,649400,10.3,12800,13000,347300,27.1,6500,6900,368200,56.6,26300,10300
"columbiana","029","NORTHEAST",2003,23000,19100,2695800,141.1,37300,675200,18.1,12000,12100,409600,34.1,6300,6600,342600,54.4,25800,10100
"columbiana","029","NORTHEAST",2004,23100,18800,2585700,137.5,42600,670000,15.7,14400,14600,614800,42.7,4700,5000,187300,39.9,26300,9600
"columbiana","029","NORTHEAST",2005,23900,19100,2269100,118.8,32700,582400,17.8,15000,15300,635800,42.4,4300,4800,253600,59,27200,8800
"columbiana","029","NORTHEAST",2006,19800,16200,2367400,146.1,28100,478700,17,17200,17600,702500,40.8,5400,5600,275700,51.1,27700,9300
"columbiana","029","NORTHEAST",2007,24500,20200,2777000,137.5,32000,560300,17.5,16000,16000,811200,50.7,5200,5700,297800,57.3,29000,9500
"columbiana","029","NORTHEAST",2008,21300,17700,2170000,123,25000,441600,17.5,19000,19200,720100,38,6900,7100,381900,55.5,30000,9700
"columbiana","029","NORTHEAST",2009,22200,19000,3140000,165.3,NA,NA,NA,18200,18300,823200,45,29350,31100,1812800,62,30500,9700
"columbiana","029","NORTHEAST",2010,22900,19300,2820000,146.1,NA,NA,NA,20700,20800,971000,46.9,5250,5300,272000,51.8,30500,9500
"columbiana","029","NORTHEAST",2011,25300,21700,3010000,138.7,NA,NA,NA,19600,19700,988000,50.4,6480,6500,333000,51.4,29500,9500
"columbiana","029","NORTHEAST",2012,26200,20300,2625000,129.3,NA,NA,NA,21100,21200,980000,46.4,4570,4700,301000,65.9,30500,9500
"columbiana","029","NORTHEAST",2013,28500,24500,4180000,170.6,NA,NA,NA,21500,21600,1083000,50.4,6330,6700,311000,49.1,29500,9500
"columbiana","029","NORTHEAST",2014,27000,21500,3510000,163.3,NA,NA,NA,19900,20000,997000,50.1,5420,5700,307000,56.6,28000,9300
"columbiana","029","NORTHEAST",2015,25000,18600,2530000,136,NA,NA,NA,22400,22400,1024000,45.7,4800,5100,275000,57.3,28500,9400
"columbiana","029","NORTHEAST",2016,26000,20000,2770000,138.5,NA,NA,NA,21300,21400,1123000,52.7,5400,5700,410000,75.9,28500,9200
"columbiana","029","NORTHEAST",2017,24000,19000,3150000,165.8,NA,NA,NA,24600,24600,1061000,43.1,4800,5100,3e+05,62.5,30000,9200
"columbiana","029","NORTHEAST",2018,24000,18500,2800000,151.4,NA,NA,NA,23700,23800,1304000,55,4000,5000,247000,61.8,29500,9000
"columbiana","029","NORTHEAST",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,8000
"coshocton","031","EAST CENTRAL",1918,NA,33500,1111000,33.2,NA,NA,NA,NA,NA,NA,NA,33400,NA,562000,16.8,NA,NA
"coshocton","031","EAST CENTRAL",1919,NA,34200,1612000,47.1,NA,NA,NA,NA,NA,NA,NA,38200,NA,752000,19.7,NA,NA
"coshocton","031","EAST CENTRAL",1920,NA,26700,1059000,39.7,NA,NA,NA,NA,NA,NA,NA,29000,NA,209000,7.2,NA,NA
"coshocton","031","EAST CENTRAL",1921,NA,25900,1200000,46.3,NA,NA,NA,NA,NA,NA,NA,25400,NA,282000,11.1,NA,NA
"coshocton","031","EAST CENTRAL",1922,NA,25400,988000,38.9,NA,NA,NA,NA,NA,NA,NA,25100,NA,327000,13,NA,NA
"coshocton","031","EAST CENTRAL",1923,NA,26900,1053000,39.1,NA,NA,NA,NA,NA,NA,NA,24600,NA,462000,18.8,NA,NA
