id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland,woodland,year
LAKINLS1-8SW,LAKIN,LS,1-8,S,W,61,indx_69,810,230,2017
LAKINLS2-6SW,LAKIN,LS,2-6,S,W,61,indx_69,810,230,2017
LAKINLS6-12SW,LAKIN,LS,6-12,S,W,57,indx_59,600,230,2017
LAMBERJACKL0-2SSWP,LAMBERJACK,L,0-2,S,SWP,77,indx_79,2100,300,2017
LAMSONFSL0-2SVP,LAMSON,FSL,0-2,S,VP,71,indx_79,1620,230,2017
LAMSONVFSL0-2SVP,LAMSON,VFSL,0-2,S,VP,71,indx_79,1620,230,2017
"LANDES,FF-PHLFS0-6SW","LANDES,FF-PH",LFS,0-6,S,W,61,indx_69,620,230,2017
LANDESFSL0-2SW,LANDES,FSL,0-2,S,W,68,indx_69,1140,230,2017
LANDESGR-SL0-2SW,LANDES,GR-SL,0-2,S,W,59,indx_59,350,230,2017
"LANDES,OF-PHFSL0-2SW","LANDES,OF-PH",FSL,0-2,S,W,68,indx_69,1140,230,2017
"LANDES,OF-PHL0-2SW","LANDES,OF-PH",L,0-2,S,W,70,indx_79,1270,270,2017
"LANDES,RF-PHSL0-2SW","LANDES,RF-PH",SL,0-2,S,W,68,indx_69,1140,230,2017
LANDESSL0-2SW,LANDES,SL,0-2,S,W,68,indx_69,1140,230,2017
"LANDES,V,GRAV-SUBSLSL0-2SW","LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,indx_59,350,230,2017
LANIERFSL0-2SW,LANIER,FSL,0-2,S,W,62,indx_69,1e3,230,2017
"LANIER,OF-PHSL0-2SW","LANIER,OF-PH",SL,0-2,S,W,62,indx_69,1e3,230,2017
LANIERSL0-2SW,LANIER,SL,0-2,S,W,62,indx_69,1e3,230,2017
"LATHAM-GILPIN,AS8-20SMW","LATHAM-GILPIN,AS",,8-20,S,MW,50,indx_59,350,230,2017
LATHAMSIL12-18MMW,LATHAM,SIL,12-18,M,MW,47,indx_49,350,230,2017
LATHAMSIL12-18SMW,LATHAM,SIL,12-18,S,MW,51,indx_59,350,230,2017
LATHAMSIL12-20MMW,LATHAM,SIL,12-20,M,MW,46,indx_49,350,230,2017
LATHAMSIL15-25MMW,LATHAM,SIL,15-25,M,MW,42,indx_49,350,230,2017
LATHAMSIL15-25SMW,LATHAM,SIL,15-25,S,MW,42,indx_49,350,230,2017
LATHAMSIL2-6SMW,LATHAM,SIL,2-6,S,MW,64,indx_69,900,230,2017
LATHAMSIL6-12MMW,LATHAM,SIL,6-12,M,MW,54,indx_59,350,230,2017
LATHAMSIL6-12SMW,LATHAM,SIL,6-12,S,MW,59,indx_59,620,230,2017
LATHAMSIL8-15SMW,LATHAM,SIL,8-15,S,MW,57,indx_59,350,230,2017
"LATHAM-STEINSBURG,AS10-25SMW","LATHAM-STEINSBURG,AS",,10-25,S,MW,42,indx_49,350,230,2017
"LATHAM-STEINSBURG,C15-25SMW","LATHAM-STEINSBURG,C",,15-25,S,MW,40,indx_49,350,230,2017
LATHAM-WHARTONSIL15-25SMW,LATHAM-WHARTON,SIL,15-25,S,MW,42,indx_49,350,230,2017
LATTYC0-2SVP,LATTY,C,0-2,S,VP,78,indx_79,1930,530,2017
"LATTY,OF-PHSIC0-2SVP","LATTY,OF-PH",SIC,0-2,S,VP,78,indx_79,1930,230,2017
LATTYSIC0-2SVP,LATTY,SIC,0-2,S,VP,78,indx_79,1930,530,2017
LATTYSICL0-2SVP,LATTY,SICL,0-2,S,VP,81,indx_89,2130,730,2017
"LATTY,T-SUBSTSICL0-1SVP","LATTY,T-SUBST",SICL,0-1,S,VP,81,indx_89,2130,330,2017
LAWSHESIC12-18SEMW,LAWSHE,SIC,12-18,SE,MW,33,indx_49,350,230,2017
LAWSHESICL12-18MMW,LAWSHE,SICL,12-18,M,MW,40,indx_49,350,230,2017
LAWSHESICL2-6SMW,LAWSHE,SICL,2-6,S,MW,53,indx_59,350,230,2017
LAWSHESICL6-12MMW,LAWSHE,SICL,6-12,M,MW,47,indx_49,350,230,2017
LENAWEEL0-2SVP,LENAWEE,L,0-2,S,VP,88,indx_89,2990,1190,2017
"LENAWEE,OV-PHSIL0-2SVP","LENAWEE,OV-PH",SIL,0-2,S,VP,88,indx_89,2990,1190,2017
LENAWEESICL0-2SVP,LENAWEE,SICL,0-2,S,VP,85,indx_89,2840,1040,2017
LENAWEESIL0-2SVP,LENAWEE,SIL,0-2,S,VP,88,indx_89,2990,1190,2017
"LENAWEE,VSICL0-2SVP","LENAWEE,V",SICL,0-2,S,VP,60,indx_69,540,230,2017
LEONIGR-L12-25SW,LEONI,GR-L,12-25,S,W,33,indx_49,350,230,2017
LEWISBURG-CELINACL2-6MMW,LEWISBURG-CELINA,CL,2-6,M,MW,68,indx_69,870,230,2017
LEWISBURG-CELINACL6-12SEMW,LEWISBURG-CELINA,CL,6-12,SE,MW,46,indx_49,350,230,2017
LEWISBURG-CELINASIL2-6SMW,LEWISBURG-CELINA,SIL,2-6,S,MW,72,indx_79,1130,230,2017
"LEWISBURG-CROSBY,C2-6SMW","LEWISBURG-CROSBY,C",,2-6,S,MW,65,indx_69,1010,230,2017
LEWISBURGSIL0-2SMW,LEWISBURG,SIL,0-2,S,MW,61,indx_69,910,230,2017
LEWISBURGSIL2-6MMW,LEWISBURG,SIL,2-6,M,MW,54,indx_59,350,230,2017
LEWISBURGSIL2-6SMW,LEWISBURG,SIL,2-6,S,MW,58,indx_59,350,230,2017
LEWISBURGSOILS6-12SEMW,LEWISBURG,SOILS,6-12,SE,MW,46,indx_49,350,230,2017
"LEWISBURG,VSIL0-2SMW","LEWISBURG,V",SIL,0-2,S,MW,63,indx_69,350,230,2017
"LEWISBURG,VSIL2-6SMW","LEWISBURG,V",SIL,2-6,S,MW,61,indx_69,350,230,2017
"LEWISBURG,VSIL6-12SMW","LEWISBURG,V",SIL,6-12,S,MW,54,indx_59,350,230,2017
"LIBRARY,VSIL3-8SSWP","LIBRARY,V",SIL,3-8,S,SWP,68,indx_69,940,230,2017
LIBRESIL0-2SW,LIBRE,SIL,0-2,S,W,76,indx_79,1760,760,2017
LIBRESIL2-6SW,LIBRE,SIL,2-6,S,W,74,indx_79,1630,630,2017
LIBRESIL6-12MW,LIBRE,SIL,6-12,M,W,67,indx_69,1170,230,2017
LICKINGSICL6-12MMW,LICKING,SICL,6-12,M,MW,62,indx_69,880,230,2017
LICKINGSIL0-2SMW,LICKING,SIL,0-2,S,MW,72,indx_79,1770,770,2017
LICKINGSIL0-6SMW,LICKING,SIL,0-6,S,MW,70,indx_79,1640,640,2017
LICKINGSIL12-18MMW,LICKING,SIL,12-18,M,MW,47,indx_49,350,230,2017
LICKINGSIL12-18SMW,LICKING,SIL,12-18,S,MW,50,indx_59,350,230,2017
LICKINGSIL12-25MMW,LICKING,SIL,12-25,M,MW,47,indx_49,350,230,2017
LICKINGSIL15-25MMW,LICKING,SIL,15-25,M,MW,42,indx_49,350,230,2017
LICKINGSIL1-6SMW,LICKING,SIL,1-6,S,MW,69,indx_69,1470,470,2017
LICKINGSIL2-6SMW,LICKING,SIL,2-6,S,MW,69,indx_69,1470,470,2017
LICKINGSIL3-8SMW,LICKING,SIL,3-8,S,MW,68,indx_69,1430,430,2017
LICKINGSIL6-12MMW,LICKING,SIL,6-12,M,MW,63,indx_69,1010,230,2017
LICKINGSIL6-12SMW,LICKING,SIL,6-12,S,MW,67,indx_69,1310,310,2017
LICKINGSIL6-15MMW,LICKING,SIL,6-15,M,MW,63,indx_69,1010,230,2017
LICKINGSIL8-15SMW,LICKING,SIL,8-15,S,MW,63,indx_69,1010,230,2017
LILYL15-25SW,LILY,L,15-25,S,W,47,indx_49,350,230,2017
LILYL8-15SW,LILY,L,8-15,S,W,55,indx_59,350,230,2017
"LILY-RARDEN,C15-25SW","LILY-RARDEN,C",,15-25,S,W,42,indx_49,350,230,2017
LILYSIL15-25SW,LILY,SIL,15-25,S,W,42,indx_49,350,230,2017
LILYSIL8-15SW,LILY,SIL,8-15,S,W,55,indx_59,350,230,2017
"LILY-UPSHUR,C15-25SW","LILY-UPSHUR,C",,15-25,S,W,43,indx_49,350,230,2017
"LINDSIDE,FF-PHSIL0-2SMW","LINDSIDE,FF-PH",SIL,0-2,S,MW,73,indx_79,1820,820,2017
"LINDSIDE,OF-PHSIL0-2SMW","LINDSIDE,OF-PH",SIL,0-2,S,MW,80,indx_89,2330,1330,2017
LINDSIDESIL0-2SMW,LINDSIDE,SIL,0-2,S,MW,80,indx_89,2330,1330,2017
"LINWOOD,DRAINEDMK-SIL0-2SVP","LINWOOD,DRAINED",MK-SIL,0-2,S,VP,73,indx_79,1330,230,2017
LINWOODMUCK0-2SVP,LINWOOD,MUCK,0-2,S,VP,83,indx_89,2110,310,2017
"LINWOOD,PO-PHMK-SIL0-2SVP","LINWOOD,PO-PH",MK-SIL,0-2,S,VP,0,indx_49,350,230,2017
"LINWOOD,UNDRAINEDMUCK0-2SVP","LINWOOD,UNDRAINED",MUCK,0-2,S,VP,0,indx_49,350,230,2017
LIPPINCOTTMK-SIL0-2SVP,LIPPINCOTT,MK-SIL,0-2,S,VP,80,indx_89,2220,420,2017
LIPPINCOTTSICL0-2SVP,LIPPINCOTT,SICL,0-2,S,VP,80,indx_89,2220,420,2017
"LOBDELL,ALK-PHSIL0-2SMW","LOBDELL,ALK-PH",SIL,0-2,S,MW,75,indx_79,1880,880,2017
"LOBDELL,CN-SUBST,OF-PHL0-2SMW","LOBDELL,CN-SUBST,OF-PH",L,0-2,S,MW,72,indx_79,1250,250,2017
"LOBDELL,CN-SUBST,OF-PHSIL0-2SMW","LOBDELL,CN-SUBST,OF-PH",SIL,0-2,S,MW,72,indx_79,1250,250,2017
"LOBDELL,FF-PHSIL0-2SMW","LOBDELL,FF-PH",SIL,0-2,S,MW,66,indx_69,1130,230,2017
LOBDELLFSL0-2SMW,LOBDELL,FSL,0-2,S,MW,77,indx_79,1900,900,2017
LOBDELLL0-2SMW,LOBDELL,L,0-2,S,MW,77,indx_79,1900,900,2017
"LOBDELL,OF-PHL0-2SMW","LOBDELL,OF-PH",L,0-2,S,MW,77,indx_79,1900,900,2017
"LOBDELL,OF-PHSIL0-2SMW","LOBDELL,OF-PH",SIL,0-2,S,MW,77,indx_79,1900,900,2017
"LOBDELL,RF-PHSIL0-2SMW","LOBDELL,RF-PH",SIL,0-2,S,MW,77,indx_79,1900,900,2017
LOBDELLSIL0-2SMW,LOBDELL,SIL,0-2,S,MW,77,indx_79,1900,900,2017
"LOBDELL-SLOAN,C,OF-PH0-2SMW","LOBDELL-SLOAN,C,OF-PH",,0-2,S,MW,75,indx_79,1730,730,2017
LOCKPORTSICL1-4SSWP,LOCKPORT,SICL,1-4,S,SWP,59,indx_59,460,230,2017
LORAINC0-2SVP,LORAIN,C,0-2,S,VP,70,indx_79,1520,230,2017
"LORAIN,L-SUBSTSICL0-2SVP","LORAIN,L-SUBST",SICL,0-2,S,VP,73,indx_79,1690,230,2017
LORAINSIC0-2SVP,LORAIN,SIC,0-2,S,VP,70,indx_79,1520,230,2017
LORAINSICL0-2SVP,LORAIN,SICL,0-2,S,VP,73,indx_79,1690,290,2017
LORAINSIL0-2SVP,LORAIN,SIL,0-2,S,VP,75,indx_79,1820,420,2017
"LORAIN,SI-SUBSTSICL0-2SVP","LORAIN,SI-SUBST",SICL,0-2,S,VP,73,indx_79,1690,230,2017
"LORAIN,S-SUBSTSICL0-2SVP","LORAIN,S-SUBST",SICL,0-2,S,VP,73,indx_79,1690,230,2017
LORDSTOWNCN-SIL2-6SW,LORDSTOWN,CN-SIL,2-6,S,W,62,indx_69,680,230,2017
LORDSTOWNCN-SIL6-12SW,LORDSTOWN,CN-SIL,6-12,S,W,59,indx_59,390,230,2017
LORDSTOWNL2-6SW,LORDSTOWN,L,2-6,S,W,64,indx_69,810,230,2017
LORDSTOWNL6-12SW,LORDSTOWN,L,6-12,S,W,61,indx_69,510,230,2017
LORDSTOWN-LOUDONVILLESIL18-25SW,LORDSTOWN-LOUDONVILLE,SIL,18-25,S,W,47,indx_49,350,230,2017
"LORDSTOWN-ROCK OUTCROP,C12-18SW","LORDSTOWN-ROCK OUTCROP,C",,12-18,S,W,0,indx_49,350,230,2017
LORDSTOWNSIL12-18SW,LORDSTOWN,SIL,12-18,S,W,59,indx_59,350,230,2017
LORDSTOWNSIL18-25SW,LORDSTOWN,SIL,18-25,S,W,50,indx_59,350,230,2017
LORDSTOWNSIL2-6SW,LORDSTOWN,SIL,2-6,S,W,64,indx_69,810,230,2017
LORDSTOWNSIL6-12SW,LORDSTOWN,SIL,6-12,S,W,61,indx_69,510,230,2017
"LORENZO-RODMAN,C12-18MW","LORENZO-RODMAN,C",,12-18,M,W,42,indx_49,350,230,2017
"LORENZO-RODMAN,C4-12MW","LORENZO-RODMAN,C",,4-12,M,W,47,indx_49,350,230,2017
LOUDON-EDENTONSIL18-25MMW,LOUDON-EDENTON,SIL,18-25,M,MW,55,indx_59,350,230,2017
LOUDONSIL0-2SMW,LOUDON,SIL,0-2,S,MW,77,indx_79,1930,930,2017
LOUDONSIL12-18MMW,LOUDON,SIL,12-18,M,MW,59,indx_59,820,230,2017
LOUDONSIL2-6MMW,LOUDON,SIL,2-6,M,MW,71,indx_79,1500,500,2017
LOUDONSIL2-6SMW,LOUDON,SIL,2-6,S,MW,74,indx_79,1650,650,2017
LOUDONSIL3-8MMW,LOUDON,SIL,3-8,M,MW,70,indx_79,1370,370,2017
LOUDONSIL6-12MMW,LOUDON,SIL,6-12,M,MW,67,indx_69,1250,250,2017
LOUDONSIL6-15MMW,LOUDON,SIL,6-15,M,MW,64,indx_69,970,230,2017
LOUDONSIL6-15SMW,LOUDON,SIL,6-15,S,MW,71,indx_79,1390,390,2017
LOUDONVILLEL0-2SW,LOUDONVILLE,L,0-2,S,W,74,indx_79,1770,770,2017
LOUDONVILLEL12-18MW,LOUDONVILLE,L,12-18,M,W,57,indx_59,390,230,2017
LOUDONVILLEL18-25MW,LOUDONVILLE,L,18-25,M,W,47,indx_49,350,230,2017
LOUDONVILLEL2-6SW,LOUDONVILLE,L,2-6,S,W,71,indx_79,1550,550,2017
LOUDONVILLEL6-12MW,LOUDONVILLE,L,6-12,M,W,62,indx_69,820,230,2017
LOUDONVILLEL6-12SW,LOUDONVILLE,L,6-12,S,W,65,indx_69,1100,230,2017
LOUDONVILLE-MUSKINGUMSOILS10-15MW,LOUDONVILLE-MUSKINGUM,SOILS,10-15,M,W,45,indx_49,350,230,2017
LOUDONVILLE-MUSKINGUMSOILS15-20SEW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,SE,W,25,indx_49,350,230,2017
LOUDONVILLE-MUSKINGUMSOILS15-20SW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,S,W,36,indx_49,350,230,2017
LOUDONVILLE-MUSKINGUMSOILS2-5MW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,M,W,60,indx_69,980,230,2017
LOUDONVILLE-MUSKINGUMSOILS2-5SW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,S,W,63,indx_69,1270,270,2017
LOUDONVILLE-MUSKINGUMSOILS5-10MW,LOUDONVILLE-MUSKINGUM,SOILS,5-10,M,W,50,indx_59,350,230,2017
LOUDONVILLE-MUSKINGUMSOILS5-15SEW,LOUDONVILLE-MUSKINGUM,SOILS,5-15,SE,W,34,indx_49,350,230,2017
LOUDONVILLESIL10-15MW,LOUDONVILLE,SIL,10-15,M,W,52,indx_59,350,230,2017
LOUDONVILLESIL12-18MW,LOUDONVILLE,SIL,12-18,M,W,52,indx_59,350,230,2017
LOUDONVILLESIL12-18SEW,LOUDONVILLE,SIL,12-18,SE,W,49,indx_49,350,230,2017
LOUDONVILLESIL12-18SW,LOUDONVILLE,SIL,12-18,S,W,55,indx_59,350,230,2017
LOUDONVILLESIL12-25MW,LOUDONVILLE,SIL,12-25,M,W,52,indx_59,350,230,2017
LOUDONVILLESIL15-20MW,LOUDONVILLE,SIL,15-20,M,W,48,indx_49,350,230,2017
LOUDONVILLESIL15-20SW,LOUDONVILLE,SIL,15-20,S,W,53,indx_59,350,230,2017
LOUDONVILLESIL15-25SW,LOUDONVILLE,SIL,15-25,S,W,49,indx_49,350,230,2017
LOUDONVILLESIL18-25MW,LOUDONVILLE,SIL,18-25,M,W,42,indx_49,350,230,2017
LOUDONVILLESIL18-25SEW,LOUDONVILLE,SIL,18-25,SE,W,33,indx_49,350,230,2017
LOUDONVILLESIL18-25SW,LOUDONVILLE,SIL,18-25,S,W,47,indx_49,350,230,2017
LOUDONVILLESIL2-5MW,LOUDONVILLE,SIL,2-5,M,W,65,indx_69,1100,230,2017
LOUDONVILLESIL2-5SW,LOUDONVILLE,SIL,2-5,S,W,71,indx_79,1550,550,2017
LOUDONVILLESIL2-6MW,LOUDONVILLE,SIL,2-6,M,W,65,indx_69,1100,230,2017
LOUDONVILLESIL2-6SW,LOUDONVILLE,SIL,2-6,S,W,71,indx_79,1550,550,2017
LOUDONVILLESIL5-10MW,LOUDONVILLE,SIL,5-10,M,W,62,indx_69,820,230,2017
LOUDONVILLESIL5-10SW,LOUDONVILLE,SIL,5-10,S,W,65,indx_69,1100,230,2017
LOUDONVILLESIL6-12MW,LOUDONVILLE,SIL,6-12,M,W,62,indx_69,820,230,2017
LOUDONVILLESIL6-12SEW,LOUDONVILLE,SIL,6-12,SE,W,58,indx_59,530,230,2017
LOUDONVILLESIL6-12SW,LOUDONVILLE,SIL,6-12,S,W,65,indx_69,1100,230,2017
LOUDONVILLESIL6-15SW,LOUDONVILLE,SIL,6-15,S,W,64,indx_69,1020,230,2017
LOUDONVILLESIL6-18SW,LOUDONVILLE,SIL,6-18,S,W,62,indx_69,820,230,2017
"LOUDONVILLE-STEINSBURG,C12-20MW","LOUDONVILLE-STEINSBURG,C",,12-20,M,W,52,indx_59,350,230,2017
"LOUDONVILLE-STEINSBURG,C6-12MW","LOUDONVILLE-STEINSBURG,C",,6-12,M,W,61,indx_69,660,230,2017
LOWELLSICL15-25MW,LOWELL,SICL,15-25,M,W,50,indx_59,350,230,2017
LOWELLSIL12-20MW,LOWELL,SIL,12-20,M,W,54,indx_59,350,230,2017
LOWELLSIL15-25MW,LOWELL,SIL,15-25,M,W,52,indx_59,350,230,2017
LOWELLSIL15-25SW,LOWELL,SIL,15-25,S,W,54,indx_59,350,230,2017
LOWELLSIL1-7SW,LOWELL,SIL,1-7,S,W,69,indx_69,1410,410,2017
LOWELLSIL2-8SW,LOWELL,SIL,2-8,S,W,69,indx_69,1410,410,2017
LOWELLSIL3-8MW,LOWELL,SIL,3-8,M,W,61,indx_69,710,230,2017
LOWELLSIL3-8SW,LOWELL,SIL,3-8,S,W,69,indx_69,1410,410,2017
LOWELLSIL6-15SW,LOWELL,SIL,6-15,S,W,67,indx_69,930,230,2017
LOWELLSIL7-15SW,LOWELL,SIL,7-15,S,W,65,indx_69,1050,230,2017
LOWELLSIL8-15MW,LOWELL,SIL,8-15,M,W,58,indx_59,370,230,2017
LOWELLSIL8-15SW,LOWELL,SIL,8-15,S,W,65,indx_69,1050,230,2017
"LOWELL-UPSHUR,C12-18SW","LOWELL-UPSHUR,C",,12-18,S,W,57,indx_59,350,230,2017
"LOWELL-UPSHUR,C18-25SW","LOWELL-UPSHUR,C",,18-25,S,W,47,indx_49,350,230,2017
"LOWELL-UPSHUR,C6-12SW","LOWELL-UPSHUR,C",,6-12,S,W,64,indx_69,830,230,2017
LOWELL-UPSHURSICL15-25SW,LOWELL-UPSHUR,SICL,15-25,S,W,49,indx_49,350,230,2017
"LOWELL-WESTMORELAND,C15-25SW","LOWELL-WESTMORELAND,C",,15-25,S,W,57,indx_59,350,230,2017
"LOWELL-WESTMORELAND,C8-15SW","LOWELL-WESTMORELAND,C",,8-15,S,W,61,indx_69,850,230,2017
LOWELL-WESTMORELANDSIL15-25SW,LOWELL-WESTMORELAND,SIL,15-25,S,W,57,indx_59,350,230,2017
LOWELL-WESTMORELANDSIL3-8SW,LOWELL-WESTMORELAND,SIL,3-8,S,W,68,indx_69,1410,410,2017
LOWELL-WESTMORELANDSIL8-15SW,LOWELL-WESTMORELAND,SIL,8-15,S,W,61,indx_69,850,230,2017
"LUCAS,L-SUBSTSICL2-6MMW","LUCAS,L-SUBST",SICL,2-6,M,MW,57,indx_59,350,230,2017
"LUCAS,L-SUBSTSICL6-12MMW","LUCAS,L-SUBST",SICL,6-12,M,MW,54,indx_59,350,230,2017
"LUCAS,L-SUBSTSIL0-2SMW","LUCAS,L-SUBST",SIL,0-2,S,MW,64,indx_69,750,230,2017
LUCASSIC2-6SMW,LUCAS,SIC,2-6,S,MW,58,indx_59,350,230,2017
LUCASSIC6-12SEMW,LUCAS,SIC,6-12,SE,MW,42,indx_49,350,230,2017
LUCASSICL12-18MMW,LUCAS,SICL,12-18,M,MW,43,indx_49,350,230,2017
LUCASSICL12-25MMW,LUCAS,SICL,12-25,M,MW,0,indx_49,350,230,2017
LUCASSICL2-6MMW,LUCAS,SICL,2-6,M,MW,57,indx_59,350,230,2017
LUCASSICL2-6SMW,LUCAS,SICL,2-6,S,MW,59,indx_59,420,230,2017
LUCASSICL6-12MMW,LUCAS,SICL,6-12,M,MW,54,indx_59,350,230,2017
LUMBERTONSIL0-2SW,LUMBERTON,SIL,0-2,S,W,70,indx_79,1190,230,2017
LUMBERTONSIL12-18MW,LUMBERTON,SIL,12-18,M,W,56,indx_59,350,230,2017
LUMBERTONSIL2-6SW,LUMBERTON,SIL,2-6,S,W,67,indx_69,1040,230,2017
LUMBERTONSIL6-12MW,LUMBERTON,SIL,6-12,M,W,62,indx_69,590,230,2017
LURAY-MARENGOSICL0-2SVP,LURAY-MARENGO,SICL,0-2,S,VP,78,indx_79,1910,230,2017
LURAY-MARENGOSIL0-2SVP,LURAY-MARENGO,SIL,0-2,S,VP,80,indx_89,2080,280,2017
LURAYSICL0-2SVP,LURAY,SICL,0-2,S,VP,78,indx_79,1910,230,2017
LURAYSIL0-2SVP,LURAY,SIL,0-2,S,VP,80,indx_89,2080,280,2017
"LURAY,V,GRAV-SUBSLSIL0-2SVP","LURAY,V,GRAV-SUBSL",SIL,0-2,S,VP,82,indx_89,1990,230,2017
LYBRANDSICL12-18SEW,LYBRAND,SICL,12-18,SE,W,47,indx_49,350,230,2017
LYBRANDSICL12-20MW,LYBRAND,SICL,12-20,M,W,57,indx_59,350,230,2017
LYBRANDSIL12-18MW,LYBRAND,SIL,12-18,M,W,61,indx_69,350,230,2017
LYBRANDSIL18-25MW,LYBRAND,SIL,18-25,M,W,50,indx_59,350,230,2017
LYKENS-MILTONSIL2-6SMW,LYKENS-MILTON,SIL,2-6,S,MW,74,indx_79,1290,290,2017
LYKENSSIL0-2SMW,LYKENS,SIL,0-2,S,MW,77,indx_79,1840,840,2017
LYKENSSIL2-6SMW,LYKENS,SIL,2-6,S,MW,74,indx_79,1290,290,2017
MAHALASVILLESICL0-2SVP,MAHALASVILLE,SICL,0-2,S,VP,82,indx_89,2790,990,2017
MAHALASVILLESIL0-2SVP,MAHALASVILLE,SIL,0-2,S,VP,82,indx_89,2790,990,2017
MAHONINGL0-2SSWP,MAHONING,L,0-2,S,SWP,63,indx_69,800,230,2017
"MAHONING,SH-SUBSTSIL0-2SSWP","MAHONING,SH-SUBST",SIL,0-2,S,SWP,63,indx_69,800,230,2017
"MAHONING,SH-SUBSTSIL1-6SSWP","MAHONING,SH-SUBST",SIL,1-6,S,SWP,62,indx_69,740,230,2017
"MAHONING,SH-SUBSTSIL2-6MSWP","MAHONING,SH-SUBST",SIL,2-6,M,SWP,60,indx_69,530,230,2017
"MAHONING,SH-SUBSTSIL2-6SSWP","MAHONING,SH-SUBST",SIL,2-6,S,SWP,62,indx_69,740,230,2017
"MAHONING,SH-SUBSTSIL6-12SSWP","MAHONING,SH-SUBST",SIL,6-12,S,SWP,60,indx_69,530,230,2017
MAHONINGSIL0-2SSWP,MAHONING,SIL,0-2,S,SWP,63,indx_69,800,230,2017
MAHONINGSIL2-6MSWP,MAHONING,SIL,2-6,M,SWP,60,indx_69,530,230,2017
MAHONINGSIL2-6SSWP,MAHONING,SIL,2-6,S,SWP,62,indx_69,740,230,2017
MAHONINGSIL6-12SSWP,MAHONING,SIL,6-12,S,SWP,60,indx_69,530,230,2017
"MAHONING,SS-SUBSTL0-2SSWP","MAHONING,SS-SUBST",L,0-2,S,SWP,63,indx_69,800,230,2017
"MAHONING,SS-SUBSTSIL0-2SSWP","MAHONING,SS-SUBST",SIL,0-2,S,SWP,63,indx_69,800,230,2017
"MAHONING,SS-SUBSTSIL2-6SSWP","MAHONING,SS-SUBST",SIL,2-6,S,SWP,62,indx_69,740,230,2017
MAHONINGST-SIL0-2SSWP,MAHONING,ST-SIL,0-2,S,SWP,53,indx_59,350,230,2017
MAHONING-TIROSIL0-2SSWP,MAHONING-TIRO,SIL,0-2,S,SWP,64,indx_69,940,230,2017
MAHONING-TIROSIL2-6SSWP,MAHONING-TIRO,SIL,2-6,S,SWP,64,indx_69,940,230,2017
MARBLEHEADL0-6SW,MARBLEHEAD,L,0-6,S,W,0,indx_49,350,230,2017
MARENGOCL0-2SVP,MARENGO,CL,0-2,S,VP,79,indx_79,2440,640,2017
"MARENGO,OV-PHSIL0-2SVP","MARENGO,OV-PH",SIL,0-2,S,VP,80,indx_89,2520,720,2017
MARENGOSICL0-2SVP,MARENGO,SICL,0-2,S,VP,79,indx_79,2440,640,2017
MARENGOSIL0-2SVP,MARENGO,SIL,0-2,S,VP,80,indx_89,2520,720,2017
MARKLAND-GLENFORDSIL0-2SMW,MARKLAND-GLENFORD,SIL,0-2,S,MW,69,indx_69,960,230,2017
MARKLAND-GLENFORDSIL2-6MMW,MARKLAND-GLENFORD,SIL,2-6,M,MW,63,indx_69,500,230,2017
MARKLANDSICL12-18MMW,MARKLAND,SICL,12-18,M,MW,53,indx_59,350,230,2017
MARKLANDSICL12-20MMW,MARKLAND,SICL,12-20,M,MW,53,indx_59,350,230,2017
MARKLANDSICL12-25MMW,MARKLAND,SICL,12-25,M,MW,53,indx_59,350,230,2017
MARKLANDSICL15-25MMW,MARKLAND,SICL,15-25,M,MW,50,indx_59,350,230,2017
MARKLANDSICL18-25MMW,MARKLAND,SICL,18-25,M,MW,47,indx_49,350,230,2017
MARKLANDSICL2-6SMW,MARKLAND,SICL,2-6,S,MW,66,indx_69,990,230,2017
MARKLANDSICL3-8MMW,MARKLAND,SICL,3-8,M,MW,62,indx_69,690,230,2017
MARKLANDSICL6-12MMW,MARKLAND,SICL,6-12,M,MW,61,indx_69,560,230,2017
MARKLANDSICL6-15MMW,MARKLAND,SICL,6-15,M,MW,59,indx_59,460,230,2017
MARKLANDSICL8-15MMW,MARKLAND,SICL,8-15,M,MW,58,indx_59,350,230,2017
MARKLANDSIL12-18MMW,MARKLAND,SIL,12-18,M,MW,53,indx_59,350,230,2017
MARKLANDSIL2-6SMW,MARKLAND,SIL,2-6,S,MW,67,indx_69,1120,230,2017
MARKLANDSIL6-12MMW,MARKLAND,SIL,6-12,M,MW,61,indx_69,350,230,2017
MARKLANDSIL6-12SMW,MARKLAND,SIL,6-12,S,MW,64,indx_69,630,230,2017
MARKLANDSIL6-15SMW,MARKLAND,SIL,6-15,S,MW,64,indx_69,600,230,2017
MARSH0-2SVP,MARSH,,0-2,S,VP,0,indx_49,350,230,2017
MARTINSVILLEFSL2-6SW,MARTINSVILLE,FSL,2-6,S,W,75,indx_79,2100,1100,2017
MARTINSVILLEL0-2SW,MARTINSVILLE,L,0-2,S,W,81,indx_89,2540,1540,2017
MARTINSVILLEL1-4SW,MARTINSVILLE,L,1-4,S,W,79,indx_79,2350,1350,2017
