id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland,woodland,year
"EDEN,C12-18MW","EDEN,C",,12-18,M,W,42,indx_49,350,230,2017
"EDEN,C18-25MW","EDEN,C",,18-25,M,W,42,indx_49,350,230,2017
"EDEN,C2-6MW","EDEN,C",,2-6,M,W,62,indx_69,350,230,2017
"EDEN,C6-12MW","EDEN,C",,6-12,M,W,60,indx_69,350,230,2017
EDENFL-SICL12-18MW,EDEN,FL-SICL,12-18,M,W,45,indx_49,350,230,2017
EDENFL-SICL18-25MW,EDEN,FL-SICL,18-25,M,W,42,indx_49,350,230,2017
EDENSICL15-25MW,EDEN,SICL,15-25,M,W,41,indx_49,350,230,2017
EDENSICL15-25SW,EDEN,SICL,15-25,S,W,47,indx_49,350,230,2017
EDENSICL3-8MW,EDEN,SICL,3-8,M,W,62,indx_69,350,230,2017
EDENSICL8-15MW,EDEN,SICL,8-15,M,W,57,indx_59,350,230,2017
EDENTONCL12-25SEW,EDENTON,CL,12-25,SE,W,47,indx_49,350,230,2017
EDENTON-FAIRMONTSOILS18-25MW,EDENTON-FAIRMONT,SOILS,18-25,M,W,42,indx_49,350,230,2017
EDENTON-FAIRMONTSOILS18-25SEW,EDENTON-FAIRMONT,SOILS,18-25,SE,W,0,indx_49,350,230,2017
EDENTONL12-18MW,EDENTON,L,12-18,M,W,57,indx_59,350,230,2017
EDENTONL18-25MW,EDENTON,L,18-25,M,W,50,indx_59,350,230,2017
EDENTONL6-12MW,EDENTON,L,6-12,M,W,63,indx_69,730,230,2017
EDENTONSIL12-18MW,EDENTON,SIL,12-18,M,W,57,indx_59,350,230,2017
EDENTONSIL2-6MW,EDENTON,SIL,2-6,M,W,66,indx_69,990,230,2017
EDENTONSIL2-6SW,EDENTON,SIL,2-6,S,W,69,indx_69,1140,230,2017
EDENTONSIL6-12MW,EDENTON,SIL,6-12,M,W,63,indx_69,660,230,2017
EDENTONSOILS12-18SEW,EDENTON,SOILS,12-18,SE,W,50,indx_59,350,230,2017
EDENTONSOILS6-12SEW,EDENTON,SOILS,6-12,SE,W,55,indx_59,350,230,2017
EDWARDSMUCK0-1SVP,EDWARDS,MUCK,0-1,S,VP,81,indx_89,1990,230,2017
EDWARDSMUCK0-2SVP,EDWARDS,MUCK,0-2,S,VP,81,indx_89,1990,230,2017
"EEL,FF-PHL0-2SMW","EEL,FF-PH",L,0-2,S,MW,64,indx_69,1380,380,2017
"EEL,FF-PHSIL0-2SMW","EEL,FF-PH",SIL,0-2,S,MW,64,indx_69,1380,380,2017
"EEL,GR-SUBST,OF-PHSIL0-1SMW","EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,71,indx_79,1730,730,2017
"EEL,GR-SUBST,OF-PHSIL0-2SMW","EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,71,indx_79,1730,730,2017
EELL0-2SMW,EEL,L,0-2,S,MW,71,indx_79,1730,730,2017
"EEL,MOD DEEP TO LM,FF-PHSIL0-2SMW","EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,58,indx_59,350,230,2017
"EEL,OF-PHSIL0-2SMW","EEL,OF-PH",SIL,0-2,S,MW,71,indx_79,1730,730,2017
"EEL,OVER LMSIL0-2SMW","EEL,OVER LM",SIL,0-2,S,MW,58,indx_59,350,230,2017
EELSIL0-2SMW,EEL,SIL,0-2,S,MW,71,indx_79,1730,730,2017
"EEL,V,OF-PHSIL0-2SMW","EEL,V,OF-PH",SIL,0-2,S,MW,82,indx_89,2500,1500,2017
"ELBA-BELPRE,C12-18SW","ELBA-BELPRE,C",,12-18,S,W,63,indx_69,420,230,2017
"ELBA-BELPRE,C18-25MW","ELBA-BELPRE,C",,18-25,M,W,53,indx_59,350,230,2017
ELBA-GUERNSEYSICL15-25MW,ELBA-GUERNSEY,SICL,15-25,M,W,54,indx_59,350,230,2017
ELBASICL15-25MW,ELBA,SICL,15-25,M,W,51,indx_59,350,230,2017
ELBASICL15-25SW,ELBA,SICL,15-25,S,W,55,indx_59,350,230,2017
ELBASICL3-8SW,ELBA,SICL,3-8,S,W,69,indx_69,780,230,2017
ELBASICL8-15MW,ELBA,SICL,8-15,M,W,63,indx_69,440,230,2017
ELBASICL8-15SW,ELBA,SICL,8-15,S,W,66,indx_69,610,230,2017
ELBA-UPSHURSICL15-25MW,ELBA-UPSHUR,SICL,15-25,M,W,50,indx_59,350,230,2017
"ELDEAN-CASCO,C6-12MW","ELDEAN-CASCO,C",,6-12,M,W,55,indx_59,350,230,2017
"ELDEAN-CASCO,C6-15MW","ELDEAN-CASCO,C",,6-15,M,W,51,indx_59,350,230,2017
"ELDEAN-CASCO,C6-18SEW","ELDEAN-CASCO,C",,6-18,SE,W,42,indx_49,350,230,2017
ELDEAN-CASCOGR-L12-18MW,ELDEAN-CASCO,GR-L,12-18,M,W,42,indx_49,350,230,2017
ELDEAN-CASCOGR-L6-12MW,ELDEAN-CASCO,GR-L,6-12,M,W,55,indx_59,350,230,2017
ELDEANCL6-12SEW,ELDEAN,CL,6-12,SE,W,45,indx_49,350,230,2017
ELDEANGR-CL12-18SEW,ELDEAN,GR-CL,12-18,SE,W,39,indx_49,350,230,2017
ELDEANGR-CL6-12SEW,ELDEAN,GR-CL,6-12,SE,W,44,indx_49,350,230,2017
ELDEANGR-L0-2SW,ELDEAN,GR-L,0-2,S,W,69,indx_69,1150,230,2017
ELDEANGR-L2-6MW,ELDEAN,GR-L,2-6,M,W,66,indx_69,940,230,2017
ELDEANGR-L2-6SW,ELDEAN,GR-L,2-6,S,W,67,indx_69,1010,230,2017
ELDEANGR-L6-12MW,ELDEAN,GR-L,6-12,M,W,60,indx_69,730,230,2017
ELDEAN-KENDALLVILLEL0-2SW,ELDEAN-KENDALLVILLE,L,0-2,S,W,72,indx_79,1420,420,2017
ELDEAN-KENDALLVILLEL2-6SW,ELDEAN-KENDALLVILLE,L,2-6,S,W,70,indx_79,1300,300,2017
ELDEAN-KENDALLVILLEL6-12MW,ELDEAN-KENDALLVILLE,L,6-12,M,W,63,indx_69,410,230,2017
ELDEANL0-2SW,ELDEAN,L,0-2,S,W,71,indx_79,1480,480,2017
ELDEANL2-6MW,ELDEAN,L,2-6,M,W,66,indx_69,1030,230,2017
ELDEANL2-6SW,ELDEAN,L,2-6,S,W,68,indx_69,1260,260,2017
ELDEANL6-12MW,ELDEAN,L,6-12,M,W,63,indx_69,860,230,2017
ELDEANL6-12SW,ELDEAN,L,6-12,S,W,65,indx_69,1010,230,2017
"ELDEAN-MIAMIAN,C12-18MW","ELDEAN-MIAMIAN,C",,12-18,M,W,60,indx_69,350,230,2017
"ELDEAN-MIAMIAN,C12-18SEW","ELDEAN-MIAMIAN,C",,12-18,SE,W,42,indx_49,350,230,2017
"ELDEAN-MIAMIAN,C2-6MW","ELDEAN-MIAMIAN,C",,2-6,M,W,68,indx_69,610,230,2017
"ELDEAN-MIAMIAN,C2-6SW","ELDEAN-MIAMIAN,C",,2-6,S,W,71,indx_79,760,230,2017
"ELDEAN-MIAMIAN,C6-12MW","ELDEAN-MIAMIAN,C",,6-12,M,W,63,indx_69,400,230,2017
"ELDEAN-MIAMIAN,C6-12SEW","ELDEAN-MIAMIAN,C",,6-12,SE,W,45,indx_49,350,230,2017
"ELDEAN-MIAMIAN,C6-12SW","ELDEAN-MIAMIAN,C",,6-12,S,W,66,indx_69,590,230,2017
"ELDEAN-MORLEY,C2-6MW","ELDEAN-MORLEY,C",,2-6,M,W,68,indx_69,1130,230,2017
"ELDEAN-MORLEY,C6-15MW","ELDEAN-MORLEY,C",,6-15,M,W,58,indx_59,460,230,2017
ELDEANSIL0-2SW,ELDEAN,SIL,0-2,S,W,71,indx_79,1480,480,2017
ELDEANSIL0-3SW,ELDEAN,SIL,0-3,S,W,71,indx_79,1480,480,2017
ELDEANSIL12-18MW,ELDEAN,SIL,12-18,M,W,57,indx_59,410,230,2017
ELDEANSIL1-4SW,ELDEAN,SIL,1-4,S,W,71,indx_79,1460,460,2017
ELDEANSIL2-6MW,ELDEAN,SIL,2-6,M,W,66,indx_69,1030,230,2017
ELDEANSIL2-6SW,ELDEAN,SIL,2-6,S,W,68,indx_69,1260,260,2017
ELDEANSIL6-12MW,ELDEAN,SIL,6-12,M,W,63,indx_69,860,230,2017
"ELKINSVILLE,RF-PHSIL0-2SW","ELKINSVILLE,RF-PH",SIL,0-2,S,W,78,indx_79,2240,1240,2017
ELKINSVILLESIL0-2SW,ELKINSVILLE,SIL,0-2,S,W,78,indx_79,2250,1250,2017
ELKINSVILLESIL0-3SW,ELKINSVILLE,SIL,0-3,S,W,78,indx_79,2250,1250,2017
ELKINSVILLESIL15-25SW,ELKINSVILLE,SIL,15-25,S,W,50,indx_59,350,230,2017
ELKINSVILLESIL1-6SW,ELKINSVILLE,SIL,1-6,S,W,73,indx_79,2140,1140,2017
ELKINSVILLESIL1-8SW,ELKINSVILLE,SIL,1-8,S,W,73,indx_79,2140,1140,2017
ELKINSVILLESIL2-6SW,ELKINSVILLE,SIL,2-6,S,W,73,indx_79,2140,1140,2017
ELKINSVILLESIL3-8SW,ELKINSVILLE,SIL,3-8,S,W,72,indx_79,1870,870,2017
ELKINSVILLESIL6-12MW,ELKINSVILLE,SIL,6-12,M,W,65,indx_69,1420,420,2017
ELKINSVILLESIL6-12SW,ELKINSVILLE,SIL,6-12,S,W,68,indx_69,1610,610,2017
ELKINSVILLESIL8-15SW,ELKINSVILLE,SIL,8-15,S,W,65,indx_69,1420,420,2017
"ELLIOTT,BR-SUBSTSIL0-2SSWP","ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,79,indx_79,1880,230,2017
ELLIOTTSICL0-2SSWP,ELLIOTT,SICL,0-2,S,SWP,77,indx_79,1750,230,2017
ELLIOTTSICL0-3SSWP,ELLIOTT,SICL,0-3,S,SWP,77,indx_79,1750,230,2017
ELLIOTTSIL0-2SSWP,ELLIOTT,SIL,0-2,S,SWP,79,indx_79,1880,230,2017
ELLIOTTSIL0-3SSWP,ELLIOTT,SIL,0-3,S,SWP,77,indx_79,1800,230,2017
ELLIOTTSIL0-4SSWP,ELLIOTT,SIL,0-4,S,SWP,77,indx_79,1790,230,2017
ELLIOTTSIL1-4SSWP,ELLIOTT,SIL,1-4,S,SWP,77,indx_79,1790,230,2017
"ELLSWORTH,SH-SUBSTSIL12-18SMW","ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,55,indx_59,350,230,2017
"ELLSWORTH,SH-SUBSTSIL6-12SMW","ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,59,indx_59,350,230,2017
ELLSWORTHSIL0-2SMW,ELLSWORTH,SIL,0-2,S,MW,68,indx_69,1170,230,2017
ELLSWORTHSIL12-18MMW,ELLSWORTH,SIL,12-18,M,MW,47,indx_49,350,230,2017
ELLSWORTHSIL12-18SMW,ELLSWORTH,SIL,12-18,S,MW,50,indx_59,350,230,2017
ELLSWORTHSIL12-25MMW,ELLSWORTH,SIL,12-25,M,MW,47,indx_49,350,230,2017
ELLSWORTHSIL18-25MMW,ELLSWORTH,SIL,18-25,M,MW,42,indx_49,350,230,2017
ELLSWORTHSIL18-25SMW,ELLSWORTH,SIL,18-25,S,MW,42,indx_49,350,230,2017
ELLSWORTHSIL2-6MMW,ELLSWORTH,SIL,2-6,M,MW,63,indx_69,710,230,2017
ELLSWORTHSIL2-6SMW,ELLSWORTH,SIL,2-6,S,MW,67,indx_69,1030,230,2017
ELLSWORTHSIL6-12MMW,ELLSWORTH,SIL,6-12,M,MW,56,indx_59,350,230,2017
ELLSWORTHSIL6-12SMW,ELLSWORTH,SIL,6-12,S,MW,60,indx_69,580,230,2017
"ELLSWORTH,SS-SUBSTSIL2-6SMW","ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,65,indx_69,830,230,2017
"ELLSWORTH,SS-SUBSTSIL6-12MMW","ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,55,indx_59,350,230,2017
"ELLSWORTH,SS-SUBSTSIL6-12SMW","ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,59,indx_59,350,230,2017
"ELNORA,BR-SUBSTLFS0-4SMW","ELNORA,BR-SUBST",LFS,0-4,S,MW,52,indx_59,350,230,2017
ELNORALFS0-4SMW,ELNORA,LFS,0-4,S,MW,52,indx_59,350,230,2017
ELNORALFS1-3SMW,ELNORA,LFS,1-3,S,MW,52,indx_59,350,230,2017
ELNORALFS1-5SMW,ELNORA,LFS,1-5,S,MW,52,indx_59,350,230,2017
ELNORALFS2-6SMW,ELNORA,LFS,2-6,S,MW,52,indx_59,350,230,2017
"ENDOAQUENTS,LOAMY0-1SVP","ENDOAQUENTS,LOAMY",,0-1,S,VP,0,indx_49,350,230,2017
ENOCHL0-8SW,ENOCH,L,0-8,S,W,25,indx_49,350,230,2017
ENOCHL8-25SW,ENOCH,L,8-25,S,W,25,indx_49,350,230,2017
"ENOCH,VERY STONYSH-SICL0-8SW","ENOCH,VERY STONY",SH-SICL,0-8,S,W,0,indx_49,350,230,2017
"ENOCH,VERY STONYSH-SICL15-25SW","ENOCH,VERY STONY",SH-SICL,15-25,S,W,0,indx_49,350,230,2017
ERNESTSIL10-15MMW,ERNEST,SIL,10-15,M,MW,52,indx_59,350,230,2017
ERNESTSIL15-20MMW,ERNEST,SIL,15-20,M,MW,51,indx_59,350,230,2017
ERNESTSIL15-25SMW,ERNEST,SIL,15-25,S,MW,48,indx_49,350,230,2017
ERNESTSIL5-10SMW,ERNEST,SIL,5-10,S,MW,56,indx_59,350,230,2017
ERNESTSIL6-15SMW,ERNEST,SIL,6-15,S,MW,55,indx_59,350,230,2017
ERNESTSIL8-15SMW,ERNEST,SIL,8-15,S,MW,53,indx_59,350,230,2017
"EUCLID,OF-PHSIL0-2SSWP","EUCLID,OF-PH",SIL,0-2,S,SWP,76,indx_79,2290,490,2017
"EUCLID,RF-PHSIL0-2SSWP","EUCLID,RF-PH",SIL,0-2,S,SWP,76,indx_79,2290,490,2017
EUCLIDSIL0-2SSWP,EUCLID,SIL,0-2,S,SWP,76,indx_79,2290,490,2017
FAIRMOUNT-EDENFL-SICL12-25MW,FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,47,indx_49,350,230,2017
FAIRMOUNTFLV-SIC18-25MW,FAIRMOUNT,FLV-SIC,18-25,M,W,42,indx_49,350,230,2017
FAIRMOUNTSICL12-25MW,FAIRMOUNT,SICL,12-25,M,W,53,indx_59,350,230,2017
FAIRPOINTCL0-8SW,FAIRPOINT,CL,0-8,S,W,42,indx_49,350,230,2017
FAIRPOINTCL8-20SW,FAIRPOINT,CL,8-20,S,W,34,indx_49,350,230,2017
FAIRPOINTCN-CL8-20SW,FAIRPOINT,CN-CL,8-20,S,W,25,indx_49,350,230,2017
FAIRPOINTCN-CL8-25SW,FAIRPOINT,CN-CL,8-25,S,W,25,indx_49,350,230,2017
FAIRPOINTCN-SICL1-8SW,FAIRPOINT,CN-SICL,1-8,S,W,33,indx_49,350,230,2017
FAIRPOINTCN-SICL8-25SW,FAIRPOINT,CN-SICL,8-25,S,W,25,indx_49,350,230,2017
FAIRPOINTCNV-SIL0-8SW,FAIRPOINT,CNV-SIL,0-8,S,W,33,indx_49,350,230,2017
FAIRPOINTCNV-SIL8-25SW,FAIRPOINT,CNV-SIL,8-25,S,W,25,indx_49,350,230,2017
FAIRPOINTGR-CL0-8SW,FAIRPOINT,GR-CL,0-8,S,W,33,indx_49,350,230,2017
FAIRPOINTGR-CL8-25SW,FAIRPOINT,GR-CL,8-25,S,W,25,indx_49,350,230,2017
FAIRPOINTL0-8SW,FAIRPOINT,L,0-8,S,W,42,indx_49,350,230,2017
FAIRPOINTL8-25SW,FAIRPOINT,L,8-25,S,W,34,indx_49,350,230,2017
FAIRPOINTSHV-CL3-15SW,FAIRPOINT,SHV-CL,3-15,S,W,28,indx_49,350,230,2017
FAIRPOINTSICL0-8SW,FAIRPOINT,SICL,0-8,S,W,42,indx_49,350,230,2017
FAIRPOINTSICL1-15SW,FAIRPOINT,SICL,1-15,S,W,42,indx_49,350,230,2017
FAIRPOINTSICL15-25SW,FAIRPOINT,SICL,15-25,S,W,34,indx_49,350,230,2017
FAIRPOINTSICL2-12SW,FAIRPOINT,SICL,2-12,S,W,42,indx_49,350,230,2017
FAIRPOINTSICL8-25SW,FAIRPOINT,SICL,8-25,S,W,34,indx_49,350,230,2017
FAIRPOINTSIL0-8SW,FAIRPOINT,SIL,0-8,S,W,42,indx_49,350,230,2017
FAIRPOINTSIL3-15SW,FAIRPOINT,SIL,3-15,S,W,42,indx_49,350,230,2017
FAIRPOINTSIL8-20SW,FAIRPOINT,SIL,8-20,S,W,34,indx_49,350,230,2017
FAIRPOINTSIL8-25SW,FAIRPOINT,SIL,8-25,S,W,34,indx_49,350,230,2017
FARMERSTOWNL0-8SW,FARMERSTOWN,L,0-8,S,W,50,indx_59,350,230,2017
FARMERSTOWNL8-20SW,FARMERSTOWN,L,8-20,S,W,40,indx_49,350,230,2017
FARMERSTOWNSIL0-8SW,FARMERSTOWN,SIL,0-8,S,W,50,indx_59,350,230,2017
FARMERSTOWNSIL8-20SW,FARMERSTOWN,SIL,8-20,S,W,40,indx_49,350,230,2017
"FAYWOOD-LOWELL,CSIL8-15MW","FAYWOOD-LOWELL,C",SIL,8-15,M,W,59,indx_59,350,230,2017
FAYWOODSICL15-25MW,FAYWOOD,SICL,15-25,M,W,42,indx_49,350,230,2017
FAYWOODSIL15-25MW,FAYWOOD,SIL,15-25,M,W,42,indx_49,350,230,2017
FAYWOODSIL8-15MW,FAYWOOD,SIL,8-15,M,W,47,indx_49,350,230,2017
"FINCASTLE,BR-SUBSTSIL0-2SSWP","FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,69,indx_69,1600,230,2017
"FINCASTLE,BR-SUBSTSIL2-6SSWP","FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,66,indx_69,1370,230,2017
FINCASTLESIL0-2SSWP,FINCASTLE,SIL,0-2,S,SWP,78,indx_79,2260,460,2017
FINCASTLESIL0-4SSWP,FINCASTLE,SIL,0-4,S,SWP,76,indx_79,2110,310,2017
FINCASTLESIL2-4SSWP,FINCASTLE,SIL,2-4,S,SWP,76,indx_79,2080,280,2017
FINCASTLESIL2-6MSWP,FINCASTLE,SIL,2-6,M,SWP,72,indx_79,1780,230,2017
FINCASTLESIL2-6SSWP,FINCASTLE,SIL,2-6,S,SWP,75,indx_79,1930,230,2017
"FITCHVILLE-BENNINGTON,CSIL0-2SSWP","FITCHVILLE-BENNINGTON,C",SIL,0-2,S,SWP,67,indx_69,1220,230,2017
"FITCHVILLE,C-SUBSTSIL0-3SSWP","FITCHVILLE,C-SUBST",SIL,0-3,S,SWP,70,indx_79,1350,230,2017
"FITCHVILLE,C-SUBSTSIL3-8SSWP","FITCHVILLE,C-SUBST",SIL,3-8,S,SWP,66,indx_69,990,230,2017
"FITCHVILLE,LOW TERRACESIL0-2SSWP","FITCHVILLE,LOW TERRACE",SIL,0-2,S,SWP,76,indx_79,2290,490,2017
FITCHVILLESIL0-2SSWP,FITCHVILLE,SIL,0-2,S,SWP,70,indx_79,1350,230,2017
FITCHVILLESIL0-3SSWP,FITCHVILLE,SIL,0-3,S,SWP,70,indx_79,1350,230,2017
FITCHVILLESIL1-4SSWP,FITCHVILLE,SIL,1-4,S,SWP,69,indx_69,1160,230,2017
FITCHVILLESIL2-5SSWP,FITCHVILLE,SIL,2-5,S,SWP,68,indx_69,1150,230,2017
FITCHVILLESIL2-6SSWP,FITCHVILLE,SIL,2-6,S,SWP,68,indx_69,1150,230,2017
FITCHVILLESIL3-8SSWP,FITCHVILLE,SIL,3-8,S,SWP,66,indx_69,990,230,2017
FITCHVILLESIL6-12SSWP,FITCHVILLE,SIL,6-12,S,SWP,63,indx_69,890,230,2017
"FITCHVILLE,T-SUBSTSIL2-6SSWP","FITCHVILLE,T-SUBST",SIL,2-6,S,SWP,68,indx_69,1150,230,2017
"FITCHVILLE,V,GRAV-SUBSLSIL0-2SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,68,indx_69,1390,230,2017
"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,indx_69,1290,230,2017
"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP","FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,indx_69,1280,230,2017
"FLATROCK,FF-PHSIL0-2SMW","FLATROCK,FF-PH",SIL,0-2,S,MW,71,indx_79,1630,630,2017
"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW","FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,indx_79,2120,1120,2017
"FLATROCK,OF-PHL0-2SMW","FLATROCK,OF-PH",L,0-2,S,MW,78,indx_79,2120,1120,2017
"FLATROCK,OF-PHSIL0-2SMW","FLATROCK,OF-PH",SIL,0-2,S,MW,78,indx_79,2120,1120,2017
"FLUVAQUENTS,SILTY,FF-PH0-1SVP","FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,indx_49,350,230,2017
"FOX-CASCO,C12-18MW","FOX-CASCO,C",,12-18,M,W,49,indx_49,350,230,2017
FOX-CASCO-RODMANSOILS12-25MW,FOX-CASCO-RODMAN,SOILS,12-25,M,W,37,indx_49,350,230,2017
FOX-CASCO-RODMANSOILS12-25SEW,FOX-CASCO-RODMAN,SOILS,12-25,SE,W,0,indx_49,350,230,2017
FOX-CASCOSOILS12-18MW,FOX-CASCO,SOILS,12-18,M,W,49,indx_49,350,230,2017
FOX-CASCOSOILS6-12SEW,FOX-CASCO,SOILS,6-12,SE,W,44,indx_49,350,230,2017
FOXCL12-18SEW,FOX,CL,12-18,SE,W,44,indx_49,350,230,2017
FOXCL6-12MW,FOX,CL,6-12,M,W,56,indx_59,350,230,2017
FOXCL6-12SEW,FOX,CL,6-12,SE,W,45,indx_49,350,230,2017
FOXGR-L0-2SW,FOX,GR-L,0-2,S,W,65,indx_69,730,230,2017
FOXGR-L12-18MW,FOX,GR-L,12-18,M,W,53,indx_59,350,230,2017
FOXGR-L12-25SW,FOX,GR-L,12-25,S,W,54,indx_59,350,230,2017
FOXGR-L18-25MW,FOX,GR-L,18-25,M,W,44,indx_49,350,230,2017
FOXGR-L2-6MW,FOX,GR-L,2-6,M,W,60,indx_69,350,230,2017
FOXGR-L2-6SW,FOX,GR-L,2-6,S,W,63,indx_69,500,230,2017
FOXGR-L6-12MW,FOX,GR-L,6-12,M,W,58,indx_59,350,230,2017
FOXGR-L6-12SW,FOX,GR-L,6-12,S,W,60,indx_69,350,230,2017
FOXL0-2SW,FOX,L,0-2,S,W,71,indx_79,870,230,2017
FOXL12-18MW,FOX,L,12-18,M,W,54,indx_59,350,230,2017
FOXL12-20MW,FOX,L,12-20,M,W,53,indx_59,350,230,2017
FOXL2-6MW,FOX,L,2-6,M,W,61,indx_69,480,230,2017
FOXL2-6SW,FOX,L,2-6,S,W,68,indx_69,650,230,2017
FOXL6-12MW,FOX,L,6-12,M,W,59,indx_59,350,230,2017
FOXL6-12SW,FOX,L,6-12,S,W,61,indx_69,410,230,2017
"FOX-LYBRAND,C6-12MW","FOX-LYBRAND,C",,6-12,M,W,59,indx_59,350,230,2017
FOX-MIAMIANSIL6-12MW,FOX-MIAMIAN,SIL,6-12,M,W,60,indx_69,350,230,2017
FOX-MIAMISIL6-12MW,FOX-MIAMI,SIL,6-12,M,W,60,indx_69,350,230,2017
FOXSICL6-12SEW,FOX,SICL,6-12,SE,W,45,indx_49,350,230,2017
FOXSIL0-2SW,FOX,SIL,0-2,S,W,71,indx_79,870,230,2017
FOXSIL12-18MW,FOX,SIL,12-18,M,W,54,indx_59,350,230,2017
FOXSIL2-6MW,FOX,SIL,2-6,M,W,61,indx_69,480,230,2017
FOXSIL2-6SW,FOX,SIL,2-6,S,W,68,indx_69,650,230,2017
FOXSIL6-12MW,FOX,SIL,6-12,M,W,59,indx_59,350,230,2017
FOXSL0-2SW,FOX,SL,0-2,S,W,65,indx_69,730,230,2017
FOXSL2-6SW,FOX,SL,2-6,S,W,63,indx_69,500,230,2017
FOXSOILS12-18SEW,FOX,SOILS,12-18,SE,W,42,indx_49,350,230,2017
FOXSOILS6-12SEW,FOX,SOILS,6-12,SE,W,45,indx_49,350,230,2017
"FOX,T-SUBSTSIL0-2SW","FOX,T-SUBST",SIL,0-2,S,W,71,indx_79,870,230,2017
"FOX,T-SUBSTSIL2-6MW","FOX,T-SUBST",SIL,2-6,M,W,61,indx_69,480,230,2017
"FOX,T-SUBSTSIL2-6SW","FOX,T-SUBST",SIL,2-6,S,W,68,indx_69,650,230,2017
"FRANKSTOWN,V-MERTZ,C3-8SW","FRANKSTOWN,V-MERTZ,C",,3-8,S,W,63,indx_69,1e3,230,2017
"FRANKSTOWN,V-MERTZ,C,VERY STONY2-6SW","FRANKSTOWN,V-MERTZ,C,VERY STONY",,2-6,S,W,0,indx_49,350,230,2017
FREDERICKTOWNGR-L15-25MW,FREDERICKTOWN,GR-L,15-25,M,W,40,indx_49,350,230,2017
FREDERICKTOWNGR-L6-15MW,FREDERICKTOWN,GR-L,6-15,M,W,55,indx_59,350,230,2017
FREDERICKTOWNSIL2-6SW,FREDERICKTOWN,SIL,2-6,S,W,64,indx_69,870,230,2017
FRENCHTOWNSIL0-2SP,FRENCHTOWN,SIL,0-2,S,P,58,indx_59,960,230,2017
"FRENCHTOWN,SS-SUBSTSIL0-2SP","FRENCHTOWN,SS-SUBST",SIL,0-2,S,P,54,indx_59,350,230,2017
FRIESSICL0-1SVP,FRIES,SICL,0-1,S,VP,66,indx_69,1110,230,2017
FRIESSICL0-2SVP,FRIES,SICL,0-2,S,VP,66,indx_69,1110,230,2017
FRIESSIL0-2SVP,FRIES,SIL,0-2,S,VP,66,indx_69,1110,230,2017
FULTONFSL0-2SSWP,FULTON,FSL,0-2,S,SWP,64,indx_69,970,230,2017
"FULTON,GRAV-SUBSTSICL0-2SSWP","FULTON,GRAV-SUBST",SICL,0-2,S,SWP,64,indx_69,970,230,2017
FULTONL0-2SSWP,FULTON,L,0-2,S,SWP,67,indx_69,1110,230,2017
FULTONL0-3SSWP,FULTON,L,0-3,S,SWP,67,indx_69,1110,230,2017
FULTONL2-6SSWP,FULTON,L,2-6,S,SWP,64,indx_69,810,230,2017
"FULTON,L-SUBSTSICL0-2SSWP","FULTON,L-SUBST",SICL,0-2,S,SWP,64,indx_69,970,230,2017
"FULTON,L-SUBSTSICL2-6SSWP","FULTON,L-SUBST",SICL,2-6,S,SWP,61,indx_69,610,230,2017
FULTONSICL0-2SSWP,FULTON,SICL,0-2,S,SWP,64,indx_69,970,230,2017
FULTONSICL0-3SSWP,FULTON,SICL,0-3,S,SWP,64,indx_69,970,230,2017
FULTONSICL2-6MSWP,FULTON,SICL,2-6,M,SWP,58,indx_59,350,230,2017
FULTONSICL2-6SSWP,FULTON,SICL,2-6,S,SWP,61,indx_69,610,230,2017
FULTONSIL0-2SSWP,FULTON,SIL,0-2,S,SWP,67,indx_69,1110,230,2017
FULTONSIL0-4SSWP,FULTON,SIL,0-4,S,SWP,67,indx_69,1110,230,2017
FULTONSIL2-6MSWP,FULTON,SIL,2-6,M,SWP,61,indx_69,610,230,2017
FULTONSIL2-6SSWP,FULTON,SIL,2-6,S,SWP,64,indx_69,810,230,2017
"FULTON,S-SUBSTSIL0-2SSWP","FULTON,S-SUBST",SIL,0-2,S,SWP,67,indx_69,1170,230,2017
"FULTON,T-SUBSTSICL0-2SSWP","FULTON,T-SUBST",SICL,0-2,S,SWP,64,indx_69,970,230,2017
